synset_id	concept	gloss	wordnet21id	supersense	supersense_src	n_member_lemmas	n_tokens	member_lemmas_slp1	decode_src
29868	name	a language unit by which a person or thing is known; 'his name really is George Washington'; 'those are two names for the same thing'	06248	communication	direct	12	799	nAman|AKyA|saMjYA|Ahvaya|aBiDA|aBiDAna|AhvA|nAmaDeya|Sabda|saMKyA|saMjYikA|aBiDAnaka	word-senses
48690	wife	a married woman; a man's partner in marriage	10619	person	direct	33	795	BAryA|patnI|dAra|strI|jAyA|priyA|yozit|vaDU|nArI|kalatra|kAntA|jani|dayitA|aNganA|vanitA|sADvI|gfhiRI|ISA|jAnI|satI|parigraha|kuwumbinI|vASitA|vallaBA	word-senses
44500	best	the person who is most outstanding or excellent; 'he could beat the best of them'		Tops	propagated	18	781	vyAGra|fzaBa|indra|SArdUla|puMgava|kuYjara|rAja|ISvara|siMha|ratna|rAjan|rAj|mAtaMga|agra|nAga|muKa|prabarha|vfzaBa	word-senses
63550	lead	a soft heavy toxic malleable metallic element; bluish white when freshly cut but tarnishes readily to dull gray; 'the children were playing with lead soldiers'		substance	propagated	48	781	nAga|sIsa|sIsaka|pannaga|ahi|uraga|BujaMga|BujaMgama|PaRin|nAgaka|karin|kuwila|yavanezwa|Bujaga|jaqa|kfzRa|paripizwaka|kuYjara|yogezwa|yogIzwa|vapra|DAtumala|pavanASana|sirAvftta	word-senses
42217	cloud	a visible mass of water or ice particles suspended at a considerable altitude	09114	object	direct	35	773	meGa|aBra|ambuda|Gana|jalada|toyada|jImUta|parjanya|ambuDara|jalaDara|naBas|ambuvAha|jalamuc|payoda|payoDara|payomuc|balAhaka|amBoda|nIrada|ambuBft|ambumuc|amBoDara|DArADara|vArida	word-senses
100533	vāta	wind as one of the humours of the body			none	15	772	vAta|anila|vAyu|mAruta|pavana|samIraRa|marut|Svasana|ganDavaha|sadAgati|cala|IraRa|mAtariSvan|praBaYjana|cara	word-senses
45600	father	a male parent (also used as a term of address to your father); 'his father was born in Atlanta'	09931	person	direct	10	767	pitf|tAta|janitf|janaka|tata|utpAdaka|janayitf|dehakara|dehakft|SarIrakartf	word-senses
130412	become pure	dt. rein werden			none	5	760	SuD|viSuD|pariSuD|saMSuD|nirmalIBU	word-senses
4446	battle	a hostile meeting of opposing military forces in the course of a war; 'Grant won a decisive victory in the battle of Chickamauga'; 'he lost his romantic ideas about war when he got into a real engagement'	00939	act	direct	35	758	raRa|samara|yuD|Ahava|saMyuga|yudDa|saMKya|saMgrAma|mfDa|Bara|Aji|pftanA|saMyat|samiTa|aBIka|samiti|samprahAra|samIka|saMgara|nfzAhya|samfti|vftratUrya|pft|saMgama	word-senses
42956	Agni	god of fire; one of the 3 chief deities of the Vedas		person	propagated	56	753	agni|jAtavedas|pAvaka|hutASana|vahni|vESvAnara|havyavAhana|anala|havyavAha|citraBAnu|havyavah|hutaBuj|Sukra|viBAvasu|jvalana|tanUnapAt|kfzRavartman|saptArcis|DUmaketu|narASaMsa|hiraRyaretas|agnika|ASuSukzaRi|yajYavAha	word-senses
15050	chariot	a two-wheeled horse-drawn battle vehicle; used in war and races in ancient Egypt and Greece and Rome	02979	artifact	direct	4	747	raTa|syandana|vAhin|yugya	word-senses
94192	give	transfer possession of something concrete or abstract to somebody; 'I gave her my money'; 'can you give me lessons?' 'She gave the children lots of love and tender loving care'			none	28	735	dA|pradA|DA|prayam|rA|niveday|dApay|vitf|diS|anupradA|sampradA|pradApay|arpay|upahf|niryAtay|samprayam|samarpay|Sikz|prativeday|dAS|pAtay|AnI|AveSay|upAkf	word-senses
100532	kapha	phlegm as one of the tridoṣas			none	6	721	kaPa|Slezman|balAsa|SIta|banDana|SlezmARaka	word-senses
37171	ghee	clarified butter used in Indian cookery	07742	food	direct	8	697	Gfta|sarpis|Ajya|havis|Ajyaka|aBiGAra|tanUnapa|sarpizka	word-senses
42214	sky	outer space as viewed from the earth		location	propagated	27	688	div|ambara|antarikza|Ka|AkASa|naBas|gagana|vyoman|vihAyas|nAka|aBra|svar|puzkara|diva|viyant|ananta|naBastala|svarga|ASA|rajas|mahAbila|tArApaTa|suravartman|sarvatomuKa	word-senses
104001	causing	causing			none	26	676	kara|kft|da|kAraka|kArin|Avaha|prada|janana|kartf|viDAyaka|janaka|viDAyin|pradAyaka|dAyin|dAyaka|karaRa|saMjanana|kAra|utpAdaka|sampAdaka|ApAdaka|vaha|hetuka|prayojaka	word-senses
15726	crucible	a vessel of heat-resisting material used for high temperature chemical reactions		artifact	propagated	20	676	mUzA|mUzikA|kozWI|vahnimitrA|kumudI|krOYcikA|kozWikA|krOYcI|mUza|karahAwikA|kovika|kumudikA|sampuwa|pAcanI|SarAva|mUzI|mUzaka|pAtanA|karahArikA|pAtinI	word-senses
74092	amalgamated	caused to combine or unite			none	24	671	saMyuta|yuta|samanvita|sahita|anvita|miSra|pragAQa|sammiSra|vimiSra|unmiSra|yuj|samAyuta|AQya|vyAmiSra|samopeta|sanATa|samunmiSra|ekasTa|upeta|yogin|dvitIya|sTa|sahacara|anuyuta	word-senses
84449	produced	that is caused by; 'if...such a change is produced by...insulin comas or electroshocks'; 'the emotional states produced by this drug'			none	7	670	ja|utTa|udBava|samutTa|Atmaka|udBavaka|hEtuka	word-senses
64525	urine	liquid excretory product; 'there was blood in his urine'; 'the child had to make water'	14660	substance	direct	14	668	mUtra|jala|mUtraka|ambu|amBas|prasrAva|vAri|drava|nIra|toya|srava|sravaRa|guhyanizyanda|prasnava	word-senses
129533	mṛ	[alchemy]			none	2	658	mf|mftIBU	word-senses
27000	head	the upper or front part of the body in animals; contains the face and brains; 'he stuck his head out the window'		body	propagated	13	658	Siras|mUrDan|SIrza|uttamANga|SIrzan|mastaka|vadana|Sira|Siraska|mUla|muKa|UrDvANga|muRqa	word-senses
74403	large	above average in size or number or quantity or magnitude or extent; 'a large city'; 'set out for the big city'; 'a large sum'; 'a big (or large) barn'; 'a large family'; 'big businesses'; 'a big expenditure'; 'a large number of newspapers'; 'a big group o			none	22	657	mahat|sTUla|bfhat|vipula|viSAla|dIrGa|bfhattara|gAtra|analpa|ucca|lamba|sTUra|asaMbADa|dIrGatama|mAhina|vistIrRa|vfzan|pIna|bfhanta|bahu|prAjya|Gana	word-senses
65065	oil	a slippery or viscous liquid or liquefiable substance not miscible with water	14769	substance	direct	5	653	tEla|sneha|tElaka|yamaka|snehana	word-senses
27109	arm	technically the part of the superior limb between the shoulder and the elbow but commonly used to refer to the whole superior limb		body	propagated	8	648	bAhu|Buja|dos|Burij|oRi|BujA|dordaRqa|bAhuka	word-senses
100779	Dharma	a complex of fundamental ethical and religious rules valid in Brahmanic India		cognition	propagated	2	647	Darma|Darman	word-senses
88742	say	state as one's opinion or judgement; declare; 'I say let's forget this whole business'			none	4	647	brU|ah|vad|vac	word-senses
22811	weapon	weaponry used in fighting or hunting; 'he was licensed to carry a weapon'		artifact	propagated	12	646	astra|AyuDa|Sastra|praharaRa|vaDa|vaDar|hanman|vaDatra|vaDasna|ayas|vaDanA|meni	word-senses
91443	soak	submerge in a liquid; 'I soaked in the hot tub for an hour'			none	24	643	BAvay|plu|viBAvay|pariplu|sTApay|vAsay|plAvay|pariBAvay|majj|samplu|AplAvay|samBAvay|sTA|pA|klid|anupA|Aplu|AveSay|AsrAvay|parisru|gopay|pariplAvay|rAhay|pariviBAvay	word-senses
59914	four	the cardinal number that is the sum of three and one		quantity	propagated	11	642	catur|catuzwaya|veda|catuzka|abDi|kfta|arRava|sAgara|samudra|diS|jalada	word-senses
97279	there	in or at that place; 'they have lived there for years'; 'it's not there'; 'that man <who is> there'			none	5	639	tatra|atra|tena|tad|tatas	word-senses
42972	Hanuman	the monkey god; helper of Rama		person	propagated	18	637	hanumant|mArutAtmaja|mAruti|pavanAtmaja|vAyuputra|vAyusuta|anilAtmaja|vAyusUnu|vAtAtmaja|kapIndra|pavanasuta|pavanatanaya|hanuman|anilasuta|kapISvara|AYjaneya|pAvakAtmaja|anilaputra	word-senses
132735	who	relative pronoun			none	2	635	yad|yatama	word-senses
42465	river	a large natural stream of water (larger than a creek); 'the river was navigable for 50 miles'	09276	object	direct	40	635	nadI|sarit|sinDu|ApagA|nimnagA|nada|sravantI|avani|tawinI|taraMgiRI|sravat|nirJariRI|DunI|DenA|nadInada|hrAdinI|srotyA|kallolinI|samudragA|nAvyA|vAhinI|yahvI|pastyA|srotasvinI	word-senses
37140	milk	a white nutritious liquid secreted by mammals and used as food by human beings	07737	food	direct	10	632	kzIra|payas|dugDa|go|dugDaka|gokzIra|rasa|doha|gorasa|kzIraka	word-senses
31500	statement	a message that is stated or declared; a communication (oral or written) setting forth particulars or facts etc; 'according to his statement he was in London on that day'	06631	communication	direct	7	631	vacana|vAkya|vacas|vAc|BAratI|gir|aBisaMDA	word-senses
68805	white	being of the achromatic color of maximum lightness; having little or no hue owing to reflection of almost all incident light; 'as white as fresh snow'; 'a bride's white dress'			none	18	631	Sveta|sita|Sukla|SuBra|pARqura|gOra|Davala|arjuna|ruSat|SuBraka|Sukra|pARqara|Siti|viSada|SvityaYc|avadAta|pARqu|kevala	word-senses
42310	moon	the natural satellite of the Earth; 'the average distance to the moon is 384,400 kilometers'; 'men first stepped on the moon in 1969'	09223	object	direct	66	628	candra|indu|SaSin|soma|candramas|SaSANka|SItAMSu|niSAkara|tArADipa|SItaraSmi|viDu|aMSumant|uqurAj|suDAkara|SaSaDara|SaSalakzman|niSApati|abja|uqupati|rajanIpati|jEvAtfka|dvijarAja|tArApati|SaSalakzaRa	word-senses
45483	enemy	an armed adversary (especially a member of an opposing military force); 'a soldier must be prepared to kill his enemies'	09906	person	direct	20	626	Satru|ripu|ari|amitra|vftra|kaRwaka|vErin|mfD|sapatna|SAtrava|arAti|asuhfd|ketu|pftanyu|vijigIzu|durhfd|dviza|dvezas|spfD|pftanAyu	word-senses
100159	together	in each other's company; 'we went to the movies together'; 'the family that prays together stays together'			none	4	621	saha|sArDam|sam|sumat	word-senses
132728	like	like			none	4	618	iva|na|yaTA|vat	word-senses
59951	hundred	ten 10s	13569	quantity	direct	2	607	Sata|Sataka	word-senses
129869	puṭapāka	preparation of drugs in a puṭa		process	propagated	4	605	puwa|puwana|puwapAka|puwapAcana	word-senses
40231	town	an urban area with a fixed boundary that is smaller than a city; 'they drive through town on their way to work'	08544	location	direct	9	605	pura|purI|nagara|nagarI|pattana|puwaBedana|pur|pawwana|sTAnIya	word-senses
129836	vajra	a mineral; 'diamond'		substance	propagated	32	600	vajra|hIraka|kuliSa|pavi|vajraka|Bidura|hIra|aBedya|BArgavaka|ratna|dfQa|zawkoRa|aSira|indrAyuDa|surAyuDa|Satakowi|bahuDAra|sUcIvaktra|sadratna|maRivara|maRIndra|BArgava|aSani|ratnamuKya	word-senses
12002	hand	terminal part of the forelimb in certain vertebrates (e.g. apes or kangaroos): 'the kangaroo's forearms seem undeveloped but the powerful five-fingered hands are skilled at feinting and clouting'- Springfield (Mass.) Union		animal	propagated	7	594	hasta|pARi|kara|gaBasti|pARikA|karakisalaya|karaka	word-senses
34214	time	an instance or single occasion for some event; 'This time he succeeded'; 'He called four times'; 'he could do ten at a clip'	07209	event	direct	7	590	vAra|vAraka|velA|kAla|saMKyA|paryAya|SfNKalA	word-senses
11773	cow	female of domestic cattle: '`moo-cow'' is a child's term'		animal	propagated	29	587	go|Denu|aGnyA|vaSA|usriyA|suraBi|usrA|dogDrI|arjunI|sOraBeyI|kalyARI|vASrA|BadrA|jagatI|iqA|vaDU|mAtf|rohiRI|duGA|pAvanI|suduGA|gfzwi|SfNgiRI|gavI	word-senses
46588	man	an adult male person (as opposed to a woman); 'there were two women and six men on the bus'		person	propagated	17	585	nara|puruza|puMs|nf|mAnava|manuzya|jana|pUruza|vIra|aDikArin|karmArha|paYcajana|narya|arTavant|mAnuza|vfzan|arTASraya	word-senses
91640	produce	create or manufacture a man-made product: 'We produce more cars than we can sell'; 'The company has been making toys for two centuries'			none	38	585	kf|viDA|kAray|nirmA|prakalpay|udBU|prakf|racay|takz|sADay|car|kalpay|nizpAday|utpAday|upakalpay|sampAday|vinirmA|Gaway|nirvft|parikalpay|praRI|prakAray|jan|vartay	word-senses
128966	for	= -artham, -arthe		cognition	propagated	4	581	arTa|hetu|kAraRa|kfte	word-senses
63640	borax	an ore of boron consisting of hydrated sodium borate; used as a flux or cleansing agent	14475	substance	direct	36	581	waNkaRa|sOBAgya|waNka|waNkaRakzAra|waNkaRaka|drAvin|suBaga|kzAra|kzArarAja|suKasparSa|mAlatIrasasamBava|raNgada|rasADika|sOBAgyaka|mAlatIjAta|kanakakzAra|malina|raNga|lohadrAvin|lohaSudDikara|rasaGna|vartula|DAtudrAvaka|DAtuvallaBa	word-senses
42983	Parvati	wife of Siva and a benevolent aspect of Devi: goddess of plenty	09390	person	direct	56	580	devI|deveSI|pArvatI|sureSvarI|gOrI|suravanditA|mahAdevI|devadeveSI|parameSvarI|girijA|BEravI|maheSAnI|maheSvarI|surasundarI|SElajA|ambikA|ISvarA|sureSAnI|SivA|SaMkarI|himaSElajA|SElarAjasutA|girIndrajA|adrijA	word-senses
59915	five	the cardinal number that is the sum of four and one		quantity	propagated	6	576	paYcan|paYcaka|Sara|bARa|arTa|izu	word-senses
129490	leaf	a very thin sheet of metal			none	5	573	pattra|dala|pattraka|pawwa|pattrI	word-senses
89709	take	get into one's hands, take physically; 'Take a cookie!' 'Can you take this bag, please'			none	25	567	grah|AdA|saMgrah|samAdA|Ahf|pratigrah|grAhay|upAdA|samAhf|saMhf|samAnI|hf|AnI|Df|pragrah|saMgrAhay|kf|DA|AraB|upasaMhf|paryAdA|pratipad|samparigrah|upasaMgrah	word-senses
89490	eat	take in solid food; 'She was eating a banana'; 'What did you eat for dinner last night?'			none	34	564	Bakzay|Buj|aS|ad|KAd|Bakz|upayuj|Baj|prAS|jakz|aByavahf|Gas|samaS|Asev|upasev|nizev|pariBuj|kf|sev|upaBuj|grah|gras|yuj|ras	word-senses
49694	wind	air moving (sometimes with considerable force) from an area of high pressure to an area of low pressure; 'trees bent under the fierce winds'		phenomenon	propagated	22	562	vAyu|vAta|mAruta|anila|pavana|mAtariSvan|Svasana|marut|samIraRa|naBasvant|ganDavaha|ganDavAha|sadAgati|pavamAna|nAnAgati|nityagati|jagatprARa|jagadAyus|dehaDfk|praBaYjana|pravAta|kampAka	word-senses
89452	use	put into service; make work; make use of of employ for a particular purpose: 'use your head!' 'I can't make use of this tool'; 'Apply a magnetic field here'; 'This thinking was applied to many projects'; 'How do you utilize this tool?'; 'I apply this rule			none	38	561	yojay|yuj|prayuj|niyojay|kf|prayojay|niyuj|viDA|upayuj|dA|avacAray|viniyojay|grah|pAtay|nipAtay|viniyuj|samAcar|anuprayuj|Asev|dApay|prakalpay|praRiDA|saMyuj|pradApay	word-senses
100396	Ṛṣi	an Indian sage / seer		person	propagated	3	557	fzi|rizi|muni	word-senses
44124	ascetic	practices self denial as spiritual discipline		Tops	propagated	8	555	muni|tapasvin|tApasa|yati|yogin|mahAvratin|jawin|fzi	word-senses
6837	bird	warm-blooded egg-laying vertebrates characterized by feathers and forelimbs modified as wings	01485	animal	direct	41	552	pakzin|dvija|vihaga|pataga|patatrin|Sakuna|Kaga|vihaMgama|vihaMga|Sakuni|vi|aRqaja|vayas|Kecara|pattraraTa|vAyasa|pattrin|Sakunti|garutmant|pataMga|vAjin|Sakunta|SakuntikA|nIqodBava	word-senses
39810	Earth	the abode of mortals (as contrasted with heaven or hell); 'it was hell on earth'	08442	location	direct	34	545	pfTivI|loka|BU|mahI|BUmi|medinI|Buvana|vasuDA|vasuMDarA|jagant|go|DaraRI|kziti|urvI|jagatI|BUman|vasumatI|DarA|kzam|kzA|saptadvIpA|DaritrI|sAgarameKalA|BUrloka	word-senses
68761	red	having any of numerous bright or strong colors reminiscent of the color of blood or cherries or tomatoes or rubies			none	20	542	rakta|aruRa|lohita|SoRa|aruza|Arakta|rohita|usriya|SoRita|mAYjizWa|aruRapsu|raktaka|Alohita|raktatara|lohitaka|rohit|pAwala|piYjara|piSaNga|Syeta	word-senses
37235	honey	a sweet yellow liquid produced by bees	07752	food	direct	5	541	maDu|kzOdra|mAkzika|sAraGa|BrAmara	word-senses
91730	cause	give rise to; cause to happen or occur, not always intentionally; 'cause a commotion'; 'make a stir'; 'cause an accident'			none	26	530	kf|janay|viDA|ApAday|DA|prakf|utpAday|kAray|tan|yam|Acar|car|jan|sfj|Avah|udIray|samutTA|samudBU|sU|aBinirvartay|utTA|upajanay|nirmA|nizpAday	word-senses
76672	own(a)	belonging to or on behalf of a specified person (especially yourself); preceded by a possessive; 'for your personal use'; 'do one's own thing'; 'she makes her own clothes'; '`ain' is Scottish'			none	11	524	sva|nija|svaka|nitya|svakIya|aDyAtma|nEja|tadIya|tanU|sahaja|svaja	word-senses
14360	bow	curved piece of resilient wood with taut cord to propel arrows	02851	artifact	direct	12	521	Danus|cApa|kArmuka|Danvan|bARAsana|kodaRqa|Danu|izvasana|izvastra|Danuzka|Sarasana|SArNga	word-senses
580	food	any substance that can be metabolized by an organism to give energy and build tissue	00020	Tops	direct	32	521	anna|AhAra|Bojana|aSana|Bakta|Bakzya|Bojya|Bakza|annAdya|pitu|Bukta|Urj|DAsi|upasneha|pfkz|prayas|kftAnna|atra|adana|pakti|aByavahArya|DAnya|vikfti|BikzA	word-senses
84873	cure	provide a cure for, make healthy again			none	37	520	han|nihan|sADay|ji|hf|nASay|vinASay|niyam|ropay|apahan|vinihan|cikits|Bid|apoh|Samay|viji|vimuc|kzapay|apAkf|hiMs|nivAray|pratikf|pratihan|Bizajy	word-senses
78728	located	situated in a particular spot or position; 'valuable centrally located urban land'; 'strategically placed artillery'; 'a house set on a hilltop'; 'nicely situated on a quiet riverbank'			none	11	518	sTa|ga|ja|saMsTa|gocara|vartin|utTa|saMniveSin|niveSin|samutTa|viniveSin	word-senses
96965	subsequently	happening at a time subsequent to a reference time; 'he apologized subsequently'; 'he's going to the store but he'll be back here later'; 'it didn't happen until afterward'; 'two hours after that'			none	13	518	paScAt|tadanu|anantaram|anu|param|UrDvam|tatas|punar|paratas|parastAt|upari|paScA|pareRa	word-senses
101101	pala	a kind of weight		quantity	propagated	8	517	pala|prakuYca|palaka|zoqaSikA|muzwi|bilva|palAlaka|pARiSukti	word-senses
57138	leaf	the main organ of photosynthesis and transpiration in higher plants	12982	plant	direct	8	515	pattra|dala|parRa|palASa|pattraka|Cada|puwa|parRaka	word-senses
63488	metallic element	any of several chemical elements that are usually shiny solids that conduct heat or electricity and can be formed into sheets etc.	14431	substance	direct	4	512	loha|lOha|ayas|lohaka	word-senses
37240	molasses	thick dark syrup produced by boiling down juice from sugar cane; especially during sugar refining	07753	food	direct	5	511	guqa|rAba|gaRqola|PARita|gOqya	word-senses
101392	mākṣika	a kind of mineral substance; pyrites?		food	propagated	24	510	mAkzika|tApya|mAkzIka|DAtumAkzika|tApyaka|svarRamAkzika|tApIja|bfhadvarRa|tApIsamudBava|pakzin|maDuDAtu|ApIta|Avarta|Avartaka|mAkzikaDAtu|tapta|hemamAkzika|garuqa|kzOdraDAtu|pItamAkzika|pItaka|hEmamAkzika|maDuDAtuka|tApIBava	word-senses
59955	thousand	the cardinal number that is the product of 10 and 100		quantity	propagated	3	497	sahasra|sahasraka|sAhasra	word-senses
63604	tin	a silvery malleable metallic element that resists corrosion; used in many alloys and to coat other metals to prevent corrosion; obtained chiefly from cassiterite where it occurs as tin oxide	14464	substance	direct	33	495	vaNga|trapu|raNga|vaNgaka|kuwila|piccawa|trapusa|Gana|trapuka|kurUpya|nIlikA|salavaRa|hima|pUtiganDa|guruSrezWa|AnIla|karawI|maDura|vikawa|ABIra|rajas|trapus|sita|SIta	word-senses
