rank	lemma_slp1	deva	iast	gloss	core_rank	coverage_pct	cumulative_pct	lesson	card_href
159	BrAtf	भ्रातृ	bhrātṛ	bhrātṛ m. (connection with √ bhṛ doubtful) a brother (often used to designate a near relative or an…	200	0.0694285	22.9205	4	../../w/_42r_41tf.html
160	vrata	व्रत	vrata	vrata n. ( ifc. f( ā ). ; fr. √ 2. vṛ ) will, command, law, ordinance, rule, RV.	201	0.0693985	22.9899	4	../../w/vrata.html
161	hasta	हस्त	hasta	hasta m. ( ifc. f( ā ). , of unknown derivation) the hand ( ifc. = ‘holding in or by the hand’; has…	203	0.0692785	23.0591	4	../../w/hasta.html
162	tattva	तत्त्व	tattva	tat—tva n. true or real state, truth, reality, ŚvetUp. ; Mn. ; Bhag. &c.	205	0.0692485	23.1284	4	../../w/tattva.html
163	tyaj	त्यज्	tyaj	1. tyaj cl. 1. ˚jati (metrically also ˚te ; pf. Ved. tityāja , Class. tat˚ , Pāṇ. vi, 1, 36 ; tatya…	206	0.0689185	23.1973	4	../../w/tyaj.html
164	roga	रोग	roga	roga m. (√ 1. ruj ) ‘breaking up of strength’, disease, infirmity, sickness (also personified as an…	209	0.0685884	23.2659	4	../../w/roga.html
165	ahar	अहर्	ahar	ahar n. (the weak cases come fr. ahan , q.v. , the middle ones fr. ahas [see below] or in RV. also…	210	0.0677183	23.3336	4	../../w/ahar.html
166	praviS	प्रविश्	praviś	pra-√viś P. Ā. -viśati , ˚te , to enter, go into, resort to ( acc. or loc. ), RV. &c. &c. (with agn…	211	0.0677183	23.4013	4	../../w/pravi_53.html
167	vft	वृत्	vṛt	1. vṛt ( ifc. ; for 2. See ) surrounding, enclosing, obstructing (see arṇo- and nadī-vṛt )	212	0.0677183	23.4691	4	../../w/vft.html
168	fzaBa	ऋषभ	ṛṣabha	ṛṣabha as , m. ( fr. √ 2. ṛṣ , Uṇ. ii, 123 ), a bull (as impregnating the flock; cf. vṛṣabha and uk…	213	0.0676583	23.5367	4	../../w/fza_42a.html
169	Dana	धन	dhana	dhana n. the prize of a contest or the contest itself ( lit. a running match, race, or the thing ra…	214	0.0675383	23.6043	4	../../w/_44ana.html
170	kzIra	क्षीर	kṣīra	kṣīra am , n. ( fr. √ śyai ?; fr. √ kṣar , or √ ghas , Nir. ii, 5 ; fr. √ ghas , Uṇ. iv, 34 ; g. ar…	215	0.0666082	23.6709	4	../../w/kz_49ra.html
171	prajA	प्रजा	prajā	pra-˚jā f. See below.	216	0.0665782	23.7374	4	../../w/praj_41.html
172	puzpa	पुष्प	puṣpa	puṣpa n. (for puṣka ?) a flower, blossom ( ifc. f( ā ). , in names of plants oftener f( ī ). ; cf.…	217	0.0664582	23.8039	4	../../w/puzpa.html
173	banD	बन्ध्	bandh	bandh cl. 9. P. ( Dhātup. xxxi, 37 ) badhnāti (rarely Ā. badhnīte ; cl. 1. P. Ā. bandhati , ˚te , M…	218	0.0663081	23.8702	4	../../w/ban_44.html
174	arh	अर्ह्	arh	arh cl. 1. P. arhati , rarely Ā. arhate [ MBh. iii, 1580 ; R. ], ( p. arhat [see below]; Ved. Inf.…	219	0.0660981	23.9363	4	../../w/arh.html
175	Gora	घोर	ghora	ghora mf( ā )n. ( cf. √ ghur ) venerable, awful, sublime (gods, the Aṅgiras, the Ṛṣis), RV. ; AV. i…	220	0.0659181	24.0022	4	../../w/_47ora.html
176	vajra	वज्र	vajra	vajra m. n. ‘the hard or mighty one’, a thunderbolt ( esp. that of Indra, said to have been formed…	221	0.0657081	24.0679	4	../../w/vajra.html
177	agra	अग्र	agra	agra mfn. ( fr. √ aṅg , Uṇ. ), foremost, anterior, first, prominent, projecting, chief, best, L.	223	0.0655881	24.1335	4	../../w/agra.html
178	vacas	वचस्	vacas	1. vacas n. (for 2. See ) speech, voice, word, RV. &c. &c. ( ˚casāmpatiḥ N. of Bṛhaspati, Laghuj. )	225	0.065468	24.199	4	../../w/vacas.html
179	sTAna	स्थान	sthāna	sthāna n. (also said to be m. , Siddh. ) the act of standing, standing firmly, being fixed or stati…	226	0.065258	24.2642	4	../../w/s_54_41na.html
180	dAna	दान	dāna	1. dāna n. the act of giving, RV. ; ŚBr. ; MBh. &c.	227	0.065168	24.3294	4	../../w/d_41na.html
181	bIja	बीज	bīja	bīja n. (also written vīja , of doubtful origin; ifc. f( ā ). ) seed (of plants), semen (of men and…	228	0.065078	24.3945	4	../../w/b_49ja.html
182	sidDi	सिद्धि	siddhi	1. siddhi f. driving off, putting aside, Yājñ.	230	0.064898	24.4594	4	../../w/sid_44i.html
183	AdA	आदा	ādā	ā- √ 1. dā Ā. -datte , ( Pāṇ. i, 3, 20 ), ep. also rarely P. ( e.g. 1. sg. -dadmi , or -dadāmi ), V…	231	0.0645379	24.5239	4	../../w/_41d_41.html
184	BU	भू	bhū	1. bhū cl. 1. P. ( Dhātup. i, 1 ) bhavati (rarely Ā. ˚te ; pf. babhūva , 2. pers. ˚ūtha or ˚ūvitha…	232	0.0640279	24.588	4	../../w/_42_55.html
185	ratna	रत्न	ratna	ratna n. (√ 1. rā ) a gift, present, goods, wealth, riches, RV. ; AV. ; ŚBr.	233	0.0637878	24.6517	4	../../w/ratna.html
186	astra	अस्त्र	astra	astra n. (exceptionally m. , Hariv. 10703 , &c.), (√ 2. as ), a missile weapon, bolt, arrow, AV. xi…	234	0.0636678	24.7154	4	../../w/astra.html
187	kzaya	क्षय	kṣaya	kṣaya See √ 1. 2. and 4. kṣi .	236	0.0634278	24.7788	4	../../w/kzaya.html
188	Adya	आद्य	ādya	1. ādya mf( ā )n. [ Pāṇ. iv, 3, 54 ] being at the beginning, first, primitive, KātyŚr. ; Hit. ; Śak…	237	0.0632478	24.8421	4	../../w/_41dya.html
189	pattra	पत्त्र	pattra	pattra n. (and m. , Śāk. ; ifc. f( ā and ī ). ) (sometimes spelt patra ) the wing of a bird, pinion…	238	0.0631578	24.9052	4	../../w/pattra.html
190	zaz	षष्	ṣaṣ	ṣaṣ mfn. pl. ( prob. for orig. ṣakṣ ; nom. acc. ṣaṭ instr. ṣaḍbhis dat. abl. ṣaḍbhyas , gen. ṣaṇṇām…	239	0.0631578	24.9684	4	../../w/zaz.html
191	hf	हृ	hṛ	1. hṛ cl. 1. P. Ā. ( Dhātup. xxii, 2 ) harati , ˚te (once in RV. harmi , and once in Sch. on ĀpŚr.…	240	0.0631278	25.0315	4	../../w/hf.html
192	rAjya	राज्य	rājya	rājya mfn. kingly, princely, royal, TBr.	241	0.0630377	25.0946	4	../../w/r_41jya.html
193	SuD	शुध्	śudh	śudh or śundh cl. 1. P. Ā. ( Dhātup. iii, 37 ) śundhati , ˚te ( Impv. śunddhi , ĀśvGṛ. ; pf. śuśund…	242	0.0630377	25.1576	4	../../w/_53u_44.html
194	nihan	निहन्	nihan	ni-√han P. -hanti ( Impv. -jahi , RV. ; p. -ghna , TS. &c.; 3- sg. Ā. -jighnate , RV. ; p. jighnamā…	243	0.0626477	25.2203	4	../../w/nihan.html
195	Barata	भरत	bharata	bharata m. ‘to be or being maintained’, N. of Agni (kept alive by the care of men), RV. ; Br. ; Kau…	244	0.0621676	25.2824	4	../../w/_42arata.html
196	garBa	गर्भ	garbha	garbha m. (√ grabh = grah , ‘to conceive’; √ 2. gṝ , Uṇ. iii, 152 ) the womb, RV. ; AV. &c.	245	0.0621676	25.3446	4	../../w/gar_42a.html
197	tEla	तैल	taila	taila n. ( fr. tila ) sesamum oil, oil, AV. i, 7, 2 (?); Kauś. ; Gobh. ; Mn. &c. ( ifc. Pāṇ. v, 2,…	246	0.0621676	25.4068	4	../../w/t_45la.html
198	i	इ	i	1. i the third vowel of the alphabet, corresponding to i short, and pronounced as that letter in ki…	247	0.0618376	25.4686	4	../../w/i.html
199	saMSaya	संशय	saṃśaya	saṃ-śaya &c. See saṃ-√śī .	248	0.0618376	25.5304	4	../../w/sa_4d_53aya.html
200	cUrRa	चूर्ण	cūrṇa	cūrṇa mfn. (√ carv ) minute, VarBṛS. lxxxi, 6	250	0.0610575	25.5915	4	../../w/c_55r_52a.html
201	azwan	अष्टन्	aṣṭan	aṣṭan aṣṭau [ RV. ; AV. &c.] or aṣṭā [ RV. viii, 2, 41 ] or aṣṭa [ RV. x, 27, 15 ; AV. &c.] pl. eig…	251	0.0609675	25.6525	5	../../w/azwan.html
202	sura	सुर	sura	sura m. ( prob. fr. asura as if fr. a-sura and as sita fr. a-sita ; thought by some to be connected…	253	0.0603974	25.7129	5	../../w/sura.html
203	dah	दह्	dah	1. dah cl. 1. P. dahati ( ep. also Ā. ; p. dahat ; impf. adahat ; aor. adhāk , RV. ii, 15, 4 ; 1. s…	254	0.0603674	25.7732	5	../../w/dah.html
204	tulya	तुल्य	tulya	tulya mf( ā )n. (in comp. accent, Pāṇ. vi, 2, 2 ) equal to, of the same kind or class or number or…	255	0.0602774	25.8335	5	../../w/tulya.html
205	mAMsa	मांस	māṃsa	māṃsa n. sg. and pl. flesh, meat, RV. &c. &c. (also said of the fleshy part or pulp of fruit, Suśr.…	256	0.0600674	25.8936	5	../../w/m_41_4dsa.html
206	vas	वस्	vas	1. vas ( encl. ) acc. dat. gen. pl. of 2nd pers. pron. ( cf. Pāṇ. viii, 1, 21 , 24 &c.), RV. ; &c.	257	0.0596473	25.9532	5	../../w/vas.html
207	mAsa	मास	māsa	māsa m. (or n. , Siddh. ) the moon (see pūrṇa-m˚ )	258	0.0594973	26.0127	5	../../w/m_41sa.html
208	arjuna	अर्जुन	arjuna	arjuna mfn. ( cf. ṛjra and √ raj ) white, clear (the colour of the day, RV. vi, 9, 1 ; of the dawn,…	259	0.0593173	26.072	5	../../w/arjuna.html
209	Gna	घ्न	ghna	ghna mf( ā , MBh. xiii, 2397 ; Hariv. 9426 ; ī f. of 2. han , q.v. )n. ifc. striking with, Mn. viii…	260	0.0591673	26.1312	5	../../w/_47na.html
210	kriyA	क्रिया	kriyā	kriyā f. ( Pāṇ. iii, 3, 100 ), doing, performing, performance, occupation with (in comp. ), busines…	261	0.0588072	26.19	5	../../w/kriy_41.html
211	kuru	कुरु	kuru	kuru m. pl. N. of a people of India and of their country (situated near the country of the Pañcālas…	263	0.0584172	26.2484	5	../../w/kuru.html
212	jvara	ज्वर	jvara	jvara m. ( g. vṛṣā di) fever (differing according to the different Doṣas or humors of the body supp…	264	0.0582672	26.3067	5	../../w/jvara.html
213	paSu	पशु	paśu	1. paśu ind. see, behold! L.	265	0.0579971	26.3647	5	../../w/pa_53u.html
214	loha	लोह	loha	loha mfn. ( prob. fr. a √ ruh for a lost √ rudh , ‘to be red’; cf. rohi , rohiṇa &c.) red, reddish,…	266	0.0578771	26.4226	5	../../w/loha.html
215	citta	चित्त	citta	citta mfn. ‘noticed’, see a-citta	267	0.0577271	26.4803	5	../../w/citta.html
216	droRa	द्रोण	droṇa	droṇa n. ( fr. 4. dru ) a wooden vessel, bucket, trough &c.; a Soma vessel [ cf. Zd. draona ], RV.…	268	0.0576971	26.538	5	../../w/dro_52a.html
217	svarga	स्वर्ग	svarga	svar—ga , see below.	269	0.0575171	26.5955	5	../../w/svarga.html
218	viSeza	विशेष	viśeṣa	vi-śeṣa m. (once in Pañcat. n. ; ifc. f( ā ). ) distinction, difference between (two gen. , two loc…	270	0.0575171	26.653	5	../../w/vi_53eza.html
219	asura	असुर	asura	asura mfn. (√ 2. as , Uṇ. ), spiritual, incorporeal, divine, RV. ; AV. ; VS.	271	0.0574271	26.7104	5	../../w/asura.html
220	mUtra	मूत्र	mūtra	mūtra n. ( prob. fr. √ mū = mīv ; but cf. Uṇ. iv, 162 ) the fluid secreted by the kidneys, urine (…	272	0.057337	26.7678	5	../../w/m_55tra.html
221	liNga	लिङ्ग	liṅga	liṅga n. (once m. in NṛsUp. ; ifc. f( ā ). , f( ī ). only in viṣṇu-liṅgī ; prob. fr. √ lag ; cf. la…	273	0.057277	26.8251	5	../../w/li_4ega.html
222	heman	हेमन्	heman	heman &c. See 2. heman p. 1304, col. 1.	274	0.057187	26.8822	5	../../w/heman.html
223	yaj	यज्	yaj	1. yaj cl. 1. P. Ā. ( Dhātup. xxiii, 33 ) yajati , ˚te (1. sg. yajase , RV. viii, 25, 1 ; Ved. Impv…	275	0.0563169	26.9386	5	../../w/yaj.html
224	jYa	ज्ञ	jña	1. jña for 1. jñu . See ūrdhva-	276	0.0562869	26.9949	5	../../w/j_59a.html
225	jIv	जीव्	jīv	jīv cl. 1. jīvati ( ep. also Ā. ; Subj. ˚vāti , RV. x, 85, 39 ; AV. ; ˚vāt , RV. i, 84, 16 ; p. jīv…	277	0.0560469	27.0509	5	../../w/j_49v.html
226	kanyA	कन्या	kanyā	kanyā f. See kanyā below;	278	0.0555968	27.1065	5	../../w/kany_41.html
227	mftyu	मृत्यु	mṛtyu	mṛtyu m. (very rarely f. ) death, dying, RV. &c., &c.	279	0.0555068	27.162	5	../../w/mftyu.html
228	pac	पच्	pac	1. pac or pañc cl. 1. P. Ā. pacati , ˚te , or pañcati , ˚te , to spread out, make clear or evident,…	280	0.0552368	27.2172	5	../../w/pac.html
229	Sakra	शक्र	śakra	śakra mf( ā )n. strong, powerful, mighty (applied to various gods, but esp. to Indra), RV. ; AV. ;…	281	0.0552068	27.2724	5	../../w/_53akra.html
230	alpa	अल्प	alpa	alpa mf( ā )n. ( m. pl. e or ās , Pāṇ. i, 1, 33 ) small, minute, trifling, little, AV. &c.	282	0.0551168	27.3276	5	../../w/alpa.html
231	Cid	छिद्	chid	1. chid cl. 7. chinatti , chintte ( Impv. ˚nattu ; 2. sg. ˚ndhi [ cf. Pāṇ. vi, 4, 101 ]; 2. du. ˚nt…	283	0.0547567	27.3823	5	../../w/_43id.html
232	sfj	सृज्	sṛj	1. sṛj ( cf. √ 1. 2. sarj ) cl. 6. P. ( Dhātup. xxviii, 121 ) sṛjati ( Ved. and ep. also ˚te , and…	284	0.0546967	27.437	5	../../w/sfj.html
233	Bid	भिद्	bhid	1. bhid cl. 7. P. Ā. ( Dhātup. xix, 2 ) bhinatti , bhintte ( impf. 2. 3. sg. abhinat , RV. ; Subj.…	285	0.0545167	27.4915	5	../../w/_42id.html
234	Beda	भेद	bheda	bheda &c. See p. 766.	287	0.0538866	27.5454	5	../../w/_42eda.html
235	nI	नी	nī	1. nī for nis ( q.v. ) before r.	289	0.0537366	27.5992	5	../../w/n_49.html
236	parvata	पर्वत	parvata	parvata mfn. ( fr. parvan cf. Pāṇ. v, 2, 122 , Vārtt. 10, Pat. ) knotty, rugged (said of mountains)…	290	0.0537066	27.6529	5	../../w/parvata.html
237	da	द	da	1. da the 3rd and soft letter of the 4th or dental class.	291	0.0534666	27.7063	5	../../w/da.html
238	sneha	स्नेह	sneha	sneha m. (or n. g. ardharcā di; ifc. f( ā ). ) oiliness, unctuousness, fattiness, greasiness, lubri…	292	0.0534366	27.7598	5	../../w/sneha.html
239	Soka	शोक	śoka	śoka &c. See .	293	0.0534366	27.8132	5	../../w/_53oka.html
240	hfdaya	हृदय	hṛdaya	hṛdaya n. ( ifc. f( ā ). ) the heart (or region of the heart as the seat of feelings and sensations…	294	0.0533766	27.8666	5	../../w/hfdaya.html
241	vidyA	विद्या	vidyā	vidyā f. knowledge ( cf. kāla-jāta-v˚ ), science, learning, scholarship, philosophy, RV. &c. &c. (a…	295	0.0533766	27.92	5	../../w/vidy_41.html
242	siD	सिध्	sidh	1. sidh cl. 1. P. sedhati , to go, move, Dhātup. iii, 10 ; Naigh. ii, 14 ( accord. to Pāṇ. viii, 3,…	296	0.0533165	27.9733	5	../../w/si_44.html
243	vid	विद्	vid	1. vid cl. 2. P. ( Dhātup. xxiv, 56 ) vetti ( vidmahe , Br. ; vedati , ˚te , Up. ; MBh. ; vidati ,…	297	0.0529265	28.0262	5	../../w/vid.html
244	daRqa	दण्ड	daṇḍa	daṇḍa m. (= δένδρο-ν -v, hence cognate with dāru and √ dṝ ) ( n. [ cf. ikṣu- ] g. ardharcā di) a st…	298	0.0528665	28.0791	5	../../w/da_52qa.html
245	kroDa	क्रोध	krodha	krodha m. anger, wrath, passion, VS. xxx, 14 ; AV. ; ŚBr. &c.	299	0.0521464	28.1312	5	../../w/kro_44a.html
246	dakziRa	दक्षिण	dakṣiṇa	dakṣiṇa mf( ā )n. (also ˚ṇa , ŚBr. ) (declined as a pron. when denoting relative position [‘right’…	300	0.0520564	28.1833	5	../../w/dakzi_52a.html
247	SAstra	शास्त्र	śāstra	śāstra n. an order, command, precept, rule, RV. ; Kāv. ; Pur.	301	0.0520564	28.2353	5	../../w/_53_41stra.html
248	vijYA	विज्ञा	vijñā	vi-√jñā P. Ā. -jānāti , -jānīte , to distinguish, discern, observe, investigate, recognize, ascerta…	302	0.0516963	28.287	5	../../w/vij_59_41.html
249	bARa	बाण	bāṇa	bāṇa m. or vāṇa ( RV. ), bāṇa ( AV. ; later more usually vāṇa , q.v. ) a reed-shaft, shaft made of…	303	0.0512463	28.3383	5	../../w/b_41_52a.html
250	devatA	देवता	devatā	deva—tā See devatā .	304	0.0507362	28.389	5	../../w/devat_41.html
251	sahita	सहित	sahita	1. sahita mfn. (for 2. See ) borne, endured, supported, W.	306	0.0499861	28.439	6	../../w/sahita.html
252	tala	तल	tala	tala ( m. , L. ) n. (√ stṛ ) surface, level, flat roof (of a house), MBh. &c. (chiefly ifc. [ f( ā…	307	0.0498361	28.4888	6	../../w/tala.html
253	vaDa	वध	vadha	vadha m. one who kills, a slayer, vanquisher, destroyer, RV. ; VS. ; TS. ; ŚBr.	308	0.0497461	28.5386	6	../../w/va_44a.html
254	Satru	शत्रु	śatru	śatru m. (said to be for śat-tru , fr. √ 2. śad ), ‘overthrower’, an enemy, foe, rival, a hostile k…	309	0.0496261	28.5882	6	../../w/_53atru.html
255	hu	हु	hu	1. hu cl. 3. P. ( Dhātup. xxv, 1 ) juhoti ( Ved. and ep. also Ā. juhute ; 3. pl. pr. juhvati , ˚te…	310	0.0493861	28.6376	6	../../w/hu.html
256	rakz	रक्ष्	rakṣ	1. rakṣ cl. 1. P. ( Dhātup. xvii, 6 ) rakṣati ( Ved. and mc. also ˚te ; pf. rarakṣa , RV. &c. &c.;…	312	0.048816	28.6864	6	../../w/rakz.html
257	cakra	चक्र	cakra	cakra n. ( Ved. rarely m. ; g. ardharcā di; fr. √ car ?; √ 1. kṛ , Pāṇ. vi, 1, 12 , Kāś. ) the whee…	313	0.048786	28.7352	6	../../w/cakra.html
258	BAryA	भार्या	bhāryā	bhāryā ( ā ), f. , see below.	314	0.048726	28.7839	6	../../w/_42_41ry_41.html
259	kzaRa	क्षण	kṣaṇa	1. kṣaṇa m. any instantaneous point of time, instant, twinkling of an eye, moment, Nal. ; Śak. ; Ra…	315	0.048696	28.8326	6	../../w/kza_52a.html
260	Ayus	आयुस्	āyus	āyus n. life, vital power, vigour, health, duration of life, long life, RV. ; AV. ; TS. ; ŚBr. ; Mn…	316	0.048666	28.8813	6	../../w/_41yus.html
261	dvaya	द्वय	dvaya	dvaya mf( ī )n. ( fr. and in comp. = dvi ) twofold, double, of 2 kinds or sorts, RV. ; AV. ; Br. ;…	317	0.048546	28.9298	6	../../w/dvaya.html
262	tap	तप्	tap	1. tap ( cf. √ 1. pat ) cl. 4. Ā. ˚pyate , to rule, Dhātup. xxvi, 50.	318	0.048516	28.9783	6	../../w/tap.html
263	vega	वेग	vega	vega m. ( fr. √ vij ) violent agitation, shock, jerk, AV. ; R.	319	0.048456	29.0268	6	../../w/vega.html
264	vahni	वह्नि	vahni	vahni m. any animal that draws or bears along, a draught animal, horse, team, RV. ; AV. ; VS. ; TBr.	320	0.0483059	29.0751	6	../../w/vahni.html
265	antara	अन्तर	antara	antara mf( ā )n. being in the interior, interior	322	0.0479159	29.123	6	../../w/antara.html
266	pAtra	पात्र	pātra	1. pātra n. ( ifc. f( ā ). ) a drinking-vessel, goblet, bowl, cup, dish, pot, plate, utensil &c., a…	323	0.0477059	29.1707	6	../../w/p_41tra.html
267	viviDa	विविध	vividha	vi—vidha See s.v.	324	0.0476459	29.2184	6	../../w/vivi_44a.html
268	mAyA	माया	māyā	māyā f. See below.	325	0.0475858	29.266	6	../../w/m_41y_41.html
269	Danus	धनुस्	dhanus	dhanus n. ( m. g. ardharcā di; cf. dhanu ) a bow, RV. &c. &c.	326	0.0475558	29.3135	6	../../w/_44anus.html
270	yama	यम	yama	yama m. a rein, curb, bridle, RV. v, 61, 2	330	0.0471658	29.3607	6	../../w/yama.html
271	Ap	आप्	āp	1. āp cl. 5. P. āpnoti [ AV. ix, 5, 22 , &c.], ( perf. āpa , aor. āpat , fut. āpsyati , inf. āptum…	331	0.0470458	29.4077	6	../../w/_41p.html
272	mitra	मित्र	mitra	1. mitra m. ( orig. mit-tra , fr. √ mith or mid ; cf. medin ) a friend, companion, associate, RV. ;…	332	0.0469558	29.4547	6	../../w/mitra.html
273	udaka	उदक	udaka	udaka ( am ), n. water, RV. ; AV. ; KātyŚr. ; ŚBr. ; MBh. &c.	333	0.0468057	29.5015	6	../../w/udaka.html
274	sat	सत्	sat	sat mf( satī )n. ( pr. p. of √ 1. as ) being, existing, occurring, happening, being present ( sato…	334	0.0467157	29.5482	6	../../w/sat.html
275	janman	जन्मन्	janman	janman n. birth, production ( kṛta-janman mfn. ‘planted’, Kum. v, 60 ), origin ( ifc. ‘born from’ e…	335	0.0466857	29.5949	6	../../w/janman.html
276	Aditya	आदित्य	āditya	1. āditya ( Pāṇ. iv, 1, 85 ), mfn. belonging to or coming from Aditi, TS. ii, 2, 6, 1 ; ŚBr. &c.	336	0.0466257	29.6415	6	../../w/_41ditya.html
277	vizaya	विषय	viṣaya	viṣaya m. ( ifc. f( ā ). ; prob. either fr. √ 1. viṣ , ‘to act’, or fr. vi + √ si , ‘to extend’, cf…	337	0.0463857	29.6879	6	../../w/vizaya.html
278	SUra	शूर	śūra	śūra mfn. ( prob. fr. √ 1. śū = śvi and connected with śavas , śuna , śūna ) strong, powerful, vali…	338	0.0463557	29.7342	6	../../w/_53_55ra.html
279	Sak	शक्	śak	śak cl. 5. P. ( Dhātup. xxvii, 15 ) śaknoti ( pf. śaśāka , śekuḥ , RV. &c. &c.; aor. aśakat , AV. &…	339	0.0463257	29.7806	6	../../w/_53ak.html
280	Bartf	भर्तृ	bhartṛ	bhartṛ m. (once in ŚBr. bhartṛ ) a bearer [ cf. Lat. fertor ], one who bears or carries or maintain…	341	0.0459656	29.8265	6	../../w/_42artf.html
281	pravft	प्रवृत्	pravṛt	pra-√vṛt Ā. -vartate , ( ep. also P. ˚ti ), to roll or go onwards (as a carriage), be set in motion…	343	0.0459056	29.8724	6	../../w/pravft.html
