lemma_slp1	layer	sense_id	sense_gloss	count_estimated	method	confidence	provenance
vAyu	mw	vAyu#1	1. vAyu/ m. ( fr. √ 2. vA ) wind, air (as one of the 5 elements; in MBh. 7 winds are reckoned), RV. 	3002	mfs	0.7202	estimated
Siras	mw	Siras#5	( ifc. ) the head, leader, chief, foremost, first (of a class), BhP.	2963	mfs	0.974	estimated
apara	mw	apara#7	different (with abl. )	2963	mfs	0.8529	estimated
varRa	mw	varRa#6	colour = race, species, kind, sort, character, nature, quality, property (applied to persons and thi	2959	mfs	0.7404	estimated
Siva	mw	Siva#5	‘The Auspicious one’, N. of the disintegrating or destroying and reproducing deity (who constitutes 	2956	mfs	0.7832	estimated
gaRa	mw	gaRa#9	a series or group of asterisms or lunar mansions classed under three heads (that of the gods, that o	2956	mfs	0.3994	estimated
rudra	mw	rudra#2	rudra/ m. ‘Roarer or Howler’, N. of the god of tempests and father and ruler of the Rudra s and Maru	2955	mfs	0.6448	estimated
AdA	mw	AdA#4	to take off or out from ( abl. ), separate from ( abl. ), RV. i, 139, 2 , &c.;	2945	mfs	0.8594	estimated
dakziRa	mw	dakziRa#3	south, southern (as being on the right side of a person looking eastward), situated to the south, tu	2942	mfs	0.8293	estimated
mahAtman	mw	mahAtman#1	mahA ˚tman mfn. ( ˚hA t˚ ) ‘high-souled’, magnanimous, having a gr˚ or noble nature, high-minded, no	2938	mfs	0.9325	estimated
prajApati	mw	prajApati#3	( ˚jA- ) lord of creatures, creator, RV. &c. &c. ( N. of a supreme god above or among the Vedic deit	2924	mfs	0.9756	estimated
sadA	mw	sadA#1	sa/dA ind. always, ever, every time, continually, perpetually (with na , ‘never’), RV. &c. &c.	2867	mfs	1.0	estimated
veda	mw	veda#5	= vftta ( v.l. vitta ), L. ( cf. 2. veda ).	2864	mfs	0.9455	estimated
budDi	mw	budDi#1	budDi f. the power of forming and retaining conceptions and general notions, intelligence, reason, i	2854	mfs	0.5594	estimated
hA	mw	hA#27	to be deficient or wanting, suffer loss or injury, fail (also in a lawsuit), decrease, wane, decline	2853	mfs	0.3221	estimated
bAhu	mw	bAhu#1	1. bAhu/ m. f. ( f. , L. ) ( fr. √ bah , baMh ; for 2. bAhu See col. 3) the arm, ( esp. ) the forear	2849	mfs	0.9903	estimated
yadA	mw	yadA#1	yadA/ ind. ( fr. 3. ya ) when, at what time, whenever (generally followed by the correlatives tadA ,	2845	mfs	1.0	estimated
varza	mw	varza#5	a year (commonly applied to age), Br. &c. &c. ( A varzAt , for a whole year; varzAt , after a year; 	2842	mfs	0.5475	estimated
tAvat	mw	tAvat#4	tA/vat ind. (correlative of yA/vat ) so much, so greatly, to such an extent, in such a number, so fa	2834	mfs	1.0	estimated
Aditya	mw	Aditya#11	relating to the god of the sun.	2831	mfs	0.7559	estimated
BAva	mw	BAva#16	(in astron. ) the state or condition of a planet, L.	2817	mfs	0.4573	estimated
mAtra	mw	mAtra#3	( ifc. ) measure, quantity, sum, size, duration, measure of any kind (whether of height, depth, brea	2812	mfs	0.9559	estimated
pat	mw	pat#15	˚te , to drive away or throw down (?), RV. i, 169, 7 ;	2812	mfs	0.7814	estimated
rAja	mw	rAja#1	1. rAja m. ( ifc. ) = 1. rAjan , a king, sovereign, chief or best of its kind, MBh. ; Kāv. &c.	2810	mfs	1.0	estimated
sTa	mw	sTa#2	sTa mf( A )n. (or zWa ) (only ifc. ) standing, staying, abiding, being situated in, existing or bein	2801	mfs	1.0	estimated
vacana	mw	vacana#6	statement, declaration, express mention, AitBr. ; ŚrS. ; Pāṇ. &c.	2793	mfs	0.746	estimated
pravac	mw	pravac#3	to give, deliver (with acc. and dat. ), RV. ; Br. ;	2789	mfs	0.4591	estimated
mAtf	mw	mAtf#7	du. father and mother, parents, RV. iii, 3, 33 ; vii, 2, 5 (also mAta/rA-pita/rA , iv, 6, 7 , and pi	2776	mfs	0.9677	estimated
Buj	mw	Buj#25	boBokti and boBujIti , to eat or enjoy frequently Gr.	2737	mfs	0.6302	estimated
vAkya	mw	vAkya#4	an express decl˚ or statement ( opp. to liNga , ‘a hint’ or indication), Sarvad.	2732	mfs	0.7722	estimated
deSa	mw	deSa#1	deSa/ m. (√ 1. diS ) point, region, spot, place, part, portion, VS. ; AitBr. ; Śr. & GṛS. ; Mn. &c.	2722	mfs	0.914	estimated
SarIra	mw	SarIra#3	one's body i.e. one's own person, Mn. xi, 229	2710	mfs	0.9968	estimated
Gfta	mw	Gfta#2	Gfta/ n. ( g. arDarcA di ) ghee i.e. clarified butter or butter which has been boiled gently and all	2704	mfs	0.9846	estimated
kArya	mw	kArya#7	kArya^ ( am ), n. work or business to be done, duty, affair, Mn. ; MBh. &c.	2699	mfs	0.4258	estimated
svayam	mw	svayam#1	svaya/m ind. ( prob. orig. a nom. of 1. sva , formed like aham ) self, one's self (applicable to all	2684	mfs	1.0	estimated
viDi	mw	viDi#6	method, manner or way of acting, mode of life, conduct, behaviour, Mn. ; MBh. &c.	2673	mfs	0.7788	estimated
arDa	mw	arDa#8	arDa/ a/m n. ‘one part of two’, with √ 1. kf , to give or leave to anybody ( acc. ) an equal share o	2672	mfs	0.68	estimated
sfj	mw	sfj#13	(in older language only Ā. ) to emit from one's self, i.e. create, procreate, produce, beget, RV. &c	2666	mfs	0.7294	estimated
BUmi	mw	BUmi#7	the floor of a house, story, Megh. ; Kathās.	2651	mfs	0.4742	estimated
maDu	mw	maDu#19	honey (said to possess intoxicating qualities and to be of 8 kinds; maDuno leha m. licker of honey a	2637	mfs	0.8637	estimated
praviS	mw	praviS#13	to enter, come or be brought into ( acc. ), Var. ; BhP. :	2637	mfs	0.976	estimated
SuBa	mw	SuBa#2	pleasant, agreeable, suitable, fit, capable, useful, good (applied to persons and things), ib.	2613	mfs	0.3718	estimated
hf	mw	hf#6	to remove, destroy, dispel, frustrate, annihilate, ib. ;	2601	mfs	0.5093	estimated
purA	mw	purA#9	(with pres. = fut. [ cf. Pāṇ. iii, 3, 4 ], once with Pot. ) ere, before (sometimes with na or na and	2583	mfs	0.8552	estimated
praTama	mw	praTama#4	often translatable adverbially = ibc. ( cf. below) and ( am ind. ) firstly, at first, for the first 	2578	mfs	0.9845	estimated
Ayus	mw	Ayus#1	A/yus n. life, vital power, vigour, health, duration of life, long life, RV. ; AV. ; TS. ; ŚBr. ; Mn	2577	mfs	0.9718	estimated
ISvara	mw	ISvara#4	God	2577	mfs	0.5407	estimated
amfta	mw	amfta#15	the nectar (conferring immortality, produced at the churning of the ocean), ambrosia, RV. (or the vo	2574	mfs	0.6637	estimated
nityam	mw	nityam#1	ni/tyam ( am ), ind. always, constantly, regularly, by all means, RV. &c. &c. ( na nityam , never; n	2570	mfs	1.0	estimated
hita	mw	hita#12	beneficial, advantageous, salutary, wholesome, suitable, agreeing with (often said of diet, regimen,	2562	mfs	0.5129	estimated
hasta	mw	hasta#6	the 11th (13th) lunar asterism (represented by a hand and containing five stars, identified by some 	2558	mfs	0.8268	estimated
viDA	mw	viDA#8	to perform, effect, produce, cause, occasion, make, do, Mn. ; MBh. &c. (like √ kf to be translated v	2552	mfs	0.34	estimated
pitta	mw	pitta#1	pitta/ n. ( etym. unknown) bile, the bilious humour (one of the three humours [ cf. kaPa and vAyu ] 	2542	mfs	1.0	estimated
SrezWa	mw	SrezWa#2	most excellent, best, first, chief ( n. ‘the best or chief thing’), best of or among or in respect o	2538	mfs	0.9422	estimated
yuDizWira	mw	yuDizWira#1	yuDi—zWira m. (for -sTira ) ‘firm or steady in battle’, N. of the eldest of the 5 reputed sons of Pā	2527	mfs	1.0	estimated
BArata	mw	BArata#4	BA/rata m. a descendant of Bharata (also in pl. for BaratAs ), RV. &c. &c.	2525	mfs	0.8	estimated
prati	mw	prati#1	1. pra/ti ind. (as a prefix to roots and their derivative nouns and other n˚ , sometimes pratI ; for	2522	mfs	0.8936	estimated
svarga	mw	svarga#3	svarga/ m. heaven, the abode of light and of the gods, heavenly bliss, ( esp. ) Indra 's heaven or p	2515	mfs	0.9338	estimated
asura	mw	asura#11	a/sura [In later Sanskṛt sura has been formed from asura , as sita from asita , q.v. ]	2508	mfs	0.988	estimated
yudDa	mw	yudDa#3	yudDa/ n. ( ifc. f( A ). ) battle, fight, war, RV. &c. &c.	2508	mfs	0.9907	estimated
hetu	mw	hetu#6	(with Buddhists ) primary cause (as opp. to pratyaya , q.v. ), Sarvad.	2493	mfs	0.7262	estimated
jala	mw	jala#4	jala/ n. (also pl. ) water, any fluid, Naigh. i, 12 ; Yājñ. i, 17 ; MBh. &c. ( ifc. f( A ). )	2486	mfs	0.9874	estimated
Sakti	mw	Sakti#11	a spear, lance, pike, dart, RV. &c. (also SaktI , g. bahv-Adi )	2485	mfs	0.4248	estimated
kAraRa	mw	kAraRa#11	‘the cause of being’, a father, W.	2484	mfs	0.9028	estimated
tIrTa	mw	tIrTa#1	tIrTa/ n. (rarely m. , MBh. ) a passage, way, road, ford, stairs for landing or for descent into a r	2483	mfs	0.9697	estimated
BAga	mw	BAga#1	1. BAga/ m. (√ Baj ) a part, portion, share, allotment, inheritance (in Ved. also = lot, esp. fortun	2478	mfs	0.8789	estimated
viS	mw	viS#4	to enter, enter in or settle down on, go into ( acc. loc. , or antar with gen. ), pervade, RV. &c. &	2478	mfs	0.3829	estimated
darSana	mw	darSana#6	ocular perception, Suśr. iv, 27	2436	mfs	0.3952	estimated
zaz	mw	zaz#1	za/z mfn. pl. ( prob. for orig. zakz ; nom. acc. za/w instr. zaqBi/s dat. abl. zaqBya/s , gen. zaRRA	2434	mfs	0.986	estimated
gati	mw	gati#21	the course of the soul through numerous forms of life, metempsychosis, condition of a person undergo	2416	mfs	0.2394	estimated
hari	mw	hari#9	a monkey, MBh. ; R. &c.	2416	mfs	0.6076	estimated
pra	mw	pra#1	1. pra/ ind. before	2413	mfs	0.7778	estimated
lakzaRa	mw	lakzaRa#4	lakzaRa n. ( ifc. f( A ). ) a mark, sign, symbol, token, characteristic, attribute, quality ( ifc. =	2395	mfs	0.7262	estimated
garBa	mw	garBa#8	the bed of a river ( esp. of the Ganges) when fullest i.e. on the fourteenth day of the dark half of	2391	mfs	0.5957	estimated
anu	mw	anu#5	3. a/nu ind. (as a prefix to verbs and nouns, expresses) after, along, alongside, lengthwise, near t	2390	mfs	0.6892	estimated
vft	mw	vft#14	to act, conduct one's self, behave towards ( loc. dat. , or acc. ; also with itare taram or paraspar	2380	mfs	0.4352	estimated
raRa	mw	raRa#2	ra/Ra n. battle (as an object of delight), war, combat, fight, conflict, RV. ; &c.	2363	mfs	0.8521	estimated
Dana	mw	Dana#3	any valued object, ( esp. ) wealth, riches, (movable) property, money, treasure, gift, RV. &c. &c.	2357	mfs	0.8831	estimated
fzaBa	mw	fzaBa#3	the best or most excellent of any kind or race ( cf. puruzarzaBa , &c.), MBh. ; R. &c.	2338	mfs	0.8254	estimated
sTAna	mw	sTAna#18	any organ of sense ( e.g. the eye), BhP.	2325	mfs	0.2254	estimated
vas	mw	vas#22	to dwell, live, stop (at a place), stay ( esp. ‘overnight’, with or without rAtrim or rAtrIs ), RV. 	2323	mfs	0.784	estimated
uta	mw	uta#6	vA — uta vA or utA ho vA pi — vA , either — or	2322	mfs	0.8	estimated
AKyA	mw	AKyA#4	to call (with two acc. ), Ragh. x, 22 :	2320	mfs	0.6677	estimated
pratizWA	mw	pratizWA#3	to stand firm, be based or rest on ( loc. ), be established, thrive, prosper, RV. &c. &c.;	2318	mfs	0.2727	estimated
mAsa	mw	mAsa#2	a month or the 12th part of the Hindū year (there are 4 kinds of months, viz. the solar, sOra ; the 	2312	mfs	0.9925	estimated
dAna	mw	dAna#1	1. dAna/ n. the act of giving, RV. ; ŚBr. ; MBh. &c.	2296	mfs	0.6364	estimated
tattva	mw	tattva#1	tat—tva n. true or real state, truth, reality, ŚvetUp. ; Mn. ; Bhag. &c.	2275	mfs	0.7907	estimated
vajra	mw	vajra#27	a partic. posture in sitting, Cat. ( cf. vajrA sana )	2275	mfs	0.9062	estimated
dvija	mw	dvija#4	a bird or any oviparous animal (appearing first as an egg), Mn. ; MBh. &c.	2263	mfs	0.6691	estimated
deha	mw	deha#3	( ˚haMDAraya , to support the body i.e. exist, Nal. )	2260	mfs	0.9917	estimated
Kalu	mw	Kalu#1	Ka/lu ind. (as a particle of asseveration) indeed, verily, certainly, truly, R. ; Śak. &c.	2257	mfs	0.9956	estimated
pArTa	mw	pArTa#4	2. pArTa m. ( fr. pfTA ) metron. of Yudhiṣṭhira or Bhīma-sena or Arjuna ( esp. of the last; pl. the 	2244	mfs	0.9837	estimated
nI	mw	nI#8	to bring into any state or condition (with acc. , e.g. with vaSam , to bring into subjection, subdue	2225	mfs	0.6015	estimated
Ap	mw	Ap#6	to enter, pervade, occupy;	2224	mfs	0.4719	estimated
arh	mw	arh#2	to deserve, merit, be worthy of, to have a claim to, be entitled to ( acc. ), to be allowed to do an	2222	mfs	0.9138	estimated
praBu	mw	praBu#8	pra-Bu/ m. a master, lord, king (also applied to gods, e.g. to Sūrya and Agni , RV. ; to Prajā-pati 	2211	mfs	0.431	estimated
tyaj	mw	tyaj#2	to leave, abandon, quit, RV. x, 71, 6 ; Mn. ; MBh. &c.;	2210	mfs	0.3424	estimated
BIma	mw	BIma#1	BIma/ mf( A )n. fearful, terrific, terrible, awful, formidable, tremendous, RV. &c. &c. ( ibc. , fea	2200	mfs	0.6101	estimated
cakzus	mw	cakzus#13	the eye, RV. &c. (often ifc. cf. a- , a/-Gora- , a/-dabDa- , &c.)	2190	mfs	0.7014	estimated
BUyas	mw	BUyas#6	once more, again, anew, Mn. ; MBh. &c. (also BUyo 'pi , BUyaS cA pi , BUyo BUyaH and punar BUyaH )	2183	mfs	0.5225	estimated
vacas	mw	vacas#3	advice, direction, command, order, MBh. ; Kāv. &c. ( vacaH-√ kf , with gen. , ‘to follow the advice 	2176	mfs	0.5263	estimated
banD	mw	banD#3	to bind, tie, fix, fasten, chain, fetter, RV. &c. &c.;	2160	mfs	0.4	estimated
ced	mw	ced#5	api ced ‘even’, Hariv. 11308	2154	mfs	1.0	estimated
kzaya	mw	kzaya#4	kza/ya m. an abode, dwelling-place, seat, house ( cf. uru- and su-kza/ya , ra/Ta- , divikzaya/ ), RV	2152	mfs	0.2941	estimated
manuzya	mw	manuzya#2	manuzya^ m. a man, human being, RV. &c. &c.	2152	mfs	0.9659	estimated
pUrvam	mw	pUrvam#1	pU/rvam ( am ), ind. before (also as a prep. with abl. ), formerly, hitherto, previously (sometimes 	2152	mfs	1.0	estimated
yoni	mw	yoni#1	yo/ni m. f. (in RV. only m. ; sometimes also f( yonI ). ; fr. √ 2. yu ) the womb, uterus, vulva, vag	2148	mfs	0.5949	estimated
Gora	mw	Gora#1	Gora/ mf( A/ )n. ( cf. √ Gur ) venerable, awful, sublime (gods, the Aṅgiras , the Ṛṣi s), RV. ; AV. 	2147	mfs	0.9243	estimated
rAjya	mw	rAjya#3	kingdom, country, realm (= rAzwra ), ib.	2142	mfs	0.5484	estimated
stu	mw	stu#2	to praise, laud, eulogize, extol, celebrate in song or hymns (in ritual, ‘to chant’, with loc. of th	2132	mfs	0.4359	estimated
pU	mw	pU#10	to pass so as to purify;	2116	mfs	0.6786	estimated
vijYA	mw	vijYA#19	Desid. -jijYAsati , ˚te , to wish to understand or know &c., TS. ; ChUp.	2115	mfs	0.9054	estimated
sUta	mw	sUta#6	3. sUta/ m. (of doubtful derivation, prob. to be connected with √ 1. sU ; for 1. 2. sUta See pp. 123	2110	mfs	0.6486	estimated
azwan	mw	azwan#1	azwan azwO/ [ RV. ; AV. &c.] or azwA/ [ RV. viii, 2, 41 ] or azwa/ [ RV. x, 27, 15 ; AV. &c.] pl. ei	2108	mfs	1.0	estimated
BrAtf	mw	BrAtf#1	BrA/tf m. (connection with √ Bf doubtful) a brother (often used to designate a near relative or an i	2105	mfs	1.0	estimated
mftyu	mw	mftyu#1	mftyu/ m. (very rarely f. ) death, dying, RV. &c., &c.	2101	mfs	0.9737	estimated
sAman	mw	sAman#3	3. sA/man n. (of doubtful derivation; accord. to Uṇ. iv, 152 fr. √ so = 2. sA , as ‘destroying sin’;	2100	mfs	0.9118	estimated
sam	mw	sam#1	1. sam or stam cl. 1. P. samati or stamati , to be disturbed ( accord. to some ‘to be undisturbed’; 	2098	mfs	0.6226	estimated
ratna	mw	ratna#2	a jewel, gem, treasure, precious stone (the nine j˚ are pearl, ruby, topaz, diamond, emerald, lapis 	2092	mfs	0.9336	estimated
upe	mw	upe#3	to come near to, reach, obtain, enter into any state, fall into;	2090	mfs	0.6596	estimated
uzRa	mw	uzRa#7	uzRa/ ( as , am ), m. n. heat, warmth, the hot season (June, July), Mn. xi, 113 ; Śak. ; Daś. &c.	2086	mfs	0.658	estimated
BIzma	mw	BIzma#7	pl. the race or followers of Bhīṣma , MBh.	2078	mfs	1.0	estimated
hfdaya	mw	hfdaya#2	the heart or interior of the body, RV. ; AV. ; TBr. ; MBh.	2074	mfs	0.6	estimated
Cid	mw	Cid#9	to cause to cut off or through, Mn. viii, 277 ; 282 f. and 292 ; Cāṇ. :	2069	mfs	0.5194	estimated
jIv	mw	jIv#8	to make alive, restore to life, vivify, RV. x, 137, 1 ; ĀśvŚr. vi, 9 ; MBh. &c.;	2065	mfs	0.65	estimated
ganDa	mw	ganDa#13	ganDa/ ( am ), n. smell, DhyānabUp. 7 and 9	2052	mfs	0.8223	estimated
pAtra	mw	pAtra#1	1. pA/tra n. ( ifc. f( A ). ) a drinking-vessel, goblet, bowl, cup, dish, pot, plate, utensil &c., a	2050	mfs	0.9882	estimated
citta	mw	citta#7	citta/ n. ( Naigh. iii, 9 ) the heart, mind, TS. i ; ŚvetUp. vi, 5 ; MBh. &c. ( ifc. f( A ). , Pañca	2048	mfs	0.8636	estimated
saMvatsara	mw	saMvatsara#2	a year of the Vikrama era (see above; varza is used for the Saka ) the first in a cycle of five or s	2046	mfs	0.6707	estimated
kaPa	mw	kaPa#1	kaPa m. phlegm (as one of the three humors of the body See also vAyu and pitta ), Suśr.	2043	mfs	1.0	estimated
rakta	mw	rakta#2	reddened, red, crimson, ŚāṅkhGṛ. ; MBh. ; Kāv. &c. (said of 5 or 7 parts of the body which ought to 	2034	mfs	0.5895	estimated
viza	mw	viza#3	( viza/ ), n. (also m. , Siddh. ; ifc. f( A ). ) ‘anything active’, poison, venom, bane, anything ac	2030	mfs	0.6954	estimated
puzpa	mw	puzpa#1	pu/zpa n. (for puzka ?) a flower, blossom ( ifc. f( A ). , in names of plants oftener f( I ). ; cf. 	2020	mfs	0.9702	estimated
Adya	mw	Adya#1	1. Adya/ mf( A )n. [ Pāṇ. iv, 3, 54 ] being at the beginning, first, primitive, KātyŚr. ; Hit. ; Śak	2019	mfs	0.9344	estimated
sidDi	mw	sidDi#27	Success or Perfection personified, MBh. ; VarBṛS.	2018	mfs	0.4612	estimated
Candas	mw	Candas#8	metrical science, MuṇḍUp. i, 1, 5 ; MBh. i, 2887 ; Pañcat. ; Śrut.	2011	mfs	0.9167	estimated
vasu	mw	vasu#25	N. of a daughter of Dakṣa and mother of the Vasu s (as a class of gods), Hariv. ; VP.	2007	mfs	0.2984	estimated
dvAdaSan	mw	dvAdaSan#2	dvA/-daSan pl. ( nom. acc. dvA/-daSa , instr. dvA daSa/Bis dat. abl. ˚Sa/Byas , loc. ˚SA su gen. SA/	2005	mfs	1.0	estimated
tena	mw	tena#4	on that account, for that reason, therefore ( correl. to yena [ Mn. ; MBh. ], ya/d [ ŚBr. iv, 1, 5, 	2005	mfs	0.8169	estimated
dah	mw	dah#17	to burn or destroy completely, Hariv. 8726 ; BhP. vi, 8, 21 ( Impv. ˚dagDi ), Śiś. ; Prasannar. vi, 	2001	mfs	0.6825	estimated
varuRa	mw	varuRa#1	va/ruRa m. (once in the TĀr. varuRa/ ) ‘All-enveloping Sky’, N. of an Āditya (in the Veda commonly a	2000	mfs	0.9813	estimated
yatas	mw	yatas#1	ya/tas ind. ( fr. 3. ya , correlative of ta/tas , and often used as abl. or instr. of the relative p	1993	mfs	0.6667	estimated
vidyA	mw	vidyA#1	vidyA/ f. knowledge ( cf. kAla-jAta-v˚ ), science, learning, scholarship, philosophy, RV. &c. &c. (a	1991	mfs	0.6154	estimated
yuD	mw	yuD#9	to cause to fight, lead to war, engage in battle, RV. &c. &c.;	1973	mfs	0.511	estimated
dravya	mw	dravya#1	1. dravya n. a substance, thing, object, Up. ; Mn. ; MBh. &c.	1969	mfs	0.8235	estimated
nu	mw	nu#2	so now, now then, RV. ; AV. ; Br. ; Up.	1952	mfs	0.8333	estimated
prAYc	mw	prAYc#9	prAYc m. pl. ( prAYcas ) the people of the east, eastern people or grammarians, Pāṇ. i, 1, 75 &c.	1938	mfs	0.8077	estimated
sampad	mw	sampad#3	to become full or complete (as a number), amount to, Br. ; ChUp. ; Hariv. ;	1936	mfs	0.3235	estimated
astra	mw	astra#2	a weapon in general, L.	1934	mfs	0.956	estimated
vf	mw	vf#5	to cover, screen, veil, conceal, hide, surround, obstruct, RV. &c. &c.;	1934	mfs	0.5447	estimated
Bid	mw	Bid#25	to cause to split or break &c.;	1927	mfs	0.3421	estimated
nihan	mw	nihan#4	to strike or hew down (also = mow, L. ), kill, overwhelm, destroy, RV. &c. &c. (also applied to plan	1927	mfs	0.936	estimated
nAga	mw	nAga#21	nAga/ n. ( m. , L. ) tin, lead, Bhpr.	1922	mfs	0.6251	estimated
kuru	mw	kuru#1	ku/ru m. pl. N. of a people of India and of their country (situated near the country of the Pañcāla 	1919	mfs	0.9222	estimated
Ajya	mw	Ajya#3	(in a wider sense) oil and milk used instead of clarified butter at a sacrifice	1914	mfs	0.9892	estimated
droRa	mw	droRa#11	of a Brāhman said to have been generated by Bharad-vāja in a bucket (the military preceptor of both 	1904	mfs	0.8046	estimated
sura	mw	sura#3	a symbolical N. for the number ‘thirty-three’ (from the 33 gods; see deva ), Gaṇit.	1898	mfs	0.8811	estimated
havis	mw	havis#1	havi/s n. an oblation or burnt offering, anything offered as an oblation with fire (as clarified but	1897	mfs	1.0	estimated
daRqa	mw	daRqa#1	daRqa/ m. (= δένδρο-ν -v, hence cognate with dA/ru and √ dF ) ( n. [ cf. ikzu- ] g. arDarcA di ) a s	1893	mfs	0.3179	estimated
vi	mw	vi#4	3. vi/ ind. ( prob. for an original dvi , meaning ‘in two parts’; and opp. to sam , q.v. ) apart, as	1893	mfs	0.6825	estimated
antar	mw	antar#3	antar is sometimes compounded with a following word like an adjective, meaning interior, internal, i	1890	mfs	0.4667	estimated
akzara	mw	akzara#6	a-kza/ra n. a syllable	1888	mfs	0.5536	estimated
