rank	lemma_slp1	lemma_iast	model	kind	bucket	core_rank	n_attested_cells	corpus_count	pct	cumulative_pct	lesson
341	dvitIya	dvitīya	n_a	nominal	a-stems	454	10	622	0.0839	18.35	2
342	mada	mada	m_a	nominal	a-stems	455	12	306	0.0413	18.39	2
343	mada	mada	n_a	nominal	a-stems	455	1	1	0.0001	18.39	2
344	Arta	ārta	m_a	nominal	a-stems	457	12	103	0.0139	18.4	2
345	Arta	ārta	n_a	nominal	a-stems	457	5	30	0.004	18.41	2
346	vESampAyana	vaiśampāyana	m_a	nominal	a-stems	459	3	52	0.007	18.41	2
347	pApa	pāpa	m_a	nominal	a-stems	460	15	236	0.0318	18.44	2
348	pApa	pāpa	n_a	nominal	a-stems	460	13	285	0.0384	18.48	2
349	dAha	dāha	m_a	nominal	a-stems	461	7	15	0.002	18.48	2
350	vAnara	vānara	m_a	nominal	a-stems	463	5	6	0.0008	18.49	2
351	moha	moha	m_a	nominal	a-stems	464	11	55	0.0074	18.49	2
352	boDisattva	bodhisattva	m_a	nominal	a-stems	465	12	540	0.0728	18.57	2
353	Bava	bhava	m_a	nominal	a-stems	466	12	158	0.0213	18.59	2
354	Bava	bhava	n_a	nominal	a-stems	466	2	18	0.0024	18.59	2
355	satya	satya	m_a	nominal	a-stems	467	11	576	0.0777	18.67	2
356	satya	satya	n_a	nominal	a-stems	467	14	986	0.1329	18.8	2
357	anila	anila	m_a	nominal	a-stems	470	9	29	0.0039	18.8	2
358	rAga	rāga	m_a	nominal	a-stems	473	11	105	0.0142	18.82	2
359	mala	mala	m_a	nominal	a-stems	475	6	31	0.0042	18.82	2
360	mala	mala	n_a	nominal	a-stems	475	5	47	0.0063	18.83	2
361	rAvaRa	rāvaṇa	m_a	nominal	a-stems	476	5	6	0.0008	18.83	2
362	ga	ga	m_a	nominal	a-stems	477	10	147	0.0198	18.85	2
363	ga	ga	n_a	nominal	a-stems	477	4	80	0.0108	18.86	2
364	AhAra	āhāra	m_a	nominal	a-stems	480	11	116	0.0156	18.88	2
365	kara	kara	m_a	nominal	a-stems	481	14	307	0.0414	18.92	2
366	kara	kara	n_a	nominal	a-stems	481	7	225	0.0303	18.95	2
367	graha	graha	m_a	nominal	a-stems	482	18	544	0.0733	19.02	2
368	graha	graha	n_a	nominal	a-stems	482	4	200	0.027	19.05	2
369	saMjaya	saṃjaya	m_a	nominal	a-stems	487	2	10	0.0013	19.05	2
370	saMjaya	saṃjaya	n_a	nominal	a-stems	487	1	1	0.0001	19.05	2
371	sUkzma	sūkṣma	m_a	nominal	a-stems	488	7	18	0.0024	19.05	2
372	sUkzma	sūkṣma	n_a	nominal	a-stems	488	6	19	0.0026	19.05	2
373	tikta	tikta	m_a	nominal	a-stems	489	2	5	0.0007	19.05	2
374	tikta	tikta	n_a	nominal	a-stems	489	1	3	0.0004	19.05	2
375	lakzmaRa	lakṣmaṇa	m_a	nominal	a-stems	495	3	3	0.0004	19.06	2
376	lakzmaRa	lakṣmaṇa	n_a	nominal	a-stems	495	1	1	0.0001	19.06	2
377	netra	netra	m_a	nominal	a-stems	496	5	74	0.01	19.07	2
378	netra	netra	n_a	nominal	a-stems	496	12	107	0.0144	19.08	2
379	siMha	siṃha	m_a	nominal	a-stems	497	14	101	0.0136	19.09	2
380	aBAva	abhāva	m_a	nominal	a-stems	498	7	141	0.019	19.11	2
381	apaha	apaha	m_a	nominal	a-stems	499	3	11	0.0015	19.11	2
382	apaha	apaha	n_a	nominal	a-stems	499	2	14	0.0019	19.12	2
383	varuRa	varuṇa	m_a	nominal	a-stems	500	13	1012	0.1364	19.25	2
384	jIvita	jīvita	m_a	nominal	a-stems	501	4	44	0.0059	19.26	2
385	jIvita	jīvita	n_a	nominal	a-stems	501	6	107	0.0144	19.27	2
386	SilA	śilā	f_A	nominal	a-stems	502	5	22	0.003	19.28	2
387	AkASa	ākāśa	m_a	nominal	a-stems	503	6	168	0.0226	19.3	2
388	AkASa	ākāśa	n_a	nominal	a-stems	503	7	169	0.0228	19.32	2
389	rAGava	rāghava	m_a	nominal	a-stems	504	3	3	0.0004	19.32	2
390	toya	toya	n_a	nominal	a-stems	505	8	33	0.0044	19.33	2
391	udara	udara	n_a	nominal	a-stems	506	13	250	0.0337	19.36	2
392	gadA	gadā	f_A	nominal	a-stems	507	5	21	0.0028	19.36	2
393	dEtya	daitya	m_a	nominal	a-stems	508	14	65	0.0088	19.37	2
394	yuta	yuta	m_a	nominal	a-stems	511	7	35	0.0047	19.38	2
395	yuta	yuta	n_a	nominal	a-stems	511	2	22	0.003	19.38	2
396	AkAra	ākāra	m_a	nominal	a-stems	512	6	83	0.0112	19.39	2
397	aha	aha	m_a	nominal	a-stems	513	14	539	0.0727	19.46	2
398	aha	aha	n_a	nominal	a-stems	513	7	744	0.1003	19.56	2
399	kaTA	kathā	f_A	nominal	a-stems	517	8	209	0.0282	19.59	2
400	dfQa	dṛḍha	m_a	nominal	a-stems	518	6	19	0.0026	19.59	2
401	dfQa	dṛḍha	n_a	nominal	a-stems	518	8	35	0.0047	19.6	2
402	mokza	mokṣa	m_a	nominal	a-stems	519	11	47	0.0063	19.6	2
403	pAna	pāna	m_a	nominal	a-stems	521	4	73	0.0098	19.61	2
404	pAna	pāna	n_a	nominal	a-stems	521	13	166	0.0224	19.64	2
405	UrDva	ūrdhva	m_a	nominal	a-stems	522	9	256	0.0345	19.67	2
406	UrDva	ūrdhva	n_a	nominal	a-stems	522	5	211	0.0284	19.7	2
407	haya	haya	m_a	nominal	a-stems	523	11	71	0.0096	19.71	2
408	haya	haya	n_a	nominal	a-stems	523	2	13	0.0018	19.71	2
409	sidDa	siddha	m_a	nominal	a-stems	524	5	19	0.0026	19.71	2
410	aBra	abhra	m_a	nominal	a-stems	526	2	11	0.0015	19.72	2
411	aBra	abhra	n_a	nominal	a-stems	526	11	78	0.0105	19.73	2
412	DftarAzwra	dhṛtarāṣṭra	m_a	nominal	a-stems	530	5	20	0.0027	19.73	2
413	aDyAya	adhyāya	m_a	nominal	a-stems	531	7	28	0.0038	19.73	2
414	ISa	īśa	m_a	nominal	a-stems	532	12	146	0.0197	19.75	2
415	ISa	īśa	n_a	nominal	a-stems	532	1	39	0.0053	19.76	2
416	vyAGra	vyāghra	m_a	nominal	a-stems	533	12	69	0.0093	19.77	2
417	Atmaja	ātmaja	m_a	nominal	a-stems	535	13	130	0.0175	19.78	2
418	sadfSa	sadṛśa	m_a	nominal	a-stems	539	11	86	0.0116	19.8	2
419	sadfSa	sadṛśa	n_a	nominal	a-stems	539	7	94	0.0127	19.81	2
420	Bojana	bhojana	m_a	nominal	a-stems	541	5	93	0.0125	19.82	2
421	Bojana	bhojana	n_a	nominal	a-stems	541	12	255	0.0344	19.86	2
422	SIla	śīla	m_a	nominal	a-stems	544	13	75	0.0101	19.87	2
423	SIla	śīla	n_a	nominal	a-stems	544	8	56	0.0075	19.87	2
424	jaya	jaya	m_a	nominal	a-stems	546	11	57	0.0077	19.88	2
425	dvAra	dvāra	m_a	nominal	a-stems	547	6	117	0.0158	19.9	2
426	dvAra	dvāra	n_a	nominal	a-stems	547	13	511	0.0689	19.97	2
427	viDAna	vidhāna	m_a	nominal	a-stems	548	2	24	0.0032	19.97	2
428	viDAna	vidhāna	n_a	nominal	a-stems	548	8	53	0.0071	19.98	2
429	samBava	sambhava	m_a	nominal	a-stems	549	5	16	0.0022	19.98	2
430	samBava	sambhava	n_a	nominal	a-stems	549	2	8	0.0011	19.98	2
431	Sizya	śiṣya	m_a	nominal	a-stems	551	17	71	0.0096	19.99	2
432	vAsudeva	vāsudeva	m_a	nominal	a-stems	552	10	81	0.0109	20.0	2
433	SUdra	śūdra	m_a	nominal	a-stems	553	15	142	0.0191	20.02	2
434	nAga	nāga	m_a	nominal	a-stems	554	12	99	0.0133	20.03	3
435	nAga	nāga	n_a	nominal	a-stems	554	2	22	0.003	20.03	3
436	vikrama	vikrama	m_a	nominal	a-stems	563	12	89	0.012	20.05	3
437	suvarRa	suvarṇa	m_a	nominal	a-stems	564	2	7	0.0009	20.05	3
438	suvarRa	suvarṇa	n_a	nominal	a-stems	564	8	115	0.0155	20.06	3
439	upAya	upāya	m_a	nominal	a-stems	565	10	105	0.0142	20.08	3
440	DanaMjaya	dhanaṃjaya	m_a	nominal	a-stems	567	6	22	0.003	20.08	3
441	DanaMjaya	dhanaṃjaya	n_a	nominal	a-stems	567	1	2	0.0003	20.08	3
442	sAgara	sāgara	m_a	nominal	a-stems	569	11	51	0.0069	20.09	3
443	sAgara	sāgara	n_a	nominal	a-stems	569	1	12	0.0016	20.09	3
444	samaya	samaya	m_a	nominal	a-stems	570	9	400	0.0539	20.14	3
445	Dvaja	dhvaja	m_a	nominal	a-stems	573	10	60	0.0081	20.15	3
446	Dvaja	dhvaja	n_a	nominal	a-stems	573	1	17	0.0023	20.15	3
447	kumAra	kumāra	m_a	nominal	a-stems	577	18	386	0.052	20.21	3
448	nArada	nārada	m_a	nominal	a-stems	578	9	85	0.0115	20.22	3
449	pArSva	pārśva	m_a	nominal	a-stems	580	8	138	0.0186	20.24	3
450	pArSva	pārśva	n_a	nominal	a-stems	580	13	295	0.0398	20.28	3
451	pfzWa	pṛṣṭha	n_a	nominal	a-stems	581	15	890	0.12	20.4	3
452	karaRa	karaṇa	m_a	nominal	a-stems	582	7	90	0.0121	20.41	3
453	karaRa	karaṇa	n_a	nominal	a-stems	582	13	241	0.0325	20.44	3
454	pAka	pāka	m_a	nominal	a-stems	583	7	42	0.0057	20.45	3
455	pAka	pāka	n_a	nominal	a-stems	583	2	14	0.0019	20.45	3
456	snAna	snāna	n_a	nominal	a-stems	584	8	57	0.0077	20.46	3
457	sItA	sītā	f_A	nominal	a-stems	586	10	45	0.0061	20.46	3
458	svaBAva	svabhāva	m_a	nominal	a-stems	587	8	72	0.0097	20.47	3
459	prada	prada	m_a	nominal	a-stems	588	6	47	0.0063	20.48	3
460	prada	prada	n_a	nominal	a-stems	588	2	20	0.0027	20.48	3
461	Ananda	ānanda	m_a	nominal	a-stems	590	9	403	0.0543	20.53	3
462	Ananda	ānanda	n_a	nominal	a-stems	590	2	48	0.0065	20.54	3
463	DyA	dhyā	f_A	nominal	a-stems	591	1	1	0.0001	20.54	3
464	nArAyaRa	nārāyaṇa	m_a	nominal	a-stems	592	9	53	0.0071	20.55	3
465	nArAyaRa	nārāyaṇa	n_a	nominal	a-stems	592	1	8	0.0011	20.55	3
466	nimitta	nimitta	m_a	nominal	a-stems	599	3	19	0.0026	20.55	3
467	nimitta	nimitta	n_a	nominal	a-stems	599	9	324	0.0437	20.6	3
468	kuzWa	kuṣṭha	m_a	nominal	a-stems	601	4	21	0.0028	20.6	3
469	kuzWa	kuṣṭha	n_a	nominal	a-stems	601	2	11	0.0015	20.6	3
470	vaktra	vaktra	m_a	nominal	a-stems	603	5	19	0.0026	20.6	3
471	vaktra	vaktra	n_a	nominal	a-stems	603	6	21	0.0028	20.61	3
472	hita	hita	m_a	nominal	a-stems	605	9	146	0.0197	20.62	3
473	hita	hita	n_a	nominal	a-stems	605	10	186	0.0251	20.65	3
474	gaNgA	gaṅgā	f_A	nominal	a-stems	609	6	36	0.0049	20.65	3
475	matsya	matsya	m_a	nominal	a-stems	610	10	39	0.0053	20.66	3
476	SoRita	śoṇita	m_a	nominal	a-stems	613	1	2	0.0003	20.66	3
477	SoRita	śoṇita	n_a	nominal	a-stems	613	6	32	0.0043	20.66	3
478	SEla	śaila	m_a	nominal	a-stems	614	10	34	0.0046	20.67	3
479	SEla	śaila	n_a	nominal	a-stems	614	1	12	0.0016	20.67	3
480	tila	tila	m_a	nominal	a-stems	615	8	53	0.0071	20.68	3
481	AcArya	ācārya	m_a	nominal	a-stems	616	16	275	0.0371	20.72	3
482	vatsa	vatsa	m_a	nominal	a-stems	618	20	408	0.055	20.77	3
483	vraRa	vraṇa	m_a	nominal	a-stems	619	8	18	0.0024	20.77	3
484	vraRa	vraṇa	n_a	nominal	a-stems	619	2	8	0.0011	20.77	3
485	mUzA	mūṣā	f_A	nominal	a-stems	620	2	2	0.0003	20.77	3
486	sattva	sattva	m_a	nominal	a-stems	621	16	723	0.0975	20.87	3
487	sattva	sattva	n_a	nominal	a-stems	621	12	289	0.039	20.91	3
488	svarRa	svarṇa	m_a	nominal	a-stems	622	1	1	0.0001	20.91	3
489	svarRa	svarṇa	n_a	nominal	a-stems	622	1	2	0.0003	20.91	3
490	kalA	kalā	f_A	nominal	a-stems	623	8	94	0.0127	20.92	3
491	nASana	nāśana	m_a	nominal	a-stems	625	5	21	0.0028	20.93	3
492	nASana	nāśana	n_a	nominal	a-stems	625	3	31	0.0042	20.93	3
493	aNgula	aṅgula	m_a	nominal	a-stems	626	9	93	0.0125	20.94	3
494	tftIya	tṛtīya	m_a	nominal	a-stems	628	14	536	0.0723	21.02	3
495	tftIya	tṛtīya	n_a	nominal	a-stems	628	8	932	0.1256	21.14	3
496	aneka	aneka	m_a	nominal	a-stems	630	4	45	0.0061	21.15	3
497	aneka	aneka	n_a	nominal	a-stems	630	6	139	0.0187	21.17	3
498	muKya	mukhya	m_a	nominal	a-stems	631	13	112	0.0151	21.18	3
499	muKya	mukhya	n_a	nominal	a-stems	631	6	27	0.0036	21.18	3
500	rUkza	rūkṣa	m_a	nominal	a-stems	632	3	13	0.0018	21.19	3
501	rUkza	rūkṣa	n_a	nominal	a-stems	632	3	17	0.0023	21.19	3
502	vaMSa	vaṃśa	m_a	nominal	a-stems	640	14	175	0.0236	21.21	3
503	senA	senā	f_A	nominal	a-stems	641	17	185	0.0249	21.24	3
504	aDarma	adharma	m_a	nominal	a-stems	644	11	61	0.0082	21.25	3
505	Boga	bhoga	m_a	nominal	a-stems	645	12	143	0.0193	21.26	3
506	Boga	bhoga	n_a	nominal	a-stems	645	2	21	0.0028	21.27	3
507	SaMkara	śaṃkara	m_a	nominal	a-stems	648	8	25	0.0034	21.27	3
508	sAra	sāra	m_a	nominal	a-stems	653	8	44	0.0059	21.28	3
509	sAra	sāra	n_a	nominal	a-stems	653	5	49	0.0066	21.28	3
510	Ajya	ājya	m_a	nominal	a-stems	654	5	496	0.0669	21.35	3
511	Ajya	ājya	n_a	nominal	a-stems	654	14	1300	0.1753	21.53	3
512	pUjA	pūjā	f_A	nominal	a-stems	658	7	104	0.014	21.54	3
513	tAra	tāra	m_a	nominal	a-stems	659	4	13	0.0018	21.54	3
514	tAra	tāra	n_a	nominal	a-stems	659	3	19	0.0026	21.54	3
515	gAtra	gātra	m_a	nominal	a-stems	661	7	62	0.0084	21.55	3
516	gAtra	gātra	n_a	nominal	a-stems	661	12	126	0.017	21.57	3
517	maheSvara	maheśvara	m_a	nominal	a-stems	662	6	19	0.0026	21.57	3
518	pArada	pārada	m_a	nominal	a-stems	665	4	4	0.0005	21.57	3
519	kAsa	kāsa	m_a	nominal	a-stems	667	3	4	0.0005	21.57	3
520	saMyuta	saṃyuta	m_a	nominal	a-stems	670	4	7	0.0009	21.57	3
521	Dara	dhara	m_a	nominal	a-stems	672	12	121	0.0163	21.59	3
522	Dara	dhara	n_a	nominal	a-stems	672	3	59	0.008	21.6	3
523	kaRWa	kaṇṭha	m_a	nominal	a-stems	674	9	78	0.0105	21.61	3
524	sparSa	sparśa	m_a	nominal	a-stems	675	10	43	0.0058	21.61	3
525	sparSa	sparśa	n_a	nominal	a-stems	675	2	11	0.0015	21.62	3
526	nagara	nagara	m_a	nominal	a-stems	677	4	90	0.0121	21.63	3
527	nagara	nagara	n_a	nominal	a-stems	677	9	270	0.0364	21.66	3
528	mahAdeva	mahādeva	m_a	nominal	a-stems	678	5	27	0.0036	21.67	3
529	aDipa	adhipa	m_a	nominal	a-stems	680	8	65	0.0088	21.68	3
530	vijYAna	vijñāna	n_a	nominal	a-stems	681	9	261	0.0352	21.71	3
531	kzetra	kṣetra	n_a	nominal	a-stems	682	13	202	0.0272	21.74	3
532	SvAsa	śvāsa	m_a	nominal	a-stems	684	3	6	0.0008	21.74	3
533	yakza	yakṣa	m_a	nominal	a-stems	686	10	77	0.0104	21.75	3
534	yakza	yakṣa	n_a	nominal	a-stems	686	5	61	0.0082	21.76	3
535	dAruRa	dāruṇa	m_a	nominal	a-stems	687	8	54	0.0073	21.77	3
536	dAruRa	dāruṇa	n_a	nominal	a-stems	687	5	56	0.0075	21.77	3
537	vikAra	vikāra	m_a	nominal	a-stems	688	11	99	0.0133	21.79	3
538	banDa	bandha	m_a	nominal	a-stems	689	13	60	0.0081	21.79	3
539	Buja	bhuja	m_a	nominal	a-stems	691	13	79	0.0107	21.81	3
540	ASraya	āśraya	m_a	nominal	a-stems	693	12	91	0.0123	21.82	3
541	ASraya	āśraya	n_a	nominal	a-stems	693	4	61	0.0082	21.83	3
542	jarA	jarā	f_A	nominal	a-stems	695	5	68	0.0092	21.83	3
543	AcAra	ācāra	m_a	nominal	a-stems	696	11	75	0.0101	21.85	3
544	praBAva	prabhāva	m_a	nominal	a-stems	697	10	81	0.0109	21.86	3
545	yantra	yantra	n_a	nominal	a-stems	698	9	65	0.0088	21.86	3
546	prajYApAramitA	prajñāpāramitā	f_A	nominal	a-stems	700	6	534	0.072	21.94	3
547	mahABAga	mahābhāga	m_a	nominal	a-stems	701	8	53	0.0071	21.94	3
548	rAtra	rātra	m_a	nominal	a-stems	702	20	737	0.0994	22.04	3
549	rAtra	rātra	n_a	nominal	a-stems	702	12	1099	0.1482	22.19	3
550	paYcama	pañcama	m_a	nominal	a-stems	703	8	161	0.0217	22.21	3
551	paYcama	pañcama	n_a	nominal	a-stems	703	7	210	0.0283	22.24	3
552	prayatna	prayatna	m_a	nominal	a-stems	706	9	36	0.0049	22.25	3
553	OzaDa	auṣadha	m_a	nominal	a-stems	708	3	36	0.0049	22.25	3
554	OzaDa	auṣadha	n_a	nominal	a-stems	708	7	76	0.0102	22.26	3
555	saMyoga	saṃyoga	m_a	nominal	a-stems	709	8	88	0.0119	22.27	3
556	keSava	keśava	m_a	nominal	a-stems	710	11	99	0.0133	22.29	3
557	yatna	yatna	m_a	nominal	a-stems	711	7	45	0.0061	22.29	3
558	locana	locana	m_a	nominal	a-stems	716	8	63	0.0085	22.3	3
559	locana	locana	n_a	nominal	a-stems	716	5	25	0.0034	22.3	3
560	budDa	buddha	m_a	nominal	a-stems	720	12	94	0.0127	22.32	3
561	budDa	buddha	n_a	nominal	a-stems	720	1	17	0.0023	22.32	3
562	udaya	udaya	m_a	nominal	a-stems	722	11	90	0.0121	22.33	3
563	AKyA	ākhyā	f_A	nominal	a-stems	725	7	93	0.0125	22.34	3
564	AyuDa	āyudha	n_a	nominal	a-stems	729	10	128	0.0173	22.36	3
565	meGa	megha	m_a	nominal	a-stems	732	12	53	0.0071	22.37	3
566	meGa	megha	n_a	nominal	a-stems	732	2	6	0.0008	22.37	3
567	BIma	bhīma	m_a	nominal	a-stems	739	6	64	0.0086	22.38	3
568	BIma	bhīma	n_a	nominal	a-stems	739	1	11	0.0015	22.38	3
569	mAnava	mānava	m_a	nominal	a-stems	740	12	74	0.01	22.39	3
570	mAnava	mānava	n_a	nominal	a-stems	740	2	7	0.0009	22.39	3
571	SaraRa	śaraṇa	m_a	nominal	a-stems	741	5	69	0.0093	22.4	3
572	SaraRa	śaraṇa	n_a	nominal	a-stems	741	8	118	0.0159	22.42	3
573	pakva	pakva	m_a	nominal	a-stems	743	7	63	0.0085	22.42	3
574	pakva	pakva	n_a	nominal	a-stems	743	9	89	0.012	22.44	3
575	salila	salila	m_a	nominal	a-stems	744	5	43	0.0058	22.44	3
576	salila	salila	n_a	nominal	a-stems	744	10	116	0.0156	22.46	3
577	keSa	keśa	m_a	nominal	a-stems	746	12	184	0.0248	22.48	3
578	keSa	keśa	n_a	nominal	a-stems	746	3	19	0.0026	22.48	3
579	vyAsa	vyāsa	m_a	nominal	a-stems	747	5	19	0.0026	22.49	3
580	grAma	grāma	m_a	nominal	a-stems	748	16	263	0.0355	22.52	3
581	grAma	grāma	n_a	nominal	a-stems	748	1	4	0.0005	22.52	3
582	Sakya	śakya	m_a	nominal	a-stems	751	3	30	0.004	22.53	3
583	Sakya	śakya	n_a	nominal	a-stems	751	2	52	0.007	22.53	3
584	kopa	kopa	m_a	nominal	a-stems	752	9	36	0.0049	22.54	3
585	saMGa	saṃgha	m_a	nominal	a-stems	755	13	237	0.032	22.57	3
586	harza	harṣa	m_a	nominal	a-stems	758	9	60	0.0081	22.58	3
587	saMvatsara	saṃvatsara	m_a	nominal	a-stems	759	12	1104	0.1488	22.73	3
588	saMvatsara	saṃvatsara	n_a	nominal	a-stems	759	7	1015	0.1368	22.87	3
589	yAma	yāma	m_a	nominal	a-stems	762	14	90	0.0121	22.88	3
590	yAma	yāma	n_a	nominal	a-stems	762	2	28	0.0038	22.88	3
591	grahaRa	grahaṇa	m_a	nominal	a-stems	763	5	94	0.0127	22.89	3
592	grahaRa	grahaṇa	n_a	nominal	a-stems	763	9	202	0.0272	22.92	3
593	saMskAra	saṃskāra	m_a	nominal	a-stems	766	13	149	0.0201	22.94	3
594	nija	nija	m_a	nominal	a-stems	769	10	65	0.0088	22.95	3
595	nija	nija	n_a	nominal	a-stems	769	6	69	0.0093	22.96	3
596	sakala	sakala	m_a	nominal	a-stems	771	5	21	0.0028	22.96	3
597	sakala	sakala	n_a	nominal	a-stems	771	4	23	0.0031	22.96	3
598	DyAna	dhyāna	m_a	nominal	a-stems	774	1	1	0.0001	22.97	3
599	DyAna	dhyāna	n_a	nominal	a-stems	774	13	76	0.0102	22.98	3
600	anIka	anīka	m_a	nominal	a-stems	777	5	88	0.0119	22.99	3
601	anIka	anīka	n_a	nominal	a-stems	777	9	173	0.0233	23.01	3
602	kzatra	kṣatra	n_a	nominal	a-stems	779	14	609	0.0821	23.09	3
603	vasizWa	vasiṣṭha	m_a	nominal	a-stems	780	11	132	0.0178	23.11	3
604	vasizWa	vasiṣṭha	n_a	nominal	a-stems	780	1	8	0.0011	23.11	3
605	oGa	ogha	m_a	nominal	a-stems	782	9	83	0.0112	23.12	3
606	muhUrta	muhūrta	m_a	nominal	a-stems	783	6	55	0.0074	23.13	3
607	muhUrta	muhūrta	n_a	nominal	a-stems	783	9	100	0.0135	23.14	3
608	Asya	āsya	m_a	nominal	a-stems	784	9	126	0.017	23.16	3
609	Asya	āsya	n_a	nominal	a-stems	784	10	226	0.0305	23.19	3
610	DUma	dhūma	m_a	nominal	a-stems	785	9	106	0.0143	23.21	3
611	sarpa	sarpa	m_a	nominal	a-stems	787	13	143	0.0193	23.22	3
612	sarpa	sarpa	n_a	nominal	a-stems	787	1	5	0.0007	23.23	3
613	svapna	svapna	m_a	nominal	a-stems	788	12	145	0.0195	23.24	3
614	svapna	svapna	n_a	nominal	a-stems	788	3	77	0.0104	23.26	3
615	ambara	ambara	m_a	nominal	a-stems	789	5	41	0.0055	23.26	3
616	ambara	ambara	n_a	nominal	a-stems	789	7	66	0.0089	23.27	3
617	maraRa	maraṇa	n_a	nominal	a-stems	790	6	34	0.0046	23.27	3
618	sveda	sveda	m_a	nominal	a-stems	791	5	14	0.0019	23.28	3
619	divasa	divasa	m_a	nominal	a-stems	796	10	154	0.0208	23.3	3
620	divasa	divasa	n_a	nominal	a-stems	796	3	41	0.0055	23.3	3
621	caturTa	caturtha	m_a	nominal	a-stems	799	9	263	0.0355	23.34	3
622	caturTa	caturtha	n_a	nominal	a-stems	799	9	481	0.0648	23.4	3
623	jAla	jāla	m_a	nominal	a-stems	803	2	28	0.0038	23.41	3
624	jAla	jāla	n_a	nominal	a-stems	803	10	81	0.0109	23.42	3
625	prAjYa	prājña	m_a	nominal	a-stems	804	8	26	0.0035	23.42	3
626	prAjYa	prājña	n_a	nominal	a-stems	804	1	3	0.0004	23.42	3
627	saMgrAma	saṃgrāma	m_a	nominal	a-stems	807	9	98	0.0132	23.43	3
628	saMgrAma	saṃgrāma	n_a	nominal	a-stems	807	1	28	0.0038	23.44	3
629	suKa	sukha	m_a	nominal	a-stems	808	7	174	0.0235	23.46	3
630	suKa	sukha	n_a	nominal	a-stems	808	14	323	0.0435	23.51	3
631	dAra	dāra	m_a	nominal	a-stems	809	11	62	0.0084	23.51	3
632	dAra	dāra	n_a	nominal	a-stems	809	1	10	0.0013	23.51	3
633	gA	gā	f_A	nominal	a-stems	810	1	1	0.0001	23.52	3
634	tIvra	tīvra	m_a	nominal	a-stems	811	7	46	0.0062	23.52	3
635	tIvra	tīvra	n_a	nominal	a-stems	811	2	20	0.0027	23.52	3
636	aKila	akhila	m_a	nominal	a-stems	812	6	31	0.0042	23.53	3
637	aKila	akhila	n_a	nominal	a-stems	812	4	36	0.0049	23.53	3
638	dakziRA	dakṣiṇā	f_A	nominal	a-stems	815	13	969	0.1306	23.66	3
639	kalka	kalka	m_a	nominal	a-stems	816	5	9	0.0012	23.66	3
640	samasta	samasta	m_a	nominal	a-stems	820	7	25	0.0034	23.67	3
641	samasta	samasta	n_a	nominal	a-stems	820	6	18	0.0024	23.67	3
642	gulma	gulma	m_a	nominal	a-stems	822	8	13	0.0018	23.67	3
643	gulma	gulma	n_a	nominal	a-stems	822	2	2	0.0003	23.67	3
644	danta	danta	m_a	nominal	a-stems	826	16	120	0.0162	23.69	3
645	danta	danta	n_a	nominal	a-stems	826	1	6	0.0008	23.69	3
646	sTira	sthira	m_a	nominal	a-stems	830	10	46	0.0062	23.7	3
647	sTira	sthira	n_a	nominal	a-stems	830	6	48	0.0065	23.7	3
648	candana	candana	m_a	nominal	a-stems	831	4	31	0.0042	23.71	3
649	candana	candana	n_a	nominal	a-stems	831	7	37	0.005	23.71	3
650	bAla	bāla	m_a	nominal	a-stems	832	13	84	0.0113	23.72	3
651	bAla	bāla	n_a	nominal	a-stems	832	2	7	0.0009	23.72	3
652	SApa	śāpa	m_a	nominal	a-stems	835	10	56	0.0075	23.73	3
653	vistara	vistara	m_a	nominal	a-stems	836	9	101	0.0136	23.74	3
654	vistara	vistara	n_a	nominal	a-stems	836	2	12	0.0016	23.75	3
655	niDA	nidhā	f_A	nominal	a-stems	837	2	5	0.0007	23.75	3
656	janArdana	janārdana	m_a	nominal	a-stems	841	8	87	0.0117	23.76	3
657	antarikza	antarikṣa	n_a	nominal	a-stems	848	12	1375	0.1854	23.94	3
658	vipula	vipula	m_a	nominal	a-stems	852	5	12	0.0016	23.95	3
659	vipula	vipula	n_a	nominal	a-stems	852	5	12	0.0016	23.95	3
660	SrAdDa	śrāddha	m_a	nominal	a-stems	853	1	4	0.0005	23.95	3
661	SrAdDa	śrāddha	n_a	nominal	a-stems	853	8	85	0.0115	23.96	3
662	jihvA	jihvā	f_A	nominal	a-stems	855	10	235	0.0317	23.99	3
663	vAsa	vāsa	m_a	nominal	a-stems	856	9	43	0.0058	24.0	3
664	yava	yava	m_a	nominal	a-stems	860	19	294	0.0396	24.04	3
665	yava	yava	n_a	nominal	a-stems	860	3	36	0.0049	24.04	3
666	Anana	ānana	n_a	nominal	a-stems	862	5	30	0.004	24.05	3
667	dviguRa	dviguṇa	m_a	nominal	a-stems	870	4	46	0.0062	24.05	3
668	dviguRa	dviguṇa	n_a	nominal	a-stems	870	3	39	0.0053	24.06	3
669	druma	druma	m_a	nominal	a-stems	871	13	64	0.0086	24.07	3
670	saMniBa	saṃnibha	m_a	nominal	a-stems	872	4	21	0.0028	24.07	3
671	saMniBa	saṃnibha	n_a	nominal	a-stems	872	4	22	0.003	24.07	3
672	prayoga	prayoga	m_a	nominal	a-stems	875	12	86	0.0116	24.08	3
673	prayoga	prayoga	n_a	nominal	a-stems	875	2	26	0.0035	24.09	3
674	kOrava	kaurava	m_a	nominal	a-stems	877	5	11	0.0015	24.09	3
675	nava	nava	m_a	nominal	a-stems	878	9	88	0.0119	24.1	3
