rank	rule	category	count	pct	cumulative_pct	family_size	priority	lesson
1477	m g → Ø g	anusvāra / nasal	3	0.001	99.58	11	4.1	10
1478	m _ → m etābhyāṃ	anusvāra / nasal	3	0.001	99.58	11	4.1	10
1479	m r → Ø r	anusvāra / nasal	3	0.001	99.58	11	4.1	10
1480	m a → m ā	anusvāra / nasal	3	0.001	99.58	11	4.1	10
1481	i m → y	consonant / other	5	0.001	99.58	10	4.1	10
1482	tram p → raṃ p	anusvāra / nasal	3	0.001	99.58	10	4.1	10
1483	m r → tastaṃ r	anusvāra / nasal	3	0.001	99.59	10	4.1	10
1484	tram s → raṃ s	anusvāra / nasal	3	0.001	99.59	10	4.1	10
1485	tram m → raṃ m	anusvāra / nasal	3	0.001	99.59	10	4.1	10
1486	tram ś → raṃ ś	anusvāra / nasal	3	0.001	99.59	10	4.1	10
1487	tram k → raṃ k	anusvāra / nasal	3	0.001	99.59	10	4.1	10
1488	e k → a k	consonant / other	5	0.001	99.59	9	4.0	10
1489	ṣu y → bhir y	consonant / other	5	0.001	99.59	9	4.0	10
1490	a d → ' d	consonant / other	5	0.001	99.59	9	4.0	10
1491	ṣu bh → bhir bh	consonant / other	5	0.001	99.59	9	4.0	10
1492	abravīt dh → 'bravīd dh	consonant / other	5	0.001	99.59	9	4.0	10
1493	m s → inaṃ s	anusvāra / nasal	3	0.001	99.59	9	4.0	10
1494	m n → inaṃ n	anusvāra / nasal	3	0.001	99.59	9	4.0	10
1495	t v → Ø v	consonant / other	5	0.001	99.59	8	4.0	10
1496	naḥ h → ṇo h	visarga	4	0.001	99.59	8	4.0	10
1497	āḥ d → e d	visarga	4	0.001	99.59	8	4.0	10
1498	naḥ n → ṇo n	visarga	4	0.001	99.6	8	4.0	10
1499	āḥ m → e m	visarga	4	0.001	99.6	8	4.0	10
1500	arjunam m → 'rjunaṃ m	anusvāra / nasal	3	0.001	99.6	8	4.0	10
1501	arjunam bh → 'rjunaṃ bh	anusvāra / nasal	3	0.001	99.6	8	4.0	10
1502	ai a → ā a	vowel coalescence	4	0.001	99.6	1	4.0	10
1503	au i → ā i	vowel coalescence	4	0.001	99.6	1	4.0	10
1504	k → aḥ k	consonant / other	6	0.001	99.6	1	4.0	10
1505	āt c → ataś c	consonant / other	6	0.001	99.6	1	4.0	10
1506	ā m → ās m	consonant / other	6	0.001	99.6	1	4.0	10
1507	p → yaiva p	consonant / other	6	0.001	99.6	1	4.0	10
1508	v → nānīva v	consonant / other	6	0.001	99.6	1	4.0	10
1509	ī c → ā c	consonant / other	6	0.001	99.61	1	4.0	10
1510	k → astat k	consonant / other	6	0.001	99.61	1	4.0	10
1511	s → astat s	consonant / other	6	0.001	99.61	1	4.0	10
1512	ī c → īś c	consonant / other	6	0.001	99.61	1	4.0	10
1513	t → kṣuśca t	consonant / other	6	0.001	99.61	1	4.0	10
1514	ī m → r m	consonant / other	5	0.001	99.61	7	3.9	10
1515	r kh → ḥ kh	consonant / other	5	0.001	99.61	7	3.9	10
1516	ī v → r v	consonant / other	5	0.001	99.61	7	3.9	10
1517	thī d → nthā d	consonant / other	5	0.001	99.61	7	3.9	10
1518	thī v → nthā v	consonant / other	5	0.001	99.61	7	3.9	10
1519	anyaḥ j → 'nyo j	visarga	4	0.001	99.61	7	3.9	10
1520	uḥ n → vī n	visarga	4	0.001	99.61	7	3.9	10
1521	um ś → vīṃ ś	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1522	um v → vīṃ v	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1523	um g → vīṃ g	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1524	nam n → ṇaṃ n	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1525	um dh → vīṃ dh	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1526	thinam n → nthānaṃ n	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1527	thinam p → nthānaṃ p	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1528	umantam j → ūmantaṃ j	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1529	umantam p → ūmantaṃ p	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1530	nam l → ṇaṃ l	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1531	thinam s → nthānaṃ s	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1532	um m → vīṃ m	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1533	um c → vīṃ c	anusvāra / nasal	3	0.001	99.62	7	3.9	10
1534	aḥ _ → o vipadi	visarga	3	0.001	99.62	136	3.9	10
1535	aḥ asatām → o 'satāṃ	visarga	3	0.001	99.62	136	3.9	10
1536	aḥ anyedyus → o 'nyedyur	visarga	3	0.001	99.62	136	3.9	10
1537	aḥ adhikam → o 'dhikaṃ	visarga	3	0.001	99.62	136	3.9	10
1538	aḥ atithiḥ → o 'tithir	visarga	3	0.001	99.62	136	3.9	10
1539	aḥ anurāgaparām → o 'nurāgaparāṃ	visarga	3	0.001	99.62	136	3.9	10
1540	aḥ aparaḥ → o 'paro	visarga	3	0.001	99.63	136	3.9	10
1541	aḥ abhimanyuḥ → o 'bhimanyur	visarga	3	0.001	99.63	136	3.9	10
1542	aḥ aṣṭa → o 'ṣṭau	visarga	3	0.001	99.63	136	3.9	10
1543	aḥ anujñātaḥ → o 'nujñāto	visarga	3	0.001	99.63	136	3.9	10
1544	aḥ _ → o mahībhujā	visarga	3	0.001	99.63	136	3.9	10
1545	aḥ p → o p	visarga	3	0.001	99.63	136	3.9	10
1546	aḥ anyān → o 'nyāṃś	visarga	3	0.001	99.63	136	3.9	10
1547	aḥ c → o c	visarga	3	0.001	99.63	136	3.9	10
1548	aḥ abhīkṣṇam → o 'bhīkṣṇaṃ	visarga	3	0.001	99.63	136	3.9	10
1549	aḥ abhūt → o 'bhūc	visarga	3	0.001	99.63	136	3.9	10
1550	aḥ apatyam → o 'patyaṃ	visarga	3	0.001	99.63	136	3.9	10
1551	aḥ abhyanujñātaḥ → o 'bhyanujñāto	visarga	3	0.001	99.63	136	3.9	10
1552	aḥ aṅgadam → o 'ṅgadaṃ	visarga	3	0.001	99.63	136	3.9	10
1553	aḥ adhyayanam → o 'dhyayanaṃ	visarga	3	0.001	99.63	136	3.9	10
1554	aḥ anyām → o 'nyāṃ	visarga	3	0.001	99.63	136	3.9	10
1555	aḥ avidhyat → o 'vidhyad	visarga	3	0.001	99.63	136	3.9	10
1556	aḥ agnim → o 'gniṃ	visarga	3	0.001	99.63	136	3.9	10
1557	aḥ acyutaiḥ → o 'cyuta	visarga	3	0.001	99.63	136	3.9	10
1558	aḥ akṣāḥ → o 'kṣā	visarga	3	0.001	99.63	136	3.9	10
1559	aḥ arjunaḥ → o 'rjunas	visarga	3	0.001	99.64	136	3.9	10
1560	aḥ anasūyantaḥ → o 'nasūyanto	visarga	3	0.001	99.64	136	3.9	10
1561	aḥ apayāt → o 'payād	visarga	3	0.001	99.64	136	3.9	10
1562	aḥ arjunaḥ → o 'rjunaś	visarga	3	0.001	99.64	136	3.9	10
1563	aḥ agraṇī → o 'graṇīḥ	visarga	3	0.001	99.64	136	3.9	10
1564	aḥ akṣaraḥ → o 'kṣara	visarga	3	0.001	99.64	136	3.9	10
1565	aḥ ajayat → o 'jayad	visarga	3	0.001	99.64	136	3.9	10
1566	aḥ antakaḥ → o 'ntaka	visarga	3	0.001	99.64	136	3.9	10
1567	aḥ astāt → o 'stād	visarga	3	0.001	99.64	136	3.9	10
1568	aḥ asṛjat → o 'sṛjad	visarga	3	0.001	99.64	136	3.9	10
1569	aḥ atriḥ → o 'trir	visarga	3	0.001	99.64	136	3.9	10
1570	aḥ aśnīyāt → o 'śnīyād	visarga	3	0.001	99.64	136	3.9	10
1571	aḥ apsarobhiḥ → o 'psarobhir	visarga	3	0.001	99.64	136	3.9	10
1572	ṣ t → ṭ t	consonant / other	5	0.001	99.64	6	3.9	10
1573	ḥ d → stair d	visarga	4	0.001	99.64	6	3.9	10
1574	āḥ v → asī v	visarga	4	0.001	99.64	6	3.9	10
1575	arjunaḥ bh → 'rjuno bh	visarga	4	0.001	99.64	6	3.9	10
1576	āḥ m → asī m	visarga	4	0.001	99.65	6	3.9	10
1577	apaḥ a → āpo '	visarga	4	0.001	99.65	6	3.9	10
1578	im s → īṃ s	anusvāra / nasal	3	0.001	99.65	6	3.9	10
1579	nām t → ṇāṃ t	anusvāra / nasal	3	0.001	99.65	6	3.9	10
1580	im m → īṃ m	anusvāra / nasal	3	0.001	99.65	6	3.9	10
1581	im c → īṃ c	anusvāra / nasal	3	0.001	99.65	6	3.9	10
1582	e abhavat → e 'bhavad	consonant / other	4	0.001	99.65	49	3.8	10
1583	e y → ā y	consonant / other	5	0.001	99.65	5	3.8	10
1584	a ṣ → ī ṣ	consonant / other	5	0.001	99.65	5	3.8	10
1585	e m → ā m	consonant / other	5	0.001	99.65	5	3.8	10
1586	e v → astava v	consonant / other	5	0.001	99.65	5	3.8	10
1587	e s → astava s	consonant / other	5	0.001	99.65	5	3.8	10
1588	āvayoḥ bh → nau bh	visarga	4	0.001	99.65	5	3.8	10
1589	i vaḥ → i yuṣmākaṃ	visarga	4	0.001	99.65	5	3.8	10
1590	vaḥ v → yuṣmākaṃ v	visarga	4	0.001	99.66	5	3.8	10
1591	vaḥ t → yuṣmākaṃ t	visarga	4	0.001	99.66	5	3.8	10
1592	t śakyam → c chakyaṃ	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1593	m m → ivaṃ m	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1594	rīm m → araṃ m	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1595	anyonyam v → 'nyonyaṃ v	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1596	anyonyam p → 'nyonyaṃ p	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1597	anyonyam ś → 'nyonyaṃ ś	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1598	rīm v → araṃ v	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1599	vasām v → uṣāṃ v	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1600	antam s → āntaṃ s	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1601	antam dh → āntaṃ dh	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1602	m t → ivaṃ t	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1603	vasām t → uṣāṃ t	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1604	antam bh → āntaṃ bh	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1605	anyonyam n → 'nyonyaṃ n	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1606	antam l → āntaṃ l	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1607	antam n → āntaṃ n	anusvāra / nasal	3	0.001	99.66	5	3.8	10
1608	n a → d a	consonant / other	5	0.001	99.67	4	3.7	10
1609	ṣu ś → bhiḥ ś	consonant / other	5	0.001	99.67	4	3.7	10
1610	ṣu k → bhiḥ k	consonant / other	5	0.001	99.67	4	3.7	10
1611	_ c → dhanuṣī c	consonant / other	5	0.001	99.67	4	3.7	10
1612	yām s → i s	consonant / other	5	0.001	99.67	4	3.7	10
1613	ā p → n p	consonant / other	5	0.001	99.67	4	3.7	10
1614	īḥ ā → ir ā	visarga	4	0.001	99.67	4	3.7	10
1615	ayoḥ v → or v	visarga	4	0.001	99.67	4	3.7	10
1616	aḥ b → no b	visarga	4	0.001	99.67	4	3.7	10
1617	aḥ n → no n	visarga	4	0.001	99.67	4	3.7	10
1618	uḥ a → ūr a	visarga	4	0.001	99.67	4	3.7	10
1619	asaḥ v → āṃso v	visarga	4	0.001	99.67	4	3.7	10
1620	asaḥ y → āṃso y	visarga	4	0.001	99.67	4	3.7	10
1621	ḥ n → ṃ n	visarga	4	0.001	99.68	4	3.7	10
1622	aḥ bh → no bh	visarga	4	0.001	99.68	4	3.7	10
1623	asmābhiḥ d → 'smābhir d	visarga	4	0.001	99.68	4	3.7	10
1624	m c → staṃ c	anusvāra / nasal	3	0.001	99.68	4	3.7	10
1625	vam k → ūṃ k	anusvāra / nasal	3	0.001	99.68	4	3.7	10
1626	m s → thāyaṃ s	anusvāra / nasal	3	0.001	99.68	4	3.7	10
1627	m v → thāyaṃ v	anusvāra / nasal	3	0.001	99.68	4	3.7	10
1628	im m → āyaṃ m	anusvāra / nasal	3	0.001	99.68	4	3.7	10
1629	yañcam v → īcīṃ v	anusvāra / nasal	3	0.001	99.68	4	3.7	10
1630	yañcam p → īcīṃ p	anusvāra / nasal	3	0.001	99.68	4	3.7	10
1631	as asau → o 'sāv	consonant / other	4	0.001	99.68	36	3.7	10
1632	ama ch → e ch	consonant / other	4	0.001	99.68	31	3.6	10
1633	aḥ v → ā v	visarga	4	0.001	99.68	3	3.6	10
1634	āḥ r → yo r	visarga	4	0.001	99.68	3	3.6	10
1635	aḥ d → ā d	visarga	4	0.001	99.68	3	3.6	10
1636	bhiḥ b → abhir b	visarga	4	0.001	99.68	3	3.6	10
1637	asam v → āṃsaṃ v	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1638	ivam p → yāṃ p	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1639	atyartham k → 'tyarthaṃ k	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1640	ñcam s → cīṃ s	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1641	atyartham s → 'tyarthaṃ s	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1642	am s → īṃ s	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1643	ñcam p → cīṃ p	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1644	ānām c → eṣāṃ c	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1645	ṃgam t → ṅgaṃ t	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1646	ivam d → yāṃ d	anusvāra / nasal	3	0.001	99.69	3	3.6	10
1647	e apsarasaḥ → e 'psaraso	visarga	3	0.001	99.69	49	3.6	10
1648	e arjunaḥ → e 'rjuno	visarga	3	0.001	99.69	49	3.6	10
1649	e arditāḥ → e 'rditā	visarga	3	0.001	99.69	49	3.6	10
1650	e anyaḥ → e 'nyo	visarga	3	0.001	99.69	49	3.6	10
1651	e anujñātāḥ → e 'nujñātā	visarga	3	0.001	99.69	49	3.6	10
1652	e ph → ava ph	consonant / other	4	0.001	99.69	21	3.5	10
1653	ā l → ī l	consonant / other	4	0.001	99.69	20	3.5	10
1654	ant dh → ān dh	consonant / other	4	0.001	99.69	20	3.5	10
1655	vām s → yuvayoḥ s	consonant / other	5	0.001	99.7	2	3.5	10
1656	abhūt n → 'bhūn n	consonant / other	5	0.001	99.7	2	3.5	10
1657	aḥ ā → āv ā	visarga	4	0.001	99.7	2	3.5	10
1658	ibhiḥ a → ībhir a	visarga	4	0.001	99.7	2	3.5	10
1659	naḥ i → 'smākam i	visarga	4	0.001	99.7	2	3.5	10
1660	āṇām r → eṣāṃ r	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1661	m s → ivāhaṃ s	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1662	agnim s → 'gniṃ s	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1663	s aham → s 'haṃ	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1664	āyām p → asyāṃ p	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1665	artham t → 'rthaṃ t	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1666	am h → āṃ h	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1667	akām p → ikāṃ p	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1668	m m → ivāhaṃ m	anusvāra / nasal	3	0.001	99.7	2	3.5	10
1669	ḥ v → Ø b	visarga	3	0.001	99.7	38	3.5	10
1670	āt arthāt → ato 'rthataḥ	consonant / other	4	0.001	99.7	17	3.4	10
1671	iḥ _ → Ø _	visarga	3	0.001	99.7	31	3.4	10
1672	ama anyaḥ → e 'nyo	visarga	3	0.001	99.71	31	3.4	10
1673	ama atirathaḥ → e 'tiratho	visarga	3	0.001	99.71	31	3.4	10
1674	ama ardharathaḥ → e 'rdharatho	visarga	3	0.001	99.71	31	3.4	10
1675	ḥ s → r s	visarga	3	0.001	99.71	30	3.4	10
1676	ḥ a → r ā	visarga	3	0.001	99.71	30	3.4	10
1677	e c → i c	consonant / other	4	0.001	99.71	15	3.4	10
1678	e dh → i dh	consonant / other	4	0.001	99.71	15	3.4	10
1679	j b → g b	consonant / other	4	0.001	99.71	14	3.4	10
1680	a _ → a suradviṣām	consonant / other	4	0.001	99.71	14	3.4	10
1681	a _ → a durhṛdaḥ	consonant / other	4	0.001	99.71	14	3.4	10
1682	t vaḥ → d yuṣmākaṃ	visarga	3	0.001	99.71	27	3.4	10
1683	i a → athety a	vowel coalescence	3	0.001	99.71	4	3.4	10
1684	e ā → ahyam ā	vowel coalescence	3	0.001	99.71	4	3.4	10
1685	a a → bhir a	vowel coalescence	3	0.001	99.71	4	3.4	10
1686	i j → ī j	consonant / other	4	0.001	99.71	13	3.4	10
1687	s t → ḥ t	consonant / other	4	0.001	99.71	13	3.4	10
1688	c e → g e	consonant / other	4	0.001	99.72	13	3.4	10
1689	a b → nā b	consonant / other	4	0.001	99.72	13	3.4	10
1690	umant m → ūmān m	consonant / other	4	0.001	99.72	13	3.4	10
1691	umant h → ūmān h	consonant / other	4	0.001	99.72	13	3.4	10
1692	umant k → ūmān k	consonant / other	4	0.001	99.72	13	3.4	10
1693	umant r → ūmān r	consonant / other	4	0.001	99.72	13	3.4	10
1694	a m → nā m	consonant / other	4	0.001	99.72	13	3.4	10
1695	c dh → g dh	consonant / other	4	0.001	99.72	13	3.4	10
1696	rī j → ā j	consonant / other	4	0.001	99.72	12	3.3	10
1697	j → iva j	consonant / other	5	0.001	99.72	1	3.3	10
1698	t → ṣṭheti t	consonant / other	5	0.001	99.72	1	3.3	10
1699	asi a → 'sy a	consonant / other	5	0.001	99.72	1	3.3	10
1700	u c → no c	consonant / other	5	0.001	99.72	1	3.3	10
1701	t m → m	consonant / other	5	0.001	99.73	1	3.3	10
1702	s → a s	consonant / other	5	0.001	99.73	1	3.3	10
1703	bh → o bh	consonant / other	5	0.001	99.73	1	3.3	10
1704	ś → iva ś	consonant / other	5	0.001	99.73	1	3.3	10
1705	āt t → atas t	consonant / other	5	0.001	99.73	1	3.3	10
1706	bh → ad bh	consonant / other	5	0.001	99.73	1	3.3	10
1707	a s → bhiḥ s	consonant / other	5	0.001	99.73	1	3.3	10
1708	d → astad d	consonant / other	5	0.001	99.73	1	3.3	10
1709	ān e → ad e	consonant / other	5	0.001	99.73	1	3.3	10
1710	v → astad v	consonant / other	5	0.001	99.73	1	3.3	10
1711	ā c → ac c	consonant / other	5	0.001	99.73	1	3.3	10
1712	d → ad d	consonant / other	5	0.001	99.73	1	3.3	10
1713	_ a → devarāḍ a	consonant / other	5	0.001	99.74	1	3.3	10
1714	atyagāt a → 'tyagād a	consonant / other	5	0.001	99.74	1	3.3	10
1715	ḍ s → ṭ s	consonant / other	5	0.001	99.74	1	3.3	10
1716	y → o y	consonant / other	5	0.001	99.74	1	3.3	10
1717	n → vantīha n	consonant / other	5	0.001	99.74	1	3.3	10
1718	s j → ñ j	consonant / other	5	0.001	99.74	1	3.3	10
1719	k h → gg h	consonant / other	5	0.001	99.74	1	3.3	10
1720	c → ktrāstathaiva c	consonant / other	5	0.001	99.74	1	3.3	10
1721	ḥ a → m a	visarga	4	0.001	99.74	1	3.3	10
1722	abhyadhikaḥ a → 'bhyadhiko '	visarga	4	0.001	99.74	1	3.3	10
1723	asyāḥ t → 'syās t	visarga	4	0.001	99.74	1	3.3	10
1724	anyaḥ i → 'nya i	visarga	4	0.001	99.74	1	3.3	10
1725	tyāḥ t → ntyās t	visarga	4	0.001	99.75	1	3.3	10
1726	naḥ t → ṇas t	visarga	4	0.001	99.75	1	3.3	10
1727	umantaḥ v → ūmato v	visarga	4	0.001	99.75	1	3.3	10
1728	ajñāninaḥ a → 'jñānino a	visarga	4	0.001	99.75	1	3.3	10
1729	aḥ a → ir a	visarga	4	0.001	99.75	1	3.3	10
1730	arjunaḥ t → 'rjunas t	visarga	4	0.001	99.75	1	3.3	10
1731	abhiṣiktaḥ m → 'bhiṣikto m	visarga	4	0.001	99.75	1	3.3	10
1732	antakaḥ i → 'ntaka i	visarga	4	0.001	99.75	1	3.3	10
1733	ḥ b → b	visarga	4	0.001	99.75	1	3.3	10
1734	vāhlīkāḥ n → bāhlīkā n	visarga	4	0.001	99.75	1	3.3	10
1735	ḥ ṛ → rdhamāsā ṛ	visarga	4	0.001	99.75	1	3.3	10
1736	ṃgaiḥ p → ṅga p	visarga	4	0.001	99.75	1	3.3	10
1737	ṃdhim s → ndhiṃ s	anusvāra / nasal	3	0.001	99.75	1	3.3	10
1738	m m → theyaṃ m	anusvāra / nasal	3	0.001	99.75	1	3.3	10
1739	m t → vāṃ t	anusvāra / nasal	3	0.001	99.75	1	3.3	10
1740	asmākam p → 'smākaṃ p	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1741	adhikam t → 'dhikaṃ t	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1742	abhūvam k → 'bhūvaṃ k	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1743	m p → syāyaṃ p	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1744	m → syeva m	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1745	ntam s → taṃ s	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1746	_ p → vipadāṃ p	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1747	uvnām t → ūnāṃ t	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1748	ṃpratam s → mprataṃ s	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1749	ṃtanavam bh → ntanavaṃ bh	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1750	tyām v → ntyāṃ v	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1751	anyān c → 'nyāṃś c	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1752	aviditam k → 'viditaṃ k	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1753	m → tasyeha m	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1754	iyam p → īṃ p	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1755	an l → āṃl l	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1756	c → ṃ c	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1757	umant c → ūmāṃś c	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1758	t → ṃ t	anusvāra / nasal	3	0.001	99.76	1	3.3	10
1759	m → u m	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1760	asyām j → 'syāṃ j	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1761	dh → ṃ dh	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1762	atyantam s → 'tyantaṃ s	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1763	m → ścaiva m	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1764	atyayam g → 'tyayaṃ g	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1765	an c → āṃś c	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1766	m → thaiva m	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1767	āyām k → yāṃ k	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1768	mbandhakam t → ṃbandhakaṃ t	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1769	m p → ntāhaṃ p	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1770	ṣam ś → saṃ ś	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1771	e p → hāṃstava p	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1772	m p → rathaṃ p	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1773	trāṇām v → rāṇāṃ v	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1774	s t → ṃs t	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1775	amṛtam d → 'mṛtaṃ d	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1776	avyaktam s → 'vyaktaṃ s	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1777	_ d → sahasrārciṣaṃ d	anusvāra / nasal	3	0.001	99.77	1	3.3	10
1778	ḥ astam → ḥ 'staṃ	visarga	3	0.001	99.78	22	3.3	10
1779	ḥ agratas → ḥ 'grataḥ	visarga	3	0.001	99.78	22	3.3	10
1780	ḥ abhyantaram → ḥ 'bhyantaraṃ	visarga	3	0.001	99.78	22	3.3	10
1781	ḥ _ → ḥ pṛthivībhujaḥ	visarga	3	0.001	99.78	22	3.3	10
1782	ḥ atyartham → ḥ 'tyarthaṃ	visarga	3	0.001	99.78	22	3.3	10
1783	ḥ abhavat → ḥ 'bhavan	visarga	3	0.001	99.78	22	3.3	10
1784	ḥ _ → ḥ yudhāṃ	visarga	3	0.001	99.78	22	3.3	10
1785	ḥ atyayam → ḥ 'tyayaṃ	visarga	3	0.001	99.78	22	3.3	10
1786	ḥ agacchat → ḥ 'gacchad	visarga	3	0.001	99.78	22	3.3	10
1787	ḥ arjunam → ḥ 'rjunaṃ	visarga	3	0.001	99.78	22	3.3	10
1788	o m → u m	consonant / other	4	0.001	99.78	11	3.3	10
1789	e j → āsu j	consonant / other	4	0.001	99.78	11	3.3	10
1790	e s → āsu s	consonant / other	4	0.001	99.78	11	3.3	10
1791	a s → ā s	consonant / other	4	0.001	99.78	11	3.3	10
1792	abhavat v → 'bhavad v	consonant / other	4	0.001	99.78	10	3.3	10
1793	i u → īty u	vowel coalescence	3	0.001	99.78	3	3.3	10
1794	ā ā → ad ā	vowel coalescence	3	0.001	99.78	3	3.3	10
1795	i ā → īty ā	vowel coalescence	3	0.001	99.78	3	3.3	10
1796	au e → yām e	vowel coalescence	3	0.001	99.79	3	3.3	10
1797	ā → ad ā	vowel coalescence	3	0.001	99.79	3	3.3	10
1798	ṣu d → bhir d	consonant / other	4	0.001	99.79	9	3.2	10
1799	ś y → g y	consonant / other	4	0.001	99.79	9	3.2	10
1800	ṣu g → bhir g	consonant / other	4	0.001	99.79	9	3.2	10
1801	ṣu m → bhir m	consonant / other	4	0.001	99.79	9	3.2	10
1802	e bh → a bh	consonant / other	4	0.001	99.79	9	3.2	10
1803	a j → ' j	consonant / other	4	0.001	99.79	9	3.2	10
1804	abravīt y → 'bravīd y	consonant / other	4	0.001	99.79	9	3.2	10
1805	d a → t a	consonant / other	4	0.001	99.79	8	3.2	10
1806	abhūt dh → 'bhūd dh	consonant / other	4	0.001	99.79	8	3.2	10
1807	naḥ y → asmākaṃ y	visarga	3	0.001	99.79	15	3.2	10
1808	naḥ ś → asmākaṃ ś	visarga	3	0.001	99.79	15	3.2	10
1809	ḥ k → u k	visarga	3	0.001	99.79	14	3.2	10
1810	ī y → r y	consonant / other	4	0.001	99.79	7	3.1	10
1811	thī m → nthā m	consonant / other	4	0.001	99.8	7	3.1	10
1812	thī n → nthā n	consonant / other	4	0.001	99.8	7	3.1	10
1813	a ś → cā ś	consonant / other	4	0.001	99.8	7	3.1	10
1814	i a → ety a	vowel coalescence	3	0.001	99.8	2	3.1	10
1815	ṛ e → r e	vowel coalescence	3	0.001	99.8	2	3.1	10
1816	i e → ety e	vowel coalescence	3	0.001	99.8	2	3.1	10
1817	iḥ h → ā h	visarga	3	0.001	99.8	13	3.1	10
1818	iḥ b → ā b	visarga	3	0.001	99.8	13	3.1	10
1819	iḥ g → ā g	visarga	3	0.001	99.8	13	3.1	10
1820	iḥ r → ā r	visarga	3	0.001	99.8	13	3.1	10
1821	agniḥ y → 'gnir y	visarga	3	0.001	99.8	12	3.1	10
