rule	category	global_count	global_pct	n_texts	top_texts	examples
m b → ṃ b	anusvāra / nasal	4715	0.67	34	Mahābhārata (full, incl. Bhagavadgītā)(2762), Rāmāyaṇa(577), Suśrutasaṃhitā(256)	prakāśaṃ brūte prakāśaṃ+brūte · sabhāmadhye na vaktavyaṃ provācedaṃ bṛhaspatiḥ idam→provācedaṃ +bṛhaspatiḥ · sa ca tapasvī krodhākulitanetraḥ yāvadūrdhvaṃ paśyati tāvattatkrodhāgninā bhasmībhūtāṃ balākāṃ bhūmau patitāṃ dṛṣṭvā balākāṃ dagdhvā nārāyaṇadvijagṛhe bhikṣārthaṃ yayau bhasmībhūtāṃ+balākāṃ · likhannāste bhūmiṃ bahiravanataḥ prāṇadayito nirāhārāḥ sakhyaḥ satataruditocchūnanayanāḥ bhūmiṃ+bahis
aḥ bh → o bh	visarga	4710	0.67	38	Mahābhārata (full, incl. Bhagavadgītā)(2808), Rāmāyaṇa(532), Suśrutasaṃhitā(267)	tasya putro bhaved vaśyaḥ samṛddho dhārmikaḥ sudhīḥ putro+bhaved · ṣaṭkarṇo bhidyate mantraś caturkarṇaḥ sthiro bhavet sthiro+bhavet · pitroste duḥkhinorduḥkhātpatatyaśrucayo bhuvi cayaḥ→duḥkhinorduḥkhātpatatyaśrucayo +bhuvi · yastāḍyate dayitayā praṇayārādhāt so'ṅgīkṛto bhagavatā makaradhvajena aṅgīkṛtaḥ→so'ṅgīkṛto +bhagavatā
m j → ṃ j	anusvāra / nasal	4675	0.66	37	Mahābhārata (full, incl. Bhagavadgītā)(2521), Rāmāyaṇa(533), Bhāratamañjarī(271)	varaṃ garbhasrāvo varam api ca naivābhigamanaṃ varaṃ jātaḥ preto varam api ca kanyāvajanitā varaṃ+jātaḥ · tadanantaraṃ sa ca vyādhaṃ jñānakāraṇaṃ papraccha kathaṃ satī jñānavatī kathaṃ ca tvaṃ jñānavān vyādhaṃ+jñāna · ruddhāyāmapi vāci sasmitamidaṃ dagdhānanaṃ jāyate dṛṣṭe nirvahaṇaṃ bhaviṣyati kathaṃ mānasya tasmiñjane ānanam→dagdhānanaṃ +jāyate · kathaṃ jñānam avāpnoti kathaṃ muktir bhaviṣyati kathaṃ+jñānam
ḥ i → Ø i	visarga	4614	0.65	39	Mahābhārata (full, incl. Bhagavadgītā)(2201), Rāmāyaṇa(568), Mīmāṃsāsūtrabhāṣya(217)	gṛhīta iva keśeṣu mṛtyunā dharmamācaret gṛhīta+iva · kandarpa iva rūpāḍhyo harivajjanavallabhaḥ kandarpa+iva · mṛto mṛta iti jñātvā kṣaṇātsneho nivartate mṛta+iti · sākrāntā jaghanasthalena guruṇā gantuṃ na śaktā vayaṃ doṣairanyajanāśritairapaṭavo jātāḥ sma ityadbhutam sma+iti
aḥ r → o r	visarga	4534	0.64	35	Mahābhārata (full, incl. Bhagavadgītā)(2622), Rāmāyaṇa(939), Bhāratamañjarī(184)	sampadi yasya na harṣo vipadi viṣādo raṇe ca bhīrutvam viṣādo+raṇe · kīdṛśo rājā kīdṛśo+rājā · tatputro rājaśekharaḥ putraḥ→tatputro +rājaśekharaḥ · sphuṭo rekhānyāsaḥ kathamapi sa tādṛk pariṇato gatā yena vyaktaṃ punaravayavaiḥ saiva taruṇī sphuṭo+rekhā
aḥ y → o y	visarga	4498	0.64	37	Mahābhārata (full, incl. Bhagavadgītā)(2774), Rāmāyaṇa(471), Suśrutasaṃhitā(205)	sa jāto yena jātena yāti vaṃśaḥ samunnatim jāto+yena · uttīrṇo yāvad rājā tāvanmṛtakaṃ tatraiva śākhāyām avalambitam uttīrṇo+yāvad · yāvatprayāti tāvatpathi eko yuvā vāgmī surūpaḥ śūraśca viṣṇunāmā brāhmaṇo militaḥ eko+yuvā · kopo yatra bhrūkuṭiracanā nigraho yatra maunaṃ yatrānyonyasmitamanunayo yatra dṛṣṭiḥ prasādaḥ kopo+yatra
ā e → ai	vowel coalescence	3532	0.5	34	Mahābhārata (full, incl. Bhagavadgītā)(2085), Kathāsaritsāgara(405), Rāmāyaṇa(234)	sarvadravyeṣu vidyaiva dravyam āhur anuttamam vidyā+eva→vidyaiva · sā tathaiva samaṃ tābhirdvitīyo 'hni niśāmukhe tathā+eva→tathaiva · dṛṣṭvaikāsanasaṃsthite priyatame paścād upetyādarād ekasyā nayane pidhāya vihitakrīḍānubandhacchalaḥ dṛṣṭvā+eka→dṛṣṭvaikāsanasaṃsthite · adhunaiva sukhī śānto bandhamukto bhaviṣyasi adhunā+eva→adhunaiva
aḥ h → o h	visarga	3360	0.47	37	Mahābhārata (full, incl. Bhagavadgītā)(1876), Rāmāyaṇa(451), Suśrutasaṃhitā(174)	śruto hitopadeśo 'yaṃ pāṭavaṃ saṃskṛtoktiṣu śruto+hitopadeśo · kandarpa iva rūpāḍhyo harivajjanavallabhaḥ āḍhyaḥ→rūpāḍhyo +hari · tatra sudhano nāma mohanaśreṣṭhisutaḥ tannagaravāsino haridattasya kalatraṃ lakṣmīṃ rantumīhate vāsinaḥ→tannagaravāsino +haridattasya · kṣipto hastāvalagnaḥ prasabham abhihato 'py ādadāno 'ṃśukāntaṃ gṛhṇan keśeṣvapāstaścaraṇanipatito nekṣitaḥ sambhrameṇa kṣipto+hasta
ḥ m → Ø m	visarga	3353	0.47	32	Mahābhārata (full, incl. Bhagavadgītā)(2163), Rāmāyaṇa(503), Suśrutasaṃhitā(169)	anekagomānuṣāṇāṃ vadhānme putrā mṛtā dārāś ca putrā+mṛtā · sa gṛhī sa muniḥ sādhuḥ sa ca yogī sa dhārmikaḥ sa+muniḥ · bāle nātha vimuñca mānini ruṣaṃ roṣān mayā kiṃ kṛtaṃ khedo'smāsu na me'parādhyati bhavān sarve'parādhā mayi aparādhāḥ→sarve'parādhā +mayi · nirādhārā grahavyagrā mūḍhāḥ saṃsārapoṣakāḥ vyagrāḥ→grahavyagrā +mūḍhāḥ
ḥ m → r m	visarga	3303	0.47	35	Mahābhārata (full, incl. Bhagavadgītā)(2039), Rāmāyaṇa(500), Suśrutasaṃhitā(176)	ṛṇakartā pitā śatrur mātā ca vyabhicāriṇī śatrur+mātā · tato dvayormadhyānna ko 'pi dhūrtetarayorvyaktiṃ jānāti dvayoḥ+madhyāt→dvayormadhyānna · alasavalitaiḥ premārdrārdrair muhurmukulīkṛtaiḥ kṣaṇam abhimukhair lajjālolair nimeṣaparāṅmukhaiḥ ārdraiḥ→premārdrārdrair +muhur · evaṃ vimṛśato nityaṃ nirvikalpe sthitir mama sthitir+mama
m dh → ṃ dh	anusvāra / nasal	3243	0.46	35	Mahābhārata (full, incl. Bhagavadgītā)(2095), Rāmāyaṇa(322), Bhāratamañjarī(198)	yauvanaṃ dhanasampattiḥ prabhutvam avivekitā yauvanaṃ+dhana · siddhamantrauṣadhaṃ dharmaṃ gṛhachidraṃ ca maithunam auṣadham→siddhamantrauṣadhaṃ +dharmaṃ · tāṃ dhanasenasuto vīranāmā dṛṣṭvā sakāmaḥ san jvarapīḍito 'bhūt tāṃ+dhanasena · bhūyo'pyevamiti skhalan mṛdugirā saṃsūcya duśceṣṭitaṃ dhanyo hanyata eva nihnutiparaḥ preyān rudatyā hasan duśceṣṭitaṃ+dhanyo
u a → v a	vowel coalescence	3232	0.46	38	Mahābhārata (full, incl. Bhagavadgītā)(1491), Rāmāyaṇa(331), Suśrutasaṃhitā(292)	īrṣyī ghṛṇī tv asaṃtuṣṭaḥ krodhano nityaśaṅkitaḥ tv+a · sā āha suhṛdāṃ sādhvasādhvapi śrotavyameva ityanujñātaḥ śukaḥ āha asti nandanaṃ nāma nagaram sādhu+asādhu→sādhvasādhvapi · kṣipto hastāvalagnaḥ prasabham abhihato 'py ādadāno 'ṃśukāntaṃ gṛhṇan keśeṣvapāstaścaraṇanipatito nekṣitaḥ sambhrameṇa keśeṣu+apāstaḥ→keśeṣvapāstaścaraṇanipatito · rajjvajñānād ahir bhāti tajjñānād bhāsate na hi rajju+ajñānāt→rajjvajñānād
e a → e '	vowel coalescence	3154	0.45	31	Mahābhārata (full, incl. Bhagavadgītā)(1666), Kathāsaritsāgara(271), Rāmāyaṇa(270)	sa ca bhojanāvaśiṣṭabhikṣānnasahitaṃ bhikṣāpātraṃ nāgadantake 'vasthāpya svapiti dantake+'vasthāpya · asādhyaṃ sādhyate kasya kāle 'smin atitheraho kāle+'smin · lagnā nāṃśukapallave bhujalatā na dvāradeśe 'rpitā no vā pādatale tayā nipatitaṃ tiṣṭheti noktaṃ vacaḥ deśe+'rpitā · brahmādistambaparyantaṃ jagannāśe 'pi tiṣṭhataḥ nāśe+'pi
ā i → e	vowel coalescence	3087	0.44	35	Mahābhārata (full, incl. Bhagavadgītā)(1717), Rāmāyaṇa(386), Kathāsaritsāgara(291)	ayaṃ nijaḥ paro veti gaṇanā laghucetasām vā+iti→veti · svabhartṛśuśrūṣāparayā tatpatnyā kopābhiviṣṭo nirbhartsitaḥ satpakṣihāyam uktaśca nāhaṃ balākeva tvatkopasthānam balākā+iva→balākeva · ajñānena parāṅmukhīṃ paribhavād āśliṣya māṃ duḥkhitāṃ kiṃ labdhaṃ caṭula tvayeha nayatā saubhāgyametāṃ daśām tvayā+iha→tvayeha · ahaṃ kartety ahaṃmānamahākṛṣṇāhidaṃśitaḥ kartā+iti→kartety
i e → y e	vowel coalescence	3040	0.43	35	Mahābhārata (full, incl. Bhagavadgītā)(1676), Rāmāyaṇa(295), Kathāsaritsāgara(165)	yathā hy ekena cakreṇa na rathasya gatir bhavet hy+ekena · ityevaṃ pṛṣṭābhyāṃ yathālabdhaṃ yathāvṛttaṃ yathāproktaṃ yathāsuptaṃ sarvaṃ tābhyāṃ kathitam iti+evam→ityevaṃ · yātāḥ kiṃ na milanti sundari punaścintā tvayā matkṛte no kāryā nitarāṃ kṛśāmi kathayatyevaṃ sabāṣpe mayi kathayati+evam→kathayatyevaṃ · yathā prakāśayāmy eko deham enaṃ tathā jagat prakāśayāmy+eko
t m → n m	consonant / other	2965	0.42	35	Mahābhārata (full, incl. Bhagavadgītā)(1706), Rāmāyaṇa(340), Kathāsaritsāgara(183)	tato yāvad asau tadvacaḥpratīto lobhāt saraḥ snātuṃ praviṣṭaḥ tāvan mahāpaṅke nimagnaḥ palāyitum akṣamaḥ tāvan+mahā · yoginoktam bho rājan yojanārdhe mahāśmaśānam asti tatra śiṃśipāvṛkṣe mṛtakam avalambitam āste tatra gatvā tan mṛtakaṃ gṛhītvā śīghram āgaccha tan+mṛtakaṃ · tasmānmayā jīvitumicchatā dvijaiḥ saha paradeśaṃ gantavyam tasmāt+mayā→tasmānmayā · dampatyoḥ śanakairapāṅgavalanān miśrībhavaccakṣuṣor bhagno mānakaliḥ sahāsarabhasaṃ vyāsaktakaṇṭhagraham valanāt→śanakairapāṅgavalanān +miśrībhavat
t c → c c	consonant / other	2922	0.41	36	Mahābhārata (full, incl. Bhagavadgītā)(1341), Rāmāyaṇa(284), Kathāsaritsāgara(266)	ahāryatvād anarghatvād akṣayatvāc ca sarvadā tvāt→akṣayatvāc +ca · cañcaccitāgnitaḍitaṃ kālamegha ivotthitaḥ cañcat+citā→cañcaccitāgnitaḍitaṃ · tataḥ kṣaṇaṃ sthitvā sveṣṭadevatāṃ hṛdi smṛtvā tāmbūlaṃ pragṛhya yāvaccalitā tāvat śukaḥ prāha siddhirastu yāvat+calitā→yāvaccalitā · kiṃ mugdhe na mayā kṛtaṃ ramaṇadhīrmuktā tvayā gamyatāṃ dusthaṃ tiṣṭhasi yacca pathyamadhunā kartāsmi tacchroṣyasi yat+ca→yacca
ḥ n → Ø n	visarga	2860	0.4	34	Mahābhārata (full, incl. Bhagavadgītā)(1764), Rāmāyaṇa(401), Bhāratamañjarī(113)	vidyāhīnā na śobhante nirgandhā iva kiṃśukāḥ hīnāḥ→vidyāhīnā +na · prārabdham uttamaguṇā na parityajanti guṇāḥ→uttamaguṇā +na · ye jātyādimahotsāhā nopagacchanti pārthivam utsāhāḥ→jātyādimahotsāhā +na · datto'syāḥ praṇayastvayaiva bhavatā ceyaṃ ciraṃ lālitā daivād adya kila tvameva kṛtavān asyā navaṃ vipriyam asyā+navaṃ
ḥ n → r n	visarga	2823	0.4	36	Mahābhārata (full, incl. Bhagavadgītā)(1741), Rāmāyaṇa(330), Kathāsaritsāgara(100)	varaṃ vandhyā bhāryā varam api ca garbheṣu vasatir na vāvidvān rūpadraviṇaguṇayukto 'pi tanayaḥ vasatir+na · riktapāṇir na paśyeta rājānaṃ bhiṣajaṃ gurum pāṇiḥ→riktapāṇir +na · tato rājā ekānte tayornirṇayamacintayat tayoḥ+nirṇayam→tayornirṇayamacintayat · alasavalitaiḥ premārdrārdrair muhurmukulīkṛtaiḥ kṣaṇam abhimukhair lajjālolair nimeṣaparāṅmukhaiḥ lolaiḥ→lajjālolair +nimeṣa
s s → ḥ s	consonant / other	2654	0.37	35	Mahābhārata (full, incl. Bhagavadgītā)(1435), Rāmāyaṇa(357), Kathāsaritsāgara(246)	pātratvāt dhanam āpnoti dhanād dharmaṃ tataḥ sukham tataḥ+sukham · kecit kathāṃ rasasphītām ataḥ sarvaṃ vidhīyate ataḥ+sarvaṃ · tataḥ sa mohanaḥ kathitavelopari nāgataḥ kiṃcit kāryādivaiyagryeṇa tataḥ+sa · vrajati ramaṇe niḥśvasyoccaiḥ stanasthitahastayā nayanasalilacchannā dṛṣṭiḥ sakhīṣu niveśitā uccais→niḥśvasyoccaiḥ +stana
n c → ṃś c	anusvāra / nasal	2650	0.37	26	Mahābhārata (full, incl. Bhagavadgītā)(1791), Rāmāyaṇa(340), Suśrutasaṃhitā(128)	atha pāśabaddhāṃś caitān dṛṣṭvā savismayaḥ kṣaṇaṃ sthitvā uvāca sakhe kim etat baddhān→pāśabaddhāṃś +ca · tasmiṃśca vṛkṣamārūḍhe patiḥ prāha kamidamiti tasmin+ca→tasmiṃśca · udgrīvaś caraṇārdharuddhavasudhaḥ kṛtvāśrupūrṇāṃ dṛśaṃ tāmāśāṃ pathikastathāpi kimapi dhyāyaṃściraṃ vīkṣate dhyāyan+ciram→dhyāyaṃściraṃ · manorathān pralāpāṃś ca kartum āpnoty atatkṣaṇāt pralāpāṃś+ca
aḥ b → o b	visarga	2599	0.37	36	Mahābhārata (full, incl. Bhagavadgītā)(1522), Rāmāyaṇa(251), Hitopadeśa(152)	ko dhanyo bahubhiḥ putraiḥ kuśūlāpūraṇāḍhakaiḥ dhanyo+bahubhiḥ · kecit prāñjalim icchanti kecid vakraṃ vaco budhāḥ vaco+budhāḥ · adyāpi nojhati haraḥ kila kālakūṭaṃ kūrmo bibharti dharaṇīṃ khalu cātmapṛṣṭhe kūrmo+bibharti · ityanyonyavilakṣadṛṣṭicature tasminnavasthāntare savyājaṃ hasitaṃ mayā dhṛtiharo bāṣpastu muktastayā haraḥ→dhṛtiharo +bāṣpaḥ
i u → y u	vowel coalescence	2587	0.37	36	Mahābhārata (full, incl. Bhagavadgītā)(1124), Kathāsaritsāgara(395), Bhāratamañjarī(200)	tad eteṣām asmatputrāṇāṃ nītiśāstropadeśāya bhavantaḥ pramāṇam ity uktvā tasya viṣṇuśarmaṇo bahumānapuraḥsaraṃ putrān samarpitavān ity+uktvā · pumāṃstu dhairyasampanno bhavatyuttarasādhakaḥ bhavati+uttarasādhakaḥ→bhavatyuttarasādhakaḥ · śukaḥ yadi prabhāvati adya na yāsi tadā kathayāmi ityukte sā āha kathayeti iti+ukte→ityukte · manyurduḥsaha eṣa yātyupaśamaṃ no sāntvavādaiḥ sphuṭaṃ he nistraṃśa vimuktakaṇṭhakaruṇaṃ tāvatsakhī roditu yāti+upaśamam→yātyupaśamaṃ
ḥ r → Ø r	visarga	2536	0.36	25	Mahābhārata (full, incl. Bhagavadgītā)(1556), Rāmāyaṇa(563), Suśrutasaṃhitā(101)	ity ākarṇyātmanaḥ putrāṇām anadhigataśāstrāṇāṃ nityam unmārgagāmināṃ śāstrānanuṣṭhānenodvignamanāḥ sa rājā cintayāmāsa sa+rājā · śukaḥ sa rājā labdhopāyastadvimalabhāryādvayaṃ pṛthakpṛthaksaṃsthāpya pṛṣṭavān kiṃ yuvayoḥ pāṇigrahaṇe bhartrā vibhūṣaṇaṃ pradattaṃ dhanaṃ ca sa+rājā · tataḥ pratinivṛttāste hatā rājyārthino dvijāḥ hatā+rājya · hriyāpragalbhā vinigūhamānā rahaḥprayuktāni vibhūṣaṇāni vinigūhamānā+rahas
s p → ḥ p	consonant / other	2503	0.35	33	Mahābhārata (full, incl. Bhagavadgītā)(1378), Rāmāyaṇa(284), Suśrutasaṃhitā(180)	samudram iva durdharṣaṃ nṛpaṃ bhāgyam ataḥ param ataḥ+param · tato rājñā ratnasamūhaṃ dṛṣṭvā bhaṇitam bho digambara etāni sarvāṇi ratnāni bahumūlyāni kimartham ānītāni aham ekasyāpi ratnasya maulyaṃ dātum asamarthaḥ tvam ataḥ paraṃ kim abhilaṣasi tat kathaya ataḥ+paraṃ · tataḥ pūrṇayā mūḍhayā tatpatireva samānītaḥ tataḥ+pūrṇayā · pīto yataḥ prabhṛti kāmapipāsitena tasyā mayādhararasaḥ pracuraḥ priyāyāḥ yataḥ+prabhṛti
t n → n n	consonant / other	2458	0.35	38	Mahābhārata (full, incl. Bhagavadgītā)(1274), Rāmāyaṇa(235), Suśrutasaṃhitā(132)	yan nave bhājane lagnaḥ saṃskāro nānyathā bhavet yan+nave · yadā na ko 'pi jānāti tadā sarvadvijāgresaraṃ purohitaṃ prāha yathā tvayaiva matsyahāsyakāraṇaṃ kathanīyamanyathā tvaṃ deśānnirvāsaṃ prāpnoṣi deśāt+nirvāsam→deśānnirvāsaṃ · kānte katyapi vāsarāṇi gamaya tvaṃ mīlayitvā dṛśau svasti svasti nimīlayāmi nayane yāvan na śūnyā diśaḥ yāvan+na · bodho 'haṃ jñānakhaḍgena tan niṣkṛtya sukhī bhava tan+niṣkṛtya
ḥ d → Ø d	visarga	2438	0.34	34	Mahābhārata (full, incl. Bhagavadgītā)(1473), Rāmāyaṇa(364), Suśrutasaṃhitā(132)	anekagomānuṣāṇāṃ vadhānme putrā mṛtā dārāś ca mṛtā+dārāś · tadarpitaṃ yadā sa dvijaḥ prātaḥ spṛśati tadā suvarṇaśatapañcakaṃ dadāti sa+dvijaḥ · āliṅgan yo 'vadhūtas tripurayuvatibhiḥ sāśrunetrotpalābhiḥ kāmīvārdrāparādhaḥ sa dahatu duritaṃ śāmbhavo vaḥ śarāgniḥ sa+dahatu · karmanaiṣkarmyanirbandhabhāvā dehasthayoginaḥ bhāvāḥ→karmanaiṣkarmyanirbandhabhāvā +deha
aḥ j → o j	visarga	2361	0.33	34	Mahābhārata (full, incl. Bhagavadgītā)(1372), Rāmāyaṇa(221), Bhāratamañjarī(135)	jñānaṃ narāṇām adhiko viśeṣo jñānena hīnāḥ paśubhiḥ samānāḥ viśeṣo+jñānena · ekasmin divase rājño hastāt patitaṃ phalaṃ markaṭena vidāritam tanmadhyād ratnam ekaṃ bhūmau nipatitam tasya kāntyā mahān uddyoto jātaḥ sarve'pi lokāḥ savismayāḥ saṃjātāḥ uddyoto+jātaḥ · adhunā tu mayā parīkṣito jñātaśceti kopaṃ cakre parīkṣito+jñātaḥ · adhvanyena vimuktakaṇṭhamakhilāṃ rātriṃ tathā kranditaṃ grāmīṇairvrajato janasya vasatirgrāme niṣiddhā yathā vrajataḥ→grāmīṇairvrajato +janasya
m l → ṃ l	anusvāra / nasal	2324	0.33	34	Mahābhārata (full, incl. Bhagavadgītā)(1089), Rāmāyaṇa(428), Suśrutasaṃhitā(231)	lokayātrā bhayaṃ lajjā dākṣiṇyaṃ tyāgaśīlatā bhayaṃ+lajjā · mastiṣkaliptaśubhrāsthiprākāraṃ lohitāśayam prākāram→mastiṣkaliptaśubhrāsthiprākāraṃ +lohita · tatra sudhano nāma mohanaśreṣṭhisutaḥ tannagaravāsino haridattasya kalatraṃ lakṣmīṃ rantumīhate kalatraṃ+lakṣmīṃ · datto'syāḥ praṇayastvayaiva bhavatā ceyaṃ ciraṃ lālitā daivād adya kila tvameva kṛtavān asyā navaṃ vipriyam ciraṃ+lālitā
t d → d d	consonant / other	2317	0.33	37	Mahābhārata (full, incl. Bhagavadgītā)(1256), Rāmāyaṇa(205), Kathāsaritsāgara(159)	sakṛd duḥkhakarāv ādyāv antimas tu pade pade sakṛd+duḥkha · uktaṃ ca prītiḥ syāddarśanādyaiḥ prathamamatha manaḥsaṅgasaṅkalpabhāvo nidrāchedastanutvaṃ vapuṣi kaluṣatā cendriyāṇāṃ nivṛttiḥ syāt+darśana→syāddarśanādyaiḥ · paśyaitad dayitākucavyatikaronmṛṣṭāṅgarāgāruṇaṃ vakṣaste malatailapaṅkaśabalair veṇīpadairaṅkitam etat→paśyaitad +dayitā · kvātmano darśanaṃ tasya yad dṛṣṭam avalambate yad+dṛṣṭam
n t → ṃs t	anusvāra / nasal	2314	0.33	25	Mahābhārata (full, incl. Bhagavadgītā)(1583), Rāmāyaṇa(321), Kathāsaritsāgara(89)	asmiṃs tu nirguṇaṃ gotre nāpatyam upajāyate asmiṃs+tu · pumāṃstu dhairyasampanno bhavatyuttarasādhakaḥ pumān+tu→pumāṃstu · tataḥ sakhīvacanātsa pumāṃstatrāyātaḥ pumān+tatra→pumāṃstatrāyātaḥ · tad utprekṣyotprekṣya priyasakhi gatāṃstāṃśca divasān na jāne ko heturdalati śatadhā yan na hṛdayam gatān+tān→gatāṃstāṃśca
i i → ī	vowel coalescence	2239	0.32	36	Mahābhārata (full, incl. Bhagavadgītā)(1145), Rāmāyaṇa(180), Mīmāṃsāsūtrabhāṣya(157)	yena svahastastham api suvarṇakaṅkaṇaṃ yasmai kasmaicid dātum icchāmi tathāpi vyāghro mānuṣaṃ khādatīti lokāpavādo durnivāraḥ khādati+iti→khādatīti · tato yogīndro yadā tvametatsparśanaṃ kariṣyasi tadā hemnaḥ pañcaśatāni nityaṃ dāsyatītyuktvā viprāya paryaṅkīkṛtaṃ sindūramarpayāmāsa dāsyati+iti→dāsyatītyuktvā · kāñcyā gāḍhatarāvaruddhavasanaprāntā kimarthaṃ punar mugdhākṣī svapitīti tatparijanaṃ svairaṃ priye pṛcchati svapiti+iti→svapitīti · ayam eva hi te bandho draṣṭāraṃ paśyasītaram paśyasi+itaram→paśyasītaram
ḥ d → r d	visarga	2236	0.32	34	Mahābhārata (full, incl. Bhagavadgītā)(1340), Rāmāyaṇa(287), Suśrutasaṃhitā(152)	yathodayagirer dravyaṃ saṃnikarṣeṇa dīpyate udayagireḥ→yathodayagirer +dravyaṃ · pitroste duḥkhinorduḥkhātpatatyaśrucayo bhuvi duḥkhinoḥ+duḥkhāt→duḥkhinorduḥkhātpatatyaśrucayo · manyurduḥsaha eṣa yātyupaśamaṃ no sāntvavādaiḥ sphuṭaṃ he nistraṃśa vimuktakaṇṭhakaruṇaṃ tāvatsakhī roditu manyuḥ+duḥsahaḥ→manyurduḥsaha · na pṛthvī na jalaṃ nāgnir na vāyur dyaur na vā bhavān vāyur+dyaur
ḥ i → r i	visarga	2230	0.32	37	Mahābhārata (full, incl. Bhagavadgītā)(1217), Rāmāyaṇa(321), Kathāsaritsāgara(91)	tena tvaṃ viduṣāṃ madhye paṅke gaur iva sīdasi gaur+iva · saṃcaradyoginīvṛndanūpurair iva nāditam nūpuraiḥ→saṃcaradyoginīvṛndanūpurair +iva · tataḥ padminyāha madīyaḥ patiridaṃ guhyaṃ mamāgre kathamapi na brūte mayā śataśaḥ pṛṣṭo 'pi patiḥ+idam→patiridaṃ · hṛdayanihitaṃ bhāvākūtaṃ vamadbhirivekṣaṇaiḥ kathaya sukṛtī ko 'yaṃ mugdhe tvayādya vilokyate vamadbhiḥ+iva→vamadbhirivekṣaṇaiḥ
t y → d y	consonant / other	2179	0.31	34	Mahābhārata (full, incl. Bhagavadgītā)(1178), Carakasaṃhitā(232), Suśrutasaṃhitā(185)	vidyā dadāti vinayaṃ vinayād yāti pātratām vinayād+yāti · saṃcaradyoginīvṛndanūpurair iva nāditam saṃcarat+yoginī→saṃcaradyoginīvṛndanūpurair · apradhānaḥ pradhānaḥ syādyadi seveta pārthivam syāt+yadi→syādyadi · sāṭopaṃ ratikelikālasarasaṃ ramyaṃ kimapyādarād yatpītaṃ sutanormayā vadanakaṃ vaktuṃ na tatpāryate ādarāt→kimapyādarād +yat
ā ā → ā	vowel coalescence	2161	0.31	38	Mahābhārata (full, incl. Bhagavadgītā)(999), Rāmāyaṇa(214), Suśrutasaṃhitā(183)	ādyā hāsyāya vṛddhatve dvitīyādriyate sadā dvitīyā+ādriyate→dvitīyādriyate · rājñāsanaṃ dattaṃ tāmbūlaṃ ca rājñā+āsanam→rājñāsanaṃ · kathayanti na yācante bhikṣāhārā gṛhe gṛhe bhikṣā+āhārāḥ→bhikṣāhārā · karṇālaṃkṛtipadmarāgaśakalaṃ vinyasya cañcūpuṭe vrīḍārtā prakaroti dāḍimaphalavyājena vāgbandhanam vrīḍā+ārtā→vrīḍārtā
