slp1	hom	sense_id	first_era	era_rank	bucket_via	class	n_cites	n_dateable	bridge_status	bridge_mw_sense	count_all	sense_rank	lemma_share	n_texts	top_genre	top_genre_share	provenance	confidence
Bavya		2c	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
Bavya		1i	classical	3	dharmamitra	DATEABLE	9	8	bridge_unaligned									
Bavya		2b	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
Bavya		2d	classical	3	dharmamitra	DATEABLE	5	5	bridge_unaligned									
Bavya		1k	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Bavya		3a	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Bavya		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Bavya		4a	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Bavya		4b	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
Bavya		2e				UNDATEABLE	7	0	bridge_unaligned									
Beda		12	vedic	1	dcs	DATEABLE	4	4	bridge_unaligned									
Beda		13	vedic	1	dcs	DATEABLE	3	3	bridge_unaligned									
Beda		2	vedic	1	dcs	DATEABLE	2	2	bridge_unaligned									
Beda		10	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_no_freq	mw:150901:1								
Beda		11	epic-sutra	2	dharmamitra+hand:class	DATEABLE	74	60	bridge_unaligned									
Beda		5	epic-sutra	2	dharmamitra+hand:class	DATEABLE	18	13	bridge_unaligned									
Beda		6	epic-sutra	2	hand:class	DATEABLE	5	5	bridge_unaligned									
Beda		7	epic-sutra	2	dharmamitra	DATEABLE	9	5	bridge_unaligned									
Beda		8	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	39	28	bridge_unaligned									
Beda		9	epic-sutra	2	dcs	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Beda		4	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Beda		3				UNDATEABLE	4	0	bridge_unaligned									
CAya		2a	vedic	1	dcs	DATEABLE	30	27	bridge_unaligned									
CAya		2b	vedic	1	dcs	DATEABLE	46	37	bridge_unaligned									
CAya		1	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_no_freq	mw:75835:1								
CAya		2d	epic-sutra	2	dcs	DATEABLE	26	21	bridge_unaligned									
CAya		2f	epic-sutra	2	dharmamitra	DATEABLE	10	8	bridge_unaligned									
CAya		3	epic-sutra	2	dcs+hand:class	DATEABLE	11	11	bridge_unaligned									
CAya		2i	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
CAya		2k	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
CAya		2m	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
CAya		2c				UNDATEABLE	2	0	bridge_unaligned									
CAya		2e				UNDATEABLE	2	0	bridge_unaligned									
CAya		2g				UNDATEABLE	1	0	bridge_unaligned									
CAya		2l				UNDATEABLE	1	0	bridge_unaligned									
CAya		2n				UNRESOLVED	1	0	bridge_unaligned									
Cattra		3a	vedic	1	dcs	DATEABLE	30	21	bridge_unaligned									
Cattra		3c	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Cattra		2a	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
Cattra		2c	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Cattra		2f	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Cattra		1a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_no_freq	mw:75389:1								
Cattra		1b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Cattra		1c	late-medieval	5	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Cattra		2b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Cattra		2e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Cattra		2d				UNDATEABLE	4	0	bridge_unaligned									
Cattra		3b				UNDATEABLE	2	0	bridge_unaligned									
DA	1	10	vedic	1	dcs	DATEABLE	42	40	bridge_no_freq	mw:100607:1								
DA	1	11	vedic	1	dcs	DATEABLE	56	47	bridge_unaligned									
DA	1	3	vedic	1	dcs+hand:class	DATEABLE	305	252	bridge_unaligned									
DA	1	4	vedic	1	dcs+hand:class	DATEABLE	214	187	bridge_unaligned									
DA	1	5	vedic	1	dcs	DATEABLE	108	97	bridge_unaligned									
DA	1	6	vedic	1	dcs	DATEABLE	122	96	bridge_unaligned									
DA	1	7	vedic	1	dcs+hand:class	DATEABLE	112	89	bridge_unaligned									
DA	1	8	vedic	1	dcs	DATEABLE	87	67	bridge_unaligned									
DA	1	9	vedic	1	dcs+hand:class	DATEABLE	104	89	bridge_unaligned									
DA	1	12	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
DA	1	13	epic-sutra	2	dcs+dharmamitra	DATEABLE	3	3	bridge_unaligned									
DA	1	14	epic-sutra	2	dcs	DATEABLE	4	4	bridge_unaligned									
DA	1	24	classical	3	dharmamitra+hand:class	DATEABLE	26	21	bridge_unaligned									
DAraRa		5b	vedic	1	dcs	DATEABLE	14	11	bridge_unaligned									
DAraRa		5e	vedic	1	dcs	DATEABLE	7	7	bridge_unaligned									
DAraRa		1	epic-sutra	2	dharmamitra	DATEABLE	14	7	joined	mw:100954:1	4	3	0.087	1	rasasastra	1.0	attested	
DAraRa		2b	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
DAraRa		3a	epic-sutra	2	dharmamitra	DATEABLE	6	4	bridge_unaligned									
DAraRa		3b	epic-sutra	2	dharmamitra+hand:class	DATEABLE	3	2	bridge_unaligned									
DAraRa		3c	epic-sutra	2	dcs+dharmamitra	DATEABLE	41	24	bridge_unaligned									
DAraRa		3d	epic-sutra	2	dcs+dharmamitra	DATEABLE	11	11	bridge_unaligned									
DAraRa		5a	epic-sutra	2	dharmamitra+hand:class	DATEABLE	21	16	bridge_unaligned									
DAraRa		5c	epic-sutra	2	dcs+dharmamitra	DATEABLE	16	11	bridge_unaligned									
DAraRa		5f	epic-sutra	2	dcs+dharmamitra	DATEABLE	8	3	bridge_unaligned									
DAraRa		5g	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
DAraRa		3e	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
DAraRa		3f	classical	3	dharmamitra	DATEABLE	3	3	bridge_unaligned									
DAraRa		4a	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
DAraRa		4b	classical	3	dharmamitra	DATEABLE-MARGINAL	8	1	bridge_unaligned									
DAraRa		4c	classical	3	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
DAraRa		2a	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
DAraRa		4d	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
DAraRa		5d				UNDATEABLE	1	0	bridge_unaligned									
Dara		1	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	48	41	joined	mw:99748:1	1	3	0.0108	1	purana	1.0	attested	
Dara		2d	epic-sutra	2	dharmamitra	DATEABLE	12	8	bridge_unaligned									
Dara		3a	epic-sutra	2	dcs+dharmamitra	DATEABLE	23	20	bridge_unaligned									
Dara		3e	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Dara		2a	classical	3	dharmamitra	DATEABLE	6	5	bridge_unaligned									
Dara		2b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Dara		3b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Dara		3d	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Dara		3c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Dara		2c				UNDATEABLE	1	0	bridge_unaligned									
DaraRa		1	vedic	1	dcs	DATEABLE	3	2	bridge_no_freq	mw:99769:1								
DaraRa		3a	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	24	18	bridge_unaligned									
DaraRa		4b	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
DaraRa		4c	epic-sutra	2	dcs+hand:class	DATEABLE	13	7	bridge_unaligned									
DaraRa		2a	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
DaraRa		4a	classical	3	dcs	DATEABLE	4	3	bridge_unaligned									
DaraRa		2f	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
DaraRa		3c	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
DaraRa		3d	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
DaraRa		3f	late-medieval	5	hand:class	DATEABLE-MARGINAL	7	1	bridge_unaligned									
DaraRa		2g				UNDATEABLE	3	0	bridge_unaligned									
DaraRa		3e				UNDATEABLE	1	0	bridge_unaligned									
DaraRa		4d				UNDATEABLE	1	0	bridge_unaligned									
Darma		1b	vedic	1	dcs	DATEABLE	72	60	bridge_unaligned									
Darma		2	vedic	1	dcs	DATEABLE	48	23	bridge_unaligned									
Darma		9	vedic	1	dcs	DATEABLE	39	32	bridge_unaligned									
Darma		10	epic-sutra	2	dharmamitra	DATEABLE	19	14	bridge_no_freq	mw:100471:1								
Darma		3	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	5	1	bridge_unaligned									
Darma		11	classical	3	dharmamitra	DATEABLE	11	4	bridge_unaligned									
Darma		4	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Darma		5	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Darma		7	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Darma		8	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Darma		6	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Darma		1a	late-medieval	5	hand:class	DATEABLE-MARGINAL	5	1	bridge_unaligned									
Davala		2e	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Davala		1a	classical	3	dharmamitra+hand:class	DATEABLE	28	21	bridge_no_freq	mw:100564:1								
Davala		1b	classical	3	dharmamitra	DATEABLE	5	2	bridge_unaligned									
Davala		2a	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
Davala		2b	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Davala		3	classical	3	dharmamitra	DATEABLE	5	4	bridge_unaligned									
Davala		2g	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Davala		5c	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Davala		2d	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Davala		2f	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
Davala		5a	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Davala		4a				UNDATEABLE	1	0	bridge_unaligned									
Davala		4b				UNDATEABLE	2	0	bridge_unaligned									
Davala		5b				UNDATEABLE	2	0	bridge_unaligned									
Dfti		1a	vedic	1	dcs+hand:class	DATEABLE	17	15	joined	mw:101886:1	12	1	0.9231	7	epic	0.5	attested	
Dfti		1b	vedic	1	dcs	DATEABLE	24	14	bridge_unaligned									
Dfti		1d	vedic	1	dcs	DATEABLE	8	7	bridge_unaligned									
Dfti		1e	vedic	1	dcs	DATEABLE	5	2	bridge_unaligned									
Dfti		1c	epic-sutra	2	dharmamitra	DATEABLE	14	10	bridge_unaligned									
Dfti		1g	epic-sutra	2	dharmamitra	DATEABLE	20	12	bridge_unaligned									
Dfti		2a	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Dfti		2c	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_unaligned									
Dfti		2d	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
Dfti		2e	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Dfti		1f	early-medieval	4	hand:class	DATEABLE	6	2	bridge_unaligned									
Dfti		2b				UNRESOLVED	1	0	bridge_unaligned									
DizaRa		1a	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_no_freq	mw:101215:1								
DizaRa		2a	vedic	1	dcs	DATEABLE	33	31	bridge_unaligned									
DizaRa		2b	vedic	1	dcs	DATEABLE	8	8	bridge_unaligned									
DizaRa		2c	epic-sutra	2	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
DizaRa		2e	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_unaligned									
DizaRa		1b	classical	3	dharmamitra	DATEABLE	8	3	bridge_unaligned									
DizaRa		2d	classical	3	dharmamitra	DATEABLE	11	9	bridge_unaligned									
DizaRa		3a	early-medieval	4	dcs	DATEABLE	3	3	bridge_unaligned									
DizaRa		1c				UNDATEABLE	5	0	bridge_unaligned									
DizaRa		1d				UNDATEABLE	1	0	bridge_unaligned									
Druva		1a	vedic	1	dcs	DATEABLE	84	75	joined	mw:102286:1	10	3	0.2	4	veda	0.8	attested	
Druva		2f	vedic	1	dcs	DATEABLE	2	2	bridge_unaligned									
Druva		2r	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Druva		3a	vedic	1	dcs	DATEABLE	17	13	bridge_unaligned									
Druva		1b	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	42	29	bridge_unaligned									
Druva		1c	epic-sutra	2	hand:class	DATEABLE	3	2	bridge_unaligned									
Druva		2a	epic-sutra	2	dharmamitra+hand:class	DATEABLE	32	21	bridge_unaligned									
Druva		2i	epic-sutra	2	hand:class	DATEABLE	4	2	bridge_unaligned									
Druva		2n	epic-sutra	2	dharmamitra	DATEABLE	10	5	bridge_unaligned									
Druva		2o	epic-sutra	2	hand:class	DATEABLE	3	2	bridge_unaligned									
Druva		2p	epic-sutra	2	dharmamitra	DATEABLE	11	10	bridge_unaligned									
Druva		2s	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Druva		2t	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Druva		4a	epic-sutra	2	hand:class	DATEABLE	2	2	bridge_unaligned									
Druva		2g	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Druva		2h	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Druva		2k	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
Druva		2u	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Druva		3b	classical	3	dharmamitra	DATEABLE	6	3	bridge_unaligned									
Druva		3l	classical	3	dharmamitra	DATEABLE	4	2	bridge_unaligned									
Druva		2b	early-medieval	4	dharmamitra	DATEABLE	3	3	bridge_unaligned									
Druva		2c	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	3	1	bridge_unaligned									
Druva		2e	early-medieval	4	hand:class	DATEABLE	5	2	bridge_unaligned									
Druva		2l	early-medieval	4	dcs	DATEABLE	5	2	bridge_unaligned									
Druva		2q	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Druva		4b	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Druva		2d				UNDATEABLE	2	0	bridge_unaligned									
Druva		2m				UNRESOLVED	1	0	bridge_unaligned									
Druva		3d				UNDATEABLE	1	0	bridge_unaligned									
Endra		1	vedic	1	dcs	DATEABLE	38	34	joined	mw:40424:1	8	1	1.0	5	epic	0.5	attested	
Endra		3a	vedic	1	dcs	DATEABLE	4	4	bridge_unaligned									
Endra		2	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Endra		3b	classical	3	dharmamitra	DATEABLE	4	3	bridge_unaligned									
Endra		3f	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Endra		4a	classical	3	dharmamitra	DATEABLE	6	5	bridge_unaligned									
Endra		3c	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Endra		3e	late-medieval	5	hand:class	DATEABLE-MARGINAL	7	2	bridge_unaligned									
Endra		3g	late-medieval	5	hand:class	DATEABLE-MARGINAL	4	2	bridge_unaligned									
Endra		4b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Endra		3d				UNDATEABLE	2	0	bridge_unaligned									
Endra		4c				UNDATEABLE	2	0	bridge_unaligned									
ErAvata		1a	vedic	1	dcs+hand:class	DATEABLE	14	11	bridge_no_freq	mw:40502:1								
ErAvata		1b	epic-sutra	2	dcs+dharmamitra	DATEABLE	31	28	bridge_unaligned									
ErAvata		1c	epic-sutra	2	dharmamitra+hand:class	DATEABLE	16	12	bridge_unaligned									
ErAvata		1e	epic-sutra	2	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
ErAvata		1f	epic-sutra	2	dharmamitra	DATEABLE	2	2	bridge_unaligned									
ErAvata		1g	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
ErAvata		2d	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	4	1	bridge_unaligned									
ErAvata		1d	classical	3	dharmamitra	DATEABLE	8	4	bridge_unaligned									
ErAvata		2a	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
ErAvata		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
ErAvata		2e				UNDATEABLE	1	0	bridge_unaligned									
Gana		2a	vedic	1	dcs	DATEABLE	19	14	bridge_unaligned									
Gana		4e	vedic	1	dcs	DATEABLE	5	4	bridge_unaligned									
Gana		1a	epic-sutra	2	dcs+dharmamitra	DATEABLE	49	28	bridge_no_freq	mw:69423:1								
Gana		1c	epic-sutra	2	dharmamitra	DATEABLE	3	3	bridge_unaligned									
Gana		2b	epic-sutra	2	dcs+dharmamitra	DATEABLE	23	18	bridge_unaligned									
Gana		4a	epic-sutra	2	dharmamitra	DATEABLE	6	5	bridge_unaligned									
Gana		2d	classical	3	dharmamitra	DATEABLE	9	4	bridge_unaligned									
Gana		1b	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gana		1d	early-medieval	4	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Gana		2c	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
Gana		2f	early-medieval	4	hand:class	DATEABLE	4	3	bridge_unaligned									
Gana		2g	early-medieval	4	dharmamitra	DATEABLE	7	3	bridge_unaligned									
Gana		4b	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gana		4c	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gana		2e	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Gana		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Gana		4d	late-medieval	5	hand:class	DATEABLE-MARGINAL	3	1	bridge_unaligned									
Gana		2h				UNDATEABLE	4	0	bridge_unaligned									
Gawa		1	epic-sutra	2	hand:class	DATEABLE	5	3	bridge_no_freq	mw:69220:1								
Gawa		2a	epic-sutra	2	dcs+dharmamitra	DATEABLE	42	29	bridge_unaligned									
Gawa		2i	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gawa		4a	epic-sutra	2	dharmamitra	DATEABLE	5	5	bridge_unaligned									
Gawa		2b	classical	3	dharmamitra	DATEABLE	3	3	bridge_unaligned									
Gawa		2d	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gawa		2e	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
Gawa		3d	classical	3	dharmamitra	DATEABLE	9	8	bridge_unaligned									
Gawa		4c	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gawa		2f	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Gawa		2g	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gawa		2h	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Gawa		2k	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gawa		3a	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Gawa		3b	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
Gawa		3c	early-medieval	4	dcs	DATEABLE	4	2	bridge_unaligned									
Gawa		4b	early-medieval	4	dharmamitra	DATEABLE	5	2	bridge_unaligned									
Gawa		2c	late-medieval	5	hand:class	DATEABLE-MARGINAL	7	2	bridge_unaligned									
Gawa		4d				UNRESOLVED	1	0	bridge_unaligned									
Gora		1a	vedic	1	dcs	DATEABLE	12	12	joined	mw:70170:1	171	1	0.9243	13	epic	0.8363	attested	
Gora		1b	vedic	1	dcs	DATEABLE	50	38	bridge_unaligned									
Gora		2b	vedic	1	dcs	DATEABLE	7	3	bridge_unaligned									
Gora		4a	vedic	1	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gora		4b	vedic	1	dcs	DATEABLE	12	11	bridge_unaligned									
Gora		4c	vedic	1	dcs	DATEABLE	4	4	bridge_unaligned									
Gora		2a	epic-sutra	2	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Gora		4f	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gora		3a	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
Gora		3c	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
Gora		4e	early-medieval	4	hand:class	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Gora		3b	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Gora		4d	late-medieval	5	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Gora		5				UNRESOLVED	1	0	bridge_unaligned									
ISvara		2	vedic	1	dcs	DATEABLE	39	35	bridge_unaligned									
ISvara		3	epic-sutra	2	dharmamitra+hand:class	DATEABLE	4	4	bridge_unaligned									
ISvara		4b	epic-sutra	2	dharmamitra	DATEABLE	6	4	bridge_unaligned									
ISvara		5	epic-sutra	2	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
ISvara		4a	classical	3	dharmamitra	DATEABLE	9	6	bridge_unaligned									
ISvara		4c	classical	3	dharmamitra	DATEABLE	3	2	bridge_unaligned									
ISvara		4d	classical	3	dharmamitra	DATEABLE-MARGINAL	1	1	bridge_unaligned									
ISvara		6	classical	3	dcs+dharmamitra	DATEABLE	8	7	bridge_unaligned									
ISvara		7	classical	3	dharmamitra	DATEABLE-MARGINAL	4	1	bridge_unaligned									
ISvara		1a	early-medieval	4	dharmamitra	DATEABLE-MARGINAL	1	1	joined	mw:29881:1	3	4	0.0144	3	veda	0.3333	attested	
ISvara		1e	early-medieval	4	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
ISvara		8				UNRESOLVED	3	0	bridge_unaligned									
Ka	2	1a	vedic	1	dcs	DATEABLE	6	6	bridge_no_freq	mw:60669:1								
Ka	2	1b	vedic	1	dcs	DATEABLE	28	20	bridge_unaligned									
Ka	2	1d	vedic	1	dcs	DATEABLE	4	4	bridge_unaligned									
Ka	2	1e	vedic	1	dcs	DATEABLE	25	21	bridge_unaligned									
Ka	2	2	vedic	1	dcs	DATEABLE	3	2	bridge_unaligned									
Ka	2	1c	epic-sutra	2	dcs	DATEABLE-MARGINAL	1	1	bridge_unaligned									
Ka	2	1h	classical	3	dharmamitra	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Ka	2	1k	classical	3	dharmamitra	DATEABLE	2	2	bridge_unaligned									
Ka	2	1f	early-medieval	4	dharmamitra+hand:class	DATEABLE	6	4	bridge_unaligned									
Ka	2	1g	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Ka	2	1l	early-medieval	4	hand:class	DATEABLE-MARGINAL	2	1	bridge_unaligned									
Ka	2	1o	early-medieval	4	hand:class	DATEABLE	3	2	bridge_unaligned									
Ka	2	1n	late-medieval	5	hand:class	DATEABLE-MARGINAL	7	1	bridge_unaligned									
Ka	2	1i				UNDATEABLE	1	0	bridge_unaligned									
Ka	2	1m				UNDATEABLE	1	0	bridge_unaligned									
KaRqa		1a	epic-sutra	2	hand:class	DATEABLE	9	5	joined	mw:61073:1	6	3	0.0845	5	katha	0.5	attested	
KaRqa		1b	epic-sutra	2	hand:class	DATEABLE	4	2	bridge_unaligned									
KaRqa		2a	epic-sutra	2	dcs+dharmamitra	DATEABLE	4	3	bridge_unaligned									
KaRqa		2b	epic-sutra	2	dcs+dharmamitra	DATEABLE	29	23	bridge_unaligned									
KaRqa		2d	epic-sutra	2	dcs+dharmamitra+hand:class	DATEABLE	15	9	bridge_unaligned									
KaRqa		3a	classical	3	dharmamitra	DATEABLE	11	6	bridge_unaligned									
