id	type	provenance	prompt	answer	choices	evidence	source_dataset
SM-0134	identify	gold	Which compound class is “ātma-vaśya” (ātma-vaśyaiḥ)?	TP	BV | DV | TP | KD	Bhagavadgītā 2.64 (“ātma-vaśyaiḥ”), gold-tagged	gita-morphology-gold
SM-0135	identify	gold	Which compound class is “vidheya-ātman” (vidheyātmā)?	BV	TP | DV | KD | BV	Bhagavadgītā 2.64 (“vidheyātmā”), gold-tagged	gita-morphology-gold
SM-0136	identify	gold	Which compound class is “prasanna-cetas” (prasanna-cetasaḥ)?	BV	KD | TP | DV | BV	Bhagavadgītā 2.65 (“prasanna-cetasaḥ”), gold-tagged	gita-morphology-gold
SM-0137	identify	gold	Which compound class is “mahā-bāhu” (mahā-bāho)?	BV	DV | TP | BV | KD	Bhagavadgītā 2.68 (“mahā-bāho”), gold-tagged	gita-morphology-gold
SM-0138	identify	gold	Which compound class is “indriya-artha” (indriyārthebhyaḥ)?	TP	TP | BV | KD | DV	Bhagavadgītā 2.68 (“indriyārthebhyaḥ”), gold-tagged	gita-morphology-gold
SM-0139	identify	gold	Which compound class is “acala-pratiṣṭha” (acala-pratiṣṭham)?	BV	DV | KD | TP | BV	Bhagavadgītā 2.70 (“acala-pratiṣṭham”), gold-tagged	gita-morphology-gold
SM-0140	identify	gold	Which compound class is “kāma-kāmin” (kāma-kāmī)?	TP	KD | TP | BV | DV	Bhagavadgītā 2.70 (“kāma-kāmī”), gold-tagged	gita-morphology-gold
SM-0141	identify	gold	Which compound class is “anta-kāla” (anta-kāle)?	TP	TP | KD | BV | DV	Bhagavadgītā 2.72 (“anta-kāle”), gold-tagged	gita-morphology-gold
SM-0142	identify	gold	Which compound class is “brahma-nirvāṇa” (brahma-nirvāṇam)?	TP	BV | TP | DV | KD	Bhagavadgītā 2.72 (“brahma-nirvāṇam”), gold-tagged	gita-morphology-gold
SM-0143	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	BV | DV | KD | TP	Bhagavadgītā 3.03 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0144	identify	gold	Which compound class is “jñāna-yoga” (jñāna-yogena)?	TP	DV | BV | KD | TP	Bhagavadgītā 3.03 (“jñāna-yogena”), gold-tagged	gita-morphology-gold
SM-0145	identify	gold	Which compound class is “karma-yoga” (karma-yogena)?	TP	TP | DV | KD | BV	Bhagavadgītā 3.03 (“karma-yogena”), gold-tagged	gita-morphology-gold
SM-0146	identify	gold	Which compound class is “karma-indriya” (karmendriyāṇi)?	TP	DV | BV | KD | TP	Bhagavadgītā 3.06 (“karmendriyāṇi”), gold-tagged	gita-morphology-gold
SM-0147	identify	gold	Which compound class is “indriya-artha” (indriyārthān)?	TP	DV | KD | BV | TP	Bhagavadgītā 3.06 (“indriyārthān”), gold-tagged	gita-morphology-gold
SM-0148	identify	gold	Which compound class is “vi-mūḍha-ātman” (vimūḍhātmā)?	BV	KD | DV | BV | TP	Bhagavadgītā 3.06 (“vimūḍhātmā”), gold-tagged	gita-morphology-gold
SM-0149	identify	gold	Which compound class is “karma-indriya” (karmendriyaiḥ)?	TP	BV | KD | TP | DV	Bhagavadgītā 3.07 (“karmendriyaiḥ”), gold-tagged	gita-morphology-gold
SM-0150	identify	gold	Which compound class is “karma-yoga” (karma-yogam)?	TP	DV | BV | KD | TP	Bhagavadgītā 3.07 (“karma-yogam”), gold-tagged	gita-morphology-gold
SM-0151	identify	gold	Which compound class is “śarīra-yātrā” (śarīra-yātrā)?	TP	TP | DV | BV | KD	Bhagavadgītā 3.08 (“śarīra-yātrā”), gold-tagged	gita-morphology-gold
SM-0152	identify	gold	Which compound class is “yajña-artha” (yajñārthāt)?	BV	BV | KD | DV | TP	Bhagavadgītā 3.09 (“yajñārthāt”), gold-tagged	gita-morphology-gold
SM-0153	identify	gold	Which compound class is “karma-bandhana” (karma-bandhanaḥ)?	BV	KD | TP | DV | BV	Bhagavadgītā 3.09 (“karma-bandhanaḥ”), gold-tagged	gita-morphology-gold
SM-0154	identify	gold	Which compound class is “mukta-saṅga” (mukta-saṅgaḥ)?	BV	TP | DV | BV | KD	Bhagavadgītā 3.09 (“mukta-saṅgaḥ”), gold-tagged	gita-morphology-gold
SM-0155	identify	gold	Which compound class is “saha-yajña” (saha-yajñāḥ)?	BV	BV | TP | KD | DV	Bhagavadgītā 3.10 (“saha-yajñāḥ”), gold-tagged	gita-morphology-gold
SM-0156	identify	gold	Which compound class is “yajña-śiṣṭa-āśin” (yajña-śiṣṭāśinaḥ)?	TP	TP | BV | DV | KD	Bhagavadgītā 3.13 (“yajña-śiṣṭāśinaḥ”), gold-tagged	gita-morphology-gold
SM-0157	identify	gold	Which compound class is “ātma-kāraṇa” (ātma-kāraṇāt)?	TP	KD | BV | TP | DV	Bhagavadgītā 3.13 (“ātma-kāraṇāt”), gold-tagged	gita-morphology-gold
SM-0158	identify	gold	Which compound class is “anna-saṁbhava” (anna-saṁbhavaḥ)?	TP	KD | DV | TP | BV	Bhagavadgītā 3.14 (“anna-saṁbhavaḥ”), gold-tagged	gita-morphology-gold
SM-0159	identify	gold	Which compound class is “karma-samudbhava” (karma-samudbhavaḥ)?	BV	KD | BV | TP | DV	Bhagavadgītā 3.14 (“karma-samudbhavaḥ”), gold-tagged	gita-morphology-gold
SM-0160	identify	gold	Which compound class is “a-kṣara-samudbhava” (akṣara-samudbhavam)?	BV	TP | DV | BV | KD	Bhagavadgītā 3.15 (“akṣara-samudbhavam”), gold-tagged	gita-morphology-gold
SM-0161	identify	gold	Which compound class is “sarva-gata” (sarva-gatam)?	TP	KD | TP | DV | BV	Bhagavadgītā 3.15 (“sarva-gatam”), gold-tagged	gita-morphology-gold
SM-0162	identify	gold	Which compound class is “agha-āyuḥ” (aghāyuḥ)?	BV	KD | BV | TP | DV	Bhagavadgītā 3.16 (“aghāyuḥ”), gold-tagged	gita-morphology-gold
SM-0163	identify	gold	Which compound class is “indriya-ārāma” (indriyārāmaḥ)?	BV	BV | DV | KD | TP	Bhagavadgītā 3.16 (“indriyārāmaḥ”), gold-tagged	gita-morphology-gold
SM-0164	identify	gold	Which compound class is “ātma-rati” (ātma-ratiḥ)?	BV	TP | BV | DV | KD	Bhagavadgītā 3.17 (“ātma-ratiḥ”), gold-tagged	gita-morphology-gold
SM-0165	identify	gold	Which compound class is “ātma-tṛpta” (ātma-tṛptaḥ)?	TP	BV | TP | DV | KD	Bhagavadgītā 3.17 (“ātma-tṛptaḥ”), gold-tagged	gita-morphology-gold
SM-0166	identify	gold	Which compound class is “buddhi-bheda” (buddhi-bhedam)?	TP	BV | TP | KD | DV	Bhagavadgītā 3.26 (“buddhi-bhedam”), gold-tagged	gita-morphology-gold
SM-0167	identify	gold	Which compound class is “karma-saṅgin” (karma-saṅginām)?	TP	DV | BV | TP | KD	Bhagavadgītā 3.26 (“karma-saṅginām”), gold-tagged	gita-morphology-gold
SM-0168	identify	gold	Which compound class is “sarva-karman” (sarva-karmāṇi)?	TP	DV | KD | TP | BV	Bhagavadgītā 3.26 (“sarva-karmāṇi”), gold-tagged	gita-morphology-gold
SM-0169	identify	gold	Which compound class is “ahaṁkāra-vimūḍhātman” (ahaṁkāra-vimūḍhātmā)?	BV	TP | KD | BV | DV	Bhagavadgītā 3.27 (“ahaṁkāra-vimūḍhātmā”), gold-tagged	gita-morphology-gold
SM-0170	identify	gold	Which compound class is “mahā-bāhu” (mahā-bāho)?	BV	KD | DV | BV | TP	Bhagavadgītā 3.28 (“mahā-bāho”), gold-tagged	gita-morphology-gold
SM-0171	identify	gold	Which compound class is “guṇa-karma-vibhāga” (guṇa-karma-vibhāgayoḥ)?	TP	KD | BV | DV | TP	Bhagavadgītā 3.28 (“guṇa-karma-vibhāgayoḥ”), gold-tagged	gita-morphology-gold
SM-0172	identify	gold	Which compound class is “guṇa-saṁmūḍhāḥ” (guṇa-saṁmūḍhāḥ)?	TP	KD | TP | BV | DV	Bhagavadgītā 3.29 (“guṇa-saṁmūḍhāḥ”), gold-tagged	gita-morphology-gold
SM-0173	identify	gold	Which compound class is “guṇa-karma” (guṇa-karmasu)?	TP	TP | KD | BV | DV	Bhagavadgītā 3.29 (“guṇa-karmasu”), gold-tagged	gita-morphology-gold
SM-0174	identify	gold	Which compound class is “adhi-ātma-cetas” (adhy-ātma-cetasā)?	TP	KD | TP | BV | DV	Bhagavadgītā 3.30 (“adhy-ātma-cetasā”), gold-tagged	gita-morphology-gold
SM-0175	identify	gold	Which compound class is “vigata-jvara” (vigata-jvaraḥ)?	BV	TP | BV | DV | KD	Bhagavadgītā 3.30 (“vigata-jvaraḥ”), gold-tagged	gita-morphology-gold
SM-0176	identify	gold	Which compound class is “sarva-jñāna-vimūḍha” (sarva-jñāna-vimūḍhān)?	TP	BV | TP | KD | DV	Bhagavadgītā 3.32 (“sarva-jñāna-vimūḍhān”), gold-tagged	gita-morphology-gold
SM-0177	identify	gold	Which compound class is “sva-dharma” (sva-dharmaḥ)?	TP	KD | BV | TP | DV	Bhagavadgītā 3.35 (“sva-dharmaḥ”), gold-tagged	gita-morphology-gold
SM-0178	identify	gold	Which compound class is “para-dharma” (para-dharmāt)?	TP	KD | DV | BV | TP	Bhagavadgītā 3.35 (“para-dharmāt”), gold-tagged	gita-morphology-gold
SM-0179	identify	gold	Which compound class is “sva-dharma” (sva-dharme)?	TP	BV | TP | DV | KD	Bhagavadgītā 3.35 (“sva-dharme”), gold-tagged	gita-morphology-gold
SM-0180	identify	gold	Which compound class is “para-dharma” (para-dharmaḥ)?	TP	TP | DV | KD | BV	Bhagavadgītā 3.35 (“para-dharmaḥ”), gold-tagged	gita-morphology-gold
SM-0181	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	BV | DV | KD | TP	Bhagavadgītā 3.37 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0182	identify	gold	Which compound class is “rajo-guṇa-samudbhava” (rajo-guṇa-samudbhavaḥ)?	BV	KD | DV | TP | BV	Bhagavadgītā 3.37 (“rajo-guṇa-samudbhavaḥ”), gold-tagged	gita-morphology-gold
SM-0183	identify	gold	Which compound class is “kāma-rūpa” (kāma-rūpeṇa)?	BV	BV | DV | KD | TP	Bhagavadgītā 3.39 (“kāma-rūpeṇa”), gold-tagged	gita-morphology-gold
SM-0184	identify	gold	Which compound class is “bharata-rṣabha” (bharata-rṣabha)?	TP	BV | DV | KD | TP	Bhagavadgītā 3.41 (“bharata-rṣabha”), gold-tagged	gita-morphology-gold
SM-0185	identify	gold	Which compound class is “jñāna-vijñāna-nāśana” (jñāna-vijñāna-nāśanam)?	BV	TP | KD | BV | DV	Bhagavadgītā 3.41 (“jñāna-vijñāna-nāśanam”), gold-tagged	gita-morphology-gold
SM-0186	identify	gold	Which compound class is “mahā-bāhu” (mahā-bāho)?	BV	KD | TP | DV | BV	Bhagavadgītā 3.43 (“mahā-bāho”), gold-tagged	gita-morphology-gold
SM-0187	identify	gold	Which compound class is “kāma-rūpa” (kāma-rūpam)?	BV	KD | TP | BV | DV	Bhagavadgītā 3.43 (“kāma-rūpam”), gold-tagged	gita-morphology-gold
SM-0188	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	TP | KD | DV | BV	Bhagavadgītā 4.01 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0189	identify	gold	Which compound class is “paraṁ-parā-prāpta” (paraṁ-parā-prāptam)?	TP	TP | KD | DV | BV	Bhagavadgītā 4.02 (“paraṁ-parā-prāptam”), gold-tagged	gita-morphology-gold
SM-0190	identify	gold	Which compound class is “rāja-rṣi” (rāja-rṣayaḥ)?	TP	KD | BV | TP | DV	Bhagavadgītā 4.02 (“rāja-rṣayaḥ”), gold-tagged	gita-morphology-gold
SM-0191	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	KD | DV | TP | BV	Bhagavadgītā 4.05 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0192	identify	gold	Which compound class is “avyayātman” (avyayātmā)?	BV	DV | TP | BV | KD	Bhagavadgītā 4.06 (“avyayātmā”), gold-tagged	gita-morphology-gold
SM-0193	identify	gold	Which compound class is “ātma-māyā” (ātma-māyayā)?	TP	DV | BV | KD | TP	Bhagavadgītā 4.06 (“ātma-māyayā”), gold-tagged	gita-morphology-gold
SM-0194	identify	gold	Which compound class is “dharma-saṁsthāpana-artha” (dharma-saṁsthāpanārthāya)?	TP	TP | BV | DV | KD	Bhagavadgītā 4.08 (“dharma-saṁsthāpanārthāya”), gold-tagged	gita-morphology-gold
SM-0195	identify	gold	Which compound class is “karma-phala” (karma-phale)?	TP	TP | BV | DV | KD	Bhagavadgītā 4.14 (“karma-phale”), gold-tagged	gita-morphology-gold
SM-0196	identify	gold	Which compound class is “kāma-saṁkalpa-varjita” (kāma-saṁkalpa-varjitāḥ)?	TP	DV | TP | BV | KD	Bhagavadgītā 4.19 (“kāma-saṁkalpa-varjitāḥ”), gold-tagged	gita-morphology-gold
SM-0197	identify	gold	Which compound class is “jñāna-agni-dagdha-karmāṇa” (jñānāgni-dagdha-karmāṇam)?	BV	KD | DV | TP | BV	Bhagavadgītā 4.19 (“jñānāgni-dagdha-karmāṇam”), gold-tagged	gita-morphology-gold
SM-0198	identify	gold	Which compound class is “karma-phala-āsaṅga” (karma-phalāsaṅgam)?	TP	KD | TP | DV | BV	Bhagavadgītā 4.20 (“karma-phalāsaṅgam”), gold-tagged	gita-morphology-gold
SM-0199	identify	gold	Which compound class is “yata-citta-ātman” (yata-cittātmā)?	BV	BV | DV | TP | KD	Bhagavadgītā 4.21 (“yata-cittātmā”), gold-tagged	gita-morphology-gold
SM-0200	identify	gold	Which compound class is “tyakta-sarva-parigraha” (tyakta-sarva-parigrahaḥ)?	BV	KD | BV | TP | DV	Bhagavadgītā 4.21 (“tyakta-sarva-parigrahaḥ”), gold-tagged	gita-morphology-gold
SM-0201	identify	gold	Which compound class is “dvaṁdva-atīta” (dvaṁdvātītaḥ)?	TP	TP | DV | KD | BV	Bhagavadgītā 4.22 (“dvaṁdvātītaḥ”), gold-tagged	gita-morphology-gold
SM-0202	identify	gold	Which compound class is “gata-saṅga” (gata-saṅgasya)?	BV	TP | BV | DV | KD	Bhagavadgītā 4.23 (“gata-saṅgasya”), gold-tagged	gita-morphology-gold
SM-0203	identify	gold	Which compound class is “jñāna-avasthita-cetas” (jñānāvasthita-cetasaḥ)?	BV	DV | KD | TP | BV	Bhagavadgītā 4.23 (“jñānāvasthita-cetasaḥ”), gold-tagged	gita-morphology-gold
SM-0204	identify	gold	Which compound class is “brahma-agni” (brahmāgnau)?	TP	BV | DV | TP | KD	Bhagavadgītā 4.24 (“brahmāgnau”), gold-tagged	gita-morphology-gold
SM-0205	identify	gold	Which compound class is “brahma-karma-samādhin” (brahma-karma-samādhinā)?	TP	DV | BV | TP | KD	Bhagavadgītā 4.24 (“brahma-karma-samādhinā”), gold-tagged	gita-morphology-gold
SM-0206	identify	gold	Which compound class is “brahma-agni” (brahmāgnāu)?	TP	TP | BV | DV | KD	Bhagavadgītā 4.25 (“brahmāgnāu”), gold-tagged	gita-morphology-gold
SM-0207	identify	gold	Which compound class is “saṁyama-agni” (saṁyamāgniṣu)?	TP	KD | DV | TP | BV	Bhagavadgītā 4.26 (“saṁyamāgniṣu”), gold-tagged	gita-morphology-gold
SM-0208	identify	gold	Which compound class is “indriya-agni” (indriyāgniṣu)?	TP	DV | KD | TP | BV	Bhagavadgītā 4.26 (“indriyāgniṣu”), gold-tagged	gita-morphology-gold
SM-0209	identify	gold	Which compound class is “indriya-karman” (indriya-karmāṇi)?	TP	TP | KD | BV | DV	Bhagavadgītā 4.27 (“indriya-karmāṇi”), gold-tagged	gita-morphology-gold
SM-0210	identify	gold	Which compound class is “prāṇa-karman” (prāṇa-karmāṇi)?	TP	DV | BV | KD | TP	Bhagavadgītā 4.27 (“prāṇa-karmāṇi”), gold-tagged	gita-morphology-gold
SM-0211	identify	gold	Which compound class is “ātma-saṁyama-yoga-agni” (ātma-saṁyama-yogāgnau)?	TP	TP | KD | DV | BV	Bhagavadgītā 4.27 (“ātma-saṁyama-yogāgnau”), gold-tagged	gita-morphology-gold
SM-0212	identify	gold	Which compound class is “jñāna-dīpita” (jñāna-dīpite)?	TP	BV | TP | KD | DV	Bhagavadgītā 4.27 (“jñāna-dīpite”), gold-tagged	gita-morphology-gold
SM-0213	identify	gold	Which compound class is “dravya-yajña” (dravya-yajñāḥ)?	BV	KD | BV | TP | DV	Bhagavadgītā 4.28 (“dravya-yajñāḥ”), gold-tagged	gita-morphology-gold
SM-0214	identify	gold	Which compound class is “tapo-yajña” (tapo-yajñāḥ)?	BV	TP | DV | BV | KD	Bhagavadgītā 4.28 (“tapo-yajñāḥ”), gold-tagged	gita-morphology-gold
SM-0215	identify	gold	Which compound class is “yoga-yajña” (yoga-yajñāḥ)?	BV	BV | KD | DV | TP	Bhagavadgītā 4.28 (“yoga-yajñāḥ”), gold-tagged	gita-morphology-gold
SM-0216	identify	gold	Which compound class is “svādhyāya-jñāna-yajña” (svādhyāya-jñāna-yajñāḥ)?	BV	BV | KD | DV | TP	Bhagavadgītā 4.28 (“svādhyāya-jñāna-yajñāḥ”), gold-tagged	gita-morphology-gold
SM-0217	identify	gold	Which compound class is “saṁśita-vrata” (saṁśita-vratāḥ)?	BV	TP | DV | BV | KD	Bhagavadgītā 4.28 (“saṁśita-vratāḥ”), gold-tagged	gita-morphology-gold
SM-0218	identify	gold	Which compound class is “prāṇa-apāna-gati” (prāṇāpāna-gatī)?	TP	KD | TP | DV | BV	Bhagavadgītā 4.29 (“prāṇāpāna-gatī”), gold-tagged	gita-morphology-gold
SM-0219	identify	gold	Which compound class is “prāṇa-āyāma-parāyaṇa” (prāṇāyāma-parāyaṇāḥ)?	BV	TP | DV | BV | KD	Bhagavadgītā 4.29 (“prāṇāyāma-parāyaṇāḥ”), gold-tagged	gita-morphology-gold
SM-0220	identify	gold	Which compound class is “niyata-āhāra” (niyatāhārāḥ)?	BV	BV | TP | KD | DV	Bhagavadgītā 4.30 (“niyatāhārāḥ”), gold-tagged	gita-morphology-gold
SM-0221	identify	gold	Which compound class is “yajña-kṣapita-kalmaṣa” (yajña-kṣapita-kalmaṣāḥ)?	BV	DV | TP | KD | BV	Bhagavadgītā 4.30 (“yajña-kṣapita-kalmaṣāḥ”), gold-tagged	gita-morphology-gold
SM-0222	identify	gold	Which compound class is “kuru-sattama” (kuru-sattama)?	TP	BV | TP | KD | DV	Bhagavadgītā 4.31 (“kuru-sattama”), gold-tagged	gita-morphology-gold
SM-0223	identify	gold	Which compound class is “bahu-vidhā” (bahu-vidhāḥ)?	BV	TP | BV | KD | DV	Bhagavadgītā 4.32 (“bahu-vidhāḥ”), gold-tagged	gita-morphology-gold
SM-0224	identify	gold	Which compound class is “jñāna-yajña” (jñāna-yajñaḥ)?	TP	BV | KD | TP | DV	Bhagavadgītā 4.33 (“jñāna-yajñaḥ”), gold-tagged	gita-morphology-gold
SM-0225	identify	gold	Which compound class is “tattva-darśin” (tattva-darśinaḥ)?	TP	TP | BV | KD | DV	Bhagavadgītā 4.34 (“tattva-darśinaḥ”), gold-tagged	gita-morphology-gold
SM-0226	identify	gold	Which compound class is “jñāna-plava” (jñāna-plavena)?	TP	TP | BV | DV | KD	Bhagavadgītā 4.36 (“jñāna-plavena”), gold-tagged	gita-morphology-gold
SM-0227	identify	gold	Which compound class is “jñāna-agni” (jñānāgniḥ)?	TP	DV | KD | BV | TP	Bhagavadgītā 4.37 (“jñānāgniḥ”), gold-tagged	gita-morphology-gold
SM-0228	identify	gold	Which compound class is “sarva-karman” (sarva-karmāṇi)?	TP	KD | TP | DV | BV	Bhagavadgītā 4.37 (“sarva-karmāṇi”), gold-tagged	gita-morphology-gold
SM-0229	identify	gold	Which compound class is “saṁyata-indriya” (saṁyatendriyaḥ)?	BV	BV | KD | DV | TP	Bhagavadgītā 4.39 (“saṁyatendriyaḥ”), gold-tagged	gita-morphology-gold
SM-0230	identify	gold	Which compound class is “saṁśaya-ātman” (saṁśayātmā)?	BV	DV | KD | BV | TP	Bhagavadgītā 4.40 (“saṁśayātmā”), gold-tagged	gita-morphology-gold
SM-0231	identify	gold	Which compound class is “saṁśaya-ātman” (saṁśayātmanaḥ)?	BV	BV | TP | KD | DV	Bhagavadgītā 4.40 (“saṁśayātmanaḥ”), gold-tagged	gita-morphology-gold
SM-0232	identify	gold	Which compound class is “yoga-saṁnyasta-karman” (yoga-saṁnyasta-karmāṇam)?	BV	KD | TP | DV | BV	Bhagavadgītā 4.41 (“yoga-saṁnyasta-karmāṇam”), gold-tagged	gita-morphology-gold
SM-0233	identify	gold	Which compound class is “ajñāna-saṁbhūta” (ajñāna-saṁbhūtam)?	TP	KD | DV | TP | BV	Bhagavadgītā 4.42 (“ajñāna-saṁbhūtam”), gold-tagged	gita-morphology-gold
SM-0234	identify	gold	Which compound class is “jñānāsi” (jñānāsinā)?	TP	KD | TP | BV | DV	Bhagavadgītā 4.42 (“jñānāsinā”), gold-tagged	gita-morphology-gold
SM-0235	identify	gold	Which compound class is “śrī-bhagavant” (śrī-bhagavān)?	TP	KD | TP | DV | BV	Bhagavadgītā 5.02 (“śrī-bhagavān”), gold-tagged	gita-morphology-gold
SM-0236	identify	gold	Which compound class is “karma-yoga” (karma-yogaḥ)?	TP	DV | BV | KD | TP	Bhagavadgītā 5.02 (“karma-yogaḥ”), gold-tagged	gita-morphology-gold
SM-0237	identify	gold	Which compound class is “niḥśreyasa-kara” (niḥśreyasa-karau)?	TP	BV | TP | KD | DV	Bhagavadgītā 5.02 (“niḥśreyasa-karau”), gold-tagged	gita-morphology-gold
