pack	sent_n	sent_sub	tok_idx	form_slp1	surface_ru	lemma_ru	root_ru	layer_hit
hitopadesa-0	29	3	1	cintA	мысль	мысль		surface+lemma
hitopadesa-0	29	3	2	viza	яд	яд		surface+lemma
hitopadesa-0	29	3	3	GnaH		губит		lemma
hitopadesa-0	29	3	4	yam	кого	это		surface+lemma
hitopadesa-0	29	3	5	agadaH		здоровым		lemma
hitopadesa-0	29	3	6	kiM	что	что		surface+lemma
hitopadesa-0	29	3	7	na	не	не		surface+lemma
hitopadesa-0	29	3	8	pIyate	пьют	Защищайте	Защищайте	surface+lemma+root
hitopadesa-0	3	1	0	ajara	нестареющий	нестареющий		surface+lemma
hitopadesa-0	3	1	1	amara	бессмертные	бессмертные		surface+lemma
hitopadesa-0	3	1	2	vat	подобно	сказал	сказал	surface+lemma+root
hitopadesa-0	3	1	3	prAjYo		мудрый		lemma
hitopadesa-0	3	1	4	vidyAm	знание	знание		surface+lemma
hitopadesa-0	3	1	5	arTam	цель	ради		surface+lemma
hitopadesa-0	3	1	6	ca	и	и		surface+lemma
hitopadesa-0	3	1	7	cintayet	помышляет	подумал	подумал	surface+lemma+root
hitopadesa-0	3	2	0	gfhIta	схвачен	взяв	взяв	surface+lemma+root
hitopadesa-0	3	2	1	iva	как	как		surface+lemma
hitopadesa-0	3	2	2	keSezu	за волосы	волосы		surface+lemma
hitopadesa-0	3	2	3	mftyunA	смерть	смерть		surface+lemma
hitopadesa-0	3	2	4	Darmam	дхарму	дхарма		surface+lemma
hitopadesa-0	3	2	5	Acaret	следует	делает	движется	surface+lemma+root
hitopadesa-0	30	1	0	etat	это	это		surface+lemma
hitopadesa-0	30	1	1	kArya	дело	дело		surface+lemma
hitopadesa-0	30	1	2	akzamARAm		невыполнима		lemma
hitopadesa-0	30	1	3	kezAMcid		никто		lemma
hitopadesa-0	30	1	4	Alasya	лень	лень		surface+lemma
hitopadesa-0	30	1	5	vacanam	слова	слова		surface+lemma
hitopadesa-0	30	2	0	puruzakAra	человеческими усилиями	человеческими усилиями		surface+lemma
hitopadesa-0	30	2	1	OtkArzyam				none
hitopadesa-0	30	2	2	Aha	сказал	сказал	сказал	surface+lemma+root
hitopadesa-0	30	3	0	yaTA	как	как		surface+lemma
hitopadesa-0	30	3	1	hy	ведь	ведь	ведь	surface+lemma+root
hitopadesa-0	30	3	2	ekena	одним	один		surface+lemma
hitopadesa-0	30	3	3	cakreRa	диском	колесо		surface+lemma
hitopadesa-0	30	3	4	na	не	не		surface+lemma
hitopadesa-0	30	3	5	raTasya	колесницы	колесницу		surface+lemma
hitopadesa-0	30	3	6	gatir	могут прийти	путь		surface+lemma
hitopadesa-0	30	3	7	Bavet	будет	будет	будет	surface+lemma+root
hitopadesa-0	30	4	0	taTA	так	так		surface+lemma
hitopadesa-0	30	4	1	puruzakAreRa	усилиями	человеческими усилиями		surface+lemma
hitopadesa-0	30	4	2	vinA	без	без		surface+lemma
hitopadesa-0	30	4	3	dEvaM				none
hitopadesa-0	30	4	4	na	не	не		surface+lemma
hitopadesa-0	30	4	5	siDyati	устанавливается	устанавливается	устанавливается	surface+lemma+root
hitopadesa-0	31	1	0	taTA	так	так		surface+lemma
hitopadesa-0	31	1	1	ca	и	и		surface+lemma
hitopadesa-0	31	2	0	pUrva	прежде	прежде		surface+lemma
hitopadesa-0	31	2	1	janma	рождение	рождение		surface+lemma
hitopadesa-0	31	2	2	kftam	сделано	сделал	сделал	surface+lemma+root
hitopadesa-0	31	2	3	karma	деятельность	действия		surface+lemma
hitopadesa-0	31	2	4	tad	то	он		surface+lemma
hitopadesa-0	31	2	5	dEvam				none
hitopadesa-0	31	2	6	iti	так	так		surface+lemma
hitopadesa-0	31	2	7	kaTyate	зовется	рассказал	рассказал	surface+lemma+root
hitopadesa-0	31	3	0	tasmAt	поэтому	он		surface+lemma
hitopadesa-0	31	3	1	puruzakAreRa	усилиями	человеческими усилиями		surface+lemma
hitopadesa-0	31	3	2	yatnaM	пытался	усилия		surface+lemma
hitopadesa-0	31	3	3	kuryAd	выказывал	сделал	сделал	surface+lemma+root
hitopadesa-0	31	3	4	atandritaH	усердный	неустанно		surface+lemma
hitopadesa-0	32	1	0	na	не	не		surface+lemma
hitopadesa-0	32	1	1	dEvam				none
hitopadesa-0	32	1	2	api	также	также		surface+lemma
hitopadesa-0	32	1	3	saMcintya	подумав	подумав	подумал	surface+lemma+root
hitopadesa-0	32	1	4	tyajed		оставив	оставив	lemma+root
hitopadesa-0	32	1	5	udyogam		в Книге о старании		lemma
hitopadesa-0	32	1	6	AtmanaH	себя	себя		surface+lemma
hitopadesa-0	32	2	0	anudyogena				none
hitopadesa-0	32	2	1	tElAni				none
hitopadesa-0	32	2	2	tileByo		сезам		lemma
hitopadesa-0	32	2	3	na	не	не		surface+lemma
hitopadesa-0	32	2	4	Aptum	достичь	достигает	достигает	surface+lemma+root
hitopadesa-0	32	2	5	arhati	заслуживает	должен	должен	surface+lemma+root
hitopadesa-0	33	1	0	anyac	другой	другой		surface+lemma
hitopadesa-0	33	1	1	ca	и	и		surface+lemma
hitopadesa-0	33	2	0	udyoginaM				none
hitopadesa-0	33	2	1	puruza	человек	человек		surface+lemma
hitopadesa-0	33	2	2	siMham	льва	лев		surface+lemma
hitopadesa-0	33	2	3	upEti		придя	придя	lemma+root
hitopadesa-0	33	2	4	lakzmIr	Лакшми	Лакшми		surface+lemma
hitopadesa-0	33	2	5	dEvena				none
hitopadesa-0	33	2	6	deyam	должна быть даваема	дает	взяв	surface+lemma+root
hitopadesa-0	33	2	7	iti	так	так		surface+lemma
hitopadesa-0	33	2	8	kApuruzA		трус		lemma
hitopadesa-0	33	2	9	vadanti	говорят	говорят	говорят	surface+lemma+root
hitopadesa-0	33	3	0	dEvaM				none
hitopadesa-0	33	3	1	nihatya	убив	убит	убит	surface+lemma+root
hitopadesa-0	33	3	2	kuru	куру	сделал	сделал	surface+lemma+root
hitopadesa-0	33	3	3	pOruzam				none
hitopadesa-0	33	3	4	Atma	себя	себя		surface+lemma
hitopadesa-0	33	3	5	SaktyA	сил	дротик		surface+lemma
hitopadesa-0	33	3	6	yatne	старательно	усилия		surface+lemma
hitopadesa-0	33	3	7	kfte	ради	сделал	сделал	surface+lemma+root
hitopadesa-0	33	3	8	yadi	если	если		surface+lemma
hitopadesa-0	33	3	9	na	не	не		surface+lemma
hitopadesa-0	33	3	10	siDyati	устанавливается	устанавливается	устанавливается	surface+lemma+root
hitopadesa-0	33	3	11	ko	кто	что		surface+lemma
hitopadesa-0	33	3	12	tra	три	здесь		surface+lemma
hitopadesa-0	33	3	13	dozaH	ошибки	зло		surface+lemma
hitopadesa-0	34	1	0	yaTA	как	как		surface+lemma
hitopadesa-0	34	1	1	mfd	глины	глины	глины	surface+lemma+root
hitopadesa-0	34	1	2	piRqAt		пинда		lemma
hitopadesa-0	34	1	3	kartA	деятель	деятель		surface+lemma
hitopadesa-0	34	1	4	kurute	делает	сделал	сделал	surface+lemma+root
hitopadesa-0	34	1	5	yad	что	что		surface+lemma
hitopadesa-0	34	1	6	yad	что	что		surface+lemma
hitopadesa-0	34	1	7	icCati	желает	хочу	хочу	surface+lemma+root
hitopadesa-0	34	2	0	evam	так	так		surface+lemma
hitopadesa-0	34	2	1	Atma	себя	себя		surface+lemma
hitopadesa-0	34	2	2	kftam	сделано	сделал	сделал	surface+lemma+root
hitopadesa-0	34	2	3	karma	деятельность	действия		surface+lemma
hitopadesa-0	34	2	4	mAnavaH	человек	человек		surface+lemma
hitopadesa-0	34	2	5	pratipadyate	достигает	достигает	достигает	surface+lemma+root
hitopadesa-0	35	1	0	kAkatAlIya				none
hitopadesa-0	35	1	1	vat	подобно	сказал	сказал	surface+lemma+root
hitopadesa-0	35	1	2	prAptaM	пришел	достигнув	достигает	surface+lemma+root
hitopadesa-0	35	1	3	dfzwvA	увидев	увидев	увидев	surface+lemma+root
hitopadesa-0	35	1	4	api	также	также		surface+lemma
hitopadesa-0	35	1	5	niDim	сокровищницу	сокровище		surface+lemma
hitopadesa-0	35	1	6	agrataH	впереди	перед		surface+lemma
hitopadesa-0	35	2	0	na	не	не		surface+lemma
hitopadesa-0	35	2	1	svayaM	сам	сам		surface+lemma
hitopadesa-0	35	2	2	dEvam				none
hitopadesa-0	35	2	3	Adatte	принимает	взяв	взяв	surface+lemma+root
hitopadesa-0	35	2	4	puruza	человек	человек		surface+lemma
hitopadesa-0	35	2	5	arTam	цель	ради		surface+lemma
hitopadesa-0	35	2	6	apekzate	требует	зависимость	зависимость	surface+lemma+root
hitopadesa-0	36	1	0	udyamena	напряжением сил	труд		surface+lemma
hitopadesa-0	36	1	1	hi	ведь	ведь	ведь	surface+lemma+root
hitopadesa-0	36	1	2	siDyanti	будут действенными	устанавливается	устанавливается	surface+lemma+root
hitopadesa-0	36	1	3	kAryARi	дела	дело		surface+lemma
hitopadesa-0	36	1	4	na	не	не		surface+lemma
hitopadesa-0	36	1	5	manoraTEH		желание		lemma
hitopadesa-0	36	2	0	nahi	не	не		surface+lemma
hitopadesa-0	36	2	1	suptasya	уснувшего	спит	спит	surface+lemma+root
hitopadesa-0	36	2	2	siMhasya	льва	лев		surface+lemma
hitopadesa-0	36	2	3	praviSanti	входят	вошел	вошел	surface+lemma+root
hitopadesa-0	36	2	4	muKe	ртом	лицо		surface+lemma
hitopadesa-0	36	2	5	mfgAH	олени	зверей		surface+lemma
hitopadesa-0	37	1	0	taTA	так	так		surface+lemma
hitopadesa-0	37	1	1	ca	и	и		surface+lemma
hitopadesa-0	37	1	2	uktam	сказано	сказал	сказал	surface+lemma+root
hitopadesa-0	37	2	0	mAtA	мать	мать		surface+lemma
hitopadesa-0	37	2	1	SatruH	враг	врагов		surface+lemma
hitopadesa-0	37	2	2	pitA	отец	отец		surface+lemma
hitopadesa-0	37	2	3	vErI				none
hitopadesa-0	37	2	4	yena	которым	что		surface+lemma
hitopadesa-0	37	2	5	bAlo		дети		lemma
hitopadesa-0	37	2	6	na	не	не		surface+lemma
hitopadesa-0	37	2	7	pAWitaH		чтения	чтения	lemma+root
hitopadesa-0	37	3	0	na	не	не		surface+lemma
hitopadesa-0	37	3	1	SoBate	сияет	блистал	блистал	surface+lemma+root
hitopadesa-0	37	3	2	saBA	собрание	собрание		surface+lemma
hitopadesa-0	37	3	3	maDye	среди	среди		surface+lemma
hitopadesa-0	37	3	4	haMsa	гусь	гуси		surface+lemma
hitopadesa-0	37	3	5	maDye	среди	среди		surface+lemma
hitopadesa-0	37	3	6	bako		Бака		lemma
hitopadesa-0	37	3	7	yaTA	как	как		surface+lemma
hitopadesa-0	38	1	0	rUpa	образ	образ		surface+lemma
hitopadesa-0	38	1	1	yOvana				none
hitopadesa-0	38	1	2	sampannAH		стал	достигает	lemma+root
hitopadesa-0	38	1	3	viSAla	обширным	обширным		surface+lemma
hitopadesa-0	38	1	4	kula	род	род		surface+lemma
hitopadesa-0	38	1	5	samBavAH	происхождения	рождение		surface+lemma
hitopadesa-0	38	2	0	vidyA	знание	знание		surface+lemma
hitopadesa-0	38	2	1	hInAH	лишенные	оставив	оставив	surface+lemma+root
hitopadesa-0	38	2	2	na	не	не		surface+lemma
hitopadesa-0	38	2	3	SoBante	сияли	блистал	блистал	surface+lemma+root
hitopadesa-0	38	2	4	nirganDA				none
hitopadesa-0	38	2	5	iva	как	как		surface+lemma
hitopadesa-0	38	2	6	kiMSukAH	деревья киншука	Киншука		surface+lemma
hitopadesa-0	39	1	0	aparac		другие		lemma
hitopadesa-0	39	1	1	ca	и	и		surface+lemma
hitopadesa-0	39	2	0	pustakezu		книга		lemma
hitopadesa-0	39	2	1	ca	и	и		surface+lemma
hitopadesa-0	39	2	2	na	не	не		surface+lemma
hitopadesa-0	39	2	3	aDItam	изучена	изучив	молитвы	surface+lemma+root
hitopadesa-0	39	2	4	na	не	не		surface+lemma
hitopadesa-0	39	2	5	aDItam	изучена	изучив	молитвы	surface+lemma+root
hitopadesa-0	39	2	6	guru	гуру	гуру		surface+lemma
hitopadesa-0	39	2	7	saMniDO		присутствии		lemma
hitopadesa-0	39	3	0	na	не	не		surface+lemma
hitopadesa-0	39	3	1	SoBate	сияет	блистал	блистал	surface+lemma+root
hitopadesa-0	39	3	2	saBA	собрание	собрание		surface+lemma
hitopadesa-0	39	3	3	maDye	среди	среди		surface+lemma
hitopadesa-0	39	3	4	jAragarBa				none
hitopadesa-0	39	3	5	iva	как	как		surface+lemma
hitopadesa-0	39	3	6	striyAH	жены	женщины		surface+lemma
hitopadesa-0	4	1	0	sarva	все	все		surface+lemma
hitopadesa-0	4	1	1	dravyezu	субстанциях	субстанция		surface+lemma
hitopadesa-0	4	1	2	vidyA	знание	знание		surface+lemma
hitopadesa-0	4	1	3	eva	именно	именно		surface+lemma
hitopadesa-0	4	1	4	dravyam	субстанция	субстанция		surface+lemma
hitopadesa-0	4	1	5	Ahur	называют	сказал	сказал	surface+lemma+root
hitopadesa-0	4	1	6	anuttamam	несравненный	несравненный		surface+lemma
hitopadesa-0	4	2	0	ahAryatvAd				none
hitopadesa-0	4	2	1	anarGa				none
hitopadesa-0	4	2	2	tvAt	поскольку	ты		surface+lemma
hitopadesa-0	4	2	3	akzaya	нетленные	нетленные		surface+lemma
hitopadesa-0	4	2	4	tvAt	поскольку	ты		surface+lemma
hitopadesa-0	4	2	5	ca	и	и		surface+lemma
hitopadesa-0	4	2	6	sarvadA	всегда	всегда		surface+lemma
hitopadesa-0	40	1	0	etac	это	это		surface+lemma
hitopadesa-0	40	1	1	cintayitvA	поразмыслив	подумал	подумал	surface+lemma+root
hitopadesa-0	40	1	2	rAjA	царь	царь		surface+lemma
hitopadesa-0	40	1	3	paRqita	мудрые	мудрые		surface+lemma
hitopadesa-0	40	1	4	saBAm	собрание	собрание		surface+lemma
hitopadesa-0	40	1	5	kAritavAn		побуждая	призвал	lemma+root
hitopadesa-0	40	2	0	rAjA	царь	царь		surface+lemma
hitopadesa-0	40	2	1	uvAca	сказал	сказал	сказал	surface+lemma+root
hitopadesa-0	40	2	2	Bo	о	о		surface+lemma
hitopadesa-0	40	2	3	BoH	о	о		surface+lemma
hitopadesa-0	40	2	4	paRqitAH	мудрые	мудрые		surface+lemma
hitopadesa-0	40	2	5	SrUyatAM	выслушайте	услышав	услышав	surface+lemma+root
hitopadesa-0	40	2	6	mama	мне	я	я	surface+lemma+root
hitopadesa-0	40	2	7	vacanam	слова	слова		surface+lemma
hitopadesa-0	40	3	0	asti	есть	есть	есть	surface+lemma+root
hitopadesa-0	40	3	1	kaScid	кто-нибудь	никто		surface+lemma
hitopadesa-0	40	3	2	evamBUto		таким образом		lemma
hitopadesa-0	40	3	3	vidvAn	знаток	мудрый		surface+lemma
hitopadesa-0	40	3	4	yo	кто	что		surface+lemma
hitopadesa-0	40	3	5	mama	мне	я	я	surface+lemma+root
hitopadesa-0	40	3	6	putrARAM	сыновей	сын		surface+lemma
hitopadesa-0	40	3	7	nityam	всегда	всегда		surface+lemma
hitopadesa-0	40	3	8	unmArga				none
hitopadesa-0	40	3	9	gAminAm		не приносящій жертвы		lemma
hitopadesa-0	40	3	10	anaDigata	не предполагающий достаточное	не предполагающий достаточное		surface+lemma
hitopadesa-0	40	3	11	SAstrARAm		шастры		lemma
hitopadesa-0	40	3	12	idAnIM	теперь	теперь		surface+lemma
hitopadesa-0	40	3	13	nIti	политика	политика		surface+lemma
hitopadesa-0	40	3	14	SAstra	шастры	шастры		surface+lemma
hitopadesa-0	40	3	15	upadeSena		наставление		lemma
hitopadesa-0	40	3	16	punar	снова	снова		surface+lemma
hitopadesa-0	40	3	17	janma	рождение	рождение		surface+lemma
hitopadesa-0	40	3	18	kArayituM	заставить выполнять	побуждая	призвал	surface+lemma+root
hitopadesa-0	40	3	19	samarTaH	способен	способен		surface+lemma
hitopadesa-0	40	3	20	yataH	откуда	откуда		surface+lemma
hitopadesa-0	40	4	0	kAcaH		стекло		lemma
hitopadesa-0	40	4	1	kAYcana	золото	золотой		surface+lemma
hitopadesa-0	40	4	2	saMsargAt		смешения		lemma
hitopadesa-0	40	4	3	Datte	приобретает	дай	вера	surface+lemma+root
hitopadesa-0	40	4	4	mArakatIr				none
hitopadesa-0	40	4	5	dyutIH		блеск		lemma
hitopadesa-0	40	5	0	taTA	так	так		surface+lemma
hitopadesa-0	40	5	1	sat	сущее	есть	есть	surface+lemma+root
hitopadesa-0	40	5	2	saMniDAnena		совокупленье		lemma
hitopadesa-0	40	5	3	mUrKo	глупец	глупец		surface+lemma
hitopadesa-0	40	5	4	yAti	идет	идут	идут	surface+lemma+root
hitopadesa-0	40	5	5	pravIRatAm				none
hitopadesa-0	41	1	0	uktaM	сказано	сказал	сказал	surface+lemma+root
hitopadesa-0	41	1	1	ca	и	и		surface+lemma
hitopadesa-0	41	2	0	hIyate	лишается	оставив	оставив	surface+lemma+root
hitopadesa-0	41	2	1	hi	ведь	ведь	ведь	surface+lemma+root
hitopadesa-0	41	2	2	matis	мысли	мысль		surface+lemma
hitopadesa-0	41	2	3	tAta	сын мой	сын мой		surface+lemma
hitopadesa-0	41	2	4	hInEH		оставив	оставив	lemma+root
hitopadesa-0	41	2	5	saha	с	с		surface+lemma
hitopadesa-0	41	2	6	samAgamAt	общения	встреча		surface+lemma
hitopadesa-0	41	3	0	samES		равный		lemma
hitopadesa-0	41	3	1	ca	и	и		surface+lemma
hitopadesa-0	41	3	2	samatAm	справедливо	равенство		surface+lemma
hitopadesa-0	41	3	3	eti	идет	идет	идет	surface+lemma+root
hitopadesa-0	41	3	4	viSizwES		превосходит	остается	lemma+root
hitopadesa-0	41	3	5	ca	и	и		surface+lemma
hitopadesa-0	41	3	6	viSizwatAm				none
hitopadesa-0	42	1	0	atra	здесь	здесь		surface+lemma
hitopadesa-0	42	1	1	antare	между	между		surface+lemma
hitopadesa-0	42	1	2	vizRuSarma				none
hitopadesa-0	42	1	3	nAmA	именем	имя		surface+lemma
hitopadesa-0	42	1	4	mahA	великий	великий		surface+lemma
hitopadesa-0	42	1	5	paRqitaH	мудрец	мудрые		surface+lemma
hitopadesa-0	42	1	6	sakala	все	все		surface+lemma
hitopadesa-0	42	1	7	nIti	политика	политика		surface+lemma
hitopadesa-0	42	1	8	SAstra	шастры	шастры		surface+lemma
hitopadesa-0	42	1	9	tattva	истину	правду		surface+lemma
hitopadesa-0	42	1	10	jYaH	знаешь	знаю		surface+lemma
hitopadesa-0	42	1	11	bfhaspatir	Брихаспати	Брихаспати		surface+lemma
