verse	widx	gold_form	gold_lemma	gold_pos	gold_morph	dcs_forms	dcs_lemmas	dcs_upos	class	note
1.21	9	senayoḥ	senā	nominal	gen/du/f	senayoḥ	senā	NOUN	OK	
1.21	10	ubhayoḥ	ubhā	pronoun	gen/du/f	ubhayoḥ	ubhaya	ADJ	LEMMA_DIFF_POS_DIFF	
1.21	11	madhye	madhya	nominal	loc/sg/n	madhye	madhya	NOUN	OK	
1.21	12	ratham	ratha	nominal	acc/sg/m	rathaṃ	ratha	NOUN	OK	
1.21	13	sthāpaya	√sthā	verb	sg	sthāpaya	sthāpay	VERB	LEMMA_DIFF	
1.21	14	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
ch7242						'cyuta	acyuta	NOUN	UNALIGNED_DCS	extra DCS token
1.21	15	acyuta	a-cyuta	participle					UNALIGNED_GOLD	no DCS token matched
1.22	1	yāvat	yāvat	indeclinable		yāvat	yāvat	SCONJ	OK	
1.22	2	etān	etat	pronoun	acc/pl/m	etān	etad	PRON	LEMMA_DIFF	
1.22	3	nirīkṣe	nir-√īkṣ	verb	sg	nirīkṣe	nirīkṣ	VERB	OK	
ch7242						'haṃ	mad	PRON	UNALIGNED_DCS	extra DCS token
1.22	4	aham	asmat	pronoun					UNALIGNED_GOLD	no DCS token matched
1.22	5	yoddhu-kāmān	yoddhu-kāma	nominal	acc/pl/m	yoddhu + kāmān	yoddhu + kāma	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.22	6	avasthitān	ava-sthita	participle	acc/pl/m	avasthitān	avasthā	VERB	LEMMA_DIFF	
1.22	7	kaiḥ	kim	pronoun	ins/pl/m	kaiḥ	ka	PRON	LEMMA_DIFF	
1.22	8	mayā	asmat	pronoun	ins/sg	mayā	mad	PRON	LEMMA_DIFF	
1.22	9	saha	saha	indeclinable		saha	saha	ADV	OK	
1.22	10	yoddhavyam	yoddhavya	participle	nom/sg/n	yoddhavyam	yudh	VERB	LEMMA_DIFF	
1.22	11	asmin	idam	pronoun	loc/sg/m	asmin	idam	PRON	OK	
1.22	12	raṇa-samudyame	raṇa-sam-ud-yama	nominal	loc/sg/m	raṇa + samudyame	raṇa + samudyama	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.23	1	yotsyamānān	yotsyamāna	participle	acc/pl/m	yotsyamānān	yudh	VERB	LEMMA_DIFF	
1.23	2	avekṣe	ava-√īkṣ	verb	sg	avekṣe	avekṣ	VERB	LEMMA_DIFF	
ch7242						'haṃ	mad	PRON	UNALIGNED_DCS	extra DCS token
ch7242						ya	yad	PRON	UNALIGNED_DCS	extra DCS token
1.23	3	aham	asmat	pronoun					UNALIGNED_GOLD	no DCS token matched
1.23	4	ye	yat	pronoun					UNALIGNED_GOLD	no DCS token matched
1.23	5	ete	etat	pronoun	nom/pl/m	ete	etad	PRON	LEMMA_DIFF	
ch7242						'tra	atra	ADV	UNALIGNED_DCS	extra DCS token
1.23	6	atra	atra	indeclinable					UNALIGNED_GOLD	no DCS token matched
1.23	7	samāgatāḥ	sam-āgata	participle	nom/pl/m	samāgatāḥ	samāgam	VERB	LEMMA_DIFF	
1.23	8	dhārtarāṣṭrasya	dhārtarāṣṭra	nominal	gen/sg/m	dhārtarāṣṭrasya	dhārtarāṣṭra	NOUN	OK	
1.23	9	durbuddheḥ	dur-buddhi	nominal	gen/sg/m	durbuddheḥ	durbuddhi	ADJ	OK	
1.23	10	yuddhe	yuddha	nominal	loc/sg/n	yuddhe	yuddha	NOUN	OK	
1.23	11	priya-cikīrṣavaḥ	priya-cikīrṣu	nominal	ins/sg/m	priya + cikīrṣavaḥ	priya + cikīrṣu	ADJ + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
1.24	1	saṁjayaḥ	sam-jaya	nominal					UNALIGNED_GOLD	no DCS token matched
1.24	2	uvāca	√vac	verb					UNALIGNED_GOLD	no DCS token matched
1.24	3	evam	evam	indeclinable		evam	evam	ADV	OK	
1.24	4	uktaḥ	ukta	participle	nom/sg/m	uktaḥ	vac	VERB	LEMMA_DIFF	
ch7242						hṛṣīkeśo	hṛṣīkeśa	NOUN	UNALIGNED_DCS	extra DCS token
1.24	5	hṛṣīkeśaḥ	hṛṣīkeśa	nominal					UNALIGNED_GOLD	no DCS token matched
1.24	6	guḍākeśena	guḍākeśa	nominal	ins/sg/m	guḍākeśena	guḍākeśa	NOUN	OK	
1.24	7	bhārata	bhārata	nominal	voc/sg/m	bhārata	bhārata	NOUN	OK	
1.24	8	senayoḥ	senā	nominal	gen/du/f	senayoḥ	senā	NOUN	OK	
1.24	9	ubhayoḥ	ubhā	pronoun	gen/du/f	ubhayoḥ	ubhaya	ADJ	LEMMA_DIFF_POS_DIFF	
1.24	10	madhye	madhya	nominal	loc/sg/n	madhye	madhya	NOUN	OK	
1.24	11	sthāpayitvā	√sthā			sthāpayitvā	sthāpay	VERB	LEMMA_DIFF	
1.24	12	rathottamam	ratha-uttama	nominal	acc/sg/m	ratha + uttamam	ratha + uttama	NOUN + ADJ	OK_COMPOUND_SPLIT	compound split 2 ways
1.25	1	bhīṣma-droṇa-pramukhataḥ	bhīṣma-droṇa-pramukhatas	indeclinable		bhīṣma + droṇa + pramukhatas	bhīṣma + droṇa + pramukhatas	NOUN + NOUN + ADV	OK_COMPOUND_SPLIT	compound split 3 ways
1.25	2	sarveṣām	sarva	pronoun	gen/pl/m	sarveṣāṃ	sarva	PRON	OK	
1.25	3	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.25	4	mahī-kṣitām	mahī-kṣit	nominal	gen/pl/m	mahīkṣitām	mahīkṣit	NOUN	OK	
1.25	5	uvāca	√vac	verb	sg	uvāca	vac	VERB	OK	
1.25	6	pārtha	pārtha	nominal	voc/sg/m	pārtha	pārtha	NOUN	OK	
1.25	7	paśya	√dṛś	verb	sg	paśya	paś	VERB	LEMMA_DIFF	
1.25	8	etān	etat	pronoun	acc/pl/m	etān	etad	PRON	LEMMA_DIFF	
1.25	9	samavetān	samaveta	participle	acc/pl/m	samavetān	samave	VERB	OK	
1.25	10	kurūn	kuru	nominal	acc/pl/m	kurūn	kuru	NOUN	OK	
1.25	11	iti	iti	indeclinable		iti	iti	PART	OK	
1.26	1	tatra	tatra	indeclinable		tatra	tatra	ADV	OK	
1.26	2	apaśyat	√dṛś	verb	sg	apaśyat	paś	VERB	LEMMA_DIFF	
1.26	3	sthitān	sthita	participle	acc/pl/m	sthitān	sthā	VERB	LEMMA_DIFF	
1.26	4	pārthaḥ	pārtha	nominal	nom/sg/m	pārthaḥ	pārtha	NOUN	OK	
1.26	5	pitṝn	pitṛ	nominal	acc/pl/m	pitṝn	pitṛ	NOUN	OK	
1.26	6	atha	atha	indeclinable		atha	atha	ADV	OK	
1.26	7	pitā-mahān	pitā-maha	nominal	acc/pl/m	pitāmahān	pitāmaha	NOUN	OK	
1.26	8	ācāryān	ācārya	nominal	acc/pl/m	ācāryān	ācārya	NOUN	OK	
1.26	9	mātulān	mātula	nominal	acc/pl/m	mātulān	mātula	NOUN	OK	
1.26	10	bhrātṝn	bhrātṛ	nominal	acc/pl/m	bhrātṝn	bhrātṛ	NOUN	OK	
1.26	11	putrān	putra	nominal	acc/pl/m	putrān	putra	NOUN	OK	
1.26	12	pautrān	pautra	nominal	acc/pl/m	pautrān	pautra	NOUN	OK	
1.26	13	sakhīn	sakhi	nominal	acc/pl/m	sakhīn	sakhi	NOUN	OK	
1.26	14	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
1.27	1	śvaśurān	śvaśura	nominal	acc/pl/m	śvaśurān	śvaśura	NOUN	OK	
1.27	2	suhṛdaḥ	su-hṛd	nominal	acc/pl/m	suhṛdaḥ	suhṛd	NOUN	OK	
1.27	3	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.27	4	eva	eva	indeclinable		eva	eva	PART	OK	
1.27	5	senayoḥ	senā	nominal	loc/du/f	senayoḥ	senā	NOUN	OK	
1.27	6	ubhayoḥ	ubhā	pronoun	loc/du/f	ubhayoḥ	ubhaya	ADJ	LEMMA_DIFF_POS_DIFF	
1.27	7	api	api	indeclinable		api	api	PART	OK	
1.27	8	tān	tat	pronoun	acc/pl/m	tān	tad	PRON	LEMMA_DIFF	
1.27	9	samīkṣya	sam-√īkṣ			samīkṣya	samīkṣ	VERB	OK	
ch7242						sa	tad	PRON	UNALIGNED_DCS	extra DCS token
1.27	10	saḥ	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
1.27	11	kaunteyaḥ	kaunteya	nominal	nom/sg/m	kaunteyaḥ	kaunteya	NOUN	OK	
1.27	12	sarvān	sarva	pronoun	acc/pl/m	sarvān	sarva	PRON	OK	
1.27	13	bandhūn	bandhu	nominal	acc/pl/m	bandhūn	bandhu	NOUN	OK	
1.27	14	avasthitān	avasthita	participle	acc/pl/m	avasthitān	avasthā	VERB	LEMMA_DIFF	
1.28	1	arjunaḥ	arjuna	nominal					UNALIGNED_GOLD	no DCS token matched
1.28	2	uvāca	√vac	verb					UNALIGNED_GOLD	no DCS token matched
1.28	3	kṛpayā	kṛpā	nominal	ins/sg/f	kṛpayā	kṛpā	NOUN	OK	
1.28	4	parayā	parā	nominal	ins/sg/f	parayā	para	PRON	LEMMA_DIFF_POS_DIFF	
1.28	5	āviṣṭaḥ	āviṣṭa	participle	nom/sg/m	āviṣṭaḥ	āviś	VERB	LEMMA_DIFF	
1.28	6	viṣīdan	viṣīdant	participle	nom/sg/m	viṣīdan	viṣad	VERB	LEMMA_DIFF	
1.28	7	idam	idam	pronoun	acc/sg/n	idam	idam	PRON	OK	
1.28	8	abravīt	√brū	verb	sg	abravīt	brū	VERB	OK	
1.28	9	dṛṣṭvā	√dṛś			dṛṣṭvā	dṛś	VERB	OK	
1.28	10	imān	idam	pronoun	acc/pl/m	imān	idam	PRON	OK	
1.28	11	sva-janān	sva-jana	nominal	acc/pl/m	sva + janān	sva + jana	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.28	12	kṛṣṇa	kṛṣṇa	nominal	voc/sg/m	kṛṣṇa	kṛṣṇa	NOUN	OK	
1.28	13	yuyutsūn	yuyutsu	nominal	acc/pl/m	yuyutsūn	yuyutsu	ADJ	OK	
ch7242						samavasthitān	samavasthā	VERB	UNALIGNED_DCS	extra DCS token
1.28	14	samupasthitān	sam-upa-sthita	participle					UNALIGNED_GOLD	no DCS token matched
1.29	1	sīdanti	√sad	verb	pl	sīdanti	sad	VERB	OK	
1.29	2	mama	asmat	pronoun	gen/sg	mama	mad	PRON	LEMMA_DIFF	
1.29	3	gātrāṇi	gātra	nominal	nom/pl/n	gātrāṇi	gātra	NOUN	OK	
1.29	4	mukham	mukha	nominal	nom/sg/n	mukhaṃ	mukha	NOUN	OK	
1.29	5	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.29	6	pariśuṣyati	pari-√śuṣ	verb	sg	pariśuṣyati	pariśuṣ	VERB	OK	
1.29	7	vepathuḥ	vepathu	nominal	nom/sg/m	vepathuḥ	vepathu	NOUN	OK	
1.29	8	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.29	9	śarīre	śarīra	nominal	loc/sg/n	śarīre	śarīra	NOUN	OK	
1.29	10	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
1.29	11	roma-harṣaḥ	roma-harṣa	nominal	nom/sg/m	romaharṣaḥ	romaharṣa	NOUN	OK	
1.29	12	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.29	13	jāyate	√jan	verb	sg	jāyate	jan	VERB	OK	
1.30	1	gāṇḍīvam	gāṇḍīva	nominal	acc/sg/n	gāṇḍīvaṃ	gāṇḍīva	NOUN	OK	
1.30	2	sraṁsate	√sraṁs	verb	sg	sraṃsate	sraṃs	VERB	OK	
1.30	3	hastāt	hasta	nominal	abl/sg/m	hastāt	hasta	NOUN	OK	
ch7242						tvac	tvac	NOUN	UNALIGNED_DCS	extra DCS token
1.30	4	tvak	tvac	nominal					UNALIGNED_GOLD	no DCS token matched
1.30	5	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.30	6	eva	eva	indeclinable		eva	eva	PART	OK	
1.30	7	paridahyate	pari-√dah	verb	sg	paridahyate	paridah	VERB	OK	
1.30	8	na	na	indeclinable		na	na	PART	OK	
1.30	9	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.30	10	śaknomi	√śak	verb	sg	śaknomi	śak	VERB	OK	
1.30	11	avasthātum	ava-√sthā			avasthātum	avasthā	VERB	OK	
1.30	12	bhramati	√bhram	verb	sg	bhramati	bhram	VERB	OK	
1.30	13	iva	iva	indeclinable		iva	iva	PART	OK	
1.30	14	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.30	15	me	asmat	pronoun	gen/sg	me	mad	PRON	LEMMA_DIFF	
1.30	16	manaḥ	manas	nominal	nom/sg/n	manaḥ	manas	NOUN	OK	
1.31	1	nimittāni	nimitta	nominal	acc/pl/n	nimittāni	nimitta	NOUN	OK	
1.31	2	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.31	3	paśyāmi	√dṛś	verb	sg	paśyāmi	paś	VERB	LEMMA_DIFF	
1.31	4	viparītāni	viparīta	nominal	acc/pl/n	viparītāni	viparīta	ADJ	OK	
1.31	5	keśava	keśa-va	nominal	voc/sg/m	keśava	keśava	NOUN	OK	
1.31	6	na	na	indeclinable		na	na	PART	OK	
1.31	7	ca	ca	indeclinable		ca	ca	CONJ	OK	
ch7242						śreyo	śreyas	NOUN	UNALIGNED_DCS	extra DCS token
ch7242						'nupaśyāmi	anupaś	VERB	UNALIGNED_DCS	extra DCS token
1.31	8	śreyaḥ	śreyas	nominal					UNALIGNED_GOLD	no DCS token matched
1.31	9	anupaśyāmi	anu-√dṛś	verb					UNALIGNED_GOLD	no DCS token matched
1.31	10	hatvā	√han			hatvā	han	VERB	OK	
1.31	11	sva-janam	sva-janam	nominal	acc/sg/m	sva + janam	sva + jana	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.31	12	āhave	āhava	nominal	loc/sg/m	āhave	āhava	NOUN	OK	
1.32	1	na	na	indeclinable		na	na	PART	OK	
1.32	2	kāṅkṣe	√kāṅkṣ	verb	sg	kāṅkṣe	kāṅkṣ	VERB	OK	
1.32	3	vijayam	vijaya	nominal	acc/sg/m	vijayaṃ	vijaya	NOUN	OK	
1.32	4	kṛṣṇa	kṛṣṇa	nominal	voc/sg/m	kṛṣṇa	kṛṣṇa	NOUN	OK	
1.32	5	na	na	indeclinable		na	na	PART	OK	
1.32	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.32	7	rājyam	rājya	participle	acc/sg/n	rājyaṃ	rājya	NOUN	POS_DIFF	
1.32	8	sukhāni	sukha	nominal	acc/pl/n	sukhāni	sukha	NOUN	OK	
1.32	9	ca				ca	ca	CONJ	LEMMA_DIFF	
ch7242						kiṃ	ka	PRON	UNALIGNED_DCS	extra DCS token
ch7242						no	mad	PRON	UNALIGNED_DCS	extra DCS token
1.32	10	kim	kim	indeclinable					UNALIGNED_GOLD	no DCS token matched
1.32	11	naḥ	asmat	pronoun					UNALIGNED_GOLD	no DCS token matched
1.32	12	rājyena	rājya	participle	ins/sg/n	rājyena	rājya	NOUN	POS_DIFF	
1.32	13	govinda	govinda	nominal	voc/sg/m	govinda	govinda	NOUN	OK	
ch7242						kiṃ	ka	PRON	UNALIGNED_DCS	extra DCS token
1.32	14	kim	kim	indeclinable					UNALIGNED_GOLD	no DCS token matched
1.32	15	bhogaiḥ	bhoga	nominal	ins/pl/m	bhogaiḥ	bhoga	NOUN	OK	
1.32	16	jīvitena	jīvita	participle	ins/sg/n	jīvitena	jīvita	NOUN	POS_DIFF	
1.32	17	vā	vā	indeclinable		vā	vā	CONJ	OK	
1.33	1	yeṣām	yat	pronoun	gen/pl/m	yeṣām	yad	PRON	LEMMA_DIFF	
1.33	2	arthe	artha	nominal	loc/sg/m	arthe	artha	NOUN	OK	
1.33	3	kāṅkṣitam	kāṅkṣita	participle	nom/sg/n	kāṅkṣitaṃ	kāṅkṣ	VERB	OK	
ch7242						no	mad	PRON	UNALIGNED_DCS	extra DCS token
1.33	4	naḥ	asmat	pronoun					UNALIGNED_GOLD	no DCS token matched
1.33	5	rājyam	rājya	participle	nom/sg/n	rājyaṃ	rājya	NOUN	POS_DIFF	
1.33	6	bhogāḥ	bhoga	nominal	nom/pl/m	bhogāḥ	bhoga	NOUN	OK	
1.33	7	sukhāni	sukha	nominal	ins/pl/n	sukhāni	sukha	NOUN	OK	
1.33	8	ca	ca	indeclinable		ca	ca	CONJ	OK	
ch7242						ta	tad	PRON	UNALIGNED_DCS	extra DCS token
1.33	9	te	tat	pronoun					UNALIGNED_GOLD	no DCS token matched
1.33	10	ime	idam	pronoun	nom/pl/m	ime	idam	PRON	OK	
ch7242						'vasthitā	avasthā	VERB	UNALIGNED_DCS	extra DCS token
1.33	11	avasthitāḥ	avasthita	participle					UNALIGNED_GOLD	no DCS token matched
1.33	12	yuddhe	yuddha	nominal	loc/sg/n	yuddhe	yuddha	NOUN	OK	
1.33	13	prāṇān	prāṇa	nominal	acc/pl/m	prāṇān	prāṇa	NOUN	OK	
1.33	14	tyaktvā	√tyaj			tyaktvā	tyaj	VERB	OK	
1.33	15	dhanāni	dhana	nominal	acc/pl/n	dhanāni	dhana	NOUN	OK	
1.33	16	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.34	1	ācāryāḥ	ācārya	nominal	nom/pl/m	ācāryāḥ	ācārya	NOUN	OK	
1.34	2	pitaraḥ	pitṛ	nominal	nom/pl/m	pitaraḥ	pitṛ	NOUN	OK	
1.34	3	putrāḥ	putra	nominal	nom/pl/m	putrāḥ	putra	NOUN	OK	
1.34	4	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
1.34	5	eva	eva	indeclinable		eva	eva	PART	OK	
1.34	6	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.34	7	pitāmahāḥ	pitā-maha	nominal	nom/pl/m	pitāmahāḥ	pitāmaha	NOUN	OK	
1.34	8	mātulāḥ	mātula	nominal	nom/pl/m	mātulāḥ	mātula	NOUN	OK	
1.34	9	śvaśurāḥ	śvaśura	nominal	nom/pl/m	śvaśurāḥ	śvaśura	NOUN	OK	
1.34	10	pautrāḥ	pautra	nominal	nom/pl/m	pautrāḥ	pautra	NOUN	OK	
1.34	11	syālāḥ	syāla	nominal	nom/pl/m	syālāḥ	syāla	NOUN	OK	
1.34	12	sambandhinaḥ	sam-bandhin	nominal	nom/pl/m	sambandhinaḥ	sambandhin	ADJ	OK	
1.34	13	tathā	tathā	indeclinable		tathā	tathā	ADV	OK	
1.35	1	etān	etat	pronoun	acc/pl/m	etān	etad	PRON	LEMMA_DIFF	
1.35	2	na	na	indeclinable		na	na	PART	OK	
1.35	3	hantum	√han			hantum	han	VERB	OK	
1.35	4	icchāmi	√iṣ	verb	sg	icchāmi	iṣ	VERB	OK	
ch7242						ghnato	han	VERB	UNALIGNED_DCS	extra DCS token
ch7242						'pi	api	PART	UNALIGNED_DCS	extra DCS token
1.35	5	ghnataḥ	ghnant	participle					UNALIGNED_GOLD	no DCS token matched
1.35	6	api	api	indeclinable					UNALIGNED_GOLD	no DCS token matched
1.35	7	madhu-sūdana	madhu-sūdana	nominal	voc/sg/m	madhusūdana	madhusūdana	NOUN	OK	
1.35	8	api	api	indeclinable		api	api	PART	OK	
1.35	9	trai-lokya-rājyasya	trai-lokya-rājya	nominal	gen/sg/n	trailokya + rājyasya	trailokya + rājya	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.35	10	hetoḥ	hetoḥ	indeclinable		hetoḥ	hetu	NOUN	LEMMA_DIFF_POS_DIFF	
ch7242						kiṃ	ka	PRON	UNALIGNED_DCS	extra DCS token
1.35	11	kim	kim	indeclinable					UNALIGNED_GOLD	no DCS token matched
1.35	12	nu	nu	indeclinable		nu	nu	PART	OK	
1.35	13	mahī-kṛte	mahī-kṛte	indeclinable		mahī + kṛte	mahī + kṛte	NOUN + ADV	OK_COMPOUND_SPLIT	compound split 2 ways
1.36	1	nihatya	ni-√han			nihatya	nihan	VERB	OK	
1.36	2	dhārtarāṣṭrān	dhārtarāṣṭra	nominal	acc/pl/m	dhārtarāṣṭrān	dhārtarāṣṭra	NOUN	OK	
1.36	3	naḥ	asmat	pronoun	gen/pl	naḥ	mad	PRON	LEMMA_DIFF	
1.36	4	kā	kim	pronoun	nom/sg/f	kā	ka	PRON	LEMMA_DIFF	
1.36	5	prītiḥ	prīti	nominal	nom/sg/f	prītiḥ	prīti	NOUN	OK	
1.36	6	syāt	√as	verb	sg	syāt	as	VERB	OK	
1.36	7	janārdana	jana-ardana	nominal	voc/sg/m	janārdana	janārdana	NOUN	LEMMA_DIFF	
1.36	8	pāpam	pāpa	nominal	nom/sg/n	pāpam	pāpa	NOUN	OK	
1.36	9	eva	eva	indeclinable		eva	eva	PART	OK	
1.36	10	āśrayet	ā-√śri	verb	sg	āśrayet	āśri	VERB	OK	
1.36	11	asmān	asmat	pronoun	acc/pl	asmān	mad	PRON	LEMMA_DIFF	
1.36	12	hatvā	√han			hatvā	han	VERB	OK	
1.36	13	etān	etat	pronoun	acc/pl/m	etān	etad	PRON	LEMMA_DIFF	
1.36	14	ātatāyinaḥ	ātatāyin	nominal	acc/pl/m	ātatāyinaḥ	ātatāyin	ADJ	OK	
1.37	1	tasmāt	tasmāt	indeclinable		tasmāt	tasmāt	ADV	OK	
1.37	2	na	na	indeclinable		na	na	PART	OK	
1.37	3	arhāḥ	arha	nominal	nom/pl/m	arhāḥ	arha	ADJ	OK	
1.37	4	vayam	asmat	pronoun	nom/pl	vayaṃ	mad	PRON	LEMMA_DIFF	
1.37	5	hantum	√han			hantuṃ	han	VERB	OK	
1.37	6	dhārtarāṣṭrān	dhārtarāṣṭra	nominal	acc/pl/m	dhārtarāṣṭrān	dhārtarāṣṭra	NOUN	OK	
1.37	7	sa-bāndhavān	sa-bāndhava	nominal	acc/pl/m	sa + bāndhavān	sa + bāndhava	ADV + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.37	8	sva-janam	sva-jana	nominal	acc/sg/m	sva + janam	sva + jana	ADJ + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.37	9	hi	hi	indeclinable		hi	hi	PART	OK	
1.37	10	katham	katham	indeclinable		kathaṃ	katham	ADV	OK	
1.37	11	hatvā	√han			hatvā	han	VERB	OK	
1.37	12	sukhinaḥ	sukhin	nominal	nom/pl/m	sukhinaḥ	sukhin	ADJ	OK	
1.37	13	syāma	√as	verb	pl	syāma	as	VERB	OK	
1.37	14	mādhava	mādhava	nominal	voc/sg/m	mādhava	mādhava	NOUN	OK	
1.38	1	yadi	yadi	indeclinable		yadi	yadi	SCONJ	OK	
1.38	2	api	api	indeclinable		api	api	PART	OK	
1.38	3	ete	etat	pronoun	nom/pl/m	ete	etad	PRON	LEMMA_DIFF	
1.38	4	na	na	indeclinable		na	na	PART	OK	
1.38	5	paśyanti	√dṛś	verb	pl	paśyanti	dṛś	VERB	OK	
1.38	6	lobhopahata-cetasaḥ	lobha-upahata-cetas	nominal	nom/pl/m	lobha + upahata + cetasaḥ	lobha + upahan + cetas	NOUN + VERB + NOUN	LEMMA_DIFF	compound split 3 ways
1.38	7	kula-kṣaya-kṛtam	kula-kṣaya-kṛta	nominal	acc/sg/m	kula + kṣaya + kṛtam	kula + kṣaya + kṛ	NOUN + NOUN + VERB	OK_COMPOUND_SPLIT	compound split 3 ways
1.38	8	doṣam	doṣa	nominal	acc/sg/m	doṣaṃ	doṣa	NOUN	OK	
1.38	9	mitra-drohe	mitra-droha	nominal	loc/sg/m	mitra + drohe	mitra + droha	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.38	10	ca	ca	indeclinable		ca	ca	CONJ	OK	
1.38	11	pātakam	pātaka	nominal	acc/sg/n	pātakam	pātaka	NOUN	OK	
1.39	1	katham	katham	indeclinable		kathaṃ	katham	ADV	OK	
1.39	2	na	na	indeclinable		na	na	PART	OK	
1.39	3	jñeyam	jñeya	participle	nom/sg/n	jñeyam	jñā	VERB	LEMMA_DIFF	
1.39	4	asmābhiḥ	asmat	pronoun	ins/pl	asmābhiḥ	mad	PRON	LEMMA_DIFF	
1.39	5	pāpāt	pāpa	nominal	abl/sg/n	pāpāt	pāpa	NOUN	OK	
1.39	6	asmāt	idam	pronoun	abl/sg/n	asmāt	idam	PRON	OK	
1.39	7	nivartitum	ni-√vṛt			nivartitum	nivṛt	VERB	OK	
1.39	8	kula-kṣaya-kṛtam	kula-kṣaya-kṛta	nominal	acc/sg/m	kula + kṣaya + kṛtam	kula + kṣaya + kṛ	NOUN + NOUN + VERB	OK_COMPOUND_SPLIT	compound split 3 ways
1.39	9	doṣam	doṣa	nominal	acc/sg/m	doṣaṃ	doṣa	NOUN	OK	
1.39	10	prapaśyadbhiḥ	pra-paśyant	participle	ins/pl/m	prapaśyadbhiḥ	prapaś	VERB	OK	
1.39	11	janārdana	jana-ardana	nominal	voc/sg/m	janārdana	janārdana	NOUN	LEMMA_DIFF	
1.40	1	kula-kṣaye	kula-kṣaya	nominal	loc/sg/m	kula + kṣaye	kula + kṣaya	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.40	2	praṇaśyanti	pra–√naś	verb	pl	praṇaśyanti	praṇaś	VERB	LEMMA_DIFF	
1.40	3	kula-dharmāḥ	kula-dharma	nominal	nom/pl/m	kula + dharmāḥ	kula + dharma	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.40	4	sanātanāḥ	sanātana	nominal	nom/pl/m	sanātanāḥ	sanātana	ADJ	OK	
1.40	5	dharme	dharma	nominal	loc/sg/m	dharme	dharma	NOUN	OK	
1.40	6	naṣṭe	naṣṭa	participle	loc/sg/m	naṣṭe	naś	VERB	LEMMA_DIFF	
1.40	7	kulam	kula	nominal	acc/sg/n	kulaṃ	kula	NOUN	OK	
1.40	8	kṛtsnam	kṛtsna	nominal	acc/sg/n	kṛtsnam	kṛtsna	ADJ	OK	
1.40	9	adharmaḥ	a-dharma	nominal	nom/sg/m	adharmaḥ	adharma	NOUN	OK	
1.40	10	abhibhavati	abhi-√bhū	verb	sg	abhibhavati	abhibhū	VERB	OK	
1.40	11	uta	uta	indeclinable		uta	uta	CONJ	OK	
1.41	1	adharmābhibhavāt	a-dharma-abhi-bhava	nominal	abl/sg/m	adharma + abhibhavāt	adharma + abhibhava	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.41	2	kṛṣṇa	kṛṣṇa	nominal	voc/sg/m	kṛṣṇa	kṛṣṇa	NOUN	OK	
1.41	3	praduṣyanti	pra-√duṣ	verb	pl	praduṣyanti	praduṣ	VERB	OK	
1.41	4	kula-striyaḥ	kula-strī	nominal	nom/pl/f	kula + striyaḥ	kula + strī	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
1.41	5	strīṣu	strī	nominal	loc/pl/f	strīṣu	strī	NOUN	OK	
1.41	6	duṣṭāsu	duṣṭa	participle	loc/pl/f	duṣṭāsu	duṣ	VERB	OK	
1.41	7	vārṣṇeya	vārṣṇeya	nominal	voc/sg/m	vārṣṇeya	vārṣṇeya	NOUN	OK	
1.41	8	jāyate	√jan	verb	sg	jāyate	jan	VERB	OK	
1.41	9	varṇa-saṁkaraḥ	varṇa-saṁkara	nominal	nom/sg/m	varṇa + saṃkaraḥ	varṇa + saṃkara	NOUN + NOUN	OK_COMPOUND_SPLIT	compound split 2 ways
ch7242						saṃkaro	saṃkara	NOUN	UNALIGNED_DCS	extra DCS token
