verse	widx	form	lemma	root	pos	case	number	gender	person	tense	voice	nonfinite	derivation	compound	raw_morph
1.28	11	sva-janān	sva-jana	√jan	nominal	acc	pl	m						tatpurusa	2n.3 m.
1.28	12	kṛṣṇa	kṛṣṇa		nominal	voc	sg	m							8n.1 m.
1.28	13	yuyutsūn	yuyutsu	√yudh	nominal	acc	pl	m					desiderative		des. 2n.3 m.
1.28	14	samupasthitān	sam-upa-sthita	√sthā	participle	acc	pl	m				past-participle			PP 2n.3 m.
1.29	1	sīdanti	√sad	√sad	verb		pl		3	present	parasmaipada				Praes. P 1v.3
1.29	2	mama	asmat		pronoun	gen	sg								sn. 6n.1
1.29	3	gātrāṇi	gātra		nominal	nom	pl	n							1n.3 n.
1.29	4	mukham	mukha		nominal	nom	sg	n							1n.1 n.
1.29	5	ca	ca		indeclinable										av.
1.29	6	pariśuṣyati	pari-√śuṣ	√śuṣ	verb		sg		3	present	parasmaipada				Praes. P 1v.1
1.29	7	vepathuḥ	vepathu	√xvip	nominal	nom	sg	m							1n.1 m.
1.29	8	ca	ca		indeclinable										av.
1.29	9	śarīre	śarīra	√śri	nominal	loc	sg	n							7n.1 n.
1.29	10	me	asmat		pronoun	gen	sg								sn. 6n.1
1.29	11	roma-harṣaḥ	roma-harṣa	√ruh	nominal	nom	sg	m						tatpurusa	1n.1 m.
1.29	12	ca	ca		indeclinable										av.
1.29	13	jāyate	√jan	√jan	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
1.30	1	gāṇḍīvam	gāṇḍīva		nominal	acc	sg	n							2n.1 n.
1.30	2	sraṁsate	√sraṁs	√sraṁs	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
1.30	3	hastāt	hasta		nominal	abl	sg	m							5n.1 m.
1.30	4	tvak	tvac		nominal	nom	sg	f							1n.1 f.
1.30	5	ca	ca		indeclinable										av.
1.30	6	eva	eva		indeclinable										av.
1.30	7	paridahyate	pari-√dah	√dah	verb		sg		3	present			passive		Praes. pass. 1v.1
1.30	8	na	na		indeclinable										av.
1.30	9	ca	ca		indeclinable										av.
1.30	10	śaknomi	√śak	√śak	verb		sg		1	present	parasmaipada				Praes. P 3v.1
1.30	11	avasthātum	ava-√sthā	√sthā								infinitive			inf.
1.30	12	bhramati	√bhram	√bhram	verb		sg		3	present	parasmaipada				Praes. P 1v.1
1.30	13	iva	iva		indeclinable										av.
1.30	14	ca	ca		indeclinable										av.
1.30	15	me	asmat		pronoun	gen	sg								sn. 6n.1
1.30	16	manaḥ	manas	√man	nominal	nom	sg	n							1n.1 n.
1.31	1	nimittāni	nimitta		nominal	acc	pl	n							2n.3 n.
1.31	2	ca	ca		indeclinable										av.
1.31	3	paśyāmi	√dṛś	√dṛś	verb		sg		1	present	parasmaipada				Praes. P 3v.1
1.31	4	viparītāni	viparīta		nominal	acc	pl	n							2n.3 n.
1.31	5	keśava	keśa-va	√xīś	nominal	voc	sg	m							8n.1 m.
1.31	6	na	na		indeclinable										av.
1.31	7	ca	ca		indeclinable										av.
1.31	8	śreyaḥ	śreyas		nominal	acc	sg	n							2n.1 n.
1.31	9	anupaśyāmi	anu-√dṛś	√dṛś	verb		sg		1	present	parasmaipada				Praes. P 3v.1
1.31	10	hatvā	√han	√han								absolutive			absol.
1.31	11	sva-janam	sva-janam	√jan	nominal	acc	sg	m						tatpurusa	2n.1 m.
1.31	12	āhave	āhava		nominal	loc	sg	m							7n.1 m.
1.32	1	na	na		indeclinable										av.
1.32	2	kāṅkṣe	√kāṅkṣ	√kāṅkṣ	verb		sg		1	present	atmanepada				Praes. Ā 3v.1
1.32	3	vijayam	vijaya	√ji	nominal	acc	sg	m							2n.1 m.
1.32	4	kṛṣṇa	kṛṣṇa		nominal	voc	sg	m							8n.1 m.
1.32	5	na	na		indeclinable										av.
1.32	6	ca	ca		indeclinable										av.
1.32	7	rājyam	rājya	√rāj	participle	acc	sg	n				future-participle			PF 2n.1 n.
1.32	8	sukhāni	sukha	√sthā;	nominal	acc	pl	n							2n.3 n.
1.32	9	ca													
1.32	10	kim	kim		indeclinable										av.
1.32	11	naḥ	asmat		pronoun										sn. 4i.3x
1.32	12	rājyena	rājya	√rāj	participle	ins	sg	n				future-participle			PF 3n.1 n.
1.32	13	govinda	govinda	√vid	nominal	voc	sg	m						bahuvrihi	8n.1 m.
1.32	14	kim	kim		indeclinable										av.
1.32	15	bhogaiḥ	bhoga	√bhuj	nominal	ins	pl	m							3n.3 m.
1.32	16	jīvitena	jīvita	√jīv	participle	ins	sg	n				past-participle			PP 3n.1 n.
1.32	17	vā	vā		indeclinable										av.
1.33	1	yeṣām	yat		pronoun	gen	pl	m							sn. 6n.3 m.
1.33	2	arthe	artha	√arth	nominal	loc	sg	m							7n.1 m.
1.33	3	kāṅkṣitam	kāṅkṣita	√kāṅkṣ	participle	nom	sg	n				past-participle			PP 1n.1 n.
1.33	4	naḥ	asmat		pronoun	gen	pl								sn. 6n.3
1.33	5	rājyam	rājya	√rāj	participle	nom	sg	n				future-participle			PF 1n.1 n.
1.33	6	bhogāḥ	bhoga	√bhuj	nominal	nom	pl	m							1n.3 m.
1.33	7	sukhāni	sukha	√sthā;	nominal	ins	pl	n							3n.3 n.
1.33	8	ca	ca		indeclinable										av.
1.33	9	te	tat		pronoun	nom	pl	m							sn. 1n.3 m.
1.33	10	ime	idam		pronoun	nom	pl	m							sn. 1n.3 m.
1.33	11	avasthitāḥ	avasthita	√sthā	participle	nom	pl	m				past-participle			PP 1n.3 m.
1.33	12	yuddhe	yuddha	√yudh	nominal	loc	sg	n							7n.1 n.
1.33	13	prāṇān	prāṇa	√an	nominal	acc	pl	m							2n.3 m.
1.33	14	tyaktvā	√tyaj	√tyaj								absolutive			absol.
1.33	15	dhanāni	dhana		nominal	acc	pl	n							2n.3 n.
1.33	16	ca	ca		indeclinable										av.
1.34	1	ācāryāḥ	ācārya	√car	nominal	nom	pl	m							1n.3 m.
1.34	2	pitaraḥ	pitṛ		nominal	nom	pl	m							1n.3 m.
1.34	3	putrāḥ	putra	√puṣ	nominal	nom	pl	m							1n.3 m.
1.34	4	tathā	tathā		indeclinable										av.
1.34	5	eva	eva		indeclinable										av.
1.34	6	ca	ca		indeclinable										av.
1.34	7	pitāmahāḥ	pitā-maha	√mah	nominal	nom	pl	m							1n.3 m.
1.34	8	mātulāḥ	mātula		nominal	nom	pl	m							1n.3 m.
1.34	9	śvaśurāḥ	śvaśura		nominal	nom	pl	m							1n.3 m.
1.34	10	pautrāḥ	pautra	√puṣ	nominal	nom	pl	m							1n.3 m.
1.34	11	syālāḥ	syāla		nominal	nom	pl	m							1n.3 m.
1.34	12	sambandhinaḥ	sam-bandhin	√bandh	nominal	nom	pl	m							1n.3 m.
1.34	13	tathā	tathā		indeclinable										av.
1.35	1	etān	etat		pronoun	acc	pl	m							sn. 2n.3 m.
1.35	2	na	na		indeclinable										av.
1.35	3	hantum	√han	√han								infinitive			inf.
1.35	4	icchāmi	√iṣ	√iṣ	verb		sg		1	present	parasmaipada				Praes. P 3v.1
1.35	5	ghnataḥ	ghnant	√han	participle	acc	pl	m				present-participle			PPr 2n.3 m.
1.35	6	api	api		indeclinable										av.
1.35	7	madhu-sūdana	madhu-sūdana	√sūd	nominal	voc	sg	m							8n.1 m.
1.35	8	api	api		indeclinable										av.
1.35	9	trai-lokya-rājyasya	trai-lokya-rājya	√rāj	nominal	gen	sg	n						tatpurusa	6n.1 n.
1.35	10	hetoḥ	hetoḥ		indeclinable										av.
1.35	11	kim	kim		indeclinable										av.
1.35	12	nu	nu		indeclinable										av.
1.35	13	mahī-kṛte	mahī-kṛte	√mah	indeclinable										av.
1.36	1	nihatya	ni-√han	√han								absolutive			absol.
1.36	2	dhārtarāṣṭrān	dhārtarāṣṭra	√dhṛ	nominal	acc	pl	m							2n.3 m.
1.36	3	naḥ	asmat		pronoun	gen	pl								sn. 6n.3
1.36	4	kā	kim		pronoun	nom	sg	f							sn. 1n.1 f.
1.36	5	prītiḥ	prīti	√prī	nominal	nom	sg	f							1n.1 f.
1.36	6	syāt	√as	√as	verb		sg		3	optative	parasmaipada				Pot. P 1v.1
1.36	7	janārdana	jana-ardana	√jan	nominal	voc	sg	m							8n.1 m.
1.36	8	pāpam	pāpa		nominal	nom	sg	n							1n.1 n.
1.36	9	eva	eva		indeclinable										av.
1.36	10	āśrayet	ā-√śri	√śri	verb		sg		3	optative	parasmaipada				Pot. P 1v.1
1.36	11	asmān	asmat		pronoun	acc	pl								sn. 2n.3
1.36	12	hatvā	√han	√han								absolutive			absol.
1.36	13	etān	etat		pronoun	acc	pl	m							sn. 2n.3 m.
1.36	14	ātatāyinaḥ	ātatāyin	√tan	nominal	acc	pl	m							2n.3 m.
1.37	1	tasmāt	tasmāt		indeclinable										av.
1.37	2	na	na		indeclinable										av.
1.37	3	arhāḥ	arha	√arh	nominal	nom	pl	m							1n.3 m.
1.37	4	vayam	asmat		pronoun	nom	pl								sn. 1n.3
1.37	5	hantum	√han	√han								infinitive			inf.
1.37	6	dhārtarāṣṭrān	dhārtarāṣṭra	√dhṛ	nominal	acc	pl	m							2n.3 m.
1.37	7	sa-bāndhavān	sa-bāndhava	√bandh	nominal	acc	pl	m						bahuvrihi	2n.3 m.
1.37	8	sva-janam	sva-jana	√jan	nominal	acc	sg	m						tatpurusa	2n.1 m.
1.37	9	hi	hi		indeclinable										av.
1.37	10	katham	katham		indeclinable										av.
1.37	11	hatvā	√han	√han								absolutive			absol.
1.37	12	sukhinaḥ	sukhin	√sthā;	nominal	nom	pl	m							1n.3 m.
1.37	13	syāma	√as	√as	verb		pl		1	optative	parasmaipada				Pot. P 3v.3
1.37	14	mādhava	mādhava		nominal	voc	sg	m							8n.1 m.
1.38	1	yadi	yadi		indeclinable										av.
1.38	2	api	api		indeclinable										av.
1.38	3	ete	etat		pronoun	nom	pl	m							sn. 1n.3 m.
1.38	4	na	na		indeclinable										av.
1.38	5	paśyanti	√dṛś	√dṛś	verb		pl		3	present	parasmaipada				Praes. P 1v.3
1.38	6	lobhopahata-cetasaḥ	lobha-upahata-cetas	√lubh	nominal	nom	pl	m						bahuvrihi	1n.3 m.
1.38	7	kula-kṣaya-kṛtam	kula-kṣaya-kṛta	√kṣi	nominal	acc	sg	m						tatpurusa	2n.1 m.
1.38	8	doṣam	doṣa	√duṣ	nominal	acc	sg	m							2n.1 m.
1.38	9	mitra-drohe	mitra-droha	√druh	nominal	loc	sg	m						tatpurusa	7n.1 m.
1.38	10	ca	ca		indeclinable										av.
1.38	11	pātakam	pātaka	√pat	nominal	acc	sg	n							2n.1 n.
1.39	1	katham	katham		indeclinable										av.
1.39	2	na	na		indeclinable										av.
1.39	3	jñeyam	jñeya	√jñā	participle	nom	sg	n				future-participle			PF 1n.1 n.
1.39	4	asmābhiḥ	asmat		pronoun	ins	pl								sn. 3n.3
1.39	5	pāpāt	pāpa		nominal	abl	sg	n							5n.1 n.
1.39	6	asmāt	idam		pronoun	abl	sg	n							sn. 5n.1 n.
1.39	7	nivartitum	ni-√vṛt	√vṛt								infinitive			inf.
1.39	8	kula-kṣaya-kṛtam	kula-kṣaya-kṛta	√kṣi	nominal	acc	sg	m						tatpurusa	2n.1 m.
1.39	9	doṣam	doṣa	√duṣ	nominal	acc	sg	m							2n.1 m.
1.39	10	prapaśyadbhiḥ	pra-paśyant	√dṛś	participle	ins	pl	m				present-participle			PPr 3n.3 m.
1.39	11	janārdana	jana-ardana	√jan	nominal	voc	sg	m							8n.1 m.
1.40	1	kula-kṣaye	kula-kṣaya	√kṣi	nominal	loc	sg	m						tatpurusa	7n.1 m.
1.40	2	praṇaśyanti	pra–√naś	√naś	verb		pl		3	present	parasmaipada				Praes. P 1v.3
1.40	3	kula-dharmāḥ	kula-dharma	√dhṛ	nominal	nom	pl	m						tatpurusa	1n.3 m.
1.40	4	sanātanāḥ	sanātana		nominal	nom	pl	m							1n.3 m.
1.40	5	dharme	dharma	√dhṛ	nominal	loc	sg	m							7n.1 m. loc.abs.
1.40	6	naṣṭe	naṣṭa	√naś	participle	loc	sg	m				past-participle			PP 7n.1 m. loc.abs.
1.40	7	kulam	kula		nominal	acc	sg	n							2n.1 n.
1.40	8	kṛtsnam	kṛtsna		nominal	acc	sg	n							2n.1 n.
1.40	9	adharmaḥ	a-dharma	√dhṛ	nominal	nom	sg	m							1n.1 m.
1.40	10	abhibhavati	abhi-√bhū	√bhū	verb		sg		3	present	parasmaipada				Praes. P 1v.1
1.40	11	uta	uta		indeclinable										av.
1.41	1	adharmābhibhavāt	a-dharma-abhi-bhava	√bhū	nominal	abl	sg	m						tatpurusa	5n.1 m.
1.41	2	kṛṣṇa	kṛṣṇa		nominal	voc	sg	m							8n.1 m.
1.41	3	praduṣyanti	pra-√duṣ	√duṣ	verb		pl		3	present	parasmaipada				Praes. P 1v.3
1.41	4	kula-striyaḥ	kula-strī	√sū	nominal	nom	pl	f						tatpurusa	1n.3 f.
1.41	5	strīṣu	strī	√sū	nominal	loc	pl	f							7n.3 f. loc.abs.
1.41	6	duṣṭāsu	duṣṭa	√duṣ	participle	loc	pl	f				past-participle			PP 7n.3 f.
1.41	7	vārṣṇeya	vārṣṇeya		nominal	voc	sg	m							8n.1 m.
1.41	8	jāyate	√jan	√jan	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
1.41	9	varṇa-saṁkaraḥ	varṇa-saṁkara	√varṇ	nominal	nom	sg	m						tatpurusa	1n.1 m.
1.42	1	saṁkaraḥ	saṁkara	√kṝ	nominal	nom	sg	m							1n.1 m.
1.42	2	narakāya	naraka		nominal	dat	sg	m							4n.1 m.
1.42	3	eva	eva		indeclinable										av.
1.42	4	kula-ghnānām	kula-ghna	√han	nominal	gen	pl	m						tatpurusa	6n.3 m.
1.42	5	kulasya	kula		nominal	gen	sg	n							6n.1 n.
1.42	6	ca	ca		indeclinable										av.
1.42	7	patanti	√pat	√pat	verb		pl		3	present	parasmaipada				Praes. P 1v.3
1.42	8	pitaraḥ	pitṛ		nominal	nom	pl	m							1n.3 m.
1.42	9	hi	hi		indeclinable										av.
1.42	10	eṣām	etat		pronoun	gen	pl	m							sn. 6n.3 m.
1.42	11	lupta-piṇḍodaka-kriyāḥ	lupta-piṇḍa-udaka-kriya	√lup	nominal	nom	pl	m						bahuvrihi	1n.3 m.
1.43	1	doṣaiḥ	doṣa	√duṣ	nominal	ins	pl	m							3n.3 m.
1.43	2	etaiḥ	etat		pronoun	ins	pl	m							sn. 3n.3 m.
1.43	3	kula-ghnānām	kula-ghna	√han	nominal	gen	pl	m						tatpurusa	6n.3 m.
1.43	4	varṇa-saṁkara-kārakaiḥ	varṇa-saṁkara-kāraka	√varṇ	nominal	ins	pl	m						tatpurusa	3n.3 m.
1.43	5	utsādyante	ut-√sad	√sad	verb		pl		3	present			passive		Praes. caus. pass. 1v.3
1.43	6	jāti-dharmāḥ	jāti-dharma	√jan	nominal	nom	pl	m						tatpurusa	1n.3 m.
1.43	7	kula-dharmāḥ	kula-dharma	√dhṛ	nominal	nom	pl	m						tatpurusa	1n.3 m.
1.43	8	ca	ca		indeclinable										av.
1.43	9	śāśvatāḥ	śāśvata		nominal	nom	pl	m							1n.3 m.
1.44	1	utsanna-kula-dharmāṇāṁ	utsanna-kula-dharma	√sad	nominal	gen	pl	m						bahuvrihi	6n.3 m.
1.44	2	manuṣyāṇām	manuṣya	√man	nominal	gen	pl	m							6n.3 m.
1.44	3	janārdana	Janārdana	√jan	nominal	voc	sg	m							8n.1 m.
1.44	4	narake	naraka		nominal	loc	sg	m							7n.1 m.
1.44	5	niyatam	niyatam	√yam	indeclinable										av.
1.44	6	vāsaḥ	vāsa	√vas	nominal	nom	sg	m							1n.1 m.
1.44	7	bhavati	√bhū	√bhū	verb		sg		3	present	parasmaipada				Praes. P 1v.1
1.44	8	iti	iti		indeclinable										av.
1.44	9	anuśuśruma	anu-√śru	√śru	verb		pl		1	perfect	parasmaipada				Perf. P 3v.3
1.45	1	aho bata	aho bata		indeclinable										av.
1.45	2	mahat	mahant	√mah	nominal	acc	sg	n							2n.1 n.
1.45	3	pāpam	pāpa		nominal	acc	sg	n							2n.1 n.
1.45	4	kartum	√kṛ	√kṛ								infinitive			inf.
1.45	5	vyavasitāḥ	vi-ava-sita	√so	participle	nom	pl	m				past-participle			PP 1n.3 m.
1.45	6	vayam	asmat		pronoun	nom	pl								sn. 1n.3
1.45	7	yat	yat		indeclinable										av.
1.45	8	rājya-sukha-lobhena	rājya-sukha-lobha	√rāj	nominal	ins	sg	m						tatpurusa	3n.1 m.
1.45	9	hantum	√han	√han								infinitive			inf.
1.45	10	sva-janam	sva-janam	√jan	nominal	acc	sg	m						tatpurusa	2n.1 m.
1.45	11	udyatāḥ	udyata	√yam	participle	nom	pl	m				past-participle			PP 1n.3 m.
1.46	1	yadi	yadi		indeclinable										av.
1.46	2	mām	asmat		pronoun	acc	sg								sn. 2n.1
1.46	3	apratī-kāram	a-pratī-kāram	√kṛ	nominal	acc	sg	m							2n.1 m.
1.46	4	aśastram	a-śastra	√śas	nominal	acc	sg	m							2n.1 m.
1.46	5	śastra-pāṇayaḥ	śastra-pāṇi	√śas	nominal	nom	pl	m						bahuvrihi	1n.3 m.
1.46	6	dhārtarāṣṭrāḥ	dhārtarāṣṭra	√dhṛ	nominal	nom	pl	m							1n.3 m.
1.46	7	raṇe	raṇa	√raṇ	nominal	loc	sg	m							7n.1 m.
1.46	8	hanyuḥ	√han	√han	verb		pl		3	optative	parasmaipada				Pot. P 1v.3
1.46	9	tat	tat		pronoun	nom	sg	n							sn. 1n.1 n.
1.46	10	me	asmat		pronoun	gen	sg								sn. 6n.1
1.46	11	kṣema-taram	kṣema-tara		nominal	nom	sg	n							1n.1 n.
1.46	12	bhavet	√bhū	√bhū	verb		sg		3	optative	atmanepada				Pot. Ā 1v.1
1.47	1	saṁjayaḥ	sam-jaya	√ji	nominal	nom	sg	m							1n.1 m.
1.47	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
1.47	3	evam	evam		indeclinable										av.
1.47	4	uktvā	√vac	√vac								absolutive			absol.
1.47	5	arjunaḥ	arjuna		nominal	nom	sg	m							1n.1 m.
1.47	6	saṁkhye	saṁkhya	√khyā	nominal	loc	sg	n							7n.1 n.
1.47	7	rathopasthe	ratha-upastha	√sthā	nominal	loc	sg	m							7n.1 m.
1.47	8	upāviśat	upa-ā-√viś	√viś	verb		sg		3	imperfect	parasmaipada				Imperf. P 1v.1
1.47	9	visṛjya	vi-√sṛj	√sṛj								absolutive			absol.
1.47	10	sa-śaram	sa-śara		nominal	acc	sg	m						bahuvrihi	2n.1 m.
1.47	11	cāpam	cāpa		nominal	acc	sg	m							2n.1 m.
1.47	12	śoka-saṁvigna-mānasaḥ	śoka-saṁvigna-mānasa	√śuc	nominal	nom	sg	m						bahuvrihi	1n.1 m.
2.01	1	saṁjayaḥ	sam-jaya	√ji	nominal	nom	sg	m							1n.1 m.
2.01	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
2.01	3	tam	tat		pronoun	acc	sg	m							sn. 2n.1 m.
2.01	4	tathā	tathā		indeclinable										av.
2.01	5	kṛpayā	kṛpā	√kṛp	nominal	ins	sg	f							3n.1 f.
2.01	6	āviṣṭam	āviṣṭa	√viś	participle	acc	sg	m				past-participle			PP 2n.1 m.
2.01	7	aśru-pūrṇākulekṣaṇam	aśru-pūrṇa-ākula-īkṣaṇa	√pṝ	nominal	acc	sg	m						bahuvrihi	2n.1 m.
2.01	8	viṣīdantam	viṣīdant	√sad	participle	acc	sg	m				present-participle			PPr 2n.1 m.
2.01	9	idam	idam		pronoun	acc	sg	n							sn. 2n.1 n.
2.01	10	vākyam	vākya	√vac	nominal	acc	sg	n							2n.1 n.
2.01	11	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
2.01	12	madhu-sūdana	madhu-sūdana	√sūd	nominal	voc	sg	m							8n.1 m.
2.02	1	śrī-bhagavān	śrī-bhagavant	√bhaj	nominal	nom	sg	m						tatpurusa	1n.1 m.
2.02	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
2.02	3	kutaḥ	kutaḥ		indeclinable										av.
2.02	4	tvā	yuṣmat		pronoun	acc	sg								sn. 2n.1
2.02	5	kaśmalam	kaśmala		nominal	nom	sg	n							1n.1 n.
2.02	6	idam	idam		pronoun	nom	sg	n							sn. 1n.1 n.
2.02	7	viṣame	viṣama		nominal	loc	sg	n							7n.1 n.
2.02	8	samupasthitam	sam-upa-sthita	√sthā	participle	nom	sg	n				past-participle			PP 1n.1 n.
2.02	9	anārya-juṣṭam	an-ārya-juṣṭa	√ṛ	nominal	nom	sg	n						tatpurusa	1n.1 n.
2.02	10	asvargyam	a-svargya	√sūr	nominal	nom	sg	n							1n.1 n.
2.02	11	akīrti-karam	a-kīrti-kara	√kīrt	nominal	nom	sg	n						tatpurusa	1n.1 n.
2.02	12	arjuna	arjuna		nominal	voc	sg	m							8n.1 m.
2.03	1	klaibyam	klaibya	√klīb	nominal	acc	sg	n							2n.1 n.
2.03	2	mā sma	mā sma		indeclinable										av.
2.03	3	[a]gamaḥ	√gam	√gam	verb		sg		2	aorist	parasmaipada				Aor. P 2v.1
2.03	4	pārtha	pārtha	√pṛth	nominal	voc	sg	m							8n.1 m.
2.03	5	na	na		indeclinable										av.
2.03	6	etat	etat		pronoun	nom	sg	n							sn. 1n.1 n.
2.03	7	tvayi	yuṣmat		pronoun	loc	sg	m							sn. 7n.1 m.
2.03	8	upapadyate	upa-√pad	√pad	verb		sg		3	present	atmanepada				Praes. Ā 1v.1
2.03	9	kṣudram	kṣudra		nominal	acc	sg	n							2n.1 n.
2.03	10	hṛdaya-daurbalyam	hṛdaya-daurbalya		nominal	nom	sg	n						tatpurusa	1n.1 n.
2.03	11	tyaktvā	√tyaj	√tyaj								absolutive			absol.
2.03	12	uttiṣṭha	ut-√sthā	√sthā	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
2.03	13	paraṁtapa	param-tapa	√tap	nominal	voc	sg	m							8n.1 m.
2.04	1	arjunaḥ	arjuna		nominal	nom	sg	m							1n.1 m.
2.04	2	uvāca	√vac	√vac	verb		sg		3	perfect	parasmaipada				Perf. P 1v.1
2.04	3	katham	katham		indeclinable										av.
2.04	4	bhīṣmam	bhīṣma	√bhī	nominal	acc	sg	m							2n.1 m.
2.04	5	aham	asmat		pronoun	nom	sg								sn. 1n.1
2.04	6	saṁkhye	saṁkhya	√khyā	nominal	loc	sg	n							7n.1 n.
2.04	7	droṇam	droṇa		nominal	acc	sg	m							2n.1 m.
2.04	8	ca	ca		indeclinable										av.
2.04	9	madhu-sūdana	madhu-sūdana	√sūd	nominal	voc	sg	m							8n.1 m.
2.04	10	iṣubhiḥ	iṣu		nominal	ins	pl	m							3n.3 m.
2.04	11	pratiyotsyāmi	prati-√yudh	√yudh	verb		sg		1	future	parasmaipada				Fut. P 3v.1
2.04	12	pūjārhau	pūjā-arha	√pūj	nominal	acc	du	m						tatpurusa	2n.2 m.
2.04	13	ari-sūdana	ari-sūdana	√rā	nominal	voc	sg	m						tatpurusa	8n.1 m.
2.05	1	gurūn	guru		nominal	acc	pl	m							2n.3 m.
2.05	2	a-hatvā	√han	√han								absolutive			absol.
2.05	3	hi	hi		indeclinable										av.
2.05	4	mahānubhāvān	mahā-anubhāva	√mah	nominal	acc	pl	m						bahuvrihi	2n.3 m.
2.05	5	śreyaḥ	śreyaḥ		indeclinable										av.
2.05	6	bhoktum	√bhuj	√bhuj								infinitive			inf.
2.05	7	bhaikṣam	bhaikṣa	√bhikṣ	nominal	acc	sg	n							2n.1 n.
2.05	8	api	api		indeclinable										av.
2.05	9	iha	iha		indeclinable										av.
2.05	10	loke	loka		nominal	loc	sg	m							7n.1 m.
2.05	11	hatvā	√han	√han								absolutive			absol.
2.05	12	artha-kāmān	artha-kāma	√arth	nominal	acc	pl	m						bahuvrihi	2n.3 m.
2.05	13	tu	tu		indeclinable										av.
2.05	14	gurūn	guru		nominal	acc	pl	m							2n.3 m.
2.05	15	iha	iha		indeclinable										av.
2.05	16	eva	eva		indeclinable										av.
2.05	17	bhuñjīya	√bhuj	√bhuj	verb		sg		1	optative	atmanepada				Pot. Ā 3v.1
2.05	18	bhogān	bhoga	√bhuj	nominal	acc	pl	m							2n.3 m.
2.05	19	rudhira-pradigdhān	rudhira-pradigdha	√dih	nominal	acc	pl	m						tatpurusa	2n.3 m.
2.06	1	na	na		indeclinable										av.
2.06	2	ca	ca		indeclinable										av.
2.06	3	etat	etat		pronoun	acc	sg	n							sn. 2n.1 n.
2.06	4	vidmaḥ	√vid	√vid	verb		pl		1	present	parasmaipada				Praes. P 3v.3
2.06	5	katarat	katarat		pronoun	acc	sg	n							sn. 2n.1 n.
2.06	6	naḥ	asmat		pronoun	gen	pl								sn. 6n.3
2.06	7	garīyaḥ	garīyas		nominal	acc	sg	n							2n.1 n.
2.06	8	yat vā	yat vā		indeclinable										av.
2.06	9	jayema	√ji	√ji	verb		pl		1	optative	parasmaipada				Pot. P 3v.3
2.06	10	yadi vā	yadi vā		indeclinable										av.
2.06	11	naḥ	asmat		pronoun	acc	pl								sn. 2n.3
2.06	12	jayeyuḥ	√ji	√ji	verb		pl		3	optative	parasmaipada				Pot. P 1v.3
2.06	13	yān	yat		pronoun	acc	pl	m							sn. 2n.3 m.
2.06	14	eva	eva		indeclinable										av.
2.06	15	hatvā	√han	√han								absolutive			absol.
2.06	16	na	na		indeclinable										av.
2.06	17	jijīviṣāmaḥ	√jīv	√jīv	verb		pl		1	present	parasmaipada		desiderative		Praes. des. P 3v.3
2.06	18	te	tat		pronoun	nom	pl	m							sn. 1n.3 m.
2.06	19	avasthitāḥ	ava-sthita	√sthā	participle	nom	pl	m				past-participle			PP 1n.3 m.
2.06	20	pramukhe	pra-mukha		nominal	loc	sg	n							7n.1 n.
2.06	21	dhārtarāṣṭrāḥ	dhārtarāṣṭra	√dhṛ	nominal	nom	pl	m							1n.3 m.
2.07	1	kārpaṇya-doṣopahata-svabhāvaḥ	kārpaṇya-doṣa-upahata-svabhāva	√kṛp	nominal	nom	sg	m						bahuvrihi	1n.1 m.
2.07	2	pṛcchāmi	√prach	√prach	verb		sg		1	present	parasmaipada				Praes. P 3v.1
2.07	3	tvā	yuṣmat		pronoun	acc	sg	m							sn. 2n.1 m.
2.07	4	dharma-saṁmūḍha-cetāḥ	dharma-saṁmūḍha-cetas	√dhṛ	nominal	nom	sg	m						bahuvrihi	1n.1 m.
2.07	5	yat	yat		pronoun	nom	sg	n							sn. 1n.1 n.
2.07	6	śreyaḥ	śreyas		nominal	nom	sg	n							1n.1 n.
2.07	7	syāt	√as	√as	verb		sg		3	optative	parasmaipada				Pot. P 1v.1
2.07	8	niścitam	niścita	√ci	participle	nom	sg	n				past-participle			PP 1n.1 n.
2.07	9	brūhi	√brū	√brū	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
2.07	10	tan	tat		pronoun	acc	sg	m							sn. 2n.1 m.
2.07	11	me	asmat		pronoun	dat	sg								sn. 4n.1
2.07	12	śiṣyaḥ	śiṣya	√śās	participle	nom	sg	m				future-participle			PF 1n.1 m.
2.07	13	te	yuṣmat		pronoun	gen	sg								sn. 6n.1
2.07	14	aham	asmat		pronoun	nom	sg								sn. 1n.1
2.07	15	śādhi	√śās	√śās	verb		sg		2	imperative	parasmaipada				Imperat. P 2v.1
2.07	16	mām	asmat		pronoun	acc	sg								sn. 2n.1
2.07	17	tvām	yuṣmat		pronoun	acc	sg								sn. 2n.1
2.07	18	prapannam	prapanna	√pat	participle	acc	sg	m				past-participle			PP 2n.1 m.
