verse	lemma	devanagari	iast	form_type	code	tense	pada	vclass	root	root_tr	prefix	stem_end	gender	compound	mark	rule	sandhi	verse_iast	gloss_en	gloss_ru
1.19	eva	एव​	eva			av.													certainly, just, merely	безусловно
1.19	tumula	तुमुलः	tumulaḥ		1n.1 m.							a	m			h3	ḥ v → o v		tumultuous	громоподобный
1.19	vi-anu-nādayant	व्यनुनादयन्	vyanunādayan		1n.1 m.	PPr caus.			√nad			t	m						causing to vibrate	оглашающий.
1.20	atha	अथ​	atha			av.												atha vyavasthitān dṛṣṭvā dhārtarāṣṭrān kapi-dhvajaḥ	then, now, moreover, certainly, rather	тогда
1.20	vi-ava-sthita	व्यवस्थितान्	vyavasthitān		2n.3 m.	PP			√sthā			a	m						arrayed	выстроенных
1.20	√dṛś	दृष्ट्वा	dṛṣṭvā			absol.			√dṛś										after seeing	оглядев
1.20	dhārtarāṣṭra	धार्तराष्ट्रान्	dhārtarāṣṭrān		2n.3 m.				√dhṛ			a	m						of the sons of Dhṛtarāṣṭra	сыновей Дхритараштры
1.20	kapi-dhvaja	कपिध्वजः	kapi-dhvajaḥ		1n.1 m.							a	m	BV					one whose banner is a monkey	тот, чей флаг был украшен изображением Ханумана
1.20	pra-vṛtta	प्रवृत्ते	pravṛtte		7n.1 m.	PP loc.abs.			√vṛt			a	m					pravṛtte śastra-saṃpāte dhanur udyamya pāṇḍavaḥ	when it began	когда был готов
1.20	śastra-saṁpāta	शस्त्रसञ्पाते	śastra-saṁpāte		7n.1 m.	loc.abs.			√śas			a	m	TP					falling of weapons	пускать стрелы
1.20	dhanuḥ	धनुः	dhanuḥ		2n.1 n.							ḥ	n			h4	ḥ u → r u		a bow	лук
1.20	ud-√yam	उद्यम्य​	udyamya			absol.			√yam										after raising	вскинув
1.20	pāṇḍava	पाण्डवः	pāṇḍavaḥ		1n.1 m.							a	m						son of Pāṇḍu	сын Панду (Арджуна)
1.21	arjuna	अर्जुनः	arjunaḥ		1n.1 m.							a	m			h1	ḥ u → Ø u	arjuna uvāca	white, clear, Arjuna	Арджуна
1.21	√vac	उवाच​	uvāca		1v.1	Perf. P			√vac										he spoke	сказал
1.21	hṛṣīkeśa	हृषीकेशम्	hṛṣīkeśam		2n.1 m.				√hṛṣ			a	m			m	m t → ṃ t	hṛṣīkeśaṃ tadā vākyam idam āha mahī-pate	to Hṛṣīkeśa, to one with erect hair	Господу Кришне
1.21	tadā	तदा	tadā			av.													then	тогда
1.21	vākya	वाक्यम्	vākyam		2n.1 n.	PF			√vac			a	n						word, the speech	речь
1.21	idam	इदम्	idam		2n.1 n.							m	n						this	эту
1.21	√ah	आह​	āha		1v.1	Perf. P			√ah										he spoke	произнес
1.21	mahī-pati	महीपते	mahī-pate		8n.1 m.				√mah			i	m	TP					O lord of the earth	о царь.
1.21	senā	सेनयोः	senayoḥ		6n.2 f.							ā	f			h4	ḥ u → r u	senayor ubhayor madhye rathaṃ sthāpaya me ‘cyuta	of the two armies	армий
1.21	ubhā	उभयोः	ubhayoḥ		6n.2 f.	sn.						ā	f			h4	ḥ m → r m		of both	двух
1.21	madhya	मध्ये	madhye		7n.1 n.							a	n						in the middle, inside	между
1.21	ratha	रथम्	ratham		2n.1 m.							a	m			m	m s → ṃ s		chariot	колесницу
1.21	√sthā	स्थापय​	sthāpaya		2v.1	Imperat. caus. P			√sthā										cause to stand	останови
1.21	asmat	मे	me		6n.1	sn.						t				v2	e a → e '		my	мою
1.21	a-cyuta	अच्युत​	acyuta		8n.1 m.	PP			√cyu			a	m						O unfailling one	о непогрешимый
1.22	yāvat	यावत्	yāvat			av.										t1	t e → d e	yāvad etān nirīkṣe ‘haṃ yoddhu-kāmān avasthitān	as long as, as great	пока
1.22	etat	एतान्	etān		2n.3 m.	sn.						t	m						these	на этих
1.22	nir-√īkṣ	निरीक्षे	nirīkṣe		3v.1	Praes. A			√īkṣ							v2	e a → e '		I look at	гляжу
1.22	asmat	अहम्	aham		1n.1	sn.						t							I	я
1.22	yoddhu-kāma	योद्धुकामान्	yoddhu-kāmān		2n.3 m.				√yudh			a	m						those who are eager to fight	желающих сражаться
1.22	ava-sthita	अवस्थितान्	avasthitān		2n.3 m.	PP			√sthā			a	m						arrayed	выстроившихся на поле боя
1.22	kim	कैः	kaiḥ		3n.3 m.	sn.						m	m			h4	ḥ m → r m	kair mayā saha yoddhavyam asmin raṇa-samudyame	with whom	с которыми
1.22	asmat	मया	mayā		3n.1	sn.						t							by me	мной
1.22	saha	सह​	saha			av.													along with	вместе
1.22	yoddhavya	योद्धव्यम्	yoddhavyam		1n.1 n.	PF			√yudh			a	n						to be fought with	необходимость сражаться
1.22	idam	अस्मिन्	asmin		7n.1 m.	sn.						m	m						in this	в этой
1.22	raṇa-sam-ud-yama	रणसमुद्यमे	raṇa-samudyame		7n.1 m.				√raṇ			a	m	TP					in the engagement in battle	битвы в попытке.
1.23	yotsyamāna	योत्स्यमानान्	yotsyamānān		2n.3 m.	PPr Fut.			√yudh			a	m					yotsyamānān avekṣe ‘haṃ ya ete ‘tra samāgatāḥ	those who will be fighting	на тех, кто будет сражаться
1.23	ava-√īkṣ	अवेक्षे	avekṣe		3v.1	Praes. A			√īkṣ							v2	e a → e '		I look at	смотрю
1.23	asmat	अहम्	aham		1n.1	sn.						t							I	я
1.23	yat	ये	ye		1n.3 m.	sn.						t	m			v3	e e → a e		those who	которые
1.23	etat	एते	ete		1n.3 m.	sn.						t	m						these	эти
1.23	atra	अत्र​	atra			av.										v2	e a → e '		here	здесь
1.23	sam-āgata	समागताः	samāgatāḥ		1n.3 m.	PP			√gam			a	m						who are assembled	собравшиеся
1.23	dhārtarāṣṭra	धार्तराष्ट्रस्य​	dhārtarāṣṭrasya		6n.1 m.				√dhṛ			a	m					dhārtarāṣṭrasya dur-buddher yuddhe priya-cikīrṣavaḥ	of the son of Dhṛtarāṣṭra	сына царя Дхритараштры
1.23	dur-buddhi	दुर्बुद्धेः	durbuddheḥ		6n.1 m.				√budh			i	m			h4	ḥ y → r y		of one with bad intelligence, of avi-minded	злонравного
1.23	yuddha	युद्धे	yuddhe		7n.1 n.				√yudh			a	n						in battle	в битве
1.23	priya-cikīrṣu	प्रियचिकीर्षवः	priya-cikīrṣavaḥ		3n.1 m.				√prī			u	m	TP					those who desire to please	успеха желающие.
1.24	sam-jaya	सञ्जयः	saṁjayaḥ		1n.1 m.				√ji			a	m			h1	ḥ u → Ø u	saṃjaya uvāca	conquest, complete victory, Saṁjaya	Санджая
1.24	√vac	उवाच​	uvāca		1v.1	Perf. P			√vac										he spoke	сказал
1.24	evam	एवम्	evam			av.												evam ukto hṛṣīkeśo guḍākeśena bhārata	thus	таким образом
1.24	ukta	उक्तः	uktaḥ		1n.1 m.	PP			√vac			a	m			h3	ḥ h → o h		who is spoken to	тот, к которому была обращена просьба
1.24	hṛṣīkeśa	हृषीकेशः	hṛṣīkeśaḥ		1n.1 m.				√hṛṣ			a	m						erect hair, Hṛṣīkeśa	Господь Кришна
1.24	guḍākeśa	गुडाकेशेन​	guḍākeśena		3n.1 m.				√xīś			a	m						by one with thick hair	Арджуны
1.24	bhārata	भारत​	bhārata		8n.1 m.							a	m						O descendant of Bhārata	о потомок Бхараты
1.24	senā	सेनयोः	senayoḥ		6n.2 f.							ā	f			h4	ḥ u → r u	senayor ubhayor madhye sthāpayitvā rathottamam	of the two armies	армий
1.24	ubhā	उभयोः	ubhayoḥ		6n.2 f.	sn.						ā	f			h4	ḥ m → r m		of both	двух
1.24	madhya	मध्ये	madhye		7n.1 n.							a	n						in the middle, inside	между
1.24	√sthā	स्थापयित्वा	sthāpayitvā			absol. caus.			√sthā										after causing to stand	поставив
1.24	ratha-uttama	रथोत्तमम्	rathottamam		2n.1 m.							a	m						the excellent chariot	чудесную колесницу.
1.25	bhīṣma-droṇa-pramukhatas	भीष्मद्रोणप्रमुखतः	bhīṣma-droṇa-pramukhataḥ			av.			√bhī			s						bhīṣma-droṇa-pramukhataḥ sarveṣāṃ ca mahīkṣitām	in front of Bhīṣma and Droṇa	деда Бхишмы-учителя Дроны-перед лицом
1.25	sarva	सर्वेषाम्	sarveṣām		6n.3 m.	sn.						a	m			m	m c → ṃ c		of all these	всех
1.25	ca	च​	ca			av.													and	также
1.25	mahī-kṣit	महीक्षिताम्	mahī-kṣitām		6n.3 m.				√mah			t	m	TP					of those who rule the earth	повелителей мира
1.25	√vac	उवाच​	uvāca		1v.1	Perf. P			√vac									uvāca pārtha paśyaitān samavetān kurūn iti	he spoke	сказал
1.25	pārtha	पार्थ​	pārtha		8n.1 m.				√pṛth			a	m						O son of Pṛthā	о сын Притхи
1.25	√dṛś	पश्य​	paśya		2v.1	Imperat. P			√dṛś							v6	a e → ai		you must see	взгляни же
1.25	etat	एतान्	etān		2n.3 m.	sn.						t	m						these	на этих
1.25	samaveta	समवेतान्	samavetān		2n.3 m.	PP			√i			a	m						those who are assembled	собравшихся
1.25	kuru	कुरून्	kurūn		2n.3 m.							u	m						members of the Kuru dynasty	членов рода Куру
1.25	iti	इति	iti			av.						i							thus	так.
1.26	tatra	तत्र​	tatra			av.						a				v1	a a → ā	tatrāpaśyat sthitān pārthaḥ pitṝn atha pitā-mahān	there	там
1.26	√dṛś	अपश्यत्	apaśyat		1v.1	Imperf. P			√dṛś										he saw	увидел
1.26	sthita	स्थितान्	sthitān		2n.3 m.	PP			√sthā			a	m						situated	стоящих
1.26	pārtha	पार्थः	pārthaḥ		1n.1 m.				√pṛth			a	m						son of Pṛthā	Арджуна
1.26	pitṛ	पित्ṝन्	pitṝn		2n.3 m.							ṛ	m						fathers	отцов
1.26	atha	अथ​	atha			av.													then, now, moreover, certainly, rather	также
1.26	pitā-maha	पितामहान्	pitā-mahān		2n.3 m.				√mah			a	m						grandfathers	дедов
1.26	ācārya	आचार्यान्	ācāryān		2n.3 m.				√car			a	m					ācāryān mātulān bhrātṝn putrān pautrān sakhīṃs tathā	teachers	учителей
1.26	mātula	मातुलान्	mātulān		2n.3 m.							a	m						maternal uncles	дядьев по матери
1.26	bhrātṛ	भ्रात्ṝन्	bhrātṝn		2n.3 m.							ṛ	m						brothers	братьев
1.26	putra	पुत्रान्	putrān		2n.3 m.				√puṣ			a	m						sons	сыновей
1.26	pautra	पौत्रान्	pautrān		2n.3 m.				√puṣ			a	m						grandsons	внуков
1.26	sakhi	सखीन्	sakhīn		2n.3 m.				√sac			i	m			n3	n t → ṃs t		friends	друзей
1.26	tathā	तथा	tathā			av.													in that manner, so, in like manner	также
1.27	śvaśura	श्वशुरान्	śvaśurān		2n.3 m.							a	m					śvaśurān suhṛdaś caiva senayor ubhayor api	fathers-in-law	тестей
1.27	su-hṛd	सुहृदः	suhṛdaḥ		2n.3 m.							d	m			h5	ḥ c → ś c		well-wishers	доброжелателей
1.27	ca	च​	ca			av.						a				v6	a e → ai		and	также
1.27	eva	एव​	eva			av.													certainly, just, merely	безусловно
1.27	senā	सेनयोः	senayoḥ		7n.2 f.							ā	f			h4	ḥ u → r u		in the two armies	армий
1.27	ubhā	उभयोः	ubhayoḥ		7n.2 f.	sn.						ā	f			h4	ḥ r → r a		in both	обеих (враждующих сторон)
1.27	api	अपि	api			av.						i							although, moreover, besides, even	также.
1.27	tat	तान्	tān		2n.3 m.	sn.						t	m					tān samīkṣya sa kaunteyaḥ sarvān bandhūn avasthitān	them	их
1.27	sam-√īkṣ	समीक्ष्य​	samīkṣya			absol.			√īkṣ										after seeing	увидев
1.27	tat	सः	saḥ		1n.1 m.	sn.						t	m			h1	ḥ k → Ø k		he	он
1.27	kaunteya	कौन्तेय​:	kaunteyaḥ		1n.1 m.							a	m						son of Kuntī	сын Кунти
1.27	sarva	सर्वान्	sarvān		2n.3 m.	sn.						a	m						all	всех
1.27	bandhu	बन्धून्	bandhūn		2n.3 m.				√bandh			u	m						relatives	родственников
1.27	avasthita	अवस्थितान्	avasthitān		2n.3 m.	PP			√sthā			a	m						who are arrayed	находящихся
1.28	arjuna	अर्जुनः	arjunaḥ		1n.1 m.							a	m			h1	ḥ u → Ø u	arjuna uvāca	white, clear, Arjuna	Арджуна
1.28	√vac	उवाच​	uvāca		1v.1	Perf. P			√vac										he spoke	сказал
1.28	kṛpā	कृपया	kṛpayā		3n.1 f.				√kṛp			ā	f					kṛpayā parayāviṣṭo viṣīdann idam abravīt	with pity, compassion	состраданием
1.28	parā	परया	parayā		3n.1 f.							ā	f			v1	ā ā → ā		with great	огромным
1.28	āviṣṭa	आविष्टः	āviṣṭaḥ		1n.1 m.	PP			√viś			a	m			h3	ḥ v → o v		filled, subject to	преисполненный
1.28	viṣīdant	विषीदन्	viṣīdan		1n.1 m.	PPr act.			√sad			t	m			n1	n i → nn i		grieving	сокрушающийся
1.28	idam	इदम्	idam		2n.1 n.	sn.						m	n						this	это
1.28	√brū	अब्रवीत्	abravīt		1v.1 P	Imperf.			√brū										he spoke;	сказал.
1.28	√dṛś	दृष्ट्वा	dṛṣṭvā			absol.			√dṛś							v4	ā i → e	dṛṣṭvemān svajanān kṛṣṇa yuyutsūn samupasthitān	after seeing	увидев
1.28	idam	इमान्	imān		2n.3 m.	sn.						m	m						these	эту
1.28	sva-jana	स्वजनान्	sva-janān		2n.3 m.				√jan			a	m	TP					own people	родню
1.28	kṛṣṇa	कृष्ण​	kṛṣṇa		8n.1 m.							a	m						O dark one, O Kṛṣṇa	о Кришна
1.28	yuyutsu	युयुत्सून्	yuyutsūn		2n.3 m.	des.			√yudh			u	m						those desiring to fight	воинственно настроенную
1.28	sam-upa-sthita	समुपस्थितान्	samupasthitān		2n.3 m.	PP			√sthā			a	m						those assembled	расположенную
1.29	√sad	सीदन्ति	sīdanti		1v.3	Praes. P			√sad									sīdanti mama gātrāṇi mukhaṃ ca pariśuṣyati	they sink down	дрожат
1.29	asmat	मम​	mama		6n.1	sn.						t							my	мои
1.29	gātra	गात्राणि	gātrāṇi		1n.3 n.							a	n						limbs, the body	члены тела
1.29	mukha	मुखम्	mukham		1n.1 n.							a	n			m	m c → ṃ c		face, mouth	рот
1.29	ca	च​	ca			av.													and	и
1.29	pari-√śuṣ	परिशुष्यति	pariśuṣyati		1v.1	Praes. P			√śuṣ										it s drying up	пересыхает.
1.29	vepathu	वेपथुः	vepathuḥ		1n.1 m.				√xvip			u	m			h5	ḥ c → ś c	vepathuś ca śarīre me roma-harṣaś ca jāyate	trembling	дрожь
1.29	ca	च​	ca			av.													and	также
1.29	śarīra	शरीरे	śarīre		7n.1 n.				√śri			a	n						in the body	по телу
1.29	asmat	मे	me		6n.1	sn.						t							my	моему
1.29	roma-harṣa	रोमहर्षः	roma-harṣaḥ		1n.1 m.				√ruh			a	m	TP		h5	ḥ c → ś c		bristling of the hair	поднятие волос дыбом
1.29	ca	च​	ca			av.													and	также
1.29	√jan	जायते	jāyate		1v.1	Praes. A			√jan										it occurs	происходит
1.30	gāṇḍīva	गाण्डीवम्	gāṇḍīvam		2n.1 n.							a	n			m	m s → ṃ s	gāṇḍīvaṃ sraṃsate hastāt tvak caiva paridahyate	a bow, a bow  of Arjuna	знаменитый лук Арджуны
1.30	√sraṁs	स्रञ्सते	sraṁsate		1v.1	Praes. A			√sraṁs										it falls down	выпадает
1.30	hasta	हस्तात्	hastāt		5n.1 m.							a	m						from the hand	из руки
1.30	tvac	त्वक्	tvak		1n.1 f.							c	f						the skin	кожа
1.30	ca	च​	ca			av.						a				v6	a e → ai		and	также
1.30	eva	एव​	eva			av.													certainly, just, merely	конечно
1.30	pari-√dah	परिदह्यते	paridahyate		1v.1	Praes. pass.			√dah										is burned	горит.
1.30	na	न​	na			av.												na ca śaknomy avasthātuṃ bhramatīva ca me manaḥ	not	не
1.30	ca	च​	ca			av.													and	также
1.30	√śak	शक्नोमि	śaknomi		3v.1	Praes. P			√śak							v7	i a → y a		I am able	могу
