attested_form	dcs_lemma	dcs_upos	verdict	cell	cell_occ	generator_has	evidence_count	target_locus
amuṣyai	adas	PRON	coverage-hole	f.dat.sg	22		38	dcs:435155
ayāsi	ayās	ADJ	coverage-hole	m.loc.sg	21		38	dcs:669716
datraḥ	dattra	NOUN	coverage-hole	m.nom.sg	15		38	dcs:649064
nāsaḥ	nāsā	NOUN	coverage-hole	m.nom.sg	19		38	dcs:643265
padām	pada	NOUN	coverage-hole	f.acc.sg	16		38	dcs:650923
saṃpātam	sampāta	NOUN	slot-conflict	m.acc.sg	22	sampātam	38	dcs:728828
stomebhiḥ	stoma	NOUN	slot-conflict	m.instr.pl	29	stomaiḥ	38	dcs:651520
vaktrām	vaktra	NOUN	coverage-hole	f.acc.sg	19		38	dcs:568401
yajuṣṭaḥ	yajus	NOUN	slot-conflict	n.abl.sg	16	yajuṣaḥ	38	dcs:652168
yuvānā	yuvan	ADJ	coverage-hole	m.nom.du	8		38	dcs:651990
ākhyaiḥ	ākhyā	NOUN	coverage-hole	m.instr.pl	17		38	dcs:28472
śaṃbhunā	śambhu	NOUN	slot-conflict	m.instr.sg	31	śambhunā	38	dcs:766304
bhūyāṃsaṃ	bhūyas	ADJ	slot-conflict	m.acc.sg	16	bhūyasam	37	dcs:652536
dhūr	dhū	NOUN	lexicon-gap	f.nom.sg	23		37	dcs:671381
kiyantaḥ	kiyat	ADJ	coverage-hole	m.nom.pl	28		37	dcs:644098
paramārthataḥ	paramārtha	NOUN	slot-conflict	m.abl.sg	33	paramārthāt	37	dcs:555955
svayaṃbhuva	svayambhu	NOUN	slot-conflict	m.dat.sg	1	svayambhave	37	dcs:520396
vyāhṛtībhiḥ	vyāhṛti	NOUN	slot-conflict	f.instr.pl	26	vyāhṛtibhiḥ	37	dcs:436450_1
vīryān	vīrya	NOUN	coverage-hole	m.acc.pl	18		37	dcs:39990
aṅgīm	aṅga	ADJ	coverage-hole	f.acc.sg	18		36	dcs:94837
rājānā	rājan	NOUN	slot-conflict	m.nom.du	8	rājānau	36	dcs:686750
vaḍavā	vaḍabā	NOUN	slot-conflict	f.nom.sg	19	vaḍabā	36	dcs:76670
āyasām	āyasa	ADJ	coverage-hole	f.acc.sg	21		36	dcs:36436
ṛkta	ṛc	NOUN	slot-conflict	f.abl.sg	6	ṛcaḥ	36	dcs:652168
amuṣyām	adas	PRON	coverage-hole	f.loc.sg	19		35	dcs:651648
atichandāḥ	aticchandas	NOUN	slot-conflict	f.nom.sg	18	aticchandāḥ	35	dcs:651860
gāyatriyā	gāyatrī	NOUN	slot-conflict	f.instr.sg	14	gāyatryā	35	dcs:377621
martāsa	marta	NOUN	slot-conflict	m.nom.pl	7	martāḥ	35	dcs:639759
mūrdhanaḥ	mūrdhan	NOUN	slot-conflict	m.gen.sg	14	mūrdhnaḥ	35	dcs:31129
uc	ud	ADP	lexicon-gap	m.nom.sg	8		35	dcs:650987
vidvase	vidvas	ADJ	coverage-hole	m.dat.sg	22		35	dcs:570690
śīrṣata	śīrṣa	NOUN	slot-conflict	n.abl.sg	6	śīrṣāt	35	dcs:649888
abhidhānā	abhidhāna	NOUN	coverage-hole	f.nom.sg	11		34	dcs:30008
avajñam	avajñā	NOUN	coverage-hole	n.acc.sg	15		34	dcs:577991
aṅgulāni	aṅgula	NOUN	coverage-hole	n.nom.pl	9		34	dcs:29202
marutvāṁ	marutvat	ADJ	slot-conflict	m.nom.sg	17	marutvān	34	dcs:748727_1
mittra	mitra	NOUN	compound-member		11		34	dcs:613944
mṛtyunaḥ	mṛtyu	NOUN	slot-conflict	m.gen.sg	17	mṛtyoḥ	34	dcs:641955
narāṃ	nṛ	NOUN	slot-conflict	m.gen.pl	9	nṛṇām nṝṇām	34	dcs:716440
niṣ	niḥ	ADP	indeclinable		27		34	dcs:646374
parijmā	parijman	ADJ	coverage-hole	m.nom.sg	17		34	dcs:636713
pūrvakām	pūrvaka	ADJ	coverage-hole	f.acc.sg	17		34	dcs:331292
tanuvaḥ	tanū	NOUN	slot-conflict	f.nom.pl	18	tanvaḥ	34	dcs:670210_1
yuktitaḥ	yukti	NOUN	slot-conflict	f.abl.sg	26	yukteḥ yuktyāḥ	34	dcs:26819
ākhyau	ākhyā	NOUN	coverage-hole	m.nom.du	14		34	dcs:551800
ṣmā	sma	PART	indeclinable		27		34	dcs:641398
garīyān	garīyas	ADJ	coverage-hole	m.nom.sg	25		33	dcs:27291
japoḥ	jap	NOUN	lexicon-gap	m.gen.du	2		33	dcs:552338
mūlataḥ	mūla	NOUN	slot-conflict	n.abl.sg	19	mūlāt	33	dcs:29743
satra	sattra	NOUN	compound-member		16		33	dcs:651892
saṃbandhī	sambandhin	ADJ	slot-conflict	m.nom.sg	26	sambandhī	33	dcs:584087
striyai	strī	NOUN	coverage-hole	?.dat.sg	8		33	dcs:748894
amo	ama	NOUN	slot-conflict	m.nom.sg	29	amaḥ	32	dcs:651146
bhūyāṃsaḥ	bhūyas	ADJ	slot-conflict	m.nom.pl	25	bhūyasaḥ	32	dcs:651187
mahima	mahiman	NOUN	compound-member		16		32	dcs:89417
mīḍhva	mīḍhvas	ADJ	slot-conflict	m.voc.sg	1	mīḍhvan	32	dcs:651822
pratyayāni	pratyaya	NOUN	coverage-hole	n.nom.pl	16		32	dcs:642689
samyaksaṃbuddhena	samyaksambuddha	ADJ	slot-conflict	m.instr.sg	16	samyaksambuddhena	32	dcs:642901
stanām	stana	NOUN	coverage-hole	f.acc.sg	16		32	dcs:91745
vedasam	vedas	NOUN	coverage-hole	m.acc.sg	15		32	dcs:651953
vicārataḥ	vicāra	NOUN	slot-conflict	m.abl.sg	26	vicārāt	32	dcs:99051
yavīyān	yavīyas	ADJ	coverage-hole	m.nom.sg	27		32	dcs:490303
āyudhau	āyudha	NOUN	coverage-hole	m.nom.du	11		32	dcs:647040
amṛtāsaḥ	amṛta	ADJ	slot-conflict	m.nom.pl	17	amṛtāḥ	31	dcs:647327_1
ekasmai	eka	NUM	slot-conflict	m.dat.sg	18	ekāya	31	dcs:749453
guṇāni	guṇa	NOUN	coverage-hole	n.nom.pl	10		31	dcs:180949
maghāni	magha	NOUN	coverage-hole	n.acc.pl	15		31	dcs:597018
mantrataḥ	mantra	NOUN	slot-conflict	m.abl.sg	18	mantrāt	31	dcs:645592
prasādataḥ	prasāda	NOUN	slot-conflict	m.abl.sg	28	prasādāt	31	dcs:98411
putrāsaḥ	putra	NOUN	slot-conflict	m.nom.pl	22	putrāḥ	31	dcs:687773
saṃbandhi	sambandhin	ADJ	compound-member		11		31	dcs:642065
sāmbhiḥ	sāman	NOUN	slot-conflict	n.instr.pl	20	sāmabhiḥ	31	dcs:486233
uṣāsaḥ	uṣas	NOUN	slot-conflict	f.nom.pl	12	uṣasaḥ	31	dcs:647526
dhiyām	dhī	NOUN	coverage-hole	m.gen.pl	7		30	dcs:89172
ekaikasyāṃ	ekaika	PRON	coverage-hole	f.loc.sg	11		30	dcs:642998
kanīyāṃsam	kanīyas	ADJ	coverage-hole	m.acc.sg	13		30	dcs:651902_4
kṛtavarma	kṛtavarman	NOUN	compound-member		15		30	dcs:577003
māno	māna	NOUN	slot-conflict	m.nom.sg	27	mānaḥ	30	dcs:687540
mūtrāḥ	mūtra	NOUN	coverage-hole	m.nom.pl	13		30	dcs:35520
paśvaḥ	paśu	NOUN	slot-conflict	m.gen.sg	12	paśoḥ	30	dcs:636711
puruspṛham	puruspṛh	ADJ	coverage-hole	m.acc.sg	15		30	dcs:592887
rom	roman	NOUN	slot-conflict	n.nom.sg	10	roma	30	dcs:76372
svadhāvas	svadhāvat	ADJ	slot-conflict	m.voc.sg	29	svadhāvan	30	dcs:647683
un	ud	ADP	indeclinable		24		30	dcs:651255
vyacasam	vyacas	NOUN	coverage-hole	m.acc.sg	13		30	dcs:641669
ātmanau	ātman	NOUN	slot-conflict	m.nom.du	10	ātmānau	30	dcs:174310
pradhānataḥ	pradhāna	NOUN	slot-conflict	n.abl.sg	21	pradhānāt	29	dcs:519134
tamasas	tamas	NOUN	slot-conflict	n.abl.sg	19	tamasaḥ	29	dcs:647755
yathārhataḥ	yathārha	ADJ	slot-conflict	n.abl.sg	18	yathārhāt	29	dcs:40705
śirasta	śiras	NOUN	slot-conflict	n.abl.sg	5	śirasaḥ	29	dcs:435223
ayāsaḥ	ayās	ADJ	coverage-hole	m.nom.pl	10		28	dcs:687713
aṃśukā	aṃśuka	NOUN	coverage-hole	f.nom.sg	13		28	dcs:38565
chandasam	chandas	NOUN	coverage-hole	m.acc.sg	6		28	dcs:651056
nidraḥ	nidrā	NOUN	coverage-hole	m.nom.sg	14		28	dcs:484297
padoḥ	pad	NOUN	lexicon-gap	m.loc.du	5		28	dcs:648541_1
rādhasam	rādhas	NOUN	coverage-hole	m.acc.sg	14		28	dcs:752987_2
udā	uda	NOUN	coverage-hole	f.nom.sg	7		28	dcs:440527
vājebhiḥ	vāja	NOUN	slot-conflict	m.instr.pl	23	vājaiḥ	28	dcs:705724
vājāṁ	vāja	NOUN	slot-conflict	m.acc.pl	14	vājān	28	dcs:652903
vīrāsaḥ	vīra	NOUN	slot-conflict	m.nom.pl	14	vīrāḥ	28	dcs:648704
śīrṣāṇam	śīrṣan	NOUN	coverage-hole	m.acc.sg	14		28	dcs:484092
brāhmām	brāhma	ADJ	coverage-hole	f.acc.sg	25		27	dcs:483839
dhīrāsaḥ	dhīra	ADJ	slot-conflict	m.nom.pl	16	dhīrāḥ	27	dcs:650537_1
dvitīyasyāṃ	dvitīya	ADJ	coverage-hole	f.loc.sg	9		27	dcs:464587
prem	preman	NOUN	slot-conflict	n.nom.sg	15	prema	27	dcs:102903
rudrebhiḥ	rudra	NOUN	slot-conflict	m.instr.pl	19	rudraiḥ	27	dcs:648720
rāyas	rai	NOUN	slot-conflict	m.gen.sg	26	rāyaḥ	27	dcs:652055
saṃpattiḥ	sampatti	NOUN	slot-conflict	f.nom.sg	6	sampattiḥ	27	dcs:76741
upāyataḥ	upāya	NOUN	slot-conflict	m.abl.sg	15	upāyāt	27	dcs:521987
vidvasam	vidvas	ADJ	coverage-hole	m.acc.sg	21		27	dcs:570620_1
ārto	ārta	ADJ	slot-conflict	m.nom.sg	21	ārtaḥ	27	dcs:92424
adhiṣṭhānāḥ	adhiṣṭhāna	NOUN	coverage-hole	m.nom.pl	4		26	dcs:42685
akṣāyāḥ	akṣa	ADJ	coverage-hole	f.gen.sg	13		26	dcs:487768
aśram	asra	NOUN	slot-conflict	m.acc.sg	5	asram	26	dcs:520393
aṃśāni	aṃśa	NOUN	coverage-hole	n.acc.pl	7		26	dcs:33288
bastiḥ	vasti	NOUN	slot-conflict	m.nom.sg	19	vastiḥ	26	dcs:549934
bhāñji	bhāj	ADJ	coverage-hole	n.nom.pl	8		26	dcs:581442
devatam	devatā	NOUN	coverage-hole	n.nom.sg	7		26	dcs:727683
duṣvapnyam	duḥṣvapnya	NOUN	slot-conflict	n.acc.sg	11	duḥṣvapnyam	26	dcs:646950_1
kasyām	ka	PRON	coverage-hole	f.loc.sg	13		26	dcs:527056
kiyān	kiyat	ADJ	coverage-hole	m.nom.sg	13		26	dcs:33970
lakṣmāṇam	lakṣman	NOUN	coverage-hole	f.acc.sg	9		26	dcs:737320
maghavn	maghavan	NOUN	slot-conflict	m.voc.sg	20	maghavan	26	dcs:473833_1
mūrcchāṃ	mūrchā	NOUN	slot-conflict	f.acc.sg	19	mūrchām	26	dcs:59130
nāsam	nāsā	NOUN	coverage-hole	m.acc.sg	9		26	dcs:484245
prajñācakṣūḥ	prajñācakṣus	NOUN	slot-conflict	m.nom.sg	20	prajñācakṣuḥ	26	dcs:575081
rākṣasām	rākṣasa	NOUN	coverage-hole	f.acc.sg	21		26	dcs:522219
saṃbhāram	sambhāra	NOUN	slot-conflict	m.acc.sg	10	sambhāram	26	dcs:669917
saṃbodhi	sambodhi	NOUN	compound-member		11		26	dcs:644694
saṃmanasaḥ	sammanas	ADJ	slot-conflict	m.nom.pl	7	sammanasaḥ	26	dcs:647725
spṛham	spṛhā	NOUN	coverage-hole	n.acc.sg	8		26	dcs:585009
āyatanā	āyatana	NOUN	coverage-hole	f.nom.sg	6		26	dcs:748939
agruvaḥ	agru	ADJ	coverage-hole	f.nom.pl	10		25	dcs:646609_1
dhenvaḥ	dhenu	NOUN	slot-conflict	f.gen.sg	18	dhenoḥ dhenvāḥ	25	dcs:466181
jyāyāṃsaṃ	jyāyas	ADJ	slot-conflict	m.acc.sg	5	jyāyasam	25	dcs:662425
patnayaḥ	patnī	NOUN	slot-conflict	f.nom.pl	15	patnyaḥ	25	dcs:672912
saṃbhramam	sambhrama	NOUN	slot-conflict	n.acc.sg	8	sambhramam	25	dcs:580728
valagān	valaga	NOUN	coverage-hole	m.acc.pl	12		25	dcs:675228
śubhas	śubh	NOUN	slot-conflict	f.gen.sg	21	śubhaḥ	25	dcs:636160
apāt	apa	NOUN	coverage-hole	m.abl.sg	4		24	dcs:590436
aṣṭāpadī	aṣṭāpada	ADJ	coverage-hole	f.nom.sg	10		24	dcs:687169
bodhisatvāḥ	bodhisattva	NOUN	slot-conflict	m.nom.pl	12	bodhisattvāḥ	24	dcs:365006
ekatamam	ekatama	ADJ	coverage-hole	n.acc.sg	5		24	dcs:386339
haviṣam	havis	NOUN	coverage-hole	f.acc.sg	11		24	dcs:687902
kuvit	kuvid	PART	compound-member		1		24	dcs:647454
nāmānaḥ	nāman	NOUN	coverage-hole	m.nom.pl	12		24	dcs:650817
parvā	parvan	NOUN	coverage-hole	m.nom.sg	7		24	dcs:640229
patrāḥ	pattra	NOUN	coverage-hole	f.nom.pl	8		24	dcs:648866
peśasam	peśas	NOUN	coverage-hole	m.acc.sg	6		24	dcs:649688
pūjanām	pūjanī	NOUN	slot-conflict	f.acc.sg	12	pūjanīm	24	dcs:644096
sahasas	sahas	NOUN	slot-conflict	n.gen.sg	13	sahasaḥ	24	dcs:649527
samyaksaṃbodhaye	samyaksambodhi	NOUN	slot-conflict	f.dat.sg	12	samyaksambodhaye samyaksambodhyai	24	dcs:644705
satreṣu	sattra	NOUN	slot-conflict	n.loc.pl	14	sattreṣu	24	dcs:749568
saṃbandhāt	sambandha	NOUN	slot-conflict	m.abl.sg	13	sambandhāt	24	dcs:98937
stambho	stambha	NOUN	slot-conflict	m.nom.sg	22	stambhaḥ	24	dcs:590504
udām	uda	NOUN	coverage-hole	f.acc.sg	12		24	dcs:197686
ukthebhiḥ	uktha	NOUN	slot-conflict	n.instr.pl	15	ukthaiḥ	24	dcs:742765
vasanau	vasana	NOUN	coverage-hole	m.nom.du	12		24	dcs:473812_1
vṛdham	vṛdh	ADJ	lexicon-gap	m.acc.sg	10		24	dcs:647549
yajani	yajana	ADJ	coverage-hole	f.voc.sg	12		24	dcs:437397
ārttim	ārti	NOUN	slot-conflict	f.acc.sg	12	ārtim	24	dcs:687908
āsthaḥ	āsthā	NOUN	coverage-hole	m.nom.sg	11		24	dcs:477537
śaṃbhave	śambhu	NOUN	slot-conflict	m.dat.sg	21	śambhave	24	dcs:624776
adevīḥ	adeva	ADJ	coverage-hole	f.acc.pl	13		23	dcs:652590
anyonyasmin	anyonya	PRON	coverage-hole	m.loc.sg	10		23	dcs:651214
bhūyasīm	bhūyas	ADJ	slot-conflict	f.acc.sg	11	bhūyasam	23	dcs:641772
pāma	pāman	NOUN	compound-member		11		23	dcs:76278
saṃbandhe	sambandha	NOUN	slot-conflict	m.loc.sg	14	sambandhe	23	dcs:169508
saṃmoham	sammoha	NOUN	slot-conflict	m.acc.sg	10	sammoham	23	dcs:570303
bodhisatva	bodhisattva	NOUN	slot-conflict	m.nom.sg	2	bodhisattvaḥ	22	dcs:667749
bodhisatvena	bodhisattva	NOUN	slot-conflict	m.instr.sg	11	bodhisattvena	22	dcs:365006
bṛṃhaṇī	bṛṃhaṇa	ADJ	coverage-hole	f.nom.sg	19		22	dcs:27184
dvīpām	dvīpa	NOUN	coverage-hole	f.acc.sg	11		22	dcs:521379
iṣṭaka	iṣṭakā	NOUN	compound-member		3		22	dcs:737344
iṣṭakān	iṣṭakā	NOUN	coverage-hole	m.acc.pl	11		22	dcs:503665
kathaḥ	kathā	NOUN	coverage-hole	m.nom.sg	11		22	dcs:88039
marmā	marman	NOUN	coverage-hole	m.nom.sg	11		22	dcs:487867
mātṛtaḥ	mātṛ	NOUN	slot-conflict	m.abl.sg	15	mātuḥ	22	dcs:63011
mūrdhajām	mūrdhaja	NOUN	coverage-hole	f.acc.sg	11		22	dcs:527847
naavaḥ	nau	NOUN	slot-conflict	f.nom.pl	17	nāvaḥ	22	dcs:75581
nyāyataḥ	nyāya	NOUN	slot-conflict	m.abl.sg	16	nyāyāt	22	dcs:575729
nāmnau	nāman	NOUN	coverage-hole	m.nom.du	10		22	dcs:528841
parvāṇaḥ	parvan	NOUN	coverage-hole	m.nom.pl	11		22	dcs:40959
patre	pattra	NOUN	slot-conflict	n.loc.sg	11	pattre	22	dcs:552296
saṃbahulāḥ	sambahula	ADJ	slot-conflict	m.nom.pl	11	sambahulāḥ	22	dcs:654985
saṃkhyebhiḥ	saṃkhyā	NOUN	coverage-hole	n.instr.pl	11		22	dcs:36353
saṃpraiṣau	sampraiṣa	NOUN	slot-conflict	m.nom.du	10	sampraiṣau	22	dcs:746944
svavāṁ	svavat	ADJ	slot-conflict	m.nom.sg	11	svavān	22	dcs:637119
uṣāsaṃ	uṣas	NOUN	slot-conflict	f.acc.sg	1	uṣasam	22	dcs:648650
varṇataḥ	varṇa	NOUN	slot-conflict	m.abl.sg	19	varṇāt	22	dcs:506292
vāmataḥ	vāmatas	ADV	coverage-hole	n.abl.sg	2		22	dcs:465946
vārṣikām	vārṣika	ADJ	coverage-hole	f.acc.sg	12		22	dcs:452798
āūm	oṃ	INTJ	indeclinable		11		22	dcs:628962_1
īkṣaṇau	īkṣaṇa	NOUN	coverage-hole	m.nom.du	10		22	dcs:92419
śaṃbhuṃ	śambhu	NOUN	slot-conflict	m.acc.sg	15	śambhum	22	dcs:759315
dadhani	dadhi	NOUN	slot-conflict	n.loc.sg	11	dadhini	21	dcs:687691
devānt	deva	NOUN	slot-conflict	m.acc.pl	20	devān	21	dcs:638853
ekāntataḥ	ekānta	NOUN	slot-conflict	m.abl.sg	4	ekāntāt	21	dcs:87226
haviṣmāṁ	haviṣmat	ADJ	slot-conflict	m.nom.sg	10	haviṣmān	21	dcs:671171
kāñcanām	kāñcana	ADJ	coverage-hole	f.acc.sg	19		21	dcs:585034
niyogataḥ	niyoga	NOUN	slot-conflict	m.abl.sg	18	niyogāt	21	dcs:98717
parvatāsaḥ	parvata	NOUN	slot-conflict	m.nom.pl	16	parvatāḥ	21	dcs:597186
patraiḥ	pattra	NOUN	slot-conflict	n.instr.pl	16	pattraiḥ	21	dcs:656460
sakhāyā	sakhi	NOUN	slot-conflict	m.nom.du	6	sakhī	21	dcs:636113
viṣṇav	viṣṇu	NOUN	slot-conflict	m.voc.sg	20	viṣṇo	21	dcs:670942
śacīvas	śacīvat	ADJ	slot-conflict	m.voc.sg	12	śacīvan	21	dcs:726371_1
abhisaṃbodhana	abhisambodhana	NOUN	compound-member		10		20	dcs:643800
adhyāśayataḥ	adhyāśaya	NOUN	slot-conflict	m.abl.sg	10	adhyāśayāt	20	dcs:644125
ambam	ambā	NOUN	coverage-hole	m.acc.sg	10		20	dcs:452450
apas	ap	NOUN	coverage-hole	f.acc.pl	15		20	dcs:648644
apekṣāt	apekṣā	NOUN	coverage-hole	m.abl.sg	10		20	dcs:480707
arthataḥ	artha	NOUN	slot-conflict	m.abl.sg	13	arthāt	20	dcs:555597
avaśyaṃbhāvīni	avaśyambhāvin	ADJ	slot-conflict	n.nom.pl	10	avaśyambhāvīni	20	dcs:642689
aṇīyān	aṇīyas	ADJ	coverage-hole	m.nom.sg	14		20	dcs:727049
bhvaḥ	bhū	NOUN	lexicon-gap	m.nom.pl	8		20	dcs:358988
candrikam	candrikā	NOUN	coverage-hole	n.acc.sg	5		20	dcs:29395
dasyūṃr	dasyu	NOUN	slot-conflict	m.acc.pl	12	dasyūn	20	dcs:634847
dātrī	dātṛ	ADJ	coverage-hole	f.nom.sg	10		20	dcs:645852
iyantaṃ	iyat	ADJ	coverage-hole	m.acc.sg	4		20	dcs:645151
janmānaḥ	janman	NOUN	coverage-hole	m.nom.pl	10		20	dcs:390215
kalaśāṁ	kalaśa	NOUN	slot-conflict	m.acc.pl	10	kalaśān	20	dcs:641834
karaṇām	karaṇa	ADJ	coverage-hole	f.acc.sg	10		20	dcs:166722
karo	kara	NOUN	slot-conflict	m.nom.sg	14	karaḥ	20	dcs:75283
paramasyāḥ	parama	ADJ	coverage-hole	f.abl.sg	10		20	dcs:633913
pāṇiyoḥ	pāṇi	NOUN	slot-conflict	m.gen.du	7	pāṇyoḥ	20	dcs:31308
retasam	retas	NOUN	coverage-hole	m.acc.sg	10		20	dcs:748773_1
saṃbandhāḥ	sambandha	NOUN	slot-conflict	m.nom.pl	8	sambandhāḥ	20	dcs:485830
saṃbhāreṣu	sambhāra	NOUN	slot-conflict	m.loc.pl	13	sambhāreṣu	20	dcs:727474_1
saṃbhārāṇi	sambhāra	NOUN	coverage-hole	n.nom.pl	10		20	dcs:642689
saṃdarśayitrī	saṃdarśayitṛ	ADJ	slot-conflict	f.nom.sg	10	saṃdarśayitā	20	dcs:645852
stomāsa	stoma	NOUN	slot-conflict	m.nom.pl	3	stomāḥ	20	dcs:729887
tanūnapād	tanūnapāt	NOUN	slot-conflict	m.nom.sg	9	tanūnapāt	20	dcs:650555
tejasau	tejas	NOUN	coverage-hole	m.nom.du	9		20	dcs:618616
udakām	udaka	NOUN	coverage-hole	f.acc.sg	10		20	dcs:763620
vibhvaḥ	vibhu	ADJ	slot-conflict	m.nom.pl	3	vibhavaḥ	20	dcs:697213_1
viṣayāṇi	viṣaya	NOUN	coverage-hole	n.nom.pl	9		20	dcs:553050
viṣphuliṅgāḥ	visphuliṅga	NOUN	slot-conflict	m.nom.pl	13	visphuliṅgāḥ	20	dcs:570906
vālakhilyān	vālakhilya	NOUN	coverage-hole	m.acc.pl	10		20	dcs:92799
ābharaṇām	ābharaṇa	NOUN	coverage-hole	f.acc.sg	10		20	dcs:95372
ākhyān	ākhyā	NOUN	coverage-hole	m.acc.pl	10		20	dcs:484602
ūdhani	ūdhas	NOUN	slot-conflict	n.loc.sg	10	ūdhasi	20	dcs:636983
asthnām	asthi	NOUN	slot-conflict	n.gen.pl	6	asthīnām	19	dcs:687266
aśvebhiḥ	aśva	NOUN	slot-conflict	m.instr.pl	16	aśvaiḥ	19	dcs:649347
balīyān	balīyas	ADJ	coverage-hole	m.nom.sg	12		19	dcs:205978
chandassu	chandas	NOUN	slot-conflict	n.loc.pl	14	chandaḥsu	19	dcs:651574
hriyaṃ	hrī	NOUN	slot-conflict	f.acc.sg	3	hrīm	19	dcs:586032
manasas	manas	NOUN	slot-conflict	n.gen.sg	14	manasaḥ	19	dcs:649941
sakhāyau	sakhi	NOUN	slot-conflict	m.nom.du	11	sakhī	19	dcs:649255
saṃpāta	sampāta	NOUN	compound-member		5		19	dcs:748888
taruṇām	taruṇa	ADJ	coverage-hole	f.acc.sg	16		19	dcs:575694
vadanān	vadana	NOUN	coverage-hole	m.acc.pl	8		19	dcs:574870
yajñebhiḥ	yajña	NOUN	slot-conflict	m.instr.pl	14	yajñaiḥ	19	dcs:651780
śukrāsaḥ	śukra	ADJ	slot-conflict	m.nom.pl	11	śukrāḥ	19	dcs:660368
ṛtūṃr	ṛtu	NOUN	slot-conflict	m.acc.pl	10	ṛtūn	19	dcs:635958
achāvākasya	acchāvāka	NOUN	slot-conflict	m.gen.sg	9	acchāvākasya	18	dcs:651374
anarvāṇaṃ	anarvan	ADJ	coverage-hole	m.acc.sg	5		18	dcs:690387
atichandasā	aticchandas	NOUN	slot-conflict	f.instr.sg	5	aticchandasā	18	dcs:749255_1
aṇīyasam	aṇīyas	ADJ	coverage-hole	m.acc.sg	11		18	dcs:578473
daṃpatyoḥ	dampati	NOUN	slot-conflict	m.gen.du	11	dampatyoḥ	18	dcs:613538
ekaikasyāḥ	ekaika	PRON	coverage-hole	f.gen.sg	9		18	dcs:569524_1
hotaḥ	hotṛ	NOUN	slot-conflict	m.voc.sg	16	hotar	18	dcs:652494
indrayavāḥ	indrayava	NOUN	coverage-hole	m.nom.pl	6		18	dcs:34292
kartri	kartṛ	ADJ	slot-conflict	m.loc.sg	13	kartari	18	dcs:518593_1
kartrī	kartṛ	ADJ	slot-conflict	f.nom.sg	9	kartā	18	dcs:529778
kṣetrāḥ	kṣetra	NOUN	coverage-hole	m.nom.pl	6		18	dcs:387458
maghoni	maghavan	ADJ	coverage-hole	f.voc.sg	10		18	dcs:96038
manaskāḥ	manaska	NOUN	coverage-hole	m.nom.pl	8		18	dcs:644338
prabhṛtinā	prabhṛti	NOUN	coverage-hole	n.instr.sg	7		18	dcs:672247
prapharvyaṃ	prapharvī	NOUN	slot-conflict	f.acc.sg	8	prapharvīm	18	dcs:648473
praṇāśanām	praṇāśana	ADJ	coverage-hole	f.acc.sg	9		18	dcs:33047
priyāsaḥ	priya	ADJ	slot-conflict	m.nom.pl	10	priyāḥ	18	dcs:648704
purīṣāḥ	purīṣa	NOUN	coverage-hole	m.nom.pl	6		18	dcs:27173
rathebhiḥ	ratha	NOUN	slot-conflict	m.instr.pl	12	rathaiḥ	18	dcs:686677
ratnām	ratna	NOUN	coverage-hole	f.acc.sg	9		18	dcs:522886
rātriyā	rātri	NOUN	slot-conflict	f.abl.sg	5	rātreḥ rātryāḥ	18	dcs:659572
sahīyān	sahīyas	ADJ	coverage-hole	m.nom.sg	10		18	dcs:650416
samyaksaṃbodhiḥ	samyaksambodhi	NOUN	slot-conflict	f.nom.sg	8	samyaksambodhiḥ	18	dcs:644087
saṃmārjana	sammārjana	NOUN	compound-member		9		18	dcs:518828
saṃpriyaḥ	sampriya	ADJ	slot-conflict	m.nom.sg	9	sampriyaḥ	18	dcs:676860
sānavi	sānu	NOUN	slot-conflict	m.loc.sg	7	sānau	18	dcs:598861_2
sīmataḥ	sīman	NOUN	slot-conflict	n.abl.sg	9	sīmnaḥ	18	dcs:647672
turāsa	tura	ADJ	slot-conflict	m.nom.pl	2	turāḥ	18	dcs:702129
tṛṣṇaḥ	tṛṣṇā	NOUN	coverage-hole	m.nom.sg	9		18	dcs:555855
vaṅkṣaṇau	vaṅkṣaṇa	NOUN	coverage-hole	m.nom.du	5		18	dcs:30733
vegataḥ	vega	NOUN	slot-conflict	m.abl.sg	11	vegāt	18	dcs:531881
vibhvam	vibhu	ADJ	slot-conflict	m.acc.sg	9	vibhum	18	dcs:650408_1
vidathā	vidatha	NOUN	slot-conflict	n.acc.pl	7	vidathāni	18	dcs:635436
ākhyāt	ākhyā	NOUN	coverage-hole	m.abl.sg	5		18	dcs:615799
ānanau	ānana	NOUN	coverage-hole	m.nom.du	7		18	dcs:763330
ātmnaḥ	ātman	NOUN	slot-conflict	m.acc.pl	12	ātmanaḥ	18	dcs:90723
śavasas	śavas	NOUN	slot-conflict	n.gen.sg	13	śavasaḥ	18	dcs:684826
adūrataḥ	adūra	ADJ	slot-conflict	n.abl.sg	12	adūrāt	17	dcs:543239
amūni	adas	PRON	coverage-hole	n.nom.pl	7		17	dcs:573027
avatārāṇi	avatāra	NOUN	coverage-hole	n.acc.pl	5		17	dcs:454621
ayatnataḥ	ayatna	NOUN	slot-conflict	m.abl.sg	10	ayatnāt	17	dcs:644520
bhagavas	bhagavat	ADJ	slot-conflict	m.voc.sg	15	bhagavan	17	dcs:646935_3
bhāratām	bhārata	ADJ	coverage-hole	f.acc.sg	17		17	dcs:574477
