mandala	sukta	verse	pada_letter	pratika	full_citation
1	7	1	b	indram arkebhir arkiṇaḥ	RV.1.7.1b; AVŚ.20.38.4b; 47.4b; 70.7b; SV.1.198b; 2.146b; TS.1.6.12.2b; MS.2.13.6b: 154.15; KS.8.16b; 39.12b; TB.1.5.8.2b
1	7	1	c	indraṃ vāṇīr anūṣata	RV.1.7.1c; AVŚ.20.38.4c; 47.4c; 70.7c; SV.1.198c; 2.146c; TS.1.6.12.2c; MS.2.13.6c: 154.16; KS.8.16c; 39.12c; TB.1.5.8.2c
1	7	2	a	indra id dharyoḥ sacā	RV.1.7.2a; AVŚ.20.38.5a; 47.5a; 70.8a; SV.2.147a; ArS.2.3a; MS.2.13.6a: 155.3; KS.39.12a; TB.1.5.8.2a
1	7	2	b	saṃmiśla (MS. °lā) ā vacoyujā	RV.1.7.2b; AVŚ.20.38.5b; 47.5b; 70.8b; SV.2.147b; ArS.2.3b; MS.2.13.6b: 155.3; KS.39.12b; TB.1.5.8.2b
1	7	2	c	indro vajrī hiraṇyayaḥ	RV.1.7.2c; AVŚ.20.38.5c; 47.5c; 70.8c; SV.1.289d; 2.147c; ArS.2.3c; MS.2.13.6c: 155.4; KS.39.12c; TB.1.5.8.2c. See vajrī ratho hiraṇyayaḥ, and cf. indro na vajrī
1	7	3	a	indro dīrghāya cakṣase	RV.1.7.3a; AVŚ.20.38.6a; 47.6a; 70.9a; SV.2.149a; MS.2.13.6a: 155.1; TB.1.5.8.2a
1	7	3	b	ā sūryaṃ rohayad divi	RV.1.7.3b; AVŚ.20.38.6b; 47.6b; 70.9b; SV.2.149b; MS.2.13.6b: 155.1; TB.1.5.8.2b
1	7	3	c	vi gobhir adrim airayat	RV.1.7.3c; AVŚ.20.38.6c; 47.6c; 70.9c; SV.2.149c; MS.2.13.6c: 155.2; TB.1.5.8.2c
1	7	4	a	indra vājeṣu no’va (KS. vaha; TB. ava)	RV.1.7.4a; AVŚ.20.70.10a; SV.2.148a; ArS.2.4a; MS.2.13.6a: 155.5; KS.39.12a; TB.1.5.8.2a. P: indra vājeṣu ŚŚ.9.10.2
1	7	4	b	sahasrapradhaneṣu ca	RV.1.7.4b; AVŚ.20.70.10b; SV.2.148b; ArS.2.4b; MS.2.13.6b: 155.5; KS.39.12b; TB.1.5.8.2b
1	7	4	c	ugra ugrābhir ūtibhiḥ	RV.1.7.4c; AVŚ.20.70.10c; SV.2.148c; ArS.2.4c; MS.2.13.6c: 155.6; KS.39.12c; TB.1.5.8.3c. Cf. ugrābhir
1	7	5	a	indraṃ vayaṃ mahādhane	RV.1.7.5a; AVŚ.20.70.11a; SV.1.130a; TB.2.7.13.1a; ŚŚ.9.26.3
1	7	5	b	indram arbhe havāmahe	RV.1.7.5b; AVŚ.20.70.11b; SV.1.130b; TB.2.7.13.1b
1	7	5	c	yujaṃ vṛtreṣu vajriṇam	RV.1.7.5c; AVŚ.20.70.11c; SV.1.130c; TB.2.7.13.1c
1	7	6	a	sa no vṛṣann amuṃ carum	RV.1.7.6a; AVŚ.20.70.12a; SV.2.971a
1	7	6	b	satrādāvann apā vṛdhi	RV.1.7.6b; AVŚ.20.70.12b; SV.2.971b
1	7	6	c	asmabhyam apratiṣkutaḥ	RV.1.7.6c; AVŚ.20.70.12c; SV.2.971c; N.6.16
1	7	7	a	tuñje-tuñje ya uttare	RV.1.7.7a; AVŚ.20.70.13a; N.6.18a
1	7	7	b	stomā indrasya vajriṇaḥ	RV.1.7.7b; AVŚ.20.70.13b; N.6.18b
1	7	7	c	na vindhe asya suṣṭutim	RV.1.7.7c; AVŚ.20.70.13c; N.6.18c
1	7	8	a	vṛṣā yūtheva vaṃsagaḥ	RV.1.7.8a; AVŚ.20.70.14a; SV.2.972a
1	7	8	b	kṛṣṭīr iyarty ojasā	RV.1.7.8b; AVŚ.20.70.14b; SV.2.972b
1	7	8	c	īśāno apratiṣkutaḥ	RV.1.7.8c; AVŚ.20.70.14c; SV.2.972c
1	7	9	a	ya ekaś carṣaṇīnām	RV.1.7.9a; 176.2b; AVŚ.20.70.15a
1	7	9	b	vasūnām irajyati	RV.1.7.9b; AVŚ.20.70.15b
1	7	9	c	indraḥ pañca kṣitīnām	RV.1.7.9c; AVŚ.20.70.15c
1	7	10	a	indraṃ vo viśvatas pari	RV.1.7.10a; AVŚ.20.39.1a; 70.16a; SV.2.970a; TS.1.6.12.1a; 2.1.11.1; 3.14.1; 3.1.11.4; 4.3.13.8; MS.4.11.4a: 170.9; KS.8.17a; AB.6.6.3; GB.2.5.12; AŚ.6.5.2; 7.2.10; ApŚ.9.20.6 (comm.); MŚ.5.1.7.2; –8.11.5; Vait.35.10; 39.10. P: indraṃ vo viśvataḥ ŚŚ.1.8.14; 9.27.2 (comm.)
1	7	10	b	havāmahe janebhyaḥ	RV.1.7.10b; AVŚ.20.39.1b; 70.16b; SV.2.970b; TS.1.6.12.1b; MS.4.11.4b: 170.9; KS.8.17b; AB.6.6.3; GB.2.5.12
1	7	10	c	asmākam astu kevalaḥ	RV.1.7.10c; 13.10c; AVŚ.20.39.1c; 70.16c; AVP.5.4.9c; SV.2.970c; TS.1.6.12.1c; 3.1.11.1c; MS.4.11.4c: 170.10; 4.13.10c: 213.4; KS.8.17c; TB.2.4.3.2c
1	8	1	a	endra sānasiṃ rayim	RV.1.8.1a; AVŚ.20.70.17a; SV.1.129a; TS.3.4.11.3a; MS.4.12.3a: 184.13; KS.8.17a; 26.11; TB.3.5.7.3a; AA.5.2.5.2; AŚ.1.6.1. P: endra sānasim AŚ.6.4.10; ŚŚ.1.8.12; 9.12.2
1	8	1	b	sajitvānaṃ sadāsaham	RV.1.8.1b; AVŚ.20.70.17b; SV.1.129b; TS.3.4.11.4b; MS.4.12.3b: 184.13; KS.8.17b; TB.3.5.7.4b
1	8	1	c	varṣiṣṭham ūtaye bhara	RV.1.8.1c; AVŚ.20.70.17c; SV.1.129c; TS.3.4.11.4c; MS.4.12.3c: 184.14; KS.8.17c; TB.3.5.7.4c
1	8	2	a	ni yena muṣṭihatyayā	RV.1.8.2a; AVŚ.20.17.18a
1	8	2	b	ni vṛtrā ruṇadhāmahai	RV.1.8.2b; AVŚ.20.70.18b
1	8	2	c	tvotāso ny arvatā	RV.1.8.2c; AVŚ.20.70.18c
1	8	3	a	indra tvotāsa ā vayam	RV.1.8.3a; AVŚ.20.70.19a
1	8	3	b	vajraṃ ghanā dadīmahi	RV.1.8.3b; AVŚ.20.17.19b
1	8	3	c	jayema saṃ yudhi spṛdhaḥ	RV.1.8.3c; AVŚ.20.70.19c
1	8	4	a	vayaṃ śūrebhir astṛbhiḥ	RV.1.8.4a; AVŚ.20.70.20a
1	8	4	b	indra tvayā yujā vayam	RV.1.8.4b; AVŚ.20.70.20b
1	8	4	c	sāsahyāma pṛtanyataḥ	RV.1.8.4c; 8.40.7d; 9.61.29c; AVŚ.20.70.20c; SV.2.129b; TS.3.5.3.2b; KS.4.4b. See under ava bādhe pṛ°
1	8	5	a	mahāṃ indraḥ paraś ca nu (SV. puraś ca naḥ)	RV.1.8.5a; AVŚ.20.71.1a; SV.1.166a
1	8	5	b	mahitvam astu vajriṇe	RV.1.8.5b; AVŚ.20.71.1b; SV.1.166b
1	8	5	c	dyaur na prathinā śavaḥ	RV.1.8.5c; 8.56 (Vāl.8).1c; AVŚ.20.71.1c; SV.1.166c
1	8	6	a	samohe vā ya āśata	RV.1.8.6a; AVŚ.20.71.2a
1	8	6	b	naras tokasya sanitau	RV.1.8.6b; AVŚ.20.71.2b
1	8	6	c	viprāso vā dhiyāyavaḥ	RV.1.8.6c; AVŚ.20.71.2c
1	8	7	a	yaḥ kukṣiḥ somapātamaḥ	RV.1.8.7a; AVŚ.20.71.3a
1	8	7	b	samudra iva pinvate	RV.1.8.7b; 8.12.5b; AVŚ.20.71.3b
1	8	7	c	urvīr āpo na kākudaḥ	RV.1.8.7c; AVŚ.20.71.3c
1	8	8	a	evā hy asya sūnṛtā	RV.1.8.8a; AVŚ.20.60.4a; 71.4a; AŚ.7.8.2; ŚŚ.12.12.1
1	8	8	b	virapśī gomatī mahī	RV.1.8.8b; AVŚ.20.60.4b; 71.4b
1	8	8	c	pakvā śākhā na dāśuṣe	RV.1.8.8c; AVŚ.20.60.4c; 71.4c
1	8	9	a	evā hi te vibhūtayaḥ	RV.1.8.9a; AVŚ.20.60.5a; 71.5a
1	8	9	b	ūtaya indra māvate	RV.1.8.9b; AVŚ.20.60.5b; 71.5b
1	8	9	c	sadyaś cit santi dāśuṣe	RV.1.8.9c; AVŚ.20.60.5c; 71.5c
1	8	10	a	evā hy asya kāmyā	RV.1.8.10a; AVŚ.20.60.6a; 71.6a
1	8	10	b	stoma ukthaṃ ca śaṃsyā (AŚ. cākanat)	RV.1.8.10b; AVŚ.20.60.6b; 71.6b; AŚ.8.11.4b. See next, and stomam ukthaṃ
1	8	10	c	indrāya somapītaye	RV.1.8.10c; AVŚ.20.60.6c; 71.6c
1	9	1	a	indrehi matsy andhasaḥ	RV.1.9.1a; AVŚ.20.71.7a; SV.1.180a; VS.33.25a; AŚ.6.4.10; Svidh.3.1.7. P: indrehi matsi ŚŚ.9.14.1,2
1	9	1	b	viśvebhiḥ somaparvabhiḥ	RV.1.9.1b; AVŚ.20.71.7b; SV.1.180b; VS.33.25b
1	9	1	c	mahāṃ abhiṣṭir ojasā	RV.1.9.1c; AVŚ.20.71.7c; SV.1.180c; VS.33.25c
1	9	2	a	em enaṃ sṛjatā sute	RV.1.9.2a; AVŚ.20.71.8a; N.1.10
1	9	2	b	mandim indrāya mandine	RV.1.9.2b; AVŚ.20.71.8b
1	9	2	c	cakriṃ viśvāni cakraye	RV.1.9.2c; AVŚ.20.71.8c
1	9	3	a	matsvā suśipra mandibhiḥ	RV.1.9.3a; AVŚ.20.71.9a
1	9	3	b	stomebhir viśvacarṣaṇe	RV.1.9.3b; AVŚ.20.71.9b. Cf. prec
1	9	3	c	sacaiṣu savaneṣv ā	RV.1.9.3c; AVŚ.20.71.9c
1	9	4	a	asṛgram indra te giraḥ	RV.1.9.4a; AVŚ.20.71.10a; SV.1.205a
1	9	4	b	prati tvām ud ahāsata	RV.1.9.4b; AVŚ.20.71.10b; SV.1.205b
1	9	4	c	ajoṣā (SV. sajoṣā) vṛṣabhaṃ patim	RV.1.9.4c; AVŚ.20.71.10c; SV.1.205c
1	9	5	a	saṃ codaya citram arvāk	RV.1.9.5a; AVŚ.20.71.11a; Vait.42.8
1	9	5	b	rādha indra vareṇyam	RV.1.9.5b; AVŚ.20.71.11b
1	9	5	c	asad it te vibhu prabhu	RV.1.9.5c; AVŚ.20.71.11c
1	9	6	a	asmān su tatra codaya	RV.1.9.6a; AVŚ.20.71.12a
1	9	6	b	indra rāye rabhasvataḥ	RV.1.9.6b; AVŚ.20.71.12b
1	9	6	c	tuvidyumna yaśasvataḥ (RV.3.16.6d, °vatā)	RV.1.9.6c; 3.16.6d; AVŚ.20.71.12c
1	9	7	a	saṃ gomad indra vājavat	RV.1.9.7a; AVŚ.20.71.13a
1	9	7	b	asme pṛthu śravo bṛhat	RV.1.9.7b; AVŚ.20.71.13b
1	9	7	c	viśvāyur dhehy akṣitam	RV.1.9.7c; AVŚ.20.71.13c
1	9	8	a	asme dhehi śravo bṛhat	RV.1.9.8a; 44.2d; 8.65.9c; AVŚ.20.71.14a; SV.2.1131d
1	9	8	b	dyumnaṃ sahasrasātamam	RV.1.9.8b; AVŚ.20.71.14b
1	9	8	c	indra tā rathinīr iṣaḥ	RV.1.9.8c; AVŚ.20.71.14c
1	9	9	a	vasor indraṃ vasupatim	RV.1.9.9a; AVŚ.20.71.15a
1	9	9	b	gīrbhir gṛṇanta ṛgmiyam	RV.1.9.9b; AVŚ.20.71.15b
1	9	9	c	homa gantāram ūtaye	RV.1.9.9c; AVŚ.20.71.15c
1	9	10	a	sute-sute nyokase	RV.1.9.10a; AVŚ.20.71.16a
1	9	10	b	bṛhad bṛhata ed ariḥ	RV.1.9.10b; AVŚ.20.71.16b
1	9	10	c	indrāya śūṣam arcati	RV.1.9.10c; AVŚ.20.71.16c
1	10	1	a	gāyanti tvā gāyatriṇaḥ	RV.1.10.1a; SV.1.342a; 2.694a; TS.1.6.12.2a; JB.1.189a; 3.277a; KB.24.7; PB.8.9.10; AŚ.7.8.3; ŚŚ.18.6.2; N.5.5a; Mahābh.12.284.78a. P: gāyanti tvā ŚŚ.11.11.12; 12.26.22
1	10	1	b	arcanty arkam arkiṇaḥ (JB.1.189b, arkāviṇā)	RV.1.10.1b; SV.1.342b; 2.694b; TS.1.6.12.3b; JB.1.189b; 3.277b; N.5.5b; Mahābh.12.284.78b
1	10	1	c	brahmāṇas tvā śatakrato (JB.1.189c, tvā hoyi śatakratau)	RV.1.10.1c; SV.1.342c; 2.694c; TS.1.6.12.3c; JB.1.189c; 3.277c; N.5.5c. In Mahābh.12.284.78c, changed to brahmāṇaṃ tvā śatakratum
1	10	1	d	ud vaṃśam iva yemire (JB.1.189d, yāyimirāyi)	RV.1.10.1d; SV.1.342d; 2.694d; TS.1.6.12.3d; KB.24.7; JB.1.189d; 3.277d; N.5.5d. In Mahābh.12.284.78d changed to ūrdhvaṃ kham iva menire
1	10	2	a	yat sānoḥ sānum āruhat (SV. sānv āruhaḥ)	RV.1.10.2a; SV.2.695a
1	10	2	b	bhūry aspaṣṭa kartvam	RV.1.10.2b; SV.2.695b
1	10	2	c	tad indro arthaṃ cetati	RV.1.10.2c; SV.2.695c
1	10	2	d	yūthena vṛṣṇir ejati	RV.1.10.2d; SV.2.695d
1	10	3	a	yukṣvā hi keśinā harī	RV.1.10.3a; VS.8.34a; ŚB.4.5.3.10a. P: yukṣvā hi KŚ.12.5.2. See yuṅkṣvā etc
1	10	3	b	vṛṣaṇā kakṣyaprā	RV.1.10.3b; SV.2.696b; VS.8.34b; ŚB.4.5.3.10b
1	10	3	c	athā na indra somapāḥ	RV.1.10.3c; SV.2.696c; VS.8.34c; ŚB.4.5.3.10c
1	10	3	d	girām upaśrutiṃ cara	RV.1.10.3d; SV.2.696d; VS.8.34d; ŚB.4.5.3.10d
1	10	4	a	ehi stomāṃ abhi svara	RV.1.10.4a; ŚŚ.18.18.2
1	10	4	b	abhi gṛṇīhy ā ruva	RV.1.10.4b
1	10	4	c	brahma ca no vaso sacā	RV.1.10.4c
1	10	4	d	indra yajñaṃ ca vardhaya	RV.1.10.4d
1	10	5	a	uktham (AŚ. ukthyam) indrāya śaṃsyam	RV.1.10.5a; 5.39.5b; SV.1.363a; AŚ.7.8.3
1	10	5	b	vardhanaṃ puruniṣṣidhe (SV. °niḥṣidhe)	RV.1.10.5b; SV.1.363b
1	10	5	c	śakro yathā suteṣu ṇaḥ	RV.1.10.5c; SV.1.363c
1	10	5	d	rāraṇat sakhyeṣu ca	RV.1.10.5d; SV.1.363d
1	10	6	a	tam it sakhitva īmahe	RV.1.10.6a
1	10	6	b	taṃ rāye taṃ suvīrye	RV.1.10.6b
1	10	6	c	sa śakra uta naḥ śakat	RV.1.10.6c
1	10	6	d	indro vasu dayamānaḥ	RV.1.10.6d
1	10	7	a	suvivṛtaṃ sunirajam	RV.1.10.7a
1	10	7	b	indra tvādātam id yaśaḥ	RV.1.10.7b; 3.40.6c; AVŚ.20.6.6c; SV.1.195c
1	10	7	c	gavām apa vrajaṃ vṛdhi	RV.1.10.7c
1	10	7	d	kṛṇuṣva rādho adrivaḥ	RV.1.10.7d; 8.64.1b; AVŚ.20.93.1b; SV.1.194b; 2.704b
1	10	8	a	nahi tvā rodasī ubhe	RV.1.10.8a
1	10	8	b	ṛghāyamāṇam invataḥ	RV.1.10.8b
1	10	8	c	jeṣaḥ svarvatīr apaḥ	RV.1.10.8c. Cf. jeṣat etc., and ajaiḥ etc
1	10	8	d	saṃ gā asmabhyaṃ dhūnuhi	RV.1.10.8d
1	10	9	a	āśrutkarṇa śrudhī havam	RV.1.10.9a; AŚ.7.8.3; N.7.6. P: āśrutkarṇa ŚŚ.12.26.6
1	10	9	b	nū cid dadhiṣva me giraḥ	RV.1.10.9b
1	10	9	c	indra stomam imaṃ mama	RV.1.10.9c
1	10	9	d	kṛṣvā yujaś cid antaram	RV.1.10.9d
1	10	10	a	vidmā hi tvā vṛṣantamam	RV.1.10.10a
1	10	10	b	vājeṣu havanaśrutam	RV.1.10.10b
1	10	10	c	vṛṣantamasya hūmahe	RV.1.10.10c; 5.35.3b
1	10	10	d	ūtiṃ sahasrasātamām	RV.1.10.10d
1	10	11	a	ā tū na indra kauśika	RV.1.10.11a
1	10	11	b	mandasānaḥ sutaṃ piba	RV.1.10.11b
1	10	11	c	navyam āyuḥ pra sū tira	RV.1.10.11c
1	10	11	d	kṛdhī sahasrasām ṛṣim	RV.1.10.11d
1	10	12	a	pari tvā girvaṇo giraḥ	RV.1.10.12a; VS.5.29a; TS.1.3.1.2a; 6.2.10.7; MS.1.2.11a: 21.4; KS.2.12a; AB.1.19.9; 29.18; KB.8.4; 9.4; ŚB.3.6.1.24a; AŚ.4.6.3; 9.6; ApŚ.11.8.4; MŚ.2.2.3.26; –4.2.28; ApMB.1.2.6a (ApG.2.4.8). Ps: pari tvā girvaṇaḥ ŚŚ.5.9.12; 13.10; pari tvā KŚ.8.6.12
1	10	12	b	imā bhavantu viśvataḥ	RV.1.10.12b; VS.5.29b; TS.1.3.1.2b; MS.1.2.11b: 21.4; KS.2.12b; ŚB.3.6.1.24b; ApMB.1.2.6b
1	10	12	c	vṛddhāyum anu vṛddhayaḥ	RV.1.10.12c; VS.5.29c; TS.1.3.1.2c; MS.1.2.11c: 21.5; KS.2.12c; ŚB.3.6.1.24c; ApMB.1.2.6c
1	10	12	d	juṣṭā bhavantu juṣṭayaḥ	RV.1.10.12d; VS.5.29d; TS.1.3.1.2d; MS.1.2.11d: 21.5; KS.2.12d; ŚB.3.6.1.24d; ApMB.1.2.6d
1	11	1	a	indraṃ viśvā avīvṛdhan	RV.1.11.1a; SV.1.343a; 2.177a; VS.12.56a; 13.58a; 14.10a,22a,31a; 15.61a; 17.61a; TS.4.6.3.4a; 5.4.6.5; MS.2.10.5a: 137.9; 3.3.8: 41.3; KS.18.3a; 36.15a; 37.9a; AB.5.7.5; JB.3.34; KB.24.8; PB.11.11.4; ŚB.8.7.3.7; 9.2.3.20; TB.2.7.15.5a; 16.3a; AA.1.5.2.10; 5.3.1.2; AŚ.7.8.3; 12.15; ŚŚ.18.18.3; ApŚ.16.21.12; 17.14.9. P: indraṃ viśvāḥ ŚŚ.11.11.12; 12.26.1; KŚ.17.1.18; 18.3.21
1	11	1	b	samudravyacasaṃ giraḥ	RV.1.11.1b; SV.1.343b; 2.177b; VS.12.56b; 17.61b; TS.4.6.3.4b; MS.2.10.5b: 137.9; KS.18.3b; 36.15b; 37.9b; ŚB.8.7.3.7; TB.2.7.15.5b; 16.3b
1	11	1	c	rathītamaṃ rathīnām	RV.1.11.1c; SV.1.343c; 2.177c; VS.12.56c; 17.61c; TS.4.6.3.4c; MS.2.10.5c: 137.10; KS.18.3c; 36.15c; 37.9c; ŚB.8.7.3.7; TB.2.7.15.5c; 16.3c. Cf. next but one
1	11	1	d	vājānāṃ satpatiṃ patim	RV.1.11.1d; SV.1.343d; 2.177d; VS.12.56d; 17.61d; TS.4.6.3.4d; 5.4.6.5; MS.2.10.5d: 137.10; KS.18.3d; 36.15d; 37.9d; ŚB.8.7.3.7; TB.2.7.15.5d; 16.3d
1	11	2	a	sakhye ta indra vājinaḥ	RV.1.11.2a; SV.2.178a
1	11	2	b	mā bhema śavasas pate	RV.1.11.2b; SV.2.178b
1	11	2	c	tvām abhi pra ṇonumaḥ (SV. nonumaḥ)	RV.1.11.2c; SV.2.178c; KB.24.8
1	11	2	d	jetāram aparājitam	RV.1.11.2d; 5.25.6d; SV.2.178d; VS.28.2b; MS.4.11.1d: 159.12; KS.2.15d; TB.2.6.7.1b; AA.4.6b,7b; Mahānāmnyaḥ 6b,7b
1	11	3	a	pūrvīr indrasya rātayaḥ	RV.1.11.3a; SV.2.179a
1	11	3	b	na vi dasyanty ūtayaḥ	RV.1.11.3b; SV.2.179b
1	11	3	c	yadī vājasya gomataḥ	RV.1.11.3c. See yadā etc
1	11	3	d	stotṛbhyo maṃhate magham	RV.1.11.3d; SV.2.179d
1	11	4	a	purāṃ bhindur yuvā kaviḥ	RV.1.11.4a; SV.1.359a; 2.600a; JB.3.234,238a; AŚ.7.8.3; Svidh.1.4.14. P: purāṃ bhinduḥ ŚŚ.12.26.21
1	11	4	b	amitaujā ajāyata	RV.1.11.4b; SV.1.359b; 2.600b; JB.3.238b. Cf. next
1	11	4	c	indro viśvasya karmaṇaḥ	RV.1.11.4c; SV.1.359c; 2.600c; JB.3.238c
1	11	4	d	dhartā vajrī puruṣṭutaḥ	RV.1.11.4d; SV.1.359d; 2.600d; JB.3.238d
1	11	5	a	tvaṃ valasya (AŚ. balasya) gomataḥ	RV.1.11.5a; SV.2.601a; JB.3.234,236,238a; AŚ.10.2.22
1	11	5	b	apāvar adrivo bilam	RV.1.11.5b; SV.2.601b; JB.3.234,238b
1	11	5	c	tvāṃ devā abibhyuṣaḥ	RV.1.11.5c; SV.2.601c; JB.3.238c
1	11	5	d	tujyamānāsa āviṣuḥ	RV.1.11.5d; SV.2.601d; JB.3.238d
1	11	6	a	tavāhaṃ śūra rātibhiḥ	RV.1.11.6a; JB.3.238a
1	11	6	b	praty āyaṃ sindhum āvadan	RV.1.11.6b; JB.3.238b
1	11	6	c	upātiṣṭhanta girvaṇaḥ	RV.1.11.6c; JB.3.238
1	11	6	d	viduṣ ṭe tasya kāravaḥ (RV.1.11.7c, medhirāḥ)	RV.1.11.6d,7c; JB.3.238
1	11	7	a	māyābhir indra māyinam	RV.1.11.7a
1	11	7	b	tvaṃ śuṣṇam avātiraḥ	RV.1.11.7b
1	11	7	d	teṣāṃ śravāṃsy ut tira	RV.1.11.7d
1	11	8	a	indram īśānam ojasā	RV.1.11.8a; 8.76.1b; SV.2.602a; ŚŚ.12.26.1
1	11	8	b	abhi stomā anūṣata	RV.1.11.8b; 6.60.7b; SV.2.341b; JB.3.90 (bis). See next
1	11	8	c	sahasraṃ yasya rātayaḥ	RV.1.11.8c; SV.2.602c
1	11	8	d	uta vā santi bhūyasīḥ	RV.1.11.8d; SV.2.602d
1	12	1	a	agniṃ dūtaṃ vṛṇīmahe	RV.1.12.1a; AVŚ.20.101.1a; SV.1.3a; 2.140a; TS.2.5.8.5 (bis); 5.5.6.1; MS.4.10.2a: 145.3; KS.20.14a; AB.4.31.4; KB.1.4; 22.2; GB.1.2.23a; JB.3.22,188,331; PB.11.7.3a; ṢB.5.1.7; AdB.1.7; ŚB.1.4.1.34; 3.8; TB.3.5.2.3a; AŚ.1.2.7; ŚŚ.1.4.9; 6.4.1; 10.3.2; Vait.39.8; 40.2; (LŚ.4.7.1; 5.19); ApŚ.17.7.4. P: agniṃ dūtam AŚ.4.13.7; 7.10.3; ŚŚ.14.52.2; AG.11.11.2; BṛhPDh.9.58,316; Karmap.3.1.16. Cf. BṛhD.2.145. Cf. agne dūtaṃ vareṇyam, and adyā dūtaṃ
1	12	1	b	hotāraṃ viśvavedasam	RV.1.12.1b; 36.3b; 44.7a; AVŚ.20.101.1b; SV.1.3b; 2.140b; MS.4.10.2b: 145.3; KS.20.14b; JB.3.22; KB.22.2; GB.1.2.23b; ŚB.1.4.1.34,35; TB.3.5.2.3b
1	12	1	c	asya yajñasya sukratum	RV.1.12.1c; 8.19.3c; AVŚ.20.101.1c; SV.1.3c,112c; 2.140c,763c; MS.4.10.2c: 145.4; KS.20.14c; GB.1.2.23c; ŚB.1.4.1.35; TB.3.5.2.3c
1	12	2	a	agnim-agniṃ havīmabhiḥ	RV.1.12.2a; AVŚ.20.101.2a; SV.2.141a; TS.4.3.13.8a; MS.4.10.1a: 143.11; ŚŚ.2.2.11; 3.5.1. P: agnim-agnim MS.4.10.5: 155.8
1	12	2	b	sadā havanta viśpatim	RV.1.12.2b; AVŚ.20.101.2b; SV.2.141b; TS.4.3.13.8b; MS.4.10.1b: 143.11
1	12	2	c	havyavāhaṃ purupriyam	RV.1.12.2c; AVŚ.20.101.2c; SV.2.141c; TS.4.3.13.8c; MS.4.10.1c: 143.12. Cf. havyavāham ajaraṃ
1	12	3	a	agne devāṃ (MS. devaṃ; ŚG. devān) ihā vaha	RV.1.12.3a,10b; 15.4a; AVŚ.20.101.3a; SV.2.142a; VS.17.9b; TS.1.3.14.8b; 5.5.3b; 4.6.1.3b; MS.1.5.1b: 66.16; 4.11.4b: 171.15; KS.19.14b; 39.13a; TB.3.11.6.2a; AŚ.3.12.14b; ŚŚ.3.5.9b; ApŚ.16.35.5a; ŚG.2.13.5b. Cf. devāṃ ā sādayād, and agne patnīr
1	12	3	b	jajñāno vṛktabarhiṣe	RV.1.12.3b; AVŚ.20.101.3b; SV.2.142b; KS.39.13b; TB.3.11.6.2b; ApŚ.16.35.5b
1	12	3	c	asi hotā na īḍyaḥ	RV.1.12.3c; AVŚ.20.101.3c; SV.2.142c; KS.39.13c; TB.3.11.6.2c; ApŚ.16.11.11c; 35.5c
1	12	4	a	tāṃ uśato vi bodhaya	RV.1.12.4a
1	12	4	b	yad agne yāsi dūtyam	RV.1.12.4b; 74.7c
1	12	4	c	devair ā satsi barhiṣi	RV.1.12.4c; 5.26.5c; 8.44.14c; SV.2.1063c
1	12	5	a	ghṛtāhavana dīdivaḥ (AVP. dīdihi)	RV.1.12.5a; AVP.6.9.11c
1	12	5	b	prati ṣma riṣato daha	RV.1.12.5b
1	12	5	c	agne tvaṃ rakṣasvinaḥ	RV.1.12.5c
1	12	6	a	agnināgniḥ sam idhyate	RV.1.12.6a; SV.2.194a; TS.1.4.46.3a; 3.5.11.5a; 5.5.6.1; MS.4.10.2a: 145.5; KS.15.12a; 20.14; 34.19a; AB.1.16.28a; 7.6.1; JB.1.65a; 3.37,331; KB.1.4; 8.1; PB.12.2.1; TB.2.7.12.3a; ŚB.12.4.3.5a; AŚ.2.16.7; 3.13.12; ŚŚ.2.2.11; 3.5.1; 13.17; ApŚ.14.16.1; 17.7.4; MŚ.5.1.2.15. P: agnināgniḥ MS.4.10.2: 146.10; 4.10.3: 148.13. Cf. BṛhD.2.145
1	12	6	b	kavir gṛhapatir (Kauś. bṛhaspatir) yuvā	RV.1.12.6b; 7.15.2c; 8.102.1c; SV.2.194b; TS.1.4.46.3b; 3.4.11.1c; 5.11.5b; MS.4.10.2b: 145.5; 4.12.6c: 196.7; KS.15.12b; 23.12c; 34.19b; AB.1.16.28b; JB.1.65b; ŚB.12.4.3.5b; TB.2.7.12.3b; Kauś.108.2b
1	12	6	c	havyavāḍ juhvāsyaḥ	RV.1.12.6c; SV.2.194c; TS.1.4.46.3c; 3.5.11.5c; MS.4.10.2c: 145.6; KS.15.12c; 34.19c; AB.1.16.28c; JB.1.65c; ŚB.12.4.3.5c; TB.2.7.12.3c; Kauś.108.2c
1	12	7	a	kavim agnim upa stuhi	RV.1.12.7a; SV.1.32a
1	12	7	b	satyadharmāṇam adhvare	RV.1.12.7b; SV.1.32b. Cf. next but one
1	12	7	c	devam amīvacātanam	RV.1.12.7c; SV.1.32c
1	12	8	a	yas tvām agne haviṣpatiḥ	RV.1.12.8a; SV.2.195a
1	12	8	b	dūtaṃ deva saparyati	RV.1.12.8b; SV.2.195b
1	12	8	c	tasya sma prāvitā bhava	RV.1.12.8c; SV.2.195c
1	12	9	a	yo agniṃ devavītaye	RV.1.12.9a; SV.2.196a; AB.7.6.2; JB.1.65a; AŚ.3.13.12; ŚŚ.3.5.2; ApŚ.9.1.11a; MŚ.3.3.3a
