anchor_type	anchor_id	anchor_key_slp1	target_locus	source_dataset	match_method	confidence	evidence_count	dcs_lemma_iast	n_texts
dict-entry	kochergina:e1410	Alok	lemma:213413	kochergina	exact	0.95	5	ālok	4
dict-entry	kochergina:e1411	Aloka	lemma:62355	kochergina	exact	0.95	235	āloka	47
dict-entry	kochergina:e1412	Alokana	lemma:62362	kochergina	exact	0.95	1	ālokana	1
dict-entry	kochergina:e1412	Alokana	lemma:62363	kochergina	exact	0.95	29	ālokana	15
dict-entry	kochergina:e1413	Alokin	lemma:62367	kochergina	exact	0.95	4	ālokin	4
dict-entry	kochergina:e1428	Alu	lemma:62338	kochergina	exact	0.95	2	ālu	2
dict-entry	kochergina:e1432	Alup	lemma:159922	kochergina	exact	0.95	6	ālup	5
dict-entry	kochergina:e1430	Aluq	lemma:205457	kochergina	exact	0.95	1	āluḍ	1
dict-entry	kochergina:e1434	Am	lemma:172231	kochergina	floor	0.85	42	āṃ	11
dict-entry	kochergina:e1434	Am	lemma:213467	kochergina	exact	0.95	11	ām	1
dict-entry	kochergina:e1439	AmAd	lemma:58950	kochergina	exact	0.95	1	āmād	1
dict-entry	kochergina:e1486	AmAvAsya	lemma:58994	kochergina	exact	0.95	23	āmāvāsya	13
dict-entry	kochergina:e1486	AmAvAsya	lemma:58995	kochergina	exact	0.95	10	āmāvāsya	8
dict-entry	kochergina:e1508	AmI	lemma:219537	kochergina	exact	0.95	2	āmī	1
dict-entry	kochergina:e1544	AmUlam	lemma:59042	kochergina	exact	0.95	2	āmūlam	2
dict-entry	kochergina:e1438	Ama	lemma:58923	kochergina	exact	0.95	266	āma	67
dict-entry	kochergina:e1438	Ama	lemma:58925	kochergina	exact	0.95	328	āma	30
dict-entry	kochergina:e1438	Ama	lemma:220739	kochergina	exact	0.95	1	āma	1
dict-entry	kochergina:e1478	AmaT	lemma:159855	kochergina	exact	0.95	3	āmath	3
dict-entry	kochergina:e1447	AmantraRa	lemma:58969	kochergina	exact	0.95	29	āmantraṇa	19
dict-entry	kochergina:e1447	AmantraRa	lemma:225929	kochergina	exact	0.95	1	āmantraṇa	1
dict-entry	kochergina:e1448	Amantrita	lemma:58976	kochergina	exact	0.95	9	āmantrita	2
dict-entry	kochergina:e1469	AmarSa	lemma:59049	kochergina	exact	0.95	20	āmarśa	6
dict-entry	kochergina:e1456	AmaraRAnta	lemma:58980	kochergina	exact	0.95	1	āmaraṇānta	1
dict-entry	kochergina:e1457	AmaraRAntika	lemma:58981	kochergina	exact	0.95	2	āmaraṇāntika	2
dict-entry	kochergina:e1488	Amaya	lemma:58956	kochergina	exact	0.95	608	āmaya	61
dict-entry	kochergina:e1488	Amaya	lemma:58957	kochergina	exact	0.95	4	āmaya	3
dict-entry	kochergina:e1509	AmikzA	lemma:58997	kochergina	exact	0.95	94	āmikṣā	23
dict-entry	kochergina:e1511	Amis	lemma:59018	kochergina	exact	0.95	2	āmis	1
dict-entry	kochergina:e1512	Amiza	lemma:59010	kochergina	exact	0.95	226	āmiṣa	44
dict-entry	kochergina:e1524	AmnAya	lemma:59066	kochergina	exact	0.95	72	āmnāya	31
dict-entry	kochergina:e1525	Amoda	lemma:59055	kochergina	exact	0.95	90	āmoda	35
dict-entry	kochergina:e1526	Amra	lemma:59081	kochergina	exact	0.95	148	āmra	40
dict-entry	kochergina:e1526	Amra	lemma:59082	kochergina	exact	0.95	22	āmra	11
dict-entry	kochergina:e1528	Amreqita	lemma:59110	kochergina	exact	0.95	6	āmreḍita	3
dict-entry	kochergina:e1546	Amuz	lemma:159862	kochergina	exact	0.95	2	āmuṣ	2
dict-entry	kochergina:e1547	Amuzmika	lemma:59034	kochergina	exact	0.95	8	āmuṣmika	6
dict-entry	kochergina:e1724	AnDra	lemma:58537	kochergina	exact	0.95	4	āndhra	2
dict-entry	kochergina:e1724	AnDra	lemma:58538	kochergina	exact	0.95	11	āndhra	7
dict-entry	kochergina:e1725	AnDya	lemma:58536	kochergina	exact	0.95	36	āndhya	14
dict-entry	kochergina:e1737	AnI	lemma:159806	kochergina	exact	0.95	1178	ānī	114
dict-entry	kochergina:e1749	AnIla	lemma:58408	kochergina	exact	0.95	14	ānīla	9
dict-entry	kochergina:e1749	AnIla	lemma:58409	kochergina	exact	0.95	1	ānīla	1
dict-entry	kochergina:e1749	AnIla	lemma:207278	kochergina	exact	0.95	2	ānīla	2
dict-entry	kochergina:e1603	Ana	lemma:58263	kochergina	exact	0.95	2	āna	2
dict-entry	kochergina:e1603	Ana	lemma:213130	kochergina	floor	0.85	2	āṅa	1
dict-entry	kochergina:e1603	Ana	lemma:214492	kochergina	exact	0.95	2	āna	1
dict-entry	kochergina:e1611	AnadDa	lemma:58379	kochergina	exact	0.95	2	ānaddha	2
dict-entry	kochergina:e1628	Anah	lemma:159805	kochergina	exact	0.95	28	ānah	11
dict-entry	kochergina:e1638	Anam	lemma:159802	kochergina	exact	0.95	129	ānam	37
dict-entry	kochergina:e1645	Anana	lemma:58264	kochergina	exact	0.95	758	ānana	62
dict-entry	kochergina:e1646	Ananda	lemma:58281	kochergina	exact	0.95	1098	ānanda	117
dict-entry	kochergina:e1646	Ananda	lemma:58282	kochergina	exact	0.95	15	ānanda	5
dict-entry	kochergina:e1653	Anantarya	lemma:58277	kochergina	exact	0.95	37	ānantarya	20
dict-entry	kochergina:e1656	Anantya	lemma:58279	kochergina	exact	0.95	10	ānantya	5
dict-entry	kochergina:e1656	Anantya	lemma:58280	kochergina	exact	0.95	113	ānantya	37
dict-entry	kochergina:e1690	Anati	lemma:58361	kochergina	exact	0.95	18	ānati	11
dict-entry	kochergina:e1709	Anayana	lemma:58397	kochergina	exact	0.95	47	ānayana	23
dict-entry	kochergina:e1800	AnfRya	lemma:198560	kochergina	exact	0.95	38	ānṛṇya	9
dict-entry	kochergina:e1802	AnfSaṁsa	lemma:58489	kochergina	floor	0.85	5	ānṛśaṃsa	4
dict-entry	kochergina:e1803	AnfSaṁsya	lemma:58491	kochergina	floor	0.85	7	ānṛśaṃsya	2
dict-entry	kochergina:e1803	AnfSaṁsya	lemma:58492	kochergina	floor	0.85	114	ānṛśaṃsya	14
dict-entry	kochergina:e1829	Antara	lemma:58503	kochergina	exact	0.95	36	āntara	17
dict-entry	kochergina:e1829	Antara	lemma:58505	kochergina	exact	0.95	1	āntara	1
dict-entry	kochergina:e1860	Antra	lemma:58522	kochergina	exact	0.95	20	āntra	12
dict-entry	kochergina:e2008	AnupUrva	lemma:58437	kochergina	exact	0.95	61	ānupūrva	26
dict-entry	kochergina:e2009	AnupUrvya	lemma:58438	kochergina	exact	0.95	112	ānupūrvya	32
dict-entry	kochergina:e2024	Anuzak	lemma:58462	kochergina	exact	0.95	44	ānuṣak	9
dict-entry	kochergina:e2150	Ap	lemma:156125	kochergina	exact	0.95	2314	āp	152
dict-entry	kochergina:e2150	Ap	lemma:213581	kochergina	exact	0.95	14	āp	1
dict-entry	kochergina:e2152	ApA	lemma:159815	kochergina	exact	0.95	31	āpā	21
dict-entry	kochergina:e2244	ApARqu	lemma:58674	kochergina	exact	0.95	15	āpāṇḍu	11
dict-entry	kochergina:e2245	ApARqura	lemma:58676	kochergina	exact	0.95	3	āpāṇḍura	3
dict-entry	kochergina:e2238	ApAna	lemma:58660	kochergina	exact	0.95	17	āpāna	10
dict-entry	kochergina:e2309	ApAta	lemma:58602	kochergina	exact	0.95	24	āpāta	16
dict-entry	kochergina:e2310	ApAwala	lemma:58672	kochergina	exact	0.95	1	āpāṭala	1
dict-entry	kochergina:e2352	ApIqa	lemma:58689	kochergina	exact	0.95	57	āpīḍa	17
dict-entry	kochergina:e2363	ApIta	lemma:58692	kochergina	exact	0.95	10	āpīta	5
dict-entry	kochergina:e2363	ApIta	lemma:58694	kochergina	exact	0.95	1	āpīta	1
dict-entry	kochergina:e2424	ApU	lemma:159821	kochergina	exact	0.95	4	āpū	3
dict-entry	kochergina:e2426	ApUra	lemma:58703	kochergina	exact	0.95	6	āpūra	5
dict-entry	kochergina:e2427	ApUraRa	lemma:58705	kochergina	exact	0.95	5	āpūraṇa	3
dict-entry	kochergina:e2427	ApUraRa	lemma:58706	kochergina	exact	0.95	6	āpūraṇa	5
dict-entry	kochergina:e2151	Apa	lemma:58584	kochergina	exact	0.95	25	āpa	12
dict-entry	kochergina:e2151	Apa	lemma:58586	kochergina	exact	0.95	2	āpa	2
dict-entry	kochergina:e2237	ApaRa	lemma:58591	kochergina	exact	0.95	44	āpaṇa	17
dict-entry	kochergina:e2174	Apad	lemma:58617	kochergina	exact	0.95	489	āpad	59
dict-entry	kochergina:e2174	Apad	lemma:159812	kochergina	exact	0.95	789	āpad	98
dict-entry	kochergina:e2293	Apas	lemma:58645	kochergina	exact	0.95	14	āpas	6
dict-entry	kochergina:e2306	Apastamba	lemma:58654	kochergina	exact	0.95	23	āpastamba	13
dict-entry	kochergina:e2308	Apat	lemma:159811	kochergina	exact	0.95	400	āpat	39
dict-entry	kochergina:e2315	Apatti	lemma:58616	kochergina	exact	0.95	53	āpatti	27
dict-entry	kochergina:e2349	Api	lemma:58554	kochergina	exact	0.95	62	āpi	13
dict-entry	kochergina:e2349	Api	lemma:58555	kochergina	exact	0.95	6	āpi	2
dict-entry	kochergina:e2349	Api	lemma:222209	kochergina	exact	0.95	1	āpi	1
dict-entry	kochergina:e2367	AplAva	lemma:58761	kochergina	exact	0.95	1	āplāva	1
dict-entry	kochergina:e2366	Aplava	lemma:58758	kochergina	exact	0.95	6	āplava	5
dict-entry	kochergina:e2368	Aplavana	lemma:58760	kochergina	exact	0.95	9	āplavana	7
dict-entry	kochergina:e2369	Aplu	lemma:159838	kochergina	exact	0.95	244	āplu	40
dict-entry	kochergina:e2409	AprI	lemma:58756	kochergina	exact	0.95	48	āprī	13
dict-entry	kochergina:e2409	AprI	lemma:159836	kochergina	exact	0.95	46	āprī	19
dict-entry	kochergina:e2417	Apta	lemma:58557	kochergina	exact	0.95	107	āpta	36
dict-entry	kochergina:e2417	Apta	lemma:58558	kochergina	exact	0.95	114	āpta	34
dict-entry	kochergina:e2422	Apti	lemma:58580	kochergina	exact	0.95	221	āpti	42
dict-entry	kochergina:e2434	Apya	lemma:58583	kochergina	exact	0.95	17	āpya	2
dict-entry	kochergina:e2434	Apya	lemma:58718	kochergina	exact	0.95	53	āpya	23
dict-entry	kochergina:e2434	Apya	lemma:58719	kochergina	exact	0.95	4	āpya	4
dict-entry	kochergina:e2434	Apya	lemma:58720	kochergina	exact	0.95	2	āpya	2
dict-entry	kochergina:e685	Aqambara	lemma:57634	kochergina	exact	0.95	22	āḍambara	12
dict-entry	kochergina:e2442	ArA	lemma:59289	kochergina	exact	0.95	16	ārā	7
dict-entry	kochergina:e2446	ArAD	lemma:217151	kochergina	exact	0.95	3	ārādh	3
dict-entry	kochergina:e2447	ArADa	lemma:59391	kochergina	exact	0.95	2	ārādha	2
dict-entry	kochergina:e2448	ArADana	lemma:59393	kochergina	exact	0.95	3	ārādhana	3
dict-entry	kochergina:e2448	ArADana	lemma:59394	kochergina	exact	0.95	142	ārādhana	39
dict-entry	kochergina:e2449	ArADay	lemma:159888	kochergina	exact	0.95	452	ārādhay	51
dict-entry	kochergina:e2459	ArAma	lemma:59372	kochergina	exact	0.95	201	ārāma	52
dict-entry	kochergina:e2478	ArAt	lemma:59384	kochergina	exact	0.95	98	ārāt	29
dict-entry	kochergina:e2441	Ara	lemma:59287	kochergina	exact	0.95	74	āra	21
dict-entry	kochergina:e2441	Ara	lemma:59288	kochergina	exact	0.95	7	āra	5
dict-entry	kochergina:e2441	Ara	lemma:59295	kochergina	exact	0.95	17	āra	8
dict-entry	kochergina:e2444	AraB	lemma:159885	kochergina	exact	0.95	1020	ārabh	122
dict-entry	kochergina:e2468	AraRya	lemma:59327	kochergina	exact	0.95	227	āraṇya	59
dict-entry	kochergina:e2468	AraRya	lemma:59328	kochergina	exact	0.95	1	āraṇya	1
dict-entry	kochergina:e2469	AraRyaka	lemma:59337	kochergina	exact	0.95	32	āraṇyaka	21
dict-entry	kochergina:e2469	AraRyaka	lemma:59338	kochergina	exact	0.95	1	āraṇyaka	1
dict-entry	kochergina:e2469	AraRyaka	lemma:59339	kochergina	exact	0.95	18	āraṇyaka	6
dict-entry	kochergina:e2443	ArabDa	lemma:59348	kochergina	exact	0.95	2	ārabdha	1
dict-entry	kochergina:e2456	Arakta	lemma:59296	kochergina	exact	0.95	42	ārakta	23
dict-entry	kochergina:e2453	Arakza	lemma:59299	kochergina	exact	0.95	1	ārakṣa	1
dict-entry	kochergina:e2453	Arakza	lemma:59300	kochergina	exact	0.95	24	ārakṣa	8
dict-entry	kochergina:e2458	Aram	lemma:159886	kochergina	exact	0.95	19	āram	14
dict-entry	kochergina:e2461	AramBa	lemma:59356	kochergina	exact	0.95	379	ārambha	92
dict-entry	kochergina:e2462	AramBaRa	lemma:59362	kochergina	exact	0.95	44	ārambhaṇa	18
dict-entry	kochergina:e2483	Arava	lemma:59415	kochergina	exact	0.95	17	ārava	9
dict-entry	kochergina:e2514	Ardra	lemma:59556	kochergina	exact	0.95	507	ārdra	111
dict-entry	kochergina:e2514	Ardra	lemma:59557	kochergina	exact	0.95	6	ārdra	3
dict-entry	kochergina:e2514	Ardra	lemma:59559	kochergina	exact	0.95	31	ārdra	17
dict-entry	kochergina:e2516	Are	lemma:59479	kochergina	exact	0.95	75	āre	17
dict-entry	kochergina:e2534	AriS	lemma:220037	kochergina	exact	0.95	1	āriś	1
dict-entry	kochergina:e2530	Aric	lemma:159889	kochergina	exact	0.95	1	āric	1
dict-entry	kochergina:e2542	ArjIka	lemma:59530	kochergina	exact	0.95	3	ārjīka	1
dict-entry	kochergina:e2541	Arjava	lemma:59523	kochergina	exact	0.95	13	ārjava	8
dict-entry	kochergina:e2541	Arjava	lemma:59524	kochergina	exact	0.95	1	ārjava	1
dict-entry	kochergina:e2541	Arjava	lemma:59525	kochergina	exact	0.95	178	ārjava	31
dict-entry	kochergina:e2551	Aroha	lemma:59470	kochergina	exact	0.95	218	āroha	41
dict-entry	kochergina:e2552	ArohaRa	lemma:59473	kochergina	exact	0.95	2	ārohaṇa	2
dict-entry	kochergina:e2552	ArohaRa	lemma:59474	kochergina	exact	0.95	65	ārohaṇa	31
dict-entry	kochergina:e2553	Arohin	lemma:59478	kochergina	exact	0.95	5	ārohin	4
dict-entry	kochergina:e2554	Aropa	lemma:59463	kochergina	exact	0.95	7	āropa	6
dict-entry	kochergina:e2555	AropaRa	lemma:59465	kochergina	exact	0.95	18	āropaṇa	11
dict-entry	kochergina:e2562	Arta	lemma:59273	kochergina	exact	0.95	1308	ārta	93
dict-entry	kochergina:e2563	Artava	lemma:59542	kochergina	exact	0.95	17	ārtava	11
dict-entry	kochergina:e2563	Artava	lemma:59543	kochergina	exact	0.95	22	ārtava	11
dict-entry	kochergina:e2563	Artava	lemma:59545	kochergina	exact	0.95	134	ārtava	24
dict-entry	kochergina:e2591	Arti	lemma:59280	kochergina	exact	0.95	602	ārti	75
dict-entry	kochergina:e2593	Artvijya	lemma:59549	kochergina	exact	0.95	66	ārtvijya	21
dict-entry	kochergina:e2594	Aru	lemma:159892	kochergina	exact	0.95	2	āru	2
dict-entry	kochergina:e2594	Aru	lemma:215543	kochergina	exact	0.95	1	āru	1
dict-entry	kochergina:e2595	AruD	lemma:159896	kochergina	exact	0.95	18	ārudh	13
dict-entry	kochergina:e2596	Aruh	lemma:59454	kochergina	exact	0.95	1	āruh	1
dict-entry	kochergina:e2596	Aruh	lemma:59455	kochergina	exact	0.95	1	āruh	1
dict-entry	kochergina:e2596	Aruh	lemma:159897	kochergina	exact	0.95	1324	āruh	132
dict-entry	kochergina:e2598	Aruj	lemma:59427	kochergina	exact	0.95	1	āruj	1
dict-entry	kochergina:e2598	Aruj	lemma:159894	kochergina	exact	0.95	45	āruj	7
dict-entry	kochergina:e2622	AryAvarta	lemma:59658	kochergina	exact	0.95	7	āryāvarta	6
dict-entry	kochergina:e2612	Arya	lemma:59603	kochergina	exact	0.95	180	ārya	43
dict-entry	kochergina:e2612	Arya	lemma:59604	kochergina	exact	0.95	791	ārya	66
dict-entry	kochergina:e2559	Arza	lemma:62206	kochergina	exact	0.95	110	ārṣa	36
dict-entry	kochergina:e2559	Arza	lemma:62207	kochergina	exact	0.95	1	ārṣa	1
dict-entry	kochergina:e2559	Arza	lemma:62209	kochergina	exact	0.95	5	ārṣa	3
dict-entry	kochergina:e2560	ArzaBa	lemma:62216	kochergina	exact	0.95	20	ārṣabha	11
dict-entry	kochergina:e2560	ArzaBa	lemma:62217	kochergina	exact	0.95	2	ārṣabha	2
dict-entry	kochergina:e2560	ArzaBa	lemma:62219	kochergina	exact	0.95	8	ārṣabha	6
dict-entry	kochergina:e2561	Arzeya	lemma:62212	kochergina	exact	0.95	75	ārṣeya	26
dict-entry	kochergina:e2561	Arzeya	lemma:62214	kochergina	exact	0.95	25	ārṣeya	11
dict-entry	kochergina:e2629	As	lemma:62880	kochergina	exact	0.95	27	ās	3
dict-entry	kochergina:e2629	As	lemma:156126	kochergina	exact	0.95	1947	ās	142
dict-entry	kochergina:e2629	As	lemma:159994	kochergina	exact	0.95	8	ās	7
dict-entry	kochergina:e2629	As	lemma:214475	kochergina	exact	0.95	3	ās	1
dict-entry	kochergina:e2638	AsAdana	lemma:62933	kochergina	exact	0.95	22	āsādana	10
dict-entry	kochergina:e2740	AsAt	lemma:62948	kochergina	exact	0.95	4	āsāt	3
dict-entry	kochergina:e2818	AsPAlana	lemma:63052	kochergina	exact	0.95	10	āsphālana	8
dict-entry	kochergina:e2819	AsPowa	lemma:63056	kochergina	exact	0.95	19	āsphoṭa	11
dict-entry	kochergina:e2820	AsPowana	lemma:63058	kochergina	exact	0.95	7	āsphoṭana	6
dict-entry	kochergina:e2883	AsTA	lemma:63030	kochergina	exact	0.95	41	āsthā	17
dict-entry	kochergina:e2883	AsTA	lemma:160014	kochergina	exact	0.95	1328	āsthā	89
dict-entry	kochergina:e2888	AsTAnI	lemma:63033	kochergina	exact	0.95	3	āsthānī	2
dict-entry	kochergina:e2887	AsTAna	lemma:63032	kochergina	exact	0.95	67	āsthāna	22
dict-entry	kochergina:e2899	AsU	lemma:160005	kochergina	exact	0.95	10	āsū	5
dict-entry	kochergina:e2631	Asa	lemma:62865	kochergina	exact	0.95	10	āsa	6
dict-entry	kochergina:e2702	AsaNga	lemma:62908	kochergina	exact	0.95	44	āsaṅga	23
dict-entry	kochergina:e2702	AsaNga	lemma:62909	kochergina	exact	0.95	1	āsaṅga	1
dict-entry	kochergina:e2717	AsaYj	lemma:159997	kochergina	exact	0.95	262	āsañj	64
dict-entry	kochergina:e2718	AsaYjana	lemma:62915	kochergina	exact	0.95	4	āsañjana	2
dict-entry	kochergina:e2636	Asad	lemma:159998	kochergina	exact	0.95	503	āsad	65
dict-entry	kochergina:e2637	Asadana	lemma:62921	kochergina	exact	0.95	1	āsadana	1
dict-entry	kochergina:e2667	Asakti	lemma:62907	kochergina	exact	0.95	25	āsakti	20
dict-entry	kochergina:e2701	Asan	lemma:62882	kochergina	exact	0.95	79	āsan	21
dict-entry	kochergina:e2701	Asan	lemma:215977	kochergina	exact	0.95	1	āsan	1
dict-entry	kochergina:e2710	Asana	lemma:62866	kochergina	exact	0.95	1457	āsana	126
dict-entry	kochergina:e2710	Asana	lemma:62900	kochergina	exact	0.95	2	āsana	2
dict-entry	kochergina:e2722	Asanna	lemma:62922	kochergina	exact	0.95	62	āsanna	24
dict-entry	kochergina:e2722	Asanna	lemma:62923	kochergina	exact	0.95	19	āsanna	11
dict-entry	kochergina:e2744	Asatti	lemma:62919	kochergina	exact	0.95	2	āsatti	2
dict-entry	kochergina:e2751	Asava	lemma:62967	kochergina	exact	0.95	186	āsava	41
dict-entry	kochergina:e2760	AseDa	lemma:62959	kochergina	exact	0.95	7	āsedha	2
dict-entry	kochergina:e2758	Asecana	lemma:62954	kochergina	exact	0.95	10	āsecana	9
dict-entry	kochergina:e2761	Aseka	lemma:62953	kochergina	exact	0.95	2	āseka	2
dict-entry	kochergina:e2763	Asev	lemma:160009	kochergina	exact	0.95	78	āsev	22
dict-entry	kochergina:e2764	AsevA	lemma:62998	kochergina	exact	0.95	1	āsevā	1
dict-entry	kochergina:e2765	Asevana	lemma:62997	kochergina	exact	0.95	4	āsevana	4
dict-entry	kochergina:e2771	AsiD	lemma:211985	kochergina	exact	0.95	4	āsidh	2
dict-entry	kochergina:e2768	Asic	lemma:62952	kochergina	exact	0.95	3	āsic	2
dict-entry	kochergina:e2768	Asic	lemma:160001	kochergina	exact	0.95	123	āsic	49
dict-entry	kochergina:e2789	Askand	lemma:160010	kochergina	exact	0.95	6	āskand	5
dict-entry	kochergina:e2790	Askanda	lemma:63002	kochergina	exact	0.95	5	āskanda	5
dict-entry	kochergina:e2791	Askandana	lemma:63003	kochergina	exact	0.95	2	āskandana	2
dict-entry	kochergina:e2794	Askra	lemma:63009	kochergina	exact	0.95	3	āskra	1
dict-entry	kochergina:e2804	AsmAka	lemma:63063	kochergina	exact	0.95	6	āsmāka	4
dict-entry	kochergina:e2816	Aspada	lemma:63047	kochergina	exact	0.95	105	āspada	37
dict-entry	kochergina:e2829	AsrAva	lemma:63069	kochergina	exact	0.95	63	āsrāva	9
dict-entry	kochergina:e2893	AstIka	lemma:63017	kochergina	exact	0.95	51	āstīka	5
dict-entry	kochergina:e2893	AstIka	lemma:63018	kochergina	exact	0.95	11	āstīka	1
dict-entry	kochergina:e2869	Astara	lemma:63019	kochergina	exact	0.95	11	āstara	6
dict-entry	kochergina:e2871	AstaraRa	lemma:63020	kochergina	exact	0.95	106	āstaraṇa	36
dict-entry	kochergina:e2892	Astika	lemma:63012	kochergina	exact	0.95	4	āstika	4
dict-entry	kochergina:e2892	Astika	lemma:63013	kochergina	exact	0.95	22	āstika	10
dict-entry	kochergina:e2913	Asura	lemma:62977	kochergina	exact	0.95	184	āsura	56
dict-entry	kochergina:e2913	Asura	lemma:62978	kochergina	exact	0.95	2	āsura	2
dict-entry	kochergina:e2913	Asura	lemma:62980	kochergina	exact	0.95	7	āsura	7
dict-entry	kochergina:e2913	Asura	lemma:62981	kochergina	exact	0.95	1	āsura	1
dict-entry	kochergina:e2919	Asuti	lemma:62973	kochergina	exact	0.95	18	āsuti	8
dict-entry	kochergina:e2919	Asuti	lemma:62990	kochergina	exact	0.95	3	āsuti	1
dict-entry	kochergina:e2929	AsvAda	lemma:63074	kochergina	exact	0.95	92	āsvāda	48
dict-entry	kochergina:e2930	AsvAdana	lemma:63077	kochergina	exact	0.95	14	āsvādana	10
dict-entry	kochergina:e2932	AsvAday	lemma:160031	kochergina	exact	0.95	78	āsvāday	35
dict-entry	kochergina:e2935	AsvAdya	lemma:63079	kochergina	exact	0.95	1	āsvādya	1
dict-entry	kochergina:e2928	Asvad	lemma:160030	kochergina	exact	0.95	2	āsvad	1
dict-entry	kochergina:e2964	Asya	lemma:62886	kochergina	exact	0.95	888	āsya	126
dict-entry	kochergina:e2964	Asya	lemma:62887	kochergina	exact	0.95	1	āsya	1
dict-entry	kochergina:e2966	At	lemma:214781	kochergina	exact	0.95	3	āt	2
dict-entry	kochergina:e2966	At	lemma:218741	kochergina	exact	0.95	156	āt	10
dict-entry	kochergina:e2967	AtA	lemma:219381	kochergina	exact	0.95	3	ātā	1
dict-entry	kochergina:e2970	AtAmra	lemma:57705	kochergina	exact	0.95	29	ātāmra	13
dict-entry	kochergina:e2973	AtaNka	lemma:57681	kochergina	exact	0.95	48	ātaṅka	23
dict-entry	kochergina:e2969	Atam	lemma:159764	kochergina	exact	0.95	1	ātam	1
dict-entry	kochergina:e2972	Atan	lemma:159762	kochergina	exact	0.95	114	ātan	39
dict-entry	kochergina:e2978	Atapa	lemma:57689	kochergina	exact	0.95	1	ātapa	1
dict-entry	kochergina:e2978	Atapa	lemma:57690	kochergina	exact	0.95	546	ātapa	84
dict-entry	kochergina:e2979	Atapatra	lemma:57691	kochergina	exact	0.95	86	ātapatra	26
dict-entry	kochergina:e2980	AtapavAraRa	lemma:57694	kochergina	exact	0.95	1	ātapavāraṇa	1
dict-entry	kochergina:e2991	AtatAyin	lemma:57685	kochergina	exact	0.95	65	ātatāyin	14
dict-entry	kochergina:e3003	Ati	lemma:57706	kochergina	exact	0.95	1	āti	1
dict-entry	kochergina:e3003	Ati	lemma:215898	kochergina	exact	0.95	2	āti	1
dict-entry	kochergina:e3141	AtiTeya	lemma:57709	kochergina	exact	0.95	3	ātitheya	2
dict-entry	kochergina:e3144	AtiTya	lemma:57712	kochergina	exact	0.95	13	ātithya	9
dict-entry	kochergina:e3144	AtiTya	lemma:57715	kochergina	exact	0.95	207	ātithya	41
dict-entry	kochergina:e3199	AtmIya	lemma:57921	kochergina	exact	0.95	81	ātmīya	37
dict-entry	kochergina:e3175	Atman	lemma:57749	kochergina	exact	0.95	13409	ātman	218
