k1	status	pw_entries	pwg_entries	pw_blocks	pwg_blocks	matched_blocks	cut_blocks	pwg_extra_blocks	cut_gloss_sample
vraj	shared	2	1	64	49	27	37	22	schreiten, gehen, wandern; zu Fusse; in Schuhen; laufen; sich bewegen; gehen; zurücklegen, hingehen  | auf einen Feind losgehen, | fortgehen, — von; aus dem Lande, davongehen; verstreichen
lup	shared	4	2	68	49	31	37	18	zerbrechen, beschädigen;; reissen, entzweigehen; beschädigt | räubern, plündern;; betrügen; geraubt, geplündert;; verlustig gegangen, gekommen um | verschwenden, verthun
Buj	shared	6	9	74	69	37	37	32	biegen | gebeugt —, entmuthigt werden | gebogen, gekrümmt, gefurcht; Seitwärts gedrängt, verdreht
lI	shared	4	6	76	60	39	37	21	sich Etwas anheften,; theilhaftig werden | sich ergiessen in | sich ducken, kauern, sich verstecken, hineinschlüpfen —, verschwinden —, aufgehen in; sich versteckt
lakzay	shared	2	2	56	37	20	36	17	erkennen, — als; dass | zu bezeichnen —, auszudrücken beabsichtigt, im Auge gehabt, gemeint | zu sein scheinen,
mad	shared	4	4	65	56	29	36	27	wallen, kochen | schlafen | erfreuen, ergötzen, erheitern, begeistern, berauschen
cyu	shared	3	4	72	67	36	36	31	entfliegen, entfahren; entflogen, | herauskommen, hinausgehen, herausfliessen, -träufeln, entströmen | herabfallen, fallen, — von; auf; über Bord gefallen; in den; stehend
Gaw	shared	3	3	52	42	17	35	25	gerathen, gelingen | möglich sein | sich anhäufen
gAh	shared	3	3	52	31	17	35	14	wohin Etwas dringt; mit offenen Ohren | fest angedrückt, — angezogen, — anschliessend, fest | heftig, stark, intensiv
cit	shared	5	9	70	61	35	35	26	rächend | trachten nach; begehrt | beschliessen, wollen, mit Etwas zu thun haben wollen
deva	shared	4	3	39	29	5	34	24	himmlisch, göttlich;; besonderer Vortrefflichkeit | ein Himmlischer, ein Gott;; missgünstigen Wesen; ein Gott unter; unter — am Höchsten angesehen; Jmd  | sämmtliche Götter und eine best. Klasse von Göttern
ka	shared	3	7	39	33	5	34	28	wer, was, welcher | wer seid ihr, die ihr —?; was haben die zu bedeuten, die kommen gar nicht in Betracht; was kümmern m | was die sind, wissen wir nicht
uttara	shared	2	4	43	35	9	34	26	der obere, höhere | nördlich, vom Norden kommend (Wind), nach Norden gerichtet | folgend, der hintere, spätere, künftig, der letzte; auf eine Länge folgend; der eilfte; das letzte B
vAma	shared	4	5	44	30	10	34	20	schön, edel | der Liebesgott | eine der fünf Formen ihres Gottes
div	shared	3	8	46	46	12	34	34	werfen,; spielen, würfeln mit Jmd; um | mit; Jmd wetten auf | Spielen, scherzen, tändeln, — mit
mAtra	shared	1	2	37	22	4	33	18	ein Brahmane auf der niedrigsten Stufe, der sich nur auf seine Geburt zu berufen vermag, | Maass, Maassstab; in starkem Maasse | Ausdehnung, Umfang
mud	shared	6	4	39	20	6	33	14	lustig —, fröhlich sein, sich freuen, sich erfreuen an; erfreut, froh, sich erfreuend an | in die Freude eines Andern einstimmen, | Jmd; zujubeln, jubelnd einstimmen in
gal	shared	4	5	41	30	8	33	22	wegfallen, verschwinden, [Page2-160-a] verstreichen; verschwunden, gewichen, nicht mehr vorhanden, f | abzapfen | von sich tropfen lassen
ru	shared	6	5	41	20	8	33	12	brüllen, heulen, laut schreien, toben, quaken, summen, dröhnen | erklingend vom Geschrei; von | erklingen gemacht durch das Geschrei; von
rocana	shared	1	1	43	29	10	33	19	{{Andersonia rohitaka->Andersonia rohituka||20241207|Jim Funderburk, Thomas Malten|https://github.co | Alangium hexapetalum | Cathartocarpus fistula
varz	shared	2	4	44	25	11	33	14	regnen, in reichem Maasse ausschütten;; während es regnet, bei Regen | beregnen, überschütten mit | als Regen niedergefallen; wenn es geregnet hat
suBadra	shared	1	1	35	27	3	32	24	Azadirachta indica | Ichnocarpus frutescens | Curcuma zedoaria
sudarSana	shared	1	2	39	30	7	32	23	Geier (gut sehend) | Fisch | eine best. Composition
vara	shared	4	4	42	24	10	32	14	wählend | Freier, Freiwerber | Bräutigam, Geliebter, Gatte
Druva	shared	3	3	44	42	12	32	30	am Orte verharrend, stille haltend, bleibend bei; feststehend, unbeweglich, bleibend, dauernd, bestä | bestimmt, festgesetzt | feststehend,; sicher, gewiss
DyA	shared	4	4	49	32	17	32	15	den Kopf hängen lassen | nachsinnen, seine Gedanken richten auf, denken an, gedenken; an den oder woran man gedacht hat; an d | an Jmd denken,; bedauern, vermissen
krand	shared	3	2	49	29	17	32	12	dröhnen; rauschen, knarren, klirren | wiehern nach | wiehern, brüllen, schreien, kreischen
sah	shared	3	4	70	54	38	32	16	Jmd; Gewalt anthun | vermögen, — zu; viel vermögend, wodurch Vieles erlangt werden kann | Jmd ertragen, leiden
klid	shared	2	3	34	15	3	31	12	feucht werden; feucht, triefend | in Verwesung übergehen | feucht geworden, feucht
kala	shared	2	3	36	12	5	31	7	stumm | von Thränen nicht reden könnend, schluchzend; in Folge von Thränen undeutlich, — unverständlich | ein feiner, zarter Ton
vfza	shared	1	2	40	29	9	31	20	Männchen eines Thieres | Stier; der Stier unter den Kühen; des Hauptwürfels | ein kräftiger Mann, ein Mann von grosser Potenz; eine der 4 Arten von
BaYj	shared	2	4	41	27	10	31	17	brechen, zerbrechen, zersprengen; Jmd schlagen,; Jmd eine Niederlage bereite,; gebrochen, zerbrochen | brechen,; theilen | krumm machen, krümmen, biegen; sich biegend,; gekrümmt, gebogen
BAs	shared	3	4	43	27	12	31	15	Schein, Licht, Glanz; die Sonne | erscheinen, — als oder wie; auftauchen, zur Vorstellung kommen, deutlich werden, einleuchten, begrif | erscheinen machen, zeigen, erscheinen lassen als
svar	shared	3	3	47	31	16	31	15	erklingen gemacht | betont, accentuirt | hinzugefügt, beigemischt
hi	shared	3	2	56	42	25	31	17	veranlassen zu | verlassen, aufgeben | angewiesen, aufgefordert
av	shared	3	3	33	23	3	30	20	in Gang bringen, antreiben | darbringen | Jmd fördern, begünstigen, wohl wollen
jaya	shared	1	2	34	28	4	30	24	Gewinn, Gewinnung, Sieg, Besiegung | Premna spinosa; Premna longifolia | das dritte Jahr im 6ten Lustrum des Jupitercyclus
Sveta	shared	1	2	40	28	10	30	18	weiss, licht; Schneeberg,; ein best. Seitenblick | eine best. Pflanze | eine der 7 Zungen
piNgala	shared	1	2	40	37	10	30	27	röthlich braun, — gelb | röthlich braune Augen habend | eine kleine Eidechsenart
padma	shared	1	2	43	40	13	30	27	die am Abend sich schliessende Blüthe von Nelumbium speciosum | ein best. Theil einer Säule | eine best. Stellung des Körpers beim Sitzen
kAS	shared	4	2	51	35	21	30	14	sichtbar sein, erscheinen | hinblicken lassen, — heissen | die Zähne zeigend
rucaka	shared	1	2	33	11	4	29	7	überaus gross | agreable | , pleasing | sharp, acrid
lag	shared	1	3	36	32	7	29	25	sich heften —, haften an; sich an Jmds Füsse schmiegen,; sich Jmd zu Füssen werfen;; inʼs Herz dring | sich heften an; berühren, schneiden | sich heften an,; sich unmittelbar anschliessen, unmittelbar folgen, sich entspinnen
satya	shared	2	1	37	24	8	29	16	die unter den Welten am höchsten gelegene; | der 9te; Weltperiode | eine best. mythische Waffe
bala	shared	2	4	38	30	9	29	21	Gewalt, Wucht, Stärke, Kraft, Anwendung von Gewalt, Kraft; Gültigkeit; gewaltsam, ohne dass man Etwa | Articulationskraft | Kraft,; Geschicklichkeit in
tIkzRa	shared	3	2	42	36	13	29	23	scharf, spitzig | stechend, heiss brennend | scharf,; intensiv, heftig
sAvitra	shared	1	1	43	32	14	29	18	ein best. | ein best. Bechervoll | eine [Page7-125-b] best. Spende
GrA	shared	3	2	52	33	23	29	10	gerochen | gerochen habend | mit den Sinnen aufnehmen; nur für — Sinn habend
vezw	shared	1	1	60	53	31	29	22	sich hängen —, kleben an | umwickeln, umkleiden, bekleiden, umlegen, umstellen, umringen, umziegeln, einschliessen, rund um bes | überdecken, auflegen, ausbreiten
smar	shared	1	1	62	46	33	29	13	überliefert werden; mit Stillschweigen übergehen | von Jmd; erklärt werden für, gelten als | hersagen, recitiren
darSana	shared	1	2	34	15	6	28	9	sehend, schauend, hinschauend nach, zu sehen bekommend | sehend,; kennend | zeigend, angebend, lehrend
vAmana	shared	2	1	34	22	6	28	16	gebeugt, geneigt | Zwerg | eines best. Monats
maDura	shared	1	2	35	19	7	28	12	lieblich, reizend; | lieblich tönend, — schreiend | eine best. Hülsenfrucht
sraMs	shared	1	1	35	21	7	28	14	abfallen, herabfallen, sich ablösen, — von | schlaff herabhängen | zerfallen, auseinanderfallen, in Stücke gehen
suvarRa	shared	1	1	36	26	8	28	18	Gelbwurz | Sida rhomboidea; Sida cordifolia | Salvinia cucullata
nAga	shared	2	5	37	32	9	28	23	Schlange | ein Schlangendämon, ein mythisches Wesen mit einem menschlichen Gesichte | (Schlange) ein best. Wind im menschlichen Körper, der das Erbrechen bewirkt
Sram	shared	3	3	39	24	11	28	13	ermüdet, abgearbeitet; ermüdet und erschöpft | bezwingen, besiegen | müde machen ermüden
gOra	shared	2	2	41	41	13	28	28	weisslich, gelblich, röthlich | glänzend, schön, prächtig | Grislea tomentosa
vasu	shared	2	2	42	30	14	28	16	zu Gute kommend, wohlthuend | süss | trocken
barh	shared	4	8	43	34	15	28	19	aus-, losreissen, wegzerren | ausgerissen, entwurzelt | ausreissen, aus-, herausziehen
citra	shared	3	2	46	63	18	28	45	qualificirt, mit verschiedenen Martern verbunden; unter verschiedenen Martern | Plumbago zeylanica | Ricinus communis
vij	shared	3	4	47	35	19	28	16	zurückfahren, flüchtig davonlaufen, — vor | verstärken, steigern | schaudern, zusammenfahren, zurückschrecken, in Angst gerathen; sich scheuen, — vor
amfta	shared	4	3	49	61	21	28	40	unsterblich | {{Plaseolus trilobus Ait.->Phaseolus trilobus Ait.||20241207|Jim Funderburk, Thomas Malten|https://g | Yamswurzel
kruS	shared	3	3	50	46	22	28	24	schreien, krächzen, wehklagen, Jmd; anrufen | klingen | der Jmd; anschreit, schmäht
bAD	shared	4	4	62	54	34	28	20	auseinander drängen | Etwas beeinträchtigen, Einfluss ausüben —, einwirken auf | verdrängen,; aufheben, beseitigen, nichtig machen; absurd
pfTu	shared	2	2	32	20	5	27	15	breit, weit, geräumig, gross, üppig, riesig; geräumiger | weitreichend, ausgebreitet; allen Seiten sichtbar; am Himmel erscheinend | reichlich, weitreichend, amplus, zahlreich, mannichfach
prAYc	shared	1	2	32	9	5	27	4	vorwärts gewandt, vorn befindlich, von vorn kommend, zugewandt | herbeibringen, herbeischaffen, herzuwenden | fördern
SrI	shared	6	6	33	29	6	27	23	kochen | Licht verbreitend | zusammenfügen, verbinden mit; theilhaftig machen
jayanta	shared	3	2	33	20	6	27	14	ein best. | Sesbania aegyptiaca | siegreich
kapila	shared	1	2	33	23	6	27	17	bräunlich, röthlich | die bräunliche oder röthliche Farbe | eine Affenart
prI	shared	3	6	34	27	7	27	20	befriedigt —, vergnügt —, froh sein, — über, Gefallen finden an | erfreut, vergnügt, fröhlich, befriedigt, — durch oder über Etwas; über Jmd | geliebt, Jmd; lieb
yatra	shared	1	2	34	14	7	27	7	wer, welcher | wo, woselbst; oder sonst wo | bei welchem Anlass, bei welcher Gelegenheit, in welchem Falle, wenn
arD	shared	4	2	36	24	9	27	15	gedeihen, Gelingen finden | reich, wohlhabend, mit Allen wohl versehen | voll
bfhant	shared	1	1	36	25	9	27	16	hoch, hochgewachsen, ausgebreitet, viel, reichlich, gewaltig, bedeutend, gross | erwachsen, alt | ausgebreitet; hell
nandin	shared	1	2	36	26	9	27	17	Sohn | Thespesia populneoides | Phaseolus radiatus
ukz	shared	6	5	39	34	12	27	22	träufeln lassen, sprengen | beträufeln —, besprengen mit; besprengt, benetzt | träufeln
ac	shared	7	7	42	52	15	27	37	verfahren, zu Werke gehen | in ehren halten; ausgezeichnet, ausserordentlich | behutsam, aufmerksam
nIla	shared	1	3	44	42	17	27	25	dunkelfarbig, namentlich blau, dunkelblau, schwarzblau | mit Indigo gefärbt | eine blau blühende Boerhavia
kfzRa	shared	1	2	46	36	19	27	17	schwarz, dunkel;; schwarz in moralischem | die dunkele Monatshälfte, die Zeit von Vollmond bis zum Neumond | Carissa carandas
tyaj	shared	2	3	49	38	22	27	16	verlassen, sich fortbegeben von | Jmd in Ruhe lassen, verschonen | hin-, weg-, fortgeben
yaj	shared	2	4	49	40	22	27	18	Opfern; darbringen, hingeben, schenken; geopfert, dargebracht | Jmd; zum Opfer verhelfen, für Jmd als Opferpriester thätig sein; | Jmd; darbringen heissen vermittelst Jmds
has	shared	2	2	57	54	30	27	24	prangen; gleichsam lachend | sie lachte auf, lachte [Page7-266-a] über | spotten über
mI	shared	4	2	26	2	0	26	2	mindern, aufheben;; sich mindern, vergehen, verloren gehen | verfehlen | übertreten, verletzen; vereiteln, verändern
vimala	shared	2	1	30	18	4	26	14	durchsichtig | weiss | rein, lauter
paw	shared	4	2	31	13	5	26	8	sich spalten, bersten, sich öffnen | spalten, durchbrechen, aufschlitzen, aufreissen, zerreissen, zerkratzen; zersplittert | ausreissen, ausbrechen, auskratzen, auspicken, abreissen, abknicken
dih	shared	3	4	36	24	10	26	14	bestreichen, verstreichen, verkitten, salben | überzogen —, belegt mit | umwinden
SA	shared	4	3	38	27	12	26	15	mittheilen, gewähren | beschenken, bewirthen, — mit; bewirthet | vorsetzen, darbringen
Gaww	shared	3	3	39	32	13	26	19	feststampfen, ebnen | eine schlechte Wirkung haben auf | mit Worten berührend, höhnisch besprechend
kOSika	shared	5	8	40	32	14	26	18	ein best. | eine best. | einen Behälter bildend
rAma	shared	1	2	41	33	15	26	18	dunkelfarbig, schwarz; der schwarze Vogel,; Krähe | weiss | eine Art Rohr,
ruc	shared	2	3	69	56	43	26	13	schön —, gut erscheinen, gefallen, — Jmd; gefallend, erwünscht, lieb; wenn es beiderseits gefällt; l | hell leuchten | leuchten, in vollem Glanze erscheinen, prangen
maNgalya	shared	1	2	25	11	0	25	11	Glück bringend, — verheissend | Linsen, Cicer lens | Aegle marmelos
mAnava	shared	1	1	28	13	3	25	10	menschlich, dem Menschen eigen | den Menschen gewogen | von; stammend, ihm eigen, zu ihm in Beziehung stehend
tatas	shared	1	3	28	8	3	25	5	von da her, — aus | an der Stelle, dort | dahin
kalyARa	shared	3	2	29	21	4	25	17	schön, lieblich | gut, trefflich, vorzüglich, edel | erspriesslich, glücklich, faustus
tapana	shared	2	2	30	26	5	25	21	Weh bereitend, plagend | Hitze, Glut | eine best. heisse Hölle
puruza	shared	3	2	31	20	6	25	14	Mann | Mensch;; Leute | Person; in einer männlichen Person, in einem Manne; die personificirte Strafgewalt; je Einer
suBaga	shared	1	1	32	18	7	25	11	ein sauberer Kerl, | zart, fein, dünn | Michelia champaca
cakra	shared	1	2	35	40	10	25	30	Rad; im Wagen herumfahren | Scheibe, — eines Töpfers | Kreis
snA	shared	4	3	36	22	11	25	11	sich einschmieren mit | gebadet, gewaschen; reingewaschen von; mit gewaschenen Füssen;; gebadet und gesalbt | der sich nach einer Todtenceremonie abgewaschen hat
kart	shared	2	5	37	34	12	25	22	zu Nichte machen | nach und nach zerschneiden | nach und nach vernichten
tAra	shared	1	2	37	32	12	25	20	die heilige Silbe; eine andere mystische Silbe in einem | Andropogon bicolor | Sternbild, Fixstern
vyA	shared	3	4	37	34	12	25	22	einhüllend umlegen, verhüllen; sich bergen, sich hüllen in; verborgen | gehüllt in; umgürtet mit | umwunden mit
DAraRa	shared	1	2	39	31	14	25	17	tragend, in sich fassend | innehabend, besitzend | erhaltend, aufrechterhaltend
sant	shared	2	1	39	33	14	25	19	daseiend, vorhanden, anwesend; Statt findend, sich ereignend; wenn Vermögen da ist,; es mag Verlust  | sich; befindend | Jmd; gehörend
hari	shared	2	2	41	36	16	25	20	Ross, | Papagei | Schlange
nu	shared	9	7	49	43	24	25	19	nun, jetzt, noch; noch jetzt, noch ferner | noch; schon | allerdings, jawohl, gewiss, eben; gewiss nicht
nud	shared	3	4	52	56	27	25	29	angetrieben | vorübergetrieben | Etwas beseitigen
sidDa	shared	3	1	24	1	0	24	1	Seher, Wahrsager, Zauberer | ein Vollendeter, Glückseliger, | eines
rohiRI	shared	1	2	25	2	1	24	1	roth | unter dem Mondhause; geboren | eine röthliche Kuh,; eine röthliche Stute
keSin	shared	3	1	27	9	3	24	6	mähnig | Ross | der Schaaren
Beda	shared	1	3	29	18	5	24	13	das Zerbrechen, Spalten, Zersprengen, Durchbrechen, Durchbohren, Einbruch | Trennung, Scheidung, Theilung | Unterbrechung, Störung, Verletzung
supuzpa	shared	2	2	29	8	5	24	3	Gewürznelke | Kugelamaranth | Phlomis zeylanica
arz	shared	2	4	32	22	8	24	14	dahin schiessen | schnell fliessen, strömen | Jmd; nachströmen
droRa	shared	1	3	33	34	9	24	25	ein Altar in Form eines Troges | eine best. Pflanze, vielleicht Leucas linifolia | ein hölzerner Trog, Wanne, Zuber; ein goldene Badewanne
mADava	shared	1	3	33	26	9	24	17	zum Frühling in Beziehung stehend, vernalis, vernus | den Nachkommen; den; eigen | darstellend
sTira	shared	1	1	33	23	9	24	14	hart, verhärtet, fest, straff, nicht leicht zerreissend, widerstandsfähig | fest,; unbeweglich | fest, nicht schwankend
kAnta	shared	5	3	34	23	10	24	13	begehrt, geliebt | liebreich, reizend | Geliebter, Gatte
Sukla	shared	1	1	37	32	13	24	19	rein, lauter, woran kein Makel haftet | Ricinus oder weiser Ricinus | Mimusops hexandra
aYj	shared	4	3	41	48	17	24	31	salben, bestreichen, beschmieren;; sich salben, sich Salbe überstreichen | schmücken, ausrüsten;; sich schmücken | glätten, ebnen
yoga	shared	1	2	42	35	18	24	17	das Anschirren; angespannt! angespannt! | Anschirrung,; Fahrt | Gespann, Gefährt, Geschirr
kzar	shared	3	3	43	26	19	24	7	einen Strom entlassen | fliessen lassen, entlassen | begiessen, besudeln,; mit ätzenden Stoffen
cud	shared	2	2	47	39	23	24	16	treiben, an treiben, in eine schnelle Bewegung versetzen, beschleunigen; das Auge werfen, — richten  | fordern, verlangen | einzuwenden —, auszusetzen haben
jIv	shared	2	2	48	41	24	24	17	leben, am Leben sein, — bleiben; mögest du lange leben!; lebend, lebendig, noch am Leben seiend; ble | wieder aufgelebt | lebendig machen, beleben; belebt, lebendig gemacht
lip	shared	3	2	48	33	24	24	9	Jmd Etwas; Böses; anhängen | Etwas; mit Etwas; bestreichen | einsalben
sparS	shared	1	1	58	47	34	24	13	Jmd unangenehm berühren, Jmd ein Leid anthun; | erreichen,; gleichkommen, | erreichen,; in unmittelbare Beziehung treten —, es zu thun haben mit
hvA	shared	2	2	65	64	41	24	23	ausrufen, hersagen | herüber rufen | herausfordern
siv	shared	1	1	23	1	0	23	1	nähen, annähen; genäht, angenäht | zusammennähen | verwebt mit
DAtar	shared	1	2	24	18	1	23	17	Träger; der Erde | Anordner | Erhalter, Lenker
