attested_form	form_key	dcs_lemma	dcs_upos	target_locus	source_dataset	evidence_count	tense_caveat	attested_via	triage_class
nirvāṇaṃ	nirvānan	nirvāṇa	NOUN	dcs:590043	dcs	53	0	surface	paradigm_gap
'pavargo	'pavargo	apavarga	NOUN	dcs:590045	dcs	2	0	surface	paradigm_gap
śramaṇo	śramano	śramaṇa	NOUN	dcs:590045	dcs	74	0	surface	paradigm_gap
vācaṃyamo	vācanyamo	vācaṃyama	NOUN	dcs:590046	dcs	11	0	surface	paradigm_gap
nirgrantho	nirgrantho	nirgrantha	ADJ	dcs:590047	dcs	4	0	surface	paradigm_gap
svaṃ	svan	sva	ADJ	dcs:590047	dcs	586	0	surface	paradigm_gap
tapas	tapas	tapas	NOUN	dcs:590047	dcs	1634	0	surface+unsandhied	paradigm_gap
jñānaṃ	jnānan	jñāna	NOUN	dcs:590048	dcs	525	0	surface	paradigm_gap
śraddhānaṃ	śraddhānan	śraddhāna	NOUN	dcs:590048	dcs	1	0	surface	lexicon_gap
śraddhānam	śraddhānam	śraddhāna	NOUN	dcs:590048	dcs	1	0	unsandhied	lexicon_gap
abhāṣaṇaṃ	abhāṣanan	abhāṣaṇa	NOUN	dcs:590049	dcs	1	0	surface	paradigm_gap
'dhītī	'dhītī	adhītin	ADJ	dcs:590051	dcs	2	0	surface	paradigm_gap
śiṣyo	śiṣyo	śiṣya	NOUN	dcs:590052	dcs	92	0	surface	paradigm_gap
vineyo	vineyo	vineya	NOUN	dcs:590052	dcs	3	0	surface	paradigm_gap
'ntevāsī	'ntevāsī	antevāsin	NOUN	dcs:590052	dcs	3	0	surface	paradigm_gap
ātma	ātma	ātman	NOUN	dcs:590053	dcs	5108	0	surface+unsandhied	paradigm_gap
saṃpradāyo	sanpradāyo	sampradāya	NOUN	dcs:590055	dcs	2	0	surface	paradigm_gap
vratādānaṃ	vratādānan	vratādāna	NOUN	dcs:590056	dcs	1	0	surface	paradigm_gap
karaṇaṃ	karanan	karaṇa	NOUN	dcs:590059	dcs	110	0	surface	paradigm_gap
kvacid	kvacid	kvacid	ADV	dcs:590062	dcs	1628	0	surface+unsandhied	lexicon_gap
dhyānaṃ	dhyānan	dhyāna	NOUN	dcs:590063	dcs	137	0	surface	paradigm_gap
saṃmato	sanmato	samman	VERB	dcs:590065	dcs	24	0	surface	lexicon_gap
saṃmataḥ	sanmata	samman	VERB	dcs:590065	dcs	246	1	surface+unsandhied	lexicon_gap
'ṣṭadhā	'ṣṭadhā	aṣṭadhā	ADV	dcs:590065	dcs	12	0	surface	paradigm_gap
śvaḥśreyasaṃ	śvaḥśreyasan	śvaḥśreyasa	NOUN	dcs:590066	dcs	2	0	surface	paradigm_gap
kalyāṇaṃ	kalyānan	kalyāṇa	ADJ	dcs:590066	dcs	85	0	surface	paradigm_gap
śvovasīyasaṃ	śvovasīyasan	śvovasīyasa	NOUN	dcs:590066	dcs	1	0	surface	paradigm_gap
kṣemaṃ	kṣeman	kṣema	NOUN	dcs:590067	dcs	96	0	surface	paradigm_gap
surālayas	surālayas	surālaya	NOUN	dcs:590069	dcs	1	0	surface	paradigm_gap
nāki	nāki	nākin	NOUN	dcs:590070	dcs	2	0	surface+unsandhied	paradigm_gap
'svapnā	'svapnā	asvapna	NOUN	dcs:590072	dcs	2	0	surface	paradigm_gap
yānaṃ	yānan	yāna	NOUN	dcs:590073	dcs	95	0	surface	paradigm_gap
vimāno	vimāno	vimāna	NOUN	dcs:590073	dcs	6	1	surface	paradigm_gap
'ndhaḥ	'ndha	andhas	NOUN	dcs:590073	dcs	3	0	surface	paradigm_gap
vahnayo	vahnayo	vahni	NOUN	dcs:590074	dcs	5	0	surface	paradigm_gap
'nilāḥ	'nilā	anila	NOUN	dcs:590074	dcs	2	0	surface	paradigm_gap
kiṃpuruṣā	kinpuruṣā	kimpuruṣa	NOUN	dcs:590077	dcs	3	0	surface	paradigm_gap
aryamā	aryamā	aryaman	NOUN	dcs:590084	dcs	378	0	surface+unsandhied	lexicon_gap
'harmaṇiḥ	'harmani	aharmaṇi	NOUN	dcs:590084	dcs	1	0	surface	paradigm_gap
'rkaḥ	'rka	arka	NOUN	dcs:590085	dcs	16	0	surface	paradigm_gap
kiraṇo	kirano	kiraṇa	NOUN	dcs:590085	dcs	2	0	surface	paradigm_gap
bhago	bhago	bhaga	NOUN	dcs:590085	dcs	104	0	surface+unsandhied	paradigm_gap
khago	khago	khaga	NOUN	dcs:590085	dcs	7	0	surface	paradigm_gap
mārtāṇḍo	mārtānḍo	mārtāṇḍa	NOUN	dcs:590085	dcs	3	0	surface	paradigm_gap
bradhno	bradhno	bradhna	NOUN	dcs:590086	dcs	1	0	surface	paradigm_gap
vivasvant	vivasvant	vivasvant	NOUN	dcs:590086	dcs	103	0	surface+unsandhied	lexicon_gap
mitro	mitro	mitra	NOUN	dcs:590087	dcs	204	0	surface	paradigm_gap
dhvāntārātir	dhvāntārātir	dhvāntārāti	NOUN	dcs:590087	dcs	1	0	surface	paradigm_gap
cakrābja	cakrābja	cakrābja	NOUN	dcs:590087	dcs	2	0	surface+unsandhied	lexicon_gap
ahar	ahar	ahar	NOUN	dcs:590088	dcs	3068	0	surface+unsandhied	paradigm_gap
prabhā	prabhā	prabhā	NOUN	dcs:590088	dcs	900	0	surface+unsandhied	lexicon_gap
div	div	div	ADV	dcs:590089	dcs	14	0	surface+unsandhied	paradigm_gap
haridaśvo	haridaśvo	haridaśva	NOUN	dcs:590090	dcs	1	0	surface	paradigm_gap
jagatkarmasākṣī	jagatkarmasākṣī	jagatkarmasākṣin	NOUN	dcs:590090	dcs	2	0	surface+unsandhied	lexicon_gap
bhāsvant	bhāsvant	bhāsvant	NOUN	dcs:590090	dcs	16	0	surface+unsandhied	lexicon_gap
jagaccakṣus	jagaccakṣus	jagaccakṣus	NOUN	dcs:590091	dcs	2	0	surface+unsandhied	paradigm_gap
'ruṇasārathiḥ	'runasārathi	aruṇasārathi	NOUN	dcs:590091	dcs	2	0	surface	paradigm_gap
rocis	rocis	rocis	NOUN	dcs:590092	dcs	2	0	surface+unsandhied	paradigm_gap
śocis	śocis	śocis	NOUN	dcs:590092	dcs	12	0	surface+unsandhied	paradigm_gap
jyotis	jyotis	jyotis	NOUN	dcs:590092	dcs	211	0	surface+unsandhied	paradigm_gap
arcis	arcis	arcis	NOUN	dcs:590092	dcs	60	0	surface+unsandhied	paradigm_gap
ruc	ruc	ruc	NOUN	dcs:590094	dcs	23	0	surface+unsandhied	paradigm_gap
bhās	bhās	bhās	NOUN	dcs:590095	dcs	126	0	surface+unsandhied	paradigm_gap
prabhāvasu	prabhāvasu	prabhāvasu	NOUN	dcs:590095	dcs	2	0	surface+unsandhied	lexicon_gap
āloko	āloko	āloka	NOUN	dcs:590096	dcs	2	0	surface	paradigm_gap
maṇḍalaṃ	manḍalan	maṇḍala	NOUN	dcs:590097	dcs	157	0	surface	paradigm_gap
plavago	plavago	plavaga	NOUN	dcs:590100	dcs	2	0	surface	paradigm_gap
paripārśvakāḥ	paripārśvakā	paripārśvaka	NOUN	dcs:590101	dcs	2	0	surface+unsandhied	lexicon_gap
kumudabāndhavo	kumudabāndhavo	kumudabāndhava	NOUN	dcs:590102	dcs	1	0	surface	paradigm_gap
jaivātṛko	jaivātṛko	jaivātṛka	NOUN	dcs:590104	dcs	1	0	surface	paradigm_gap
indur	indur	indu	NOUN	dcs:590104	dcs	53	0	surface	paradigm_gap
vidhur	vidhur	vidhu	NOUN	dcs:590104	dcs	2	0	surface	paradigm_gap
somo	somo	soma	NOUN	dcs:590105	dcs	556	0	surface	paradigm_gap
ṣoḍaśo	ṣoḍaśo	ṣoḍaśa	ADJ	dcs:590106	dcs	12	0	surface	paradigm_gap
'ṃśaḥ	'nśa	aṃśa	NOUN	dcs:590106	dcs	15	0	surface	paradigm_gap
cihnaṃ	cihnan	cihna	NOUN	dcs:590106	dcs	20	0	surface	paradigm_gap
lakṣaṇaṃ	lakṣanan	lakṣaṇa	NOUN	dcs:590106	dcs	209	0	surface	paradigm_gap
kalaṅko	kalanko	kalaṅka	NOUN	dcs:590107	dcs	3	0	surface	paradigm_gap
'bhijñānaṃ	'bhijnānan	abhijñāna	NOUN	dcs:590107	dcs	2	0	surface	paradigm_gap
bimbaṃ	bimban	bimba	NOUN	dcs:590108	dcs	19	0	surface	paradigm_gap
nakṣatraṃ	nakṣatran	nakṣatra	NOUN	dcs:590109	dcs	49	0	surface	paradigm_gap
mṛgaśīrṣaṃ	mṛgaśīrṣan	mṛgaśīrṣa	NOUN	dcs:590113	dcs	2	0	surface	paradigm_gap
mṛgaśiro	mṛgaśiro	mṛgaśiras	NOUN	dcs:590113	dcs	3	0	surface	paradigm_gap
mṛgaśiras	mṛgaśiras	mṛgaśiras	NOUN	dcs:590114	dcs	4	0	surface+unsandhied	paradigm_gap
sārpo	sārpo	sārpa	NOUN	dcs:590117	dcs	1	0	surface	paradigm_gap
'śleṣā	'śleṣā	aśleṣā	NOUN	dcs:590117	dcs	1	0	surface	paradigm_gap
savitṛ	savitṛ	savitṛ	NOUN	dcs:590118	dcs	212	0	surface+unsandhied	paradigm_gap
śatabhiṣag	śatabhiṣag	śatabhiṣaj	NOUN	dcs:590123	dcs	1	0	surface	paradigm_gap
pauṣṇaṃ	pauṣnan	pauṣṇa	NOUN	dcs:590125	dcs	27	0	surface	paradigm_gap
lagnaṃ	lagnan	lagna	NOUN	dcs:590126	dcs	22	0	surface	paradigm_gap
vakro	vakro	vakra	NOUN	dcs:590127	dcs	8	0	surface	paradigm_gap
lohitāṅgo	lohitāngo	lohitāṅga	NOUN	dcs:590127	dcs	6	0	surface	paradigm_gap
maṅgalo	mangalo	maṅgala	NOUN	dcs:590127	dcs	3	0	surface	paradigm_gap
'ṅgārakaḥ	'ngāraka	aṅgāraka	NOUN	dcs:590127	dcs	4	0	surface	paradigm_gap
āṣāḍhābhūr	āṣāḍhābhūr	āṣāḍhābhū	NOUN	dcs:590128	dcs	1	0	surface	lexicon_gap
āṣāḍhābhūḥ	āṣāḍhābhū	āṣāḍhābhū	NOUN	dcs:590128	dcs	1	0	unsandhied	lexicon_gap
navārcīḥ	navārcī	navārcis	NOUN	dcs:590128	dcs	4	0	surface+unsandhied	paradigm_gap
pañcārcīḥ	pancārcī	pañcārcis	NOUN	dcs:590129	dcs	2	0	unsandhied	paradigm_gap
śraviṣṭhābhūḥ	śraviṣṭhābhū	śraviṣṭhābhū	NOUN	dcs:590129	dcs	2	0	surface+unsandhied	lexicon_gap
śyāmāṅgo	śyāmāngo	śyāmāṅga	NOUN	dcs:590129	dcs	1	0	surface	paradigm_gap
surācāryo	surācāryo	surācārya	NOUN	dcs:590130	dcs	2	0	surface	paradigm_gap
dvādaśārcīḥ	dvādaśārcī	dvādaśārcis	NOUN	dcs:590131	dcs	2	0	surface+unsandhied	lexicon_gap
gir	gir	gir	NOUN	dcs:590132	dcs	22	0	surface+unsandhied	paradigm_gap
śukro	śukro	śukra	NOUN	dcs:590133	dcs	68	0	surface	paradigm_gap
ṣoḍaśārcir	ṣoḍaśārcir	ṣoḍaśārcis	NOUN	dcs:590134	dcs	1	0	surface	paradigm_gap
ṣoḍaśārcīḥ	ṣoḍaśārcī	ṣoḍaśārcis	NOUN	dcs:590134	dcs	4	0	surface+unsandhied	paradigm_gap
daityagurur	daityagurur	daityaguru	NOUN	dcs:590134	dcs	1	0	surface	paradigm_gap
chāyāsuto	chāyāsuto	chāyāsuta	NOUN	dcs:590135	dcs	1	0	surface	paradigm_gap
'sitaḥ	'sita	asita	NOUN	dcs:590135	dcs	18	0	surface	paradigm_gap
kroḍo	kroḍo	kroḍa	NOUN	dcs:590136	dcs	9	0	surface	paradigm_gap
tamo	tamo	tama	NOUN	dcs:590137	dcs	188	0	surface	paradigm_gap
saiṃhikeyo	sainhikeyo	saiṃhikeya	NOUN	dcs:590137	dcs	3	0	surface	paradigm_gap
bharaṇībhūḥ	bharanībhū	bharaṇībhū	NOUN	dcs:590137	dcs	2	0	surface+unsandhied	lexicon_gap
aśleṣābhūḥ	aśleṣābhū	aśleṣābhū	NOUN	dcs:590138	dcs	2	0	surface+unsandhied	lexicon_gap
'gastiḥ	'gasti	agasti	NOUN	dcs:590139	dcs	2	0	surface	paradigm_gap
pītābdhir	pītābdhir	pītābdhi	NOUN	dcs:590139	dcs	1	0	surface	paradigm_gap
induvoḥ	induvo	indu	NOUN	dcs:590144	dcs	6	0	surface+unsandhied	paradigm_gap
upaliṅgaṃ	upalingan	upaliṅga	NOUN	dcs:590145	dcs	1	0	surface	paradigm_gap
ajanyamītiḥ	ajanyamīti	ajanyamīti	NOUN	dcs:590146	dcs	2	0	surface+unsandhied	lexicon_gap
sarvabhūṣakaḥ	sarvabhūṣaka	sarvabhūṣaka	NOUN	dcs:590147	dcs	2	0	surface+unsandhied	lexicon_gap
kālo	kālo	kāla	NOUN	dcs:590148	dcs	433	0	surface	paradigm_gap
dvividho	dvividho	dvividha	ADJ	dcs:590148	dcs	39	0	surface	paradigm_gap
samāpyate	samāpyate	samāp	VERB	dcs:590149	dcs	68	0	surface+unsandhied	lexicon_gap
avasarpiṇyāṃ	avasarpinyān	avasarpiṇī	NOUN	dcs:590150	dcs	1	0	surface	paradigm_gap
utsarpiṇyāṃ	utsarpinyān	utsarpiṇī	NOUN	dcs:590150	dcs	1	0	surface	paradigm_gap
dvādaśabhiḥ	dvādaśabhi	dvādaśan	NUM	dcs:590151	dcs	189	0	surface+unsandhied	lexicon_gap
vivartate	vivartate	vivṛt	VERB	dcs:590151	dcs	26	0	surface+unsandhied	lexicon_gap
catasraḥ	catasra	catur	NUM	dcs:590152	dcs	767	0	surface+unsandhied	lexicon_gap
sāgarāṇāṃ	sāgarānān	sāgara	NOUN	dcs:590153	dcs	12	0	surface	paradigm_gap
dvicatvāriṃśatyā	dvicatvārinśatyā	dvicatvāriṃśat	NUM	dcs:590155	dcs	2	0	surface+unsandhied	paradigm_gap
dhanus	dhanus	dhanus	NOUN	dcs:590161	dcs	547	0	surface+unsandhied	paradigm_gap
ānupūrvayā	ānupūrvayā	ānupūrva	NOUN	dcs:590165	dcs	56	0	surface+unsandhied	paradigm_gap
ṣaṭsu	ṣaṭsu	ṣaṣ	NUM	dcs:590165	dcs	153	0	surface+unsandhied	lexicon_gap
pañcadaśabhiḥ	pancadaśabhi	pañcadaśan	NUM	dcs:590167	dcs	20	0	surface+unsandhied	lexicon_gap
ṣaḍbhiḥ	ṣaḍbhi	ṣaṣ	NUM	dcs:590168	dcs	435	0	surface+unsandhied	lexicon_gap
vāsaro	vāsaro	vāsara	NOUN	dcs:590171	dcs	3	0	surface	paradigm_gap
prabhātaṃ	prabhātan	prabhāta	NOUN	dcs:590171	dcs	5	0	surface	paradigm_gap
vyuṣṭaṃ	vyuṣṭan	vyuṣṭa	NOUN	dcs:590172	dcs	3	0	surface	paradigm_gap
vibhātaṃ	vibhātan	vibhāta	NOUN	dcs:590172	dcs	3	0	surface	paradigm_gap
pratyūṣaṃ	pratyūṣan	pratyūṣa	NOUN	dcs:590172	dcs	1	0	surface	lexicon_gap
pratyūṣam	pratyūṣam	pratyūṣa	NOUN	dcs:590172	dcs	1	0	unsandhied	lexicon_gap
kālyaṃ	kālyan	kālya	ADJ	dcs:590173	dcs	14	0	surface	paradigm_gap
divāmadhyaṃ	divāmadhyan	divāmadhya	NOUN	dcs:590173	dcs	1	0	surface	paradigm_gap
madhyaṃdinaṃ	madhyandinan	madhyaṃdina	NOUN	dcs:590173	dcs	17	0	surface	paradigm_gap
sāyaṃ	sāyan	sāya	NOUN	dcs:590175	dcs	350	0	surface	paradigm_gap
kutapo	kutapo	kutapa	NOUN	dcs:590176	dcs	5	0	surface	paradigm_gap
'ṣṭamo	'ṣṭamo	aṣṭama	ADJ	dcs:590176	dcs	5	0	surface	paradigm_gap
bhāgo	bhāgo	bhāga	NOUN	dcs:590176	dcs	164	0	surface	paradigm_gap
ahobhyāṃ	ahobhyān	ahar	NOUN	dcs:590182	dcs	1	0	surface	paradigm_gap
garbhakaṃ	garbhakan	garbhaka	NOUN	dcs:590183	dcs	1	0	surface	paradigm_gap
pradoṣo	pradoṣo	pradoṣa	NOUN	dcs:590183	dcs	4	0	surface	paradigm_gap
praharo	praharo	prahara	NOUN	dcs:590184	dcs	2	0	surface	paradigm_gap
timiraṃ	timiran	timira	NOUN	dcs:590185	dcs	35	0	surface	paradigm_gap
dhvāntaṃ	dhvāntan	dhvānta	NOUN	dcs:590186	dcs	12	0	surface	paradigm_gap
tamasaṃ	tamasan	tamasa	NOUN	dcs:590186	dcs	1	0	surface	paradigm_gap
samavāndhataḥ	samavāndhata	samavāndhata	NOUN	dcs:590186	dcs	2	0	surface+unsandhied	lexicon_gap
viṣuvant	viṣuvant	viṣuvant	NOUN	dcs:590187	dcs	32	0	surface+unsandhied	lexicon_gap
bahulo	bahulo	bahula	NOUN	dcs:590188	dcs	11	0	surface	paradigm_gap
māso	māso	māsa	NOUN	dcs:590198	dcs	34	0	surface	paradigm_gap
caitro	caitro	caitra	NOUN	dcs:590201	dcs	4	0	surface	paradigm_gap
śrāvaṇiko	śrāvaniko	śrāvaṇika	NOUN	dcs:590203	dcs	1	0	surface	paradigm_gap
kārtikaḥ	kārtika	kārttika	NOUN	dcs:590204	dcs	3	0	surface+unsandhied	paradigm_gap
kārtikiko	kārtikiko	kārttikika	NOUN	dcs:590205	dcs	2	0	surface	paradigm_gap
ādikau	ādikau	ādika	ADJ	dcs:590205	dcs	2	0	surface+unsandhied	lexicon_gap
praśalo	praśalo	praśala	NOUN	dcs:590206	dcs	1	0	surface	lexicon_gap
praśalaḥ	praśala	praśala	NOUN	dcs:590206	dcs	1	0	unsandhied	lexicon_gap
raudro	raudro	raudra	NOUN	dcs:590206	dcs	32	0	surface	paradigm_gap
puṣpakālo	puṣpakālo	puṣpakāla	NOUN	dcs:590207	dcs	1	0	surface	paradigm_gap
uṣṇāgamo	uṣnāgamo	uṣṇāgama	NOUN	dcs:590208	dcs	1	0	surface	paradigm_gap
grīṣmo	grīṣmo	grīṣma	NOUN	dcs:590208	dcs	24	0	surface	paradigm_gap
prāvṛṣ	prāvṛṣ	prāvṛṣ	NOUN	dcs:590209	dcs	140	0	surface+unsandhied	paradigm_gap
śarad	śarad	śarad	NOUN	dcs:590210	dcs	477	0	surface+unsandhied	paradigm_gap
'yanaṃ	'yanan	ayana	NOUN	dcs:590210	dcs	3	0	surface	paradigm_gap
udañc	udanc	udañc	ADJ	dcs:590211	dcs	237	0	surface+unsandhied	paradigm_gap
varṣaṃ	varṣan	varṣa	NOUN	dcs:590212	dcs	240	0	surface+unsandhied	paradigm_gap
hāyano	hāyano	hāyana	NOUN	dcs:590212	dcs	5	0	surface	paradigm_gap
'bdaṃ	'bdan	abda	NOUN	dcs:590212	dcs	2	0	surface	paradigm_gap
brāhmaṃ	brāhman	brāhma	ADJ	dcs:590214	dcs	71	0	surface	paradigm_gap
manvantaraṃ	manvantaran	manvantara	NOUN	dcs:590215	dcs	13	0	surface	paradigm_gap
divyānāṃ	divyānān	divya	ADJ	dcs:590215	dcs	45	0	surface	paradigm_gap
kalpo	kalpo	kalpa	NOUN	dcs:590216	dcs	65	0	surface	paradigm_gap
tadātvaṃ	tadātvan	tadātva	NOUN	dcs:590218	dcs	4	0	surface	paradigm_gap
sāṃdṛṣṭikaṃ	sāndṛṣṭikan	sāṃdṛṣṭika	ADJ	dcs:590218	dcs	2	0	surface	paradigm_gap
vyom	vyom	vyoman	NOUN	dcs:590220	dcs	194	0	surface+unsandhied	paradigm_gap
gaganaṃ	gaganan	gagana	NOUN	dcs:590220	dcs	155	0	surface	paradigm_gap
ghanāśrayo	ghanāśrayo	ghanāśraya	NOUN	dcs:590220	dcs	1	0	surface	paradigm_gap
abhraṃ	abhran	abhra	NOUN	dcs:590221	dcs	40	0	surface	paradigm_gap
'mbaraṃ	'mbaran	ambara	NOUN	dcs:590221	dcs	4	0	surface	paradigm_gap
khaṃ	khan	kha	NOUN	dcs:590221	dcs	214	0	surface+unsandhied	paradigm_gap
viṣṇupadaṃ	viṣnupadan	viṣṇupada	NOUN	dcs:590221	dcs	7	0	surface	paradigm_gap
viyant	viyant	viyant	NOUN	dcs:590221	dcs	28	0	surface+unsandhied	lexicon_gap
nabhrāj	nabhrāj	nabhrāj	NOUN	dcs:590222	dcs	5	0	surface+unsandhied	paradigm_gap
taḍitvant	taḍitvant	taḍitvant	NOUN	dcs:590222	dcs	4	0	surface+unsandhied	lexicon_gap
ghanāghano	ghanāghano	ghanāghana	NOUN	dcs:590222	dcs	1	0	surface	paradigm_gap
'bhraṃ	'bhran	abhra	NOUN	dcs:590222	dcs	1	0	surface	paradigm_gap
ghano	ghano	ghana	NOUN	dcs:590223	dcs	17	0	surface+unsandhied	paradigm_gap
dhārādharo	dhārādharo	dhārādhara	NOUN	dcs:590223	dcs	2	0	surface	paradigm_gap
durdinaṃ	durdinan	durdina	NOUN	dcs:590224	dcs	11	0	surface	paradigm_gap
āsāro	āsāro	āsāra	NOUN	dcs:590225	dcs	2	0	surface	paradigm_gap
diśyaṃ	diśyan	diśya	ADJ	dcs:590230	dcs	2	0	surface	paradigm_gap
diś	diś	diś	NOUN	dcs:590230	dcs	943	0	surface+unsandhied	paradigm_gap
apāñc	apānc	apāñc	ADJ	dcs:590230	dcs	2	0	surface+unsandhied	lexicon_gap
pratyañc	pratyanc	pratyañc	ADJ	dcs:590231	dcs	74	0	surface+unsandhied	lexicon_gap
puṇḍarīko	punḍarīko	puṇḍarīka	NOUN	dcs:590234	dcs	9	0	surface	paradigm_gap
'ñjanaḥ	'njana	añjana	NOUN	dcs:590234	dcs	3	0	surface	paradigm_gap
indro	indro	indra	NOUN	dcs:590236	dcs	875	0	surface	paradigm_gap
'cyutāgrajo	'cyutāgrajo	acyutāgraja	NOUN	dcs:590236	dcs	1	0	surface	paradigm_gap
biḍaujāḥ	biḍaujā	biḍaujas	NOUN	dcs:590236	dcs	3	0	surface+unsandhied	lexicon_gap
prācīnabarhīḥ	prācīnabarhī	prācīnabarhis	NOUN	dcs:590237	dcs	12	0	surface+unsandhied	paradigm_gap
ṛbhukṣi	ṛbhukṣi	ṛbhukṣin	NOUN	dcs:590239	dcs	2	0	surface+unsandhied	lexicon_gap
turāṣāh	turāṣāh	turāṣāh	NOUN	dcs:590239	dcs	11	0	surface+unsandhied	paradigm_gap
apsaras	apsaras	apsaras	NOUN	dcs:590241	dcs	302	0	surface+unsandhied	paradigm_gap
pṛtanāṣāh	pṛtanāṣāh	pṛtanāṣāh	NOUN	dcs:590242	dcs	18	0	surface+unsandhied	paradigm_gap
marutvant	marutvant	marutvant	NOUN	dcs:590242	dcs	7	0	surface+unsandhied	lexicon_gap
pāko	pāko	pāka	NOUN	dcs:590243	dcs	43	0	surface	paradigm_gap
'drayo	'drayo	adri	NOUN	dcs:590243	dcs	1	0	surface	paradigm_gap
dvār	dvār	dvār	NOUN	dcs:590247	dcs	66	0	surface+unsandhied	lexicon_gap
airāvaṇo	airāvano	airāvaṇa	NOUN	dcs:590248	dcs	3	0	surface	paradigm_gap
'rkasodaraḥ	'rkasodara	arkasodara	NOUN	dcs:590248	dcs	1	0	surface	paradigm_gap
airāvato	airāvato	airāvata	NOUN	dcs:590249	dcs	13	0	surface	paradigm_gap
śvetagajo	śvetagajo	śvetagaja	NOUN	dcs:590249	dcs	1	0	surface	paradigm_gap
'bhramupriyaḥ	'bhramupriya	abhramupriya	NOUN	dcs:590249	dcs	1	0	surface	paradigm_gap
parṣad	parṣad	parṣad	NOUN	dcs:590251	dcs	100	1	surface+unsandhied	paradigm_gap
nandanaṃ	nandanan	nandana	NOUN	dcs:590251	dcs	30	0	surface	paradigm_gap
pārijāto	pārijāto	pārijāta	NOUN	dcs:590252	dcs	7	0	surface	paradigm_gap
kuliśo	kuliśo	kuliśa	NOUN	dcs:590256	dcs	2	0	surface	paradigm_gap
aśvinīputrau	aśvinīputrau	aśvinīputra	NOUN	dcs:590257	dcs	2	0	surface+unsandhied	lexicon_gap
vaḍavāsutau	vaḍavāsutau	vaḍavāsuta	NOUN	dcs:590257	dcs	2	0	surface+unsandhied	lexicon_gap
'psarasaḥ	'psarasa	apsaras	NOUN	dcs:590260	dcs	13	0	surface	paradigm_gap
pitṛ	pitṛ	pitṛ	NOUN	dcs:590262	dcs	2558	0	surface+unsandhied	paradigm_gap
'rkasūnuḥ	'rkasūnu	arkasūnu	NOUN	dcs:590262	dcs	1	0	surface	paradigm_gap
śamano	śamano	śamana	NOUN	dcs:590264	dcs	12	0	surface	paradigm_gap
puṇyajano	punyajano	puṇyajana	NOUN	dcs:590268	dcs	3	0	surface	paradigm_gap
yātvāśaraḥ	yātvāśara	yātvāśara	NOUN	dcs:590268	dcs	2	0	surface+unsandhied	lexicon_gap
rātriṃcaro	rātrincaro	rātriṃcara	NOUN	dcs:590269	dcs	2	0	surface	paradigm_gap
rakṣas	rakṣas	rakṣas	NOUN	dcs:590269	dcs	456	0	surface+unsandhied	paradigm_gap
paraṃjanaḥ	paranjana	paraṃjana	NOUN	dcs:590271	dcs	2	0	surface+unsandhied	lexicon_gap
piśācaki	piśācaki	piśācakin	NOUN	dcs:590272	dcs	2	0	surface+unsandhied	paradigm_gap
ailabila	ailabila	ailabila	NOUN	dcs:590272	dcs	4	0	surface+unsandhied	lexicon_gap
nṛdharma	nṛdharma	nṛdharman	NOUN	dcs:590273	dcs	2	0	surface+unsandhied	paradigm_gap
vimānaṃ	vimānan	vimāna	NOUN	dcs:590275	dcs	101	1	surface	paradigm_gap
puṣpakaṃ	puṣpakan	puṣpaka	NOUN	dcs:590275	dcs	41	0	surface	paradigm_gap
caitrarathaṃ	caitrarathan	caitraratha	NOUN	dcs:590275	dcs	25	0	surface	paradigm_gap
vanaṃ	vanan	vana	NOUN	dcs:590275	dcs	539	0	surface	paradigm_gap
'sya	'sya	idam	PRON	dcs:590276	dcs	856	0	surface	paradigm_gap
nalakūvaraḥ	nalakūvara	nalakūbara	NOUN	dcs:590276	dcs	1	0	surface	paradigm_gap
vittaṃ	vittan	vitta	NOUN	dcs:590277	dcs	176	0	surface	paradigm_gap
rikthaṃ	rikthan	riktha	NOUN	dcs:590277	dcs	17	0	surface	paradigm_gap
svāpateyaṃ	svāpateyan	svāpateya	NOUN	dcs:590277	dcs	3	0	surface	paradigm_gap
sāraṃ	sāran	sāra	NOUN	dcs:590277	dcs	88	0	surface	paradigm_gap
vibhavo	vibhavo	vibhava	NOUN	dcs:590277	dcs	16	0	surface	paradigm_gap
dyumnaṃ	dyumnan	dyumna	NOUN	dcs:590278	dcs	37	0	surface	paradigm_gap
dravyaṃ	dravyan	dravya	NOUN	dcs:590278	dcs	311	0	surface	paradigm_gap
draviṇaṃ	dravinan	draviṇa	NOUN	dcs:590278	dcs	101	0	surface	paradigm_gap
nidhānaṃ	nidhānan	nidhāna	NOUN	dcs:590279	dcs	40	0	surface	paradigm_gap
śaṅkho	śankho	śaṅkha	NOUN	dcs:590280	dcs	43	0	surface	paradigm_gap
guhyako	guhyako	guhyaka	NOUN	dcs:590282	dcs	2	0	surface	paradigm_gap
vāmadevo	vāmadevo	vāmadeva	NOUN	dcs:590284	dcs	19	0	surface	paradigm_gap
śaṃkaro	śankaro	śaṃkara	NOUN	dcs:590285	dcs	93	0	surface	paradigm_gap
pañcamukho	pancamukho	pañcamukha	NOUN	dcs:590286	dcs	3	0	surface	paradigm_gap
'ṣṭamūrtiḥ	'ṣṭamūrti	aṣṭamūrti	NOUN	dcs:590286	dcs	1	0	surface	paradigm_gap
giriśo	giriśo	giriśa	NOUN	dcs:590286	dcs	11	0	surface	paradigm_gap
