k1	pw_L	hom	sense_ord	div_n	marker	gloss	witnesses	pw_entry_blocks	pwg_entry_blocks
ASava	16081		1			Geschwindigkeit		1	1
ASayAgni	16076		1			das Feuer der Verdauung		1	0
ASaya	16075		1					10	15
ASaya	16075		2	1	1〉	Lagerstatt, Sitz —, Ort des		10	15
ASaya	16075		3	1	2〉	Ort, Stätte		10	15
ASaya	16075		4	1	3〉	Sitz oder Behälter eines der den Körper constituirenden Grundstoffen		10	15
ASaya	16075		6	1	5〉	Gedanken, Absicht		10	15
ASaya	16075		7	1	6〉	Gesinnungs-, Denkweise		10	15
ASaya	16075		9	1	8〉	{{Artocarpus integrifolia L.->Artocarpus integrifolius L.||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		10	15
ASaya	16075		10	1	9〉			10	15
AScarya	16182		1					5	2
AScarya	16182		2	1	1〉	seltsam, wunderbar		5	2
AScarya	16182		3	1	2〉			5	2
AScarya	16182		4	2	a〉	seltene Erscheinung, Wunder; eine gar s. E.		5	2
AScarya	16182		5	2	b〉	Verwunderung, Staunen, Erstaunen; Jmd; in Staunen versetzen		5	2
AScaryaBUta	16183		1			eine seltene Erscheinung seiend, wunderbar		1	1
AScaryamaya	16184		1			wunderbar		1	1
AScaryarUpa	16186		1			seltsam, wunderbar	ind.st,nrs.up	1	0
AScaryaratnamAlA	16185		1					1	1
AScotana	16187		1			das Beträufeln, Anspritzen		1	1
AScyotayitavE	16188		1			hinzuträufeln		1	0
ASiKam	16116		1			mit Einschluss des Haars auf dem Scheitel	hariv	3	0
ASiKam	201612		2			vom Fusse bis zum Scheitel	nais	3	0
ASiKam	214412		3					3	0
ASiYjita	16117		1			Geklingel	viddh	1	0
ASina	16123		1			betagt		1	1
ASir	16125		1			die dem; Saft zugesetzte Milch		1	3
ASira	16127	2	2					6	7
ASira	16127	2	4	1	2〉			6	7
ASiraHpAdam	16128		1			von Fuss bis zu Kopf	kathas	1	0
ASis	16131	1	1					5	7
ASis	16131	1	2	1	1〉	Bitte, Bittgebet, Wunsch; ein zum Wohl eines Andern ausgesprochener Wunsch, Segenswunsch		5	7
ASis	16131	1	4	1	3〉	ein best. Heilmittel		5	7
ASita	16118		1					3	1
ASita	16118		2	1	1〉			3	1
ASita	16118		3	1	2〉	Speise	rv	3	1
ASitaMBava	16120		1					3	3
ASitaMBava	16120		2	1	1〉	sättigend		3	3
ASitaMgavIna	16119		1			von Kühen abgeweidet		1	1
ASizWa	16130		1		1〉			1	1
ASleza	16238		1					8	7
ASleza	16238		2	1	1〉			8	7
ASleza	16238		5	2	c〉	was hängen —, kleben bleibt	nyayam	8	7
ASleza	16238		6	1	2〉	das 7te Mondhaus		8	7
ASleza	214435		8					8	7
ASlezaRa	16239		1			das Hängen, — Klebenbleiben	comm.zunyayam	1	0
ASmAyana	16197		1					1	1
ASmaBArika	16193		1			eine Last Steine fahrend		1	1
ASmaki	16190		1					1	1
ASmana	16191		1					3	3
ASmana	16191		3	1	2〉			3	3
ASmanya	16192		1					1	1
ASmaraTa	16194		1					3	2
ASmaraTa	16194		2	1	1〉	zu; in Beziehung stehend		3	2
ASmaraTa	16194		3	1	2〉			3	2
ASmaraTya	16195		1					1	1
ASmeya	16199		1					1	1
ASmika	16198		1					1	1
ASokeya	16178		1					5	2
ASokeya	16178		2	1	1〉			5	2
ASokeya	16178		3	1	2〉			5	2
ASokeya	206825		4		2〉		maitr.s	5	2
ASokeya	214424		5					5	2
ASrAvaRa	16228		1			Zuruf		1	1
ASrAvya	16229		1					1	1
ASrAvyaprEza	16230		1			der auf das; folgende	katy.sr	1	0
ASrama	16201		1					5	5
ASrama	16201		2	1	1〉	Einsiedelei		5	5
ASrama	16201		3	1	2〉	eine zu feierlichen Gelegenheiten errichtete Hütte		5	5
ASrama	16201		4	1	3〉	ein Stadium im religiöse Leben,; eines Brahmanen,		5	5
ASrama	16201		5	1	4〉			5	5
ASramadvezasaMkarin	208641		1			der gegen die Stadien im religiösen Leben eine Abneigung hat und zu ihrer Vermischung beiträgt	mbh	2	0
ASramadvezasaMkarin	214428		2					2	0
ASramapada	16202		1		1〉			1	3
ASramaparvan	16203		1			Abschnittes	mbh	1	0
ASramavAsaparvan	214429		1					1	0
ASramin	16209		1			in irgend einem Stadium des religiösen Lebens sich befindend	gaut	1	2
ASramopanizad	16210		1					1	1
ASrava	16226	1	1					7	8
ASrava	16226	1	2	1	1〉	gehorsam, fügsam		7	8
ASrava	16227	2	4					7	8
ASrava	201617	1	5		1〉		nais	7	8
ASrava	214430	1	6					7	8
ASrava	214431	2	7			eine unreine Neigung	mahavy	7	8
ASravaRam	201618		1			bis zum Ohr	nais	2	0
ASravaRam	214432		2					2	0
ASrayASa	16222		1					3	3
ASrayASa	16222		2	1	1〉	die nächste Umgebung verzehrend		3	3
ASrayAsidDa	16223		1			logisch unzulässig wegen des Substrats	tarkas	1	0
ASraya	16211		1					13	12
ASraya	16211		3	1	2〉	nächste Umgebung		13	12
ASraya	16211		4	1	3〉	Anschluss —, Hingabe an, das sich einer Sache Ergeben; das Greifen zu	chr,spr	13	12
ASraya	16211		5	1	4〉	das Berufen auf, Abhängigkeit; von; beruhend auf, abhängig von		13	12
ASraya	16211		7	1	6〉	Lehne, Stütze, Halt, Unterlage		13	12
ASraya	16211		8	1	7〉	Halt, Zuflucht, Hort, Schirm		13	12
ASraya	16211		9	1	8〉	Sitz, Wohnsitz, Standort, Behälter		13	12
ASraya	16211		10	1	9〉	Subject; Substrat	chr	13	12
ASraya	16211		11	1	10〉	zusammenhängende Menge, Kette von	mbh	13	12
ASraya	16211		13	1	12〉			13	12
ASrayaBUta	16217		1			von dem oder wovon Jmd oder Etwas abhängt, die Grundlage bildend	chr,comm.zunyayam	1	0
ASrayaRIya	16214		1					3	2
ASrayaRIya	16214		3	1	2〉	wozu man sich zu halten hat, zu bekennen		3	2
ASrayaRa	16213		1					7	7
ASrayaRa	16213		2	1	1〉			7	7
ASrayaRa	16213		4	2	b〉	in Bezug stehend zu, betreffend		7	7
ASrayaRa	16213		5	1	2〉			7	7
ASrayaRa	16213		6	2	a〉	das Sichhinbegeben zu		7	7
ASrayaRa	16213		7	2	b〉	das Sichanschliessen an, Greifen zu	comm.zuts.prat	7	7
ASrayajayoga	16212		1			eine best. Klasse von Constellationen ohne Mond		1	1
ASrayaliNga	16219		1			dessen Geschlecht von dem Worte abhängt, an das es sich anlehnt;; Adjectiv		1	1
ASrayasTAna	16221		1			das Organ des nächst folgenden Lautes, an den sich ein anderer anlehnt,	ind.st,siksa	1	0
ASrayatA	16215		1		6〉		comm.zunyayam	1	0
ASrayatva	16216		1		1〉		comm.zunyayam	1	1
ASrayayoga	16218		1					1	0
ASrayin	16225		1					3	4
ASrayin	16225		2	1	1〉	sich an Etwas anlehnend, anhaftend an, sich anschliessend	jaim	3	4
ASrayin	16225		3	1	2〉	sitzend auf, wohnend in; eine Platz einnehmend	chr	3	4
ASrayitavya	16224		1			woran man sich zu halten hat	comm.zunyayas,samk.zubadar	1	0
ASretar	208642		1			der sich an Jmd lehnt, auf Jmd stützt, sich in Jmds; Schutz begiebt	mbh.ed.vardh	2	0
ASretar	214434		2					2	0
ASreza	16237		1					3	4
ASreza	16237		3	1	2〉	das 7te Mondhaus	tbr	3	4
ASri	16231		1					1	1
ASrita	16232		1					3	2
ASrita	16232		2	1	1〉	Untergebener, Diener	chr	3	2
ASrumay	214433		1				maitr.s	1	0
ASruta	16234		1					1	3
ASruti	16235		1			Bereiche des Gehörs		1	1
ASu	16146		1					7	6
ASu	16146		2	1	1〉	geschwind, rasch, schnell		7	6
ASu	16146		4	1	3〉			7	6
ASu	16146		5	2	a〉	Ross		7	6
ASu	16146		6	2	b〉	schnell reifender Reis		7	6
ASu	16146		7	1	3〉			7	6
ASuMga	16154		1			ein best. Vogel		1	1
ASuSravas	16172		1					1	0
ASuSukzaRi	16170		1					3	3
ASuSukzaRi	16170		2	1	1〉	hervorblinkend		3	3
ASuSuzka	16171		1			schnell eintrocknend	kam.nitis	1	0
ASuboDa	16161		1					3	1
ASuboDa	16161		2	1	1〉	leicht verständlich		3	1
ASuboDa	16161		3	1	2〉			3	1
ASudDya	16157		1			Unreinheit	gal	1	0
ASugAmin	16153		1					3	2
ASugAmin	16153		2	1	1〉			3	2
ASugAmin	16153		3	1	2〉	die Sonne		3	2
ASugI	201614		1			zu Jmds; Pfeil werden	nais	2	0
ASugI	214423		2					2	0
ASuga	16151		1					7	8
ASuga	16151		2	1	1〉	schnell gehend, — sich dahinbewegend	chr	7	8
ASuga	16151		3	1	2〉			7	8
ASuga	16151		7	2	d〉			7	8
ASuganDa	214422		1				mahavy	1	0
ASugati	16152		1			sich schnell bewegend	comm.zunyayas	1	0
ASuheman	16175		1					3	3
ASuheman	16175		2	1	1〉	rasch hineilend		3	3
ASuhezas	16176		1			schnell verwundend		1	2
ASukArin	16148		1					3	1
ASukArin	16148		2	1	1〉	schnell wirkend	kad.ii	3	1
ASukArin	16148		3	1	2〉	eine Species von Fieber	bhavapr	3	1
ASukavi	222272		1			Improvisator	damayantik	1	0
ASuklAnta	16150		1			alsbald verwelkt	sak	1	0
ASukriyA	16149		1			schnelles Verfahren		1	1
ASumat	16163		1			schnell, rasch		1	0
ASupattrI	16158		1			Weihrauchbaum		1	0
ASupatvan	16159		1			schnell fliegend		1	1
ASupratikArin	16160		1			schnell einschreitend	caraka	1	0
ASuraTIya	16165		1					1	1
ASusaMDeya	16174		1			leicht zusammenzufügen; leicht zu versöhnen	spr	1	0
ASutva	16156		1					3	1
ASutva	16156		2	1	1〉	Geschwindigkeit		3	1
ASutva	16156		3	1	2〉	die Benennung	tandyabr	3	1
ASuvftti	16168		1			schnell vor sich gehend	comm.zunyayas	1	0
ASuvikrama	16166		1			schnellen Schrittes	r	1	0
ASuvimardita	16167		1			alsbald zerdrückt	sak	1	0
ASuvrIhi	16169		1			schnell reifender Reis		1	1
ASvAsa	16270		1					5	8
ASvAsa	16270		3	1	2〉	Trost; Trost —, Muth zusprechen		5	8
ASvAsa	16270		4	1	3〉	Verlass auf		5	8
ASvAsaka	214440		1		4〉		mahavy	1	0
ASvAsanI	202658		1				karand	2	0
ASvAsanI	214441		2					2	0
ASvAsanIya	16272		1			zu erheitern, — trösten	uttarar	1	0
ASvAsana	16271		1					5	4
ASvAsana	16271		2	1	1〉			5	4
ASvAsana	16271		3	2	a〉	das Erfrischen, Beleben		5	4
ASvAsana	16271		5	1	2〉	Erquickung, Erheiterung; Tröstung, Trost	balar,prasannar,venis	5	4
ASvAsya	16274		1			worüber man Beruhigung haben muss	megh	1	0
ASvAvatAna	16269		1					1	1
ASvAyana	16268		1					1	1
ASvIna	16283		1					3	1
ASvIna	16283		2	1	1〉	von einem Pferde in einem Tage zurückzulegen		3	1
ASvIna	16283		3	1	2〉	Tagereise eines Pferdes	tandyabr	3	1
ASva	16240		1					8	6
ASva	16240		2	1	1〉			8	6
ASva	16240		3	2	a〉	dem Pferde gehörig, vom Pf. kommend		8	6
ASva	16240		4	2	b〉	von Pferden gezogen		8	6
ASva	16240		5	1	2〉			8	6
ASva	16240		6	2	a〉	Pferdetrupp		8	6
ASva	16240		7	2	b〉			8	6
ASva	16240		8	2	c〉			8	6
ASvaBArika	16253		1			eine Pferdelast fahrend		1	1
ASvaGna	16241		1					1	1
ASvadakziRa	208644		1				maitr.s	2	0
ASvadakziRa	214436		2					2	0
ASvalAyana	16261	1	1			die Schule des; zu dieser Schule gehörig		5	2
ASvalAyana	16262	2	2					5	2
ASvalAyana	16262	2	3	1	1〉	in Beziehung stehend		5	2
ASvalAyana	16262	2	4	1	2〉			5	2
ASvalAyana	214439		5					5	2
ASvalakzaRika	16260		1			sich auf die Kennzeichen der Pferde verstehend	mahabh	1	1
ASvameDa	16254		1					1	1
ASvameDika	16255		1			zum Rossopfer gehörig, dazu Beziehung habend	apast	3	2
ASvameDika	204123		2				man.grhy	3	2
ASvameDika	214438		3					3	2
ASvapAlika	16250		1					1	1
ASvapadika	204122		1			mit einem Pferdefuss in Berührung gekommen	comm.zuapast.sr	2	0
ASvapadika	214437		2					2	0
ASvapata	16248		1					1	1
ASvapeyin	16251		1			die Schüler des	kas.zup	1	0
ASvasUkta	16266		1					1	1
ASvasUkti	16267		1					1	1
ASvatTIya	16247		1					1	1
ASvatTa	16244		1					5	6
ASvatTa	16244		2	1	1〉			5	6
ASvatTa	16244		3	2	a〉	vom heiligen Feigenbaum, aus solchem Holze verfertigt		5	6
ASvatTi	16245		1					1	1
ASvatTikIya	16246		1					1	0
ASvatarASvi	16243		1					1	0
ASvatara	16242		1					1	1
ASvavAra	16263		1			aus dem Rohr; verfertigt	maitr.s	1	0
ASvayuj	16256		1			der Monat		1	1
ASvayuja	16257		1					8	7
ASvayuja	16257		2	1	1〉			8	7
ASvayuja	16257		6	1	3〉			8	7
ASvayuja	16257		8	2	b〉		gaut	8	7
ASvayujya	16259		1			der Monat		1	1
ASveya	16284		1					1	1
ASvi	16275		1					1	1
ASvika	16276		1					3	2
ASvika	16276		2	1	1〉			3	2
ASvinAgra	16281		1			mit dem den; gehörigen [Page1-193-a] Becher; beginnend	kath	1	0
ASvina	16277	1	1					12	10
ASvina	16278	2	4					12	10
ASvina	16278	2	6	1	2〉			12	10
ASvina	16278	2	7	2	a〉	ein best. Regenmonat, in dem der Vollmond im Mondhaus; steht		12	10
ASvina	16278	2	8	2	b〉	die beiden	gal	12	10
ASvina	16278	2	9	1	3〉	best. Backsteine		12	10
ASvina	206826	2	11			ein den; geweihter Becher mit	laty	12	10
ASvina	214442	2	12					12	10
ASvinacihnita	16279		1			Herbstaequinoctium		1	1
ASvinapAtra	16280		1			die den; geltende Schale	sat.br	1	0
ASvineya	16282		1					5	3
ASvineya	16282		2	1	1〉			5	3
ASvineya	16282		3	1	2〉			5	3
ASvineya	201619		4		2〉		nais	5	3
ASvineya	214443		5					5	3
ASyAma	201616		1			dunkelfarbig	hemadri	2	0
ASyAma	214427		2					2	0
ASya	214426		1			zu essen von	ts	1	0
ATAyinI	14326		1			eine best.	haugacc	1	0
ATarvaRIyarudropanizad	14324		1					1	0
ATarvaRa	14320		1					9	10
ATarvaRa	14320		3	1	2〉			9	10
ATarvaRa	14320		6	2	c〉	der; ein zum; gehöriges Werk	av	9	10
ATarvaRa	14320		7	1	3〉			9	10
ATarvaRa	14320		8	2	a〉			9	10
ATarvaRaSiras	14322		1					1	1
ATarvaRarahasya	14321		1					1	1
ATarvaRika	14323		1					3	2
ATarvaRika	14323		2	1	1〉			3	2
AWaka	13993		1		1〉			1	1
AYC	13957		1			ziehen, zerren		1	1
AYCana	13958		1			das Ziehen, Zerren	balar	1	1
AYCita	222255		1			versehen mit	haravijaya	1	0
AYjIkUla	13975		1				kas.zup	1	0
AYjalikya	13969		1					1	1
AYjanAByaYjanIya	13964		1				asv.sr	1	0
AYjanAByaYjana	13963		1					3	0
AYjanAByaYjana	13963		2	1	1〉	Augen- und Fusssalbe		3	0
AYjanAByaYjana	13963		3	1	2〉	ein best. 49tägiges		3	0
AYjanIkArI	206754		2					3	1
AYjanIkArI	213987		3					3	1
AYjana	13959	1	1					6	4
AYjana	13959	1	2	1	1〉			6	4
AYjana	13959	1	3	2	a〉	Salbe,; Augensalbe		6	4
AYjana	13959	1	4	2	b〉	Fett		6	4
AYjana	13959	1	5	1	2〉	eine Schachtel mit Augensalbe		6	4
AYjanaganDi	13961		1			nicht Salbe riechend	chr	1	0
AYjaneya	13967		1					5	3
AYjaneya	13967		2	1	1〉			5	3
AYjaneya	13967		3	1	2〉			5	3
AYjaneya	204069		4		1〉		mahavirac	5	3
AYjaneya	213988		5					5	3
AYjaneyapurARa	202590		1				opp.cat	2	0
AYjaneyapurARa	213989		2					2	0
AYjanikya	13965		1					1	1
AYjanya	13968		1			für welchen Augensalbe gehört		1	0
AYjasa	13970		1			unmittelbar, direct	samk.zubadar	1	0
AYjiga	13973		1				ars.br	1	0
AYjigavi	206755		1				baudhayana,comm.zuapast.sr	2	0
AYjigavi	213990		2					2	0
AYjika	13972		1					1	1
AYjineya	13974		1			eine Eidechsenart		1	2
AbADa	15043		1					4	6
AbADa	15043		2	1	1〉	Andrang		4	6
AbadDa	15033		1					3	8
Abalya	15042		1			Kraftlosigkeit, Schwäche	kaus.up	1	0
AbanDa	15035		1					5	6
AbanDa	15035		3	1	2〉	ein Riemen zum Anbinden eines Ochsen anʼs Joch oder an den Pflug		5	6
AbanDura	205392		1			etwas vertieft	pancar	2	0
AbanDura	214202		2					2	0
Abarha	15038		1					3	3
Abarham	15040		1			unter Ansichreissen	kath	1	0
Abdika	15050		1			jährlich,; -jährig		1	1
AbrahmARqa	201570		1			so lange die Welt besteht	hemadri	2	0
AbrahmARqa	214206		2					2	0
AbrahmaBuvanAntikam	201569		1			bis zu; Welt	hemadri	2	0
AbrahmaBuvanAntikam	214204		2					2	0
AbrahmasaBam	205393		1			bis zu; Hof	ragh	2	0
AbrahmasaBam	214205		2					2	0
Abrahmastambaparyanta	15052		1			mit; beginnend und mit einem Grasbüschel endigend	pancar	1	0
AbravantI	214203		1				r.ed.bomb	1	0
AbuDya	15048		1				kas.zup	1	0
Ac	13755		1			des Suffixes; in Adverbien wie	chr	1	0
AcAma	13778		1					3	3
AcAma	13778		2	1	1〉	das Einschlürfen von Wasser, Ausspülung des Mundes		3	3
AcAmla	204057		1			einer Speise, mit der; Asketen im letzten Stadium ihre Fasten brechen,	silanka	2	0
AcAmla	213950		2				ind.st,weber	2	0
AcAmya	13781		1		1〉			1	2
AcAnti	13776		1			das Einschlürfen	balar	1	0
AcAntodaka	13777		1			der Wasser eingeschlürft hat	gobh	1	0
AcArANga	13793		1					1	1
AcArAdarSa	13795		1					1	1
AcArApeta	13796		1				chr	1	0
AcArArka	13797		1					1	1
AcAra	13782		1					9	8
AcAra	13782		2	1	1〉			9	8
AcAra	13782		3	2	a〉	Wandel, Benehmen, Betragen		9	8
AcAra	13782		4	2	b〉	guter Wandel, gutes Betragen		9	8
AcAra	13782		5	2	c〉	Herkommen, Brauch, hergebrachte Sitte, Observanz; wie der Gebrauch es verlangt, herkömmlich		9	8
AcAra	13782		9	1	2〉	{{Hingtscha repens Roxb.->Hingtsha repens Roxb.||20241207|Jim Funderburk, Thomas Malten|https://github.com/sanskrit-lexicon/PWK/issues/111|}}		9	8
AcAraBeda	13785		1			Verletzung der hergebrachten Sitte	p	1	0
AcAracakrin	13783		1			eine best.; itische Secte		1	1
AcAracandrikA	13784		1					1	2
AcAradarSana	213953		1					1	0
AcArakARqa	202586		1				opp.cat	2	0
AcArakARqa	213951		2					2	0
AcArakAlakUwa	201513		1				kautukar	2	0
AcArakAlakUwa	213952		2					2	0
AcAramayUKa	13787		1					1	1
AcAramaya	13786		1			voller Observanz, ganz in Etiquette aufgehend	kad	1	0
AcArasaMgraha	13792		1					1	0
AcAravant	13788		1			von gutem Betragen, tugendhaft		1	1
AcAravedI	13790		1					1	1
AcAraviveka	13789		1					1	0
AcAravyapeta	13791		1			von Herkommen abweichend	yajn	1	0
AcArollAsa	13799		1					1	4
AcAryADIna	13814		1			vom Lehrer abhängig	gaut	1	0
AcAryARI	204060		1				mahavirac	2	0
AcAryARI	213962		2					2	0
AcAryI	204061		1			zum Lehrer machen	p	2	0
AcAryI	213963		2					2	0
AcArya	13800		1					7	4
AcArya	13800		2	1	1〉			7	4
AcArya	13800		4	2	b〉			7	4
AcArya	13800		5	1	2〉	Lehrerin		7	4
AcArya	205381		6		1〉	der Sohn eines ausgestossenen	buhler,govind,govindaraja,m,narayana	7	4
AcArya	213954		7					7	4
AcAryaBogIna	13809		1			zum Wohl des Lehrers gereichend	kas	1	1
AcAryaSikzA	213961		1					1	0
AcAryacUqAmaRi	13806		1					1	1
AcAryacampU	213957		1					1	0
AcAryacaritacintAmaRi	13805		1					1	0
AcAryadeva	204059		1			den Lehrer verehrend	taitt.up	2	0
AcAryadeva	213958		2					2	0
AcAryakArikA	13803		1			einer best.		1	1
AcAryaka	213955		2			Lehrer	jatakam,mbh	2	3
AcAryakalpa	13802		1			die Vorschriften der Lehrer	av.prayasc	1	0
AcAryakaraRa	204058		1			Lehrthätigkeit	p	2	0
AcAryakaraRa	213956		2					2	0
AcAryakoSa	13804		1			Wörterbuchs		1	1
AcAryamatarahasya	13810		1					1	0
AcAryamuzwi	213960		1			die Faust des Lehrers,; Zwang	mahavy	1	0
AcAryaprapatti	213959		1					1	0
AcAryasava	13813		1			ein best.		1	1
AcAryavacasa	13811		1			das Wort des Lehrers	sat.br	1	0
AcAryavant	13812		1			einen Lehrer habend	chr	1	1
AcCAdaka	204062		2			schützend, vertheidigend	visnus	3	2
AcCAdaka	213965		3					3	2
AcCAdana	13830		1					5	5
AcCAdana	13830		5	1	4〉	First; Söller		5	5
AcCAdanaPala	13831		1			die Baumwollenstaude	nigh.pr	1	0
AcCAdanavastra	13832		1			Untergewand	pancat	1	0
AcCedanI	202587		1			der Worte; bis	apast.sr,tbr	2	0
AcCedanI	213966		2					2	0
AcCowa	13838		1			Jagd	gal	1	0
AcCowanikA	204063		1					2	0
AcCowanikA	213967		2					2	0
AcCuka	13834		1			Morinda tinctoria		1	1
AcCurita	13835		1					3	5
AcCurita	13835		2	1	1〉	eine mit den Nägeln bewirkte Musik		3	5
AcCurita	13835		3	1	2〉	Hohngelächter		3	5
AcCuritaka	13836		1					3	3
AcCuritaka	13836		3	1	2〉	Hohngelächter		3	3
Aca	13756		1					1	2
AcaYcala	13759		1			sich langsam hinundher bewegend, flatternd	prasannar	1	0
Acakri	13757		1			Etwas; in Etwas; verwandelnd		1	1
Acakzus	13758		1				ujjval	1	1
AcamanIya	13766		1					3	4
AcamanIyaka	13767		1		2〉			2	1
AcamanIyaka	201512		2				agnip,hemadri	2	1
Acamana	13764		1					3	5
Acamanaka	13765		1					3	1
Acamanaka	201511		2				harsac	3	1
Acamanaka	213949		3					3	1
AcandrArkagraha	205380		1				hariv	2	0
AcandrArkagraha	213947		2					2	0
AcandrArkakzitisamakAlam	202585		1			so lange Mond, Sonne und Erde bestehen werden	j.a.s.beng	1	0
Acandram	202584		1			so lange der Mond bestehen wird	ind.st	2	0
Acandram	213946		2					2	0
AcandratArakam	201510		2			so lange Mond und Sterne bestehen	hemadri	3	1
AcandratArakam	213945		3					3	1
AcaparAca	206745		2				rv	3	2
AcaparAca	213948		3					3	2
Acara	13770		1					1	1
AcaraRa	13771		1					5	5
Acarita	13773		1					5	0
Acarita	13773		2	1	1〉	das Herbeikommen, Herbeikunft	par.grhy	5	0
Acarita	13773		3	1	2〉	Herkommen, Brauch	par.grhy	5	0
Acarita	13773		4	1	3〉	Betragen, Benehmen		5	0
Acarita	13773		5	1	4〉	der herkömmliche Weg	jollyschuld	5	0
Acaritavya	13774		1					3	3
Acarya	13775		1					3	3
Acarya	13775		2	1	1〉	adeundus		3	3
Acaturam	204056		2					3	1
Acaturam	213944		3					3	1
Acaturya	13761		1					1	1
Acayaka	13769		1					1	1
AceSvara	13824		1					1	1
AciKyAsopamA	13818		1			ein Gleichniss, bei dem man es im Ungewissen lässt, ob man bei der Vergleichung zweier Dinge ihre guten oder ihre schlechten Eigenschaften meint,	chr	1	0
AciKyAsu	13817		1			auszudrücken beabsichtigend	chr	1	0
Acidoha	13822		1				ars.br	1	1
Acit	13819		1			das Merken auf		1	1
Acitika	13821		1			eine Wagenlast bildend		1	1
Acitra	213964		1			bunt verziert	r.ed.bomb	1	0
AcyAdoha	13839		1				ars.br,ebend,tandyabr	1	1
Acyudanti	13842		1			ein Fürst desselben		1	0
Acyutadanti	206746		1					2	1
Acyutadanti	213968		2					2	1
Acyutanti	13840		1					1	1
Acyutika	13841		1					1	1
AdAdika	214071		2					2	1
AdAma	14356		1					1	0
AdAnI	14354		1			eine grosse Cucurbitacee	rajan	1	1
AdAna	14349	1	1					11	15
AdAna	14349	1	3	1	2〉	das Ansichziehen, Fürsichnehmen; Empfangen, Wegnahme, Entziehung; das Ansichziehen der fünf Elemente; Blutentziehung	kap,spr	11	15
AdAna	14350	2	6					11	15
AdAna	14351	3	9					11	15
AdAnasamiti	14353		1			die Lebensregel des (vorsichtigen) Anfassens		1	1
AdAnavant	14352		1			empfangend, gewinnend		1	2
AdAra	14359		1					3	4
AdAra	14359		2	1	1〉	Rücksicht		3	4
AdAra	14359		3	1	2〉	eine best. den; vertretende Pflanze		3	4
AdArasft	14360		1					1	2
AdAribimbI	14362		1			eine best. Pflanze		1	2
AdArin	14361		1			aufbrechend		1	1
AdAtavya	14348		1					3	2
AdAya	201528		1				maitr.s,rv	2	2
AdAya	214072		2					2	2
AdAyin	14358		1					3	3
AdAyin	14358		3	1	2〉			3	3
AdDvam	14506		1					1	0
AdIDyaka	14486		1					1	1
AdISvara	14491		1					1	1
AdInava	14487		1					4	4
AdInava	14487		4	1	3〉			4	4
AdIpana	14489		1					3	4
AdIpana	14489		3	1	2〉			3	4
AdIrGa	14490		1			länglich	spr	1	0
Ada	14327		1			nehmend, empfangend		1	1
AdaBe	14332		1			Etwas; zu verkümmern	rv	1	0
AdaDIci	201524		1			mit Einschluss von	nais	2	0
AdaDIci	214066		2					2	0
AdaGna	14329		1			bis an den Mund reichend		1	1
AdaSakaRWabanDam	201527		1			bis zur Gefangennahme	balar	2	0
AdaSakaRWabanDam	214070		2					2	0
Adadi	14331		1					4	3
Adadi	14331		3	1	2〉	erlangend, empfangend		4	3
Adadi	14331		4	1	3〉	eintreibend		4	3
Adam	14333		1					1	0
AdarSAvekzaRa	214069		1			das in den Spiegel Sehen	apast.grhy	1	0
AdarSa	14341		1					12	10
AdarSa	14341		2	1	1〉	Wahrnehmung mit dem Auge		12	10
AdarSa	14341		3	1	2〉	Spiegel; ein runder Spiegel		12	10
AdarSa	14341		4	1	3〉	Beleuchtung		12	10
AdarSa	14341		5	1	4〉	Spiegelbild, Abbild	kad	12	10
AdarSa	14341		6	1	5〉	Abschrift		12	10
AdarSa	14341		7	1	6〉			12	10
AdarSa	14341		8	2	a〉			12	10
AdarSa	14341		9	2	b〉			12	10
AdarSa	14341		10	2	c〉			12	10
AdarSa	201526		11		4〉	Musterbild	nais	12	10
AdarSa	214067		12					12	10
AdarSaka	14342		1					3	2
AdarSaka	14342		3	1	2〉			3	2
AdarSamaRqala	14343		1			eine Schlangenart		1	1
AdarSamaya	14344		1			ganz und gar Spiegel seiend	kad	1	0
AdarSamuKa	214068		1				mahavy	1	0
AdaraRIya	14337		1			zu berücksichtigen, — beachten	comm.zunyayam	1	2
Adaravant	14338		1			bemüht, eifrig besorgt um	kad	1	0
Adarin	201525		1			ein grosses Gewicht auf Etwas legend, nicht gleichgültig; berücksichtigend, hervorhebend	nais	1	0
Adartavya	14339		1				comm.zujaim	1	1
Adas	14345		1					1	0
Adat	14330		1					1	0
AdeSa	14500		1					8	7
AdeSa	14500		3	1	2〉	Lehre		8	7
AdeSa	14500		4	1	3〉	Wahrsagung	chr	8	7
AdeSa	14500		5	1	4〉	Anweisung, Vorschrift, Geheiss		8	7
AdeSa	14500		6	1	5〉	Substitut	chr	8	7
AdeSa	204079		7		6〉	Gast	silanka	8	7
AdeSa	214096		8					8	7
AdeSaka	14501		1			Wegweiser	comm.zuts.prat,kad.ii	1	0
AdeSanAprAtihArya	214097		1			einer der Wunderkräfte eines	mahavy	1	0
AdeSana	14502		1			das Angeben, Angabe, Mittheilung		1	3
AdeSin	14503		1					3	4
AdeSin	14503		2	1	1〉	anweisend, gebietend		3	4
AdeSya	14504		1			anzugeben, mitzutheilen		1	1
