anchor_key_slp1	anchor_iast	dcs_lemma_id	dcs_lemma_iast	evidence_count	pre_classification	rationale	axis	n_diff	first_diff_pos	word_len
BUrja	bhūrja	166363	bhurja	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 5) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	5
BUtaBavya	bhūtabhavya	225271	bhūtābhavya	1	likely-spurious	Single mid-word vowel-length difference (position 3 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	3	9
BUtapati	bhūtapati	209334	bhūtapatī	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
BUtavfkza	bhūtavṛkṣa	205685	bhūtavṛkṣā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
BUzAy	bhūṣāy	160268	bhūṣay	514	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 3) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	3	5
BaNgASvina	bhaṅgāśvina	225689	bhāṅgāśvina	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	10
BaNgAsvana	bhaṅgāsvana	217191	bhaṅgāśvana	3	likely-spurious	Single mid-word sibilant difference (position 5 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	5	10
BaRqIralatikA	bhaṇḍīralatikā	167221	bhāṇḍīralatikā	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 13) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	13
BaRwAkI	bhaṇṭākī	168694	bhāṇṭākī	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
BaYjI	bhañjī	213781	bhañji	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
BaYjin	bhañjin	206912	bhāñjin	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
BaddAlin	bhaddālin	220274	bhāddālin	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
BadrABadra	bhadrābhadra	208668	bhadrābhadrā	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
BadrAha	bhadrāha	209351	bhadrahā	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	4	7
Badraja	bhadraja	166261	bhadrajā	1	worth-a-closer-look	Single word-final vowel-length difference on a 7-char word (position 6) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	6	7
BadrakASI	bhadrakāśī	166935	bhadrakāsī	1	likely-spurious	Single mid-word sibilant difference (position 7 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	sibilant	1	7	9
BadrakarRa	bhadrakarṇa	209251	bhadrakarṇā	2	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
Badrayava	bhadrayava	166263	bhadrayavā	5	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
Bagini	bhagini	48528	bhaginī	261	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
Bagini	bhagini	49537	bhāginī	4	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	6
BallAtaka	bhallātaka	202126	bhāllātaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
BaratASrama	bharatāśrama	208210	bhāratāśrama	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 11) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	11
BarukacCa	bharukaccha	198617	bhārukaccha	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	9
BayAvaha	bhayāvaha	174771	bhayāvahā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
BayAy	bhayāy	211086	bhāyay	2	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	1	5
Baya	bhaya	206008	bhayā	2	likely-spurious	Short word (4 chars) with a vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	vowel-length	1	3	4
BerIka	bherīka	202169	bherikā	1	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	3	6
BettA	bhettā	172005	bhetta	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
BfNgapriyA	bhṛṅgapriyā	166355	bhṛṅgapriya	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
BfNgiriwa	bhṛṅgiriṭa	172092	bhṛṅgirīṭa	2	likely-spurious	Single mid-word vowel-length difference (position 6 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	9
BfSa	bhṛśa	176546	bhṛśā	2	likely-spurious	Short word (4 chars) with a vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	vowel-length	1	3	4
Bfgupatana	bhṛgupatana	172434	bhṛgupātana	3	likely-spurious	Single mid-word vowel-length difference (position 5 of 10) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	10
BikzAda	bhikṣāda	212506	bhikṣada	4	likely-spurious	Single mid-word vowel-length difference (position 4 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	4	7
BikzaRa	bhikṣaṇa	216049	bhīkṣaṇa	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
Bizagjita	bhiṣagjita	211239	bhiṣagjitā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
BrUkuwika	bhrūkuṭika	217575	bhrūkuṭīka	1	likely-spurious	Single mid-word vowel-length difference (position 6 of 9) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	6	9
BrUkuwika	bhrūkuṭika	221564	bhrukuṭikā	3	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	2	9
BramAy	bhramāy	159183	bhrāmay	134	likely-spurious	2 differing positions (vowel-length) -- multiple diacritic axes differ, consistent with two distinct lexemes.	vowel-length	2	2	6
BramAy	bhramāy	166695	bhramay	24	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	6
BramarAnanda	bhramarānanda	166531	bhramarānandā	1	worth-a-closer-look	Single word-final vowel-length difference on a 12-char word (position 11) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	11	12
BramarotsavA	bhramarotsavā	210439	bhramarotsava	1	worth-a-closer-look	Single word-final vowel-length difference on a 12-char word (position 11) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	11	12
Bukta	bhukta	166774	bhuktā	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
Buvana	bhuvana	172002	bhuvanā	3	worth-a-closer-look	Single word-final vowel-length difference on a 6-char word (position 5) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	5	6
CARaka	chāṇaka	175024	chaṇaka	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
CAndasa	chāndasa	224934	chandasa	9	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
CUrikApattrI	chūrikāpattrī	166402	churikāpattrī	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 12) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	12
Cadma	chadma	167220	chadmā	1	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
Cana	chana	173662	chāṇa	14	likely-spurious	Short word (4 chars) with a nasal+vowel-length difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	nasal+vowel-length	2	1	4
Catrin	chatrin	214686	chātrin	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 6) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	6
CattrAkI	chattrākī	206461	chattrakī	1	likely-spurious	Single mid-word vowel-length difference (position 5 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	5	8
Caz	chaṣ	213579	chas	2	likely-spurious	Short word (3 chars) with a sibilant difference -- high collision risk, per the Q1 golden sample's confirmed pattern (relaxed tier wrong 3/3).	sibilant	1	2	3
Cidra	chidra	209353	chidrā	2	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 4) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	4	5
CinnodBavA	chinnodbhavā	174568	chinnodbhava	1	worth-a-closer-look	Single word-final vowel-length difference on a 10-char word (position 9) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	9	10
DAnuzya	dhānuṣya	167710	dhanuṣya	1	likely-spurious	Single mid-word vowel-length difference (position 1 of 7) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	7
DArAPala	dhārāphala	168614	dhārāphalā	1	worth-a-closer-look	Single word-final vowel-length difference on a 8-char word (position 7) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	7	8
DArAy	dhārāy	157617	dhāray	1833	worth-a-closer-look	Single word-final vowel-length difference on a 5-char word (position 3) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	3	5
DAraRika	dhāraṇika	210694	dharaṇika	2	likely-spurious	Single mid-word vowel-length difference (position 1 of 8) -- the exact axis the golden sample found semantically wrong (e.g. vikarṣaṇa/vikarśana).	vowel-length	1	1	8
DAtrIPala	dhātrīphala	210964	dhātrīphalā	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
DAtreyikA	dhātreyikā	209113	dhātreyika	1	worth-a-closer-look	Single word-final vowel-length difference on a 9-char word (position 8) -- the one pattern plausibly explained by a dictionary-citation-form vs corpus-lemma stem convention rather than two distinct lexemes; still NOT pre-approved.	vowel-length	1	8	9
