attested_form	form_key	dcs_lemma	dcs_upos	target_locus	evidence_count	tense_caveat
bodhisatva	bodhisatva	bodhisattva	NOUN	dcs:667749	22	0
bodhisatvena	bodhisatvena	bodhisattva	NOUN	dcs:365006	22	0
bṛṃhaṇī	bṛnhanī	bṛṃhaṇa	ADJ	dcs:27184	22	0
dvīpām	dvīpām	dvīpa	NOUN	dcs:521379	22	0
iṣṭaka	iṣṭaka	iṣṭakā	NOUN	dcs:737344	22	0
iṣṭakān	iṣṭakān	iṣṭakā	NOUN	dcs:503665	22	0
kathaḥ	katha	kathā	NOUN	dcs:88039	22	0
marmā	marmā	marman	NOUN	dcs:487867	22	0
mātṛtaḥ	mātṛta	mātṛ	NOUN	dcs:63011	22	0
mūrdhajām	mūrdhajām	mūrdhaja	NOUN	dcs:527847	22	0
naavaḥ	naava	nau	NOUN	dcs:75581	22	0
nyāyataḥ	nyāyata	nyāya	NOUN	dcs:575729	22	0
nāmnau	nāmnau	nāman	NOUN	dcs:528841	22	0
parvāṇaḥ	parvāna	parvan	NOUN	dcs:40959	22	0
patre	patre	pattra	NOUN	dcs:552296	22	0
saṃkhyebhiḥ	sankhyebhi	saṃkhyā	NOUN	dcs:36353	22	0
svavāṁ	svavām	svavat	ADJ	dcs:637119	22	0
uṣāsaṃ	uṣāsam	uṣas	NOUN	dcs:648650	22	0
varṇataḥ	varnata	varṇa	NOUN	dcs:506292	22	0
vāmataḥ	vāmata	vāmatas	ADV	dcs:465946	22	0
vārṣikām	vārṣikām	vārṣika	ADJ	dcs:452798	22	0
āūm	āūm	oṃ	INTJ	dcs:628962_1	22	0
īkṣaṇau	īkṣanau	īkṣaṇa	NOUN	dcs:92419	22	0
dadhani	dadhani	dadhi	NOUN	dcs:687691	21	0
devānt	devānt	deva	NOUN	dcs:638853	21	0
ekāntataḥ	ekāntata	ekānta	NOUN	dcs:87226	21	0
haviṣmāṁ	haviṣmām	haviṣmat	ADJ	dcs:671171	21	0
kāñcanām	kāncanām	kāñcana	ADJ	dcs:585034	21	0
niyogataḥ	niyogata	niyoga	NOUN	dcs:98717	21	0
parvatāsaḥ	parvatāsa	parvata	NOUN	dcs:597186	21	0
patraiḥ	patrai	pattra	NOUN	dcs:656460	21	0
sakhāyā	sakhāyā	sakhi	NOUN	dcs:636113	21	0
viṣṇav	viṣnav	viṣṇu	NOUN	dcs:670942	21	0
śacīvas	śacīvas	śacīvat	ADJ	dcs:726371_1	21	0
adhyāśayataḥ	adhyāśayata	adhyāśaya	NOUN	dcs:644125	20	0
ambam	ambam	ambā	NOUN	dcs:452450	20	0
apas	apas	ap	NOUN	dcs:648644	20	0
apekṣāt	apekṣāt	apekṣā	NOUN	dcs:480707	20	0
arthataḥ	arthata	artha	NOUN	dcs:555597	20	0
aṇīyān	anīyān	aṇīyas	ADJ	dcs:727049	20	0
bhvaḥ	bhva	bhū	NOUN	dcs:358988	20	0
candrikam	candrikam	candrikā	NOUN	dcs:29395	20	0
dasyūṃr	dasyūnr	dasyu	NOUN	dcs:634847	20	0
dātrī	dātrī	dātṛ	ADJ	dcs:645852	20	0
iyantaṃ	iyantam	iyat	ADJ	dcs:645151	20	0
janmānaḥ	janmāna	janman	NOUN	dcs:390215	20	0
kalaśāṁ	kalaśām	kalaśa	NOUN	dcs:641834	20	0
karaṇām	karanām	karaṇa	ADJ	dcs:166722	20	0
karo	karo	kara	NOUN	dcs:75283	20	1
paramasyāḥ	paramasyā	parama	ADJ	dcs:633913	20	0
pāṇiyoḥ	pāniyo	pāṇi	NOUN	dcs:31308	20	0
retasam	retasam	retas	NOUN	dcs:748773_1	20	0
saṃdarśayitrī	sandarśayitrī	saṃdarśayitṛ	ADJ	dcs:645852	20	0
stomāsa	stomāsa	stoma	NOUN	dcs:729887	20	0
tanūnapād	tanūnapād	tanūnapāt	NOUN	dcs:650555	20	0
tejasau	tejasau	tejas	NOUN	dcs:618616	20	0
udakām	udakām	udaka	NOUN	dcs:763620	20	0
vibhvaḥ	vibhva	vibhu	ADJ	dcs:697213_1	20	0
viṣayāṇi	viṣayāni	viṣaya	NOUN	dcs:553050	20	0
viṣphuliṅgāḥ	viṣphulingā	visphuliṅga	NOUN	dcs:570906	20	0
vālakhilyān	vālakhilyān	vālakhilya	NOUN	dcs:92799	20	0
ābharaṇām	ābharanām	ābharaṇa	NOUN	dcs:95372	20	0
ākhyān	ākhyān	ākhyā	NOUN	dcs:484602	20	0
ūdhani	ūdhani	ūdhas	NOUN	dcs:636983	20	0
asthnām	asthnām	asthi	NOUN	dcs:687266	19	0
aśvebhiḥ	aśvebhi	aśva	NOUN	dcs:649347	19	0
balīyān	balīyān	balīyas	ADJ	dcs:205978	19	0
chandassu	chandassu	chandas	NOUN	dcs:651574	19	0
hriyaṃ	hriyam	hrī	NOUN	dcs:586032	19	0
manasas	manasas	manas	NOUN	dcs:649941	19	0
sakhāyau	sakhāyau	sakhi	NOUN	dcs:649255	19	0
taruṇām	tarunām	taruṇa	ADJ	dcs:575694	19	0
vadanān	vadanān	vadana	NOUN	dcs:574870	19	0
yajñebhiḥ	yajnebhi	yajña	NOUN	dcs:651780	19	0
śukrāsaḥ	śukrāsa	śukra	ADJ	dcs:660368	19	0
ṛtūṃr	ṛtūnr	ṛtu	NOUN	dcs:635958	19	0
achāvākasya	achāvākasya	acchāvāka	NOUN	dcs:651374	18	0
anarvāṇaṃ	anarvānam	anarvan	ADJ	dcs:690387	18	0
atichandasā	atichandasā	aticchandas	NOUN	dcs:749255_1	18	0
aṇīyasam	anīyasam	aṇīyas	ADJ	dcs:578473	18	0
ekaikasyāḥ	ekaikasyā	ekaika	PRON	dcs:569524_1	18	0
hotaḥ	hota	hotṛ	NOUN	dcs:652494	18	0
indrayavāḥ	indrayavā	indrayava	NOUN	dcs:34292	18	0
kartri	kartri	kartṛ	ADJ	dcs:518593_1	18	0
kartrī	kartrī	kartṛ	ADJ	dcs:529778	18	0
kṣetrāḥ	kṣetrā	kṣetra	NOUN	dcs:387458	18	0
maghoni	maghoni	maghavan	ADJ	dcs:96038	18	0
manaskāḥ	manaskā	manaska	NOUN	dcs:644338	18	0
prabhṛtinā	prabhṛtinā	prabhṛti	NOUN	dcs:672247	18	0
prapharvyaṃ	prapharvyam	prapharvī	NOUN	dcs:648473	18	0
praṇāśanām	pranāśanām	praṇāśana	ADJ	dcs:33047	18	0
priyāsaḥ	priyāsa	priya	ADJ	dcs:648704	18	0
purīṣāḥ	purīṣā	purīṣa	NOUN	dcs:27173	18	0
rathebhiḥ	rathebhi	ratha	NOUN	dcs:686677	18	0
ratnām	ratnām	ratna	NOUN	dcs:522886	18	0
rātriyā	rātriyā	rātri	NOUN	dcs:659572	18	0
sahīyān	sahīyān	sahīyas	ADJ	dcs:650416	18	0
sānavi	sānavi	sānu	NOUN	dcs:598861_2	18	0
sīmataḥ	sīmata	sīman	NOUN	dcs:647672	18	0
turāsa	turāsa	tura	ADJ	dcs:702129	18	0
tṛṣṇaḥ	tṛṣna	tṛṣṇā	NOUN	dcs:555855	18	0
vaṅkṣaṇau	vankṣanau	vaṅkṣaṇa	NOUN	dcs:30733	18	0
vegataḥ	vegata	vega	NOUN	dcs:531881	18	0
vibhvam	vibhvam	vibhu	ADJ	dcs:650408_1	18	0
vidathā	vidathā	vidatha	NOUN	dcs:635436	18	0
ākhyāt	ākhyāt	ākhyā	NOUN	dcs:615799	18	0
ānanau	ānanau	ānana	NOUN	dcs:763330	18	0
ātmnaḥ	ātmna	ātman	NOUN	dcs:90723	18	0
śavasas	śavasas	śavas	NOUN	dcs:684826	18	0
adūrataḥ	adūrata	adūra	ADJ	dcs:543239	17	0
amūni	amūni	adas	PRON	dcs:573027	17	0
avatārāṇi	avatārāni	avatāra	NOUN	dcs:454621	17	0
ayatnataḥ	ayatnata	ayatna	NOUN	dcs:644520	17	0
bhagavas	bhagavas	bhagavat	ADJ	dcs:646935_3	17	0
bhāratām	bhāratām	bhārata	ADJ	dcs:574477	17	0
ghano	ghano	ghana	NOUN	dcs:590223	17	0
jaganmātrī	jaganmātrī	jaganmātṛ	NOUN	dcs:451633	17	0
kanīyāṃsaḥ	kanīyānsa	kanīyas	ADJ	dcs:652723_2	17	0
patreṇa	patrena	pattra	NOUN	dcs:545147	17	0
pitaḥ	pita	pitṛ	NOUN	dcs:94588	17	0
pāpīyāṃsa	pāpīyānsa	pāpīyas	ADJ	dcs:188142	17	0
pāṇḍavām	pānḍavām	pāṇḍava	ADJ	dcs:235045	17	0
rombhiḥ	rombhi	roman	NOUN	dcs:32227	17	0
udakān	udakān	udaka	NOUN	dcs:558863	17	0
vaiṣṇavām	vaiṣnavām	vaiṣṇava	ADJ	dcs:91135	17	0
śamyuḥ	śamyu	śaṃyu	NOUN	dcs:712618	17	0
śatrūṃr	śatrūnr	śatru	NOUN	dcs:675615	17	0
śivebhiḥ	śivebhi	śiva	ADJ	dcs:648602_1	17	0
śāpataḥ	śāpata	śāpa	NOUN	dcs:440909	17	0
agniyoḥ	agniyo	agni	NOUN	dcs:478523	16	0
antaḥkaraṇāḥ	antaḥkaranā	antaḥkaraṇa	NOUN	dcs:359152	16	0
anuvāsanāḥ	anuvāsanā	anuvāsana	NOUN	dcs:35166	16	0
apidhānāḥ	apidhānā	apidhāna	NOUN	dcs:473724_1	16	0
asvāmi	asvāmi	asvāmin	NOUN	dcs:531037	16	0
aṇīyāḥ	anīyā	aṇīyas	ADJ	dcs:472350_1	16	0
balīyāṃsaṃ	balīyānsam	balīyas	ADJ	dcs:28197	16	0
bhuvāṃ	bhuvām	bhū	NOUN	dcs:687214	16	0
bhāvām	bhāvām	bhāva	NOUN	dcs:448793	16	0
bodhisatvasya	bodhisatvasya	bodhisattva	NOUN	dcs:365006	16	0
brāhmayā	brāhmayā	brāhma	ADJ	dcs:477290	16	0
brāhmaṇācchaṃsi	brāhmanācchansi	brāhmaṇācchaṃsin	NOUN	dcs:729345	16	0
daivām	daivām	daiva	ADJ	dcs:91994	16	0
danvaḥ	danva	danu	NOUN	dcs:484755	16	0
devāyuvam	devāyuvam	devāyu	ADJ	dcs:671852	16	0
garbhāni	garbhāni	garbha	NOUN	dcs:28182	16	0
garima	garima	gariman	NOUN	dcs:630721	16	0
hyo	hyo	hyas	ADV	dcs:749371	16	0
iṭi	iṭi	iṭ	NOUN	dcs:554184	16	0
krayaṇān	krayanān	krayaṇa	ADJ	dcs:670652	16	0
manmā	manmā	manman	NOUN	dcs:741325	16	0
martyāsaḥ	martyāsa	martya	ADJ	dcs:718146	16	0
naau	naau	nau	NOUN	dcs:483838	16	0
nāmadheyā	nāmadheyā	nāmadheya	NOUN	dcs:331163	16	0
paramakām	paramakām	paramaka	ADJ	dcs:557218	16	0
parvṇaḥ	parvna	parvan	NOUN	dcs:160738	16	0
paṅktinā	panktinā	paṅkti	NOUN	dcs:650793	16	0
plīhnau	plīhnau	plīhan	NOUN	dcs:16986	16	0
samyājye	samyājye	saṃyājyā	NOUN	dcs:712892	16	0
somebhiḥ	somebhi	soma	NOUN	dcs:596098_1	16	0
sundarām	sundarām	sundara	ADJ	dcs:574953	16	0
tīrthām	tīrthām	tīrtha	NOUN	dcs:763615	16	0
uttamāṅgāḥ	uttamāngā	uttamāṅga	NOUN	dcs:233716	16	0
āgūr	āgūr	āgur	NOUN	dcs:650828	16	0
ākārāṇi	ākārāni	ākāra	NOUN	dcs:331261	16	0
ākṛtīni	ākṛtīni	ākṛti	NOUN	dcs:687508	16	0
ānanān	ānanān	ānana	NOUN	dcs:95474	16	0
ūdhan	ūdhan	ūdhas	NOUN	dcs:682973	16	0
achidram	achidram	acchidra	ADJ	dcs:650909	15	0
ajarāsaḥ	ajarāsa	ajara	ADJ	dcs:637361	15	0
avaśeṣā	avaśeṣā	avaśeṣa	NOUN	dcs:630719	15	0
chānam	chānam	śāna	NOUN	dcs:661136	15	0
dyumāṁ	dyumām	dyumat	ADJ	dcs:641380	15	0
ekadhanān	ekadhanān	ekadhana	NOUN	dcs:671184	15	0
jananām	jananām	janana	ADJ	dcs:35400	15	0
paścimasyāṃ	paścimasyām	paścima	ADJ	dcs:543270	15	0
pitṛtaḥ	pitṛta	pitṛ	NOUN	dcs:63014	15	0
pārthivāsaḥ	pārthivāsa	pārthiva	ADJ	dcs:648736	15	0
pārṣadīḥ	pārṣadī	pārṣada	ADJ	dcs:519612	15	0
sāmsu	sāmsu	sāman	NOUN	dcs:540291	15	0
treṇyā	trenyā	tryeṇī	NOUN	dcs:435142	15	0
udarān	udarān	udara	NOUN	dcs:35347	15	0
aghniyāḥ	aghniyā	aghnyā	NOUN	dcs:669233_1	14	0
amībhiḥ	amībhi	adas	PRON	dcs:522030	14	0
antarālāḥ	antarālā	antarāla	NOUN	dcs:728439	14	0
anujñaḥ	anujna	anujñā	NOUN	dcs:76476	14	0
anukampaḥ	anukampa	anukampā	NOUN	dcs:477568	14	0
apavargāṇi	apavargāni	apavarga	NOUN	dcs:669766	14	0
attriṇaḥ	attrina	atrin	NOUN	dcs:633247	14	0
aṃśāṁ	anśām	aṃśa	NOUN	dcs:639037	14	0
aṅgulinā	angulinā	aṅguli	NOUN	dcs:488868	14	0
aṅkām	ankām	aṅka	NOUN	dcs:586595	14	0
buddhīn	buddhīn	buddhi	NOUN	dcs:165915	14	0
cetasau	cetasau	cetas	NOUN	dcs:160556	14	0
chatrāṇi	chatrāni	chattra	NOUN	dcs:653171	14	0
dayam	dayam	dayā	NOUN	dcs:488032	14	0
devateṣu	devateṣu	devatā	NOUN	dcs:469466	14	0
doṣataḥ	doṣata	doṣa	NOUN	dcs:615990	14	0
duṣṣvapnyaṃ	duṣṣvapnyam	duḥṣvapnya	NOUN	dcs:600439	14	0
ekatareṇa	ekatarena	ekatara	ADJ	dcs:644366	14	0
guṇataḥ	gunata	guṇa	NOUN	dcs:58368	14	0
haviṣ	haviṣ	havis	NOUN	dcs:646998	14	0
javīyān	javīyān	javīyas	ADJ	dcs:687917	14	0
juhvaṃ	juhvam	juhū	NOUN	dcs:635326	14	0
karṇebhiḥ	karnebhi	karṇa	NOUN	dcs:687765	14	0
kaṇṭakām	kanṭakām	kaṇṭaka	NOUN	dcs:575546	14	0
kārakām	kārakām	kāraka	ADJ	dcs:540710	14	0
latam	latam	latā	NOUN	dcs:102936	14	0
lomataḥ	lomata	loman	NOUN	dcs:468564	14	0
marutvas	marutvas	marutvat	ADJ	dcs:651869	14	0
mṛḍīkā	mṛḍīkā	mṛḍīka	NOUN	dcs:636962	14	0
paurāṇikām	paurānikām	paurāṇika	ADJ	dcs:450088	14	0
paṇīṃr	panīnr	paṇi	NOUN	dcs:635204	14	0
prakhyebhiḥ	prakhyebhi	prakhyā	NOUN	dcs:180059	14	0
pramādataḥ	pramādata	pramāda	NOUN	dcs:519412	14	0
pratīkāśām	pratīkāśām	pratīkāśa	NOUN	dcs:767544	14	0
prāyāṇi	prāyāni	prāya	NOUN	dcs:61443	14	0
pvaḥ	pva	pu	ADJ	dcs:636050	14	0
pādataḥ	pādata	pāda	NOUN	dcs:615179	14	0
pāraśavām	pāraśavām	pāraśava	ADJ	dcs:575125	14	0
rathāsaḥ	rathāsa	ratha	NOUN	dcs:648685	14	0
rudrāsa	rudrāsa	rudra	NOUN	dcs:504927	14	0
sadasyām	sadasyām	sadasya	ADJ	dcs:691362	14	0
saindhavām	saindhavām	saindhava	NOUN	dcs:32601	14	0
sapatnāṁ	sapatnām	sapatna	NOUN	dcs:648539_1	14	0
saṃrāj	sanrāj	samrāj	NOUN	dcs:687367	14	0
saṃvatam	sanvatam	saṃvat	NOUN	dcs:647329_1	14	0
somasvāmi	somasvāmi	somasvāmin	NOUN	dcs:625389	14	0
stanīm	stanīm	stana	ADJ	dcs:560225	14	0
svāyāḥ	svāyā	sva	ADJ	dcs:634284	14	0
tanuvau	tanuvau	tanū	NOUN	dcs:717713	14	0
tejanāḥ	tejanā	tejana	NOUN	dcs:76063	14	0
utsedhām	utsedhām	utsedha	NOUN	dcs:669931	14	0
varīyān	varīyān	varīyas	ADJ	dcs:88921	14	0
vedamātrīm	vedamātrīm	vedamātṛ	NOUN	dcs:542552	14	0
viprebhiḥ	viprebhi	vipra	NOUN	dcs:592153_1	14	0
viśvāsāham	viśvāsāham	viśvāsah	ADJ	dcs:675609	14	0
vṛttinā	vṛttinā	vṛtti	NOUN	dcs:584942	14	0
āhārām	āhārām	āhāra	NOUN	dcs:193124	14	0
ṛtāvānā	ṛtāvānā	ṛtāvan	ADJ	dcs:594781	14	0
akṣiṇas	akṣinas	akṣi	NOUN	dcs:76359	13	0
apasyuvaḥ	apasyuva	apasyu	ADJ	dcs:749210_1	13	0
aptur	aptur	aptu	ADJ	dcs:671122	13	0
aruṣāsa	aruṣāsa	aruṣa	ADJ	dcs:633895	13	0
hanuvoḥ	hanuvo	hanu	NOUN	dcs:30188	13	0
iḍāyās	iḍāyās	iḍā	NOUN	dcs:647000	13	0
janmataḥ	janmata	janman	NOUN	dcs:519992	13	0
karmataḥ	karmata	karman	NOUN	dcs:669716	13	0
kaṇvāsaḥ	kanvāsa	kaṇva	NOUN	dcs:592040	13	0
mittraiḥ	mittrai	mitra	NOUN	dcs:614980	13	0
praśāstaḥ	praśāsta	praśāstṛ	NOUN	dcs:671947	13	0
pāpīyāṃsam	pāpīyānsam	pāpīyas	ADJ	dcs:651015	13	0
rājñau	rājnau	rājan	NOUN	dcs:526424	13	0
sakthnaḥ	sakthna	sakthi	NOUN	dcs:553934	13	0
satve	satve	sattva	NOUN	dcs:531864	13	0
vaḍavāmukham	vaḍavāmukham	vaḍabāmukha	NOUN	dcs:620977	13	0
vaḍavāṃ	vaḍavām	vaḍabā	NOUN	dcs:687903	13	0
ātmataḥ	ātmata	ātman	NOUN	dcs:63077	13	0
ṣma	ṣma	sma	PART	dcs:647973	13	0
anulomanā	anulomanā	anulomana	ADJ	dcs:34425	12	0
anyakeṣāṃ	anyakeṣām	anyaka	ADJ	dcs:612239	12	0
anyonyasmai	anyonyasmai	anyonya	PRON	dcs:437309	12	0
aśraḥ	aśra	asra	NOUN	dcs:466484	12	0
aśrām	aśrām	asra	NOUN	dcs:670000_1	12	0
bhūmikam	bhūmikam	bhūmikā	NOUN	dcs:479364	12	0
catuṣpad	catuṣpad	catuṣpada	ADJ	dcs:437422	12	0
chadmā	chadmā	chadman	NOUN	dcs:524651	12	0
chandataḥ	chandata	chanda	NOUN	dcs:645592	12	0
citikaḥ	citika	citikā	NOUN	dcs:501474	12	0
daivyāsaḥ	daivyāsa	daivya	ADJ	dcs:650820	12	0
daśena	daśena	daśā	NOUN	dcs:436404	12	0
devamātryāḥ	devamātryā	devamātṛ	NOUN	dcs:89804	12	0
dhartārā	dhartārā	dhartṛ	NOUN	dcs:636992	12	0
dhātaḥ	dhāta	dhātṛ	NOUN	dcs:648505	12	1
dogdhāraṃ	dogdhāram	dogdhṛ	ADJ	dcs:94274	12	0
gebhiḥ	gebhi	ga	ADJ	dcs:693535_1	12	0
ghoṇam	ghonam	ghoṇā	NOUN	dcs:478244	12	0
indhanā	indhanā	indhana	NOUN	dcs:60717	12	0
kasyā	kasyā	ka	PRON	dcs:640167	12	0
keśāṁ	keśām	keśa	NOUN	dcs:640715_1	12	0
klom	klom	kloman	NOUN	dcs:76304	12	0
kūśmāṇḍyaḥ	kūśmānḍya	kūṣmāṇḍa	NOUN	dcs:520428	12	0
kṛśaram	kṛśaram	kṛsara	NOUN	dcs:70944	12	0
lokataḥ	lokata	loka	NOUN	dcs:526739	12	0
lom	lom	loman	NOUN	dcs:76372	12	0
līlaḥ	līla	līlā	NOUN	dcs:87397	12	0
mittreṇa	mittrena	mitra	NOUN	dcs:619487	12	0
muhaḥ	muha	muh	ADJ	dcs:646176	12	0
mānuṣāsaḥ	mānuṣāsa	mānuṣa	NOUN	dcs:648263_1	12	0
mṛḍīkām	mṛḍīkām	mṛḍīka	NOUN	dcs:670489	12	0
naiṣṭhikām	naiṣṭhikām	naiṣṭhika	ADJ	dcs:586416	12	0
nimittataḥ	nimittata	nimitta	NOUN	dcs:643473	12	0
nissālām	nissālām	niḥsāla	ADJ	dcs:70271	12	0
parimāṇataḥ	parimānata	parimāṇa	NOUN	dcs:643758	12	0
pañcamām	pancamām	pañcama	ADJ	dcs:473099	12	0
pradānā	pradānā	pradāna	NOUN	dcs:70072	12	0
prasaṅgataḥ	prasangata	prasaṅga	NOUN	dcs:93030	12	0
pratisāraṇā	pratisāranā	pratisāraṇa	NOUN	dcs:67850	12	0
pratnāsaḥ	pratnāsa	pratna	ADJ	dcs:641615	12	0
preyān	preyān	preyas	ADJ	dcs:102865	12	0
prācīnabarhīḥ	prācīnabarhī	prācīnabarhis	NOUN	dcs:590237	12	0
prātassavanasya	prātassavanasya	prātaḥsavana	NOUN	dcs:709721	12	0
puvaḥ	puva	pū	NOUN	dcs:552508	12	0
pākavān	pākavān	pākavat	ADJ	dcs:31628	12	0
pāvanām	pāvanām	pāvana	ADJ	dcs:368626	12	0
pṛṣan	pṛṣan	pṛṣat	ADJ	dcs:699167_1	12	0
rathakāni	rathakāni	rathaka	NOUN	dcs:721906	12	0
rodhasam	rodhasam	rodhas	NOUN	dcs:521544	12	0
sakthim	sakthim	sakthi	NOUN	dcs:465714	12	0
sindhūṃr	sindhūnr	sindhu	NOUN	dcs:70170	12	0
snuṣaḥ	snuṣa	snuṣā	NOUN	dcs:765919	12	0
sopānāḥ	sopānā	sopāna	NOUN	dcs:93170	12	0
sudhiyaḥ	sudhiya	sudhī	ADJ	dcs:572916	12	0
svarūpataḥ	svarūpata	svarūpa	NOUN	dcs:89517	12	0
svarṣātā	svarṣātā	svarṣāti	NOUN	dcs:594687	12	0
sālva	sālva	śālva	NOUN	dcs:552979	12	0
sūrpeṇa	sūrpena	śūrpa	NOUN	dcs:772553	12	0
tattvā	tattvā	tattva	NOUN	dcs:92684	12	0
tavīyān	tavīyān	tavīyas	ADJ	dcs:647532	12	0
tmane	tmane	tman	NOUN	dcs:594224	12	0
tricaṃ	tricam	tṛca	NOUN	dcs:752796	12	0
trikaṭuṃ	trikaṭum	trikaṭu	NOUN	dcs:427689	12	0
tvāvāṁ	tvāvām	tvāvat	ADJ	dcs:593498	12	0
ubhayāsaḥ	ubhayāsa	ubhaya	ADJ	dcs:593140	12	0
ucchrayām	ucchrayām	ucchraya	NOUN	dcs:155218	12	0
udarām	udarām	udara	NOUN	dcs:176974	12	0
udāsām	udāsām	udāsa	NOUN	dcs:660461	12	0
upaniṣadān	upaniṣadān	upaniṣada	NOUN	dcs:158668	12	0
uttarīyām	uttarīyām	uttarīya	NOUN	dcs:488708	12	0
vetanāḥ	vetanā	vetana	NOUN	dcs:464285	12	0
vidradhīn	vidradhīn	vidradhi	NOUN	dcs:27936	12	0
vikārāṇi	vikārāni	vikāra	NOUN	dcs:90269	12	0
vyatham	vyatham	vyathā	NOUN	dcs:30055	12	0
vyavahārataḥ	vyavahārata	vyavahāra	NOUN	dcs:558221	12	0
vārṣikāyām	vārṣikāyām	vārṣika	ADJ	dcs:198033	12	0
vṛjanā	vṛjanā	vṛjana	NOUN	dcs:660977	12	0
ākhyāni	ākhyāni	ākhyā	NOUN	dcs:29171	12	0
āparāhṇikībhyāṃ	āparāhnikībhyām	āparāhṇika	ADJ	dcs:670838	12	0
ārohām	ārohām	āroha	NOUN	dcs:95136	12	0
āyatanābhiḥ	āyatanābhi	āyatana	NOUN	dcs:650048_1	12	0
śmaśravaḥ	śmaśrava	śmaśru	NOUN	dcs:582192	12	0
śruvaḥ	śruva	śru	NOUN	dcs:551763	12	0
ṣīṃ	ṣīm	sīm	ADV	dcs:593818	12	0
adabdhāsaḥ	adabdhāsa	adabdha	ADJ	dcs:436184	11	0
apsarām	apsarām	apsaras	NOUN	dcs:634944_1	11	0
aṣṭāpadīm	aṣṭāpadīm	aṣṭāpada	ADJ	dcs:749145	11	0
bhānvaḥ	bhānva	bhānu	NOUN	dcs:484707	11	0
brahmata	brahmata	brahman	NOUN	dcs:687570	11	0
ekaikataḥ	ekaikata	ekaika	PRON	dcs:529755	11	0
etaśebhiḥ	etaśebhi	etaśa	NOUN	dcs:670590	11	0
havyebhiḥ	havyebhi	havya	NOUN	dcs:595038	11	0
iṣas	iṣas	iṣ	NOUN	dcs:671328	11	0
khalvoḥ	khalvo	khalu	NOUN	dcs:552707	11	0
kārtikyāṃ	kārtikyām	kārttikī	NOUN	dcs:583439	11	0
lombhyaḥ	lombhya	loman	NOUN	dcs:556303_1	11	0
madāsaḥ	madāsa	mada	NOUN	dcs:651835	11	0
man	man	mad	PRON	dcs:649981	11	0
pitvaḥ	pitva	pitu	NOUN	dcs:637395	11	0
pramātri	pramātri	pramātṛ	ADJ	dcs:49190	11	0
prayogataḥ	prayogata	prayoga	NOUN	dcs:438578	11	0
prādhānyataḥ	prādhānyata	prādhānya	NOUN	dcs:89363	11	0
pṛṣṭhān	pṛṣṭhān	pṛṣṭha	NOUN	dcs:622671	11	0
sakthyau	sakthyau	sakthi	NOUN	dcs:635788	11	0
samasmāt	samasmāt	sama	PRON	dcs:676436	11	0
satreṇa	satrena	sattra	NOUN	dcs:639798	11	0
svāyai	svāyai	sva	ADJ	dcs:701558_1	11	0
ubhayānām	ubhayānām	ubhaya	ADJ	dcs:90138	11	0
vārebhiḥ	vārebhi	vāra	NOUN	dcs:594837	11	0
ādityebhiḥ	ādityebhi	āditya	NOUN	dcs:648719	11	0
āhutībhiḥ	āhutībhi	āhuti	NOUN	dcs:435743	11	0
śāḍvalaṃ	śāḍvalam	śādvala	NOUN	dcs:435345	11	0
ṛṣabhāsa	ṛṣabhāsa	ṛṣabha	NOUN	dcs:647631	11	0
abhidhānāyām	abhidhānāyām	abhidhāna	NOUN	dcs:629770	10	0
abhyanujñaḥ	abhyanujna	abhyanujñā	NOUN	dcs:477495	10	0
adita	adita	aditi	NOUN	dcs:731783	10	1
antrā	antrā	antra	NOUN	dcs:93150	10	0
anulomanām	anulomanām	anulomana	ADJ	dcs:27693	10	0
anusāriṇya	anusārinya	anusārin	ADJ	dcs:708925	10	0
aparavaktram	aparavaktram	aparavaktrā	NOUN	dcs:629598	10	0
asmākāsaḥ	asmākāsa	asmāka	ADJ	dcs:647493	10	0
avabhāsāni	avabhāsāni	avabhāsa	NOUN	dcs:61618	10	0
aṇīyāṃsam	anīyānsam	aṇīyas	ADJ	dcs:727417_1	10	0
balataḥ	balata	bala	NOUN	dcs:30630	10	0
bhiyaṃ	bhiyam	bhī	NOUN	dcs:649027	10	0
bhāmāsaḥ	bhāmāsa	bhāma	NOUN	dcs:659806_1	10	0
biḍa	biḍa	viḍa	NOUN	dcs:465294	10	0
bṛhannaḍāṃ	bṛhannaḍām	bṛhannaḍa	NOUN	dcs:212535	10	0
chatreṇa	chatrena	chattra	NOUN	dcs:769831	10	0
chāṇakāni	chānakāni	chāṇaka	NOUN	dcs:100514	10	0
citikam	citikam	citikā	NOUN	dcs:756339	10	0
cātanīḥ	cātanī	cātana	ADJ	dcs:647928	10	0
devayuvam	devayuvam	devayu	ADJ	dcs:714738	10	0
dhruvāsaḥ	dhruvāsa	dhruva	ADJ	dcs:636282	10	0
durgahā	durgahā	durgaha	NOUN	dcs:598311	10	0
duṣvapnyāt	duṣvapnyāt	duḥṣvapnya	NOUN	dcs:634469	10	0
ekataraṃ	ekataram	ekatara	ADJ	dcs:352955	10	0
gauryam	gauryam	gaurī	NOUN	dcs:424913	10	0
ghoṇaḥ	ghona	ghoṇā	NOUN	dcs:478235	10	0
grāvāṇā	grāvānā	grāvan	NOUN	dcs:650333_1	10	0
gāyatriyai	gāyatriyai	gāyatrī	NOUN	dcs:701920_1	10	0
hastāsaḥ	hastāsa	hasta	NOUN	dcs:688872_1	10	0
