rank	root_iast	dcs_lemma	grammar_class	dcs_status	attested_count	coverage_pct	top_attested_forms
369	vakṣ	vakṣ	6	matched	45	99.4364	vavakṣitha:10; vavakṣa:8; vavakṣe:5; ukṣamāṇāḥ:3; vavakṣatuḥ:3; ukṣitaḥ:2; vavakṣuḥ:2; ukṣitāso:1; ukṣantam:1; ukṣitam:1; ukṣamāṇam:1; ukṣite:1; vavakṣire:1; ukṣamāṇā:1; ukṣamāṇe:1
370	1 ṛj / 2 ṛj	ṛj	1	homonym_shared	44	99.4445	ṛñjate:10; ṛñjase:7; 'rjasy:4; ṛñjan:4; ṛñje:3; ārjat:2; ṛñjasānaḥ:2; ṛjyanto:2; arjate:1; arjanīyāḥ:1; arjituṃ:1; ṛjyad:1; ṛñjasānam:1; ṛjyate:1; ṛñjatī:1
371	veṣṭ	veṣṭ	1	matched	43	99.4523	veṣṭyam:5; veṣṭate:3; veṣṭita:3; veṣṭyaṃ:3; veṣṭatāṃ:2; veṣṭamānaṃ:2; veṣṭitam:2; veṣṭā:1; veṣṭamānaḥ:1; veṣṭito:1; veṣṭamānāni:1; veṣṭamānāḥ:1; viveṣṭatus:1; veṣṭitāḥ:1; veṣṭitaḥ:1
372	lul	lul	1	matched	42	99.4599	lulita:19; lulitaṃ:6; lulitam:5; lulite:4; lolat:2; lulitau:1; lulitān:1; lulitāṃ:1; lulito:1; lulitāt:1; lulitāḥ:1
373	valg	valg	1	matched	42	99.4676	valgita:8; valgat:5; vavalgatuḥ:3; valgantam:3; vavalga:3; valga:2; valgate:2; valgase:2; valganti:2; valgatā:2; valgamānaṃ:1; valgamāne:1; valgantyaḥ:1; valgatām:1; valged:1
374	nabh	nabh	1	matched	40	99.4748	nabhantām:38; nabhasva:1; nabhatāṃ:1
375	prā	prā	2	matched	40	99.4821	aprāḥ:9; paprau:9; aprā:5; paprātha:5; prāsy:2; paprur:2; papra:1; paprā:1; prāḥ:1; paprathuḥ:1; prāsi:1; papratur:1; papriṣe:1; aprāyi:1
376	rej	rej	1	matched	40	99.4894	rejate:8; rejante:6; rejamāne:5; rejati:3; rejata:3; arejetām:2; rejamānā:2; arejetāṃ:1; arejanta:1; rejamānaḥ:1; rejamāno:1; rejad:1; rejatha:1; rejete:1; rejanta:1
377	lakṣ	lakṣ	1	matched	39	99.4965	lakṣyate:17; lakṣyamāṇam:3; lakṣyamāṇe:2; lakṣitam:2; lakṣitā:2; lakṣitaḥ:2; lakṣyante:2; lakṣyase:1; lakṣitas:1; lakṣito:1; lakṣyamāṇena:1; lakṣyamāṇeṣu:1; alakṣata:1; lakṣitāḥ:1; lakṣyamāṇasya:1
378	svaj	svaj	1	matched	39	99.5036	sasvaje:19; ṣvajasva:2; ṣasvajāte:2; svajethāḥ:2; ṣasvaje:2; svajāte:2; svajasva:1; asvajata:1; svajitvā:1; svajethā:1; sasvajāte:1; sasvajuḥ:1; svajeya:1; svajante:1; ṣvajadhvaṃ:1
379	svar	svar	1	matched	39	99.5107	asvaran:14; svarati:6; svaranti:5; svara:4; svarann:2; asvarann:2; svarata:1; svarantam:1; asvārṣṭām:1; svarantu:1; svarāti:1; asvār:1
380	tṛd	tṛd	7	matched	39	99.5178	tṛndhi:10; tatarda:6; tarda:4; tṛṇatti:3; tardaḥ:2; atṛṇat:2; atṛṇad:2; tṛṇatty:1; tarddhi:1; tṛnddhi:1; tṛndyāt:1; atṛṇan:1; atṛndan:1; tatṛdānā:1; tatṛdānāḥ:1
381	day	day	1	matched	38	99.5247	dayate:12; dayase:9; dayamāno:5; dayadhvam:3; dayamānaḥ:3; dayasva:2; dayeta:1; dayatāṃ:1; dayanta:1; dayamānaṃ:1
382	paṇ	paṇ	1	matched	36	99.5313	paṇate:14; paṇyamānaḥ:2; paṇamāno:2; paṇyatām:2; paṇitvā:2; paṇatu:2; paṇante:2; paṇadhvam:1; paṇitavya:1; paṇasva:1; paṇituṃ:1; paṇyate:1; paṇāvahe:1; paṇāvaḥ:1; paṇeta:1
383	piś	piś	6	matched	36	99.5378	piṃśatu:8; piṃśa:4; pipiśe:4; apiṃśata:3; apiṃśad:2; piśitā:2; pipeśa:2; apiṃśan:2; piśyamānā:1; piśitāya:1; piṃśati:1; pipiśre:1; piśā:1; piśānāḥ:1; pipiśur:1
384	tuj	tuj	6	matched	35	99.5442	tuje:5; tūtujāna:3; tūtujānaḥ:3; tujaye:2; tujatā:2; tūtujānā:2; tuñjanti:2; tuñjata:1; tujyamānāsa:1; tujann:1; tujete:1; tujyate:1; tuñjāte:1; tuñjate:1; tutujyāt:1
385	rad	rad	1	matched	34	99.5504	radite:8; aradat:4; raditaṃ:3; rada:3; arado:3; radati:2; radantām:1; aradatam:1; radantā:1; radā:1; radantīr:1; ratsi:1; radantī:1; rarāda:1; radanti:1
386	spṛh	spṛh	6	matched	34	99.5565	spṛhaṇīya:15; spṛhaṇīyo:5; spṛhaṇīyā:3; spṛhaṇīyaṃ:3; spṛhan:3; spṛhaṇīyaḥ:2; spṛhaṇīyāṃ:1; spṛhaṇīyam:1; spṛhaṇīyena:1
387	mṛś	mṛś	2	matched	33	99.5626	mṛśāmasi:7; mṛśa:4; mṛṣṭa:3; mṛśan:2; mṛśate:2; mṛśed:2; mṛśantīm:1; amṛśad:1; mṛśanta:1; mṛśyāmi:1; mṛṣṭasya:1; amṛkṣat:1; mṛśet:1; mṛkṣataṃ:1; mṛkṣo:1
388	1 uṣ / 2 uṣ	uṣ	6	homonym_shared	33	99.5686	oṣa:7; oṣati:5; uṣyate:4; oṣatāt:3; uṣṇan:2; oṣata:1; oṣataṃ:1; oṣantī:1; auṣat:1; uṣyatā:1; oṣatas:1; oṣet:1; oṣat:1; uṣye:1; uṣṭā:1
389	dhvan	dhvan	1	matched	32	99.5744	dhvanat:6; dhvanati:4; dhvanitam:3; dhvāntā:3; dadhvanur:2; dhvanita:2; dhvananti:2; dhvanitaṃ:2; dhvāntaṃ:1; dhvanate:1; dhvanataḥ:1; dadhvāna:1; dhvānta:1; adhvanīt:1; dhvanatā:1
390	laṅgh	laṅgh	1	matched	32	99.5802	laṅghyaḥ:6; laṅghya:5; laṅghyate:5; laṅghyam:4; laṅghyām:2; laṅghanīyān:1; laṅghyāś:1; laṅghyayā:1; laṅghyo:1; laṅghanīyāni:1; laṅghed:1; laṅgheta:1; laṅghet:1; laṅghyatāṃ:1; laṅghyāḥ:1
391	cud	cud	1	matched	31	99.5858	acūcudam:7; acūcudat:3; codate:3; cucoda:2; coda:2; codasva:2; codata:2; codāmi:2; coditāḥ:1; acūcudaḥ:1; 'cūcudad:1; codyāḥ:1; codantaṃ:1; codīḥ:1; codad:1
392	dhi	dhi	5	matched	31	99.5915	dhinoti:10; dhinuhi:8; dhinvanti:5; dhinotu:2; dhinotv:1; dhinavat:1; adhinot:1; adhinvīt:1; dhinavad:1; adhinvan:1
393	cāy	cāy	1	matched	30	99.5969	acāyat:9; acāyan:6; 'cāyat:3; cāyamānaḥ:2; cāyyo:2; acāyiṣam:1; cāyitvā:1; acāyiṣaṃ:1; cāyat:1; cāyyaḥ:1; cāyanty:1; 'cāyad:1; cāyamānāḥ:1
394	ghuṣ	ghuṣ	1	matched	30	99.6024	ghuṣyatāṃ:5; ghuṣyate:4; ghuṣṭaṃ:2; ghuṣyatām:2; ghoṣy:2; ghoṣat:1; ghuṣṭāḥ:1; ghuṣṭāsu:1; ghuṣyantāṃ:1; ghuṣṭāni:1; ghuṣṭas:1; ghuṣṭa:1; ghuṣyamāṇe:1; ghoṣad:1; ghuṣṭaḥ:1
395	hīḍ	hīḍ	6	matched	29	99.6077	heḍamānaḥ:5; jihīḍa:4; heḍan:3; heḍatā:3; hīḍitāḥ:2; jīhiḍāma:1; jihīḍe:1; ajīhiḍat:1; aheḍat:1; heḍyān:1; heḍyāni:1; jihīḍire:1; hīḍamānena:1; jihīḍānasya:1; hīḍitaḥ:1
396	viṣ	viṣ	1	matched	29	99.613	viveṣa:5; viviḍḍhi:3; viṣṭvī:3; aviveṣīḥ:3; aveṣan:2; viviṣyāḥ:1; viṣṭaṃ:1; viṣṭaḥ:1; veṣantīr:1; viṣṭam:1; viviṣma:1; viviṣmaḥ:1; viviṣur:1; vivekṣi:1; viveṣo:1
397	hras	hras	1	matched	28	99.6181	hrasanti:9; hrasati:7; hrasate:5; hrastaḥ:2; hrasita:1; hrasitaṃ:1; hrasatu:1; hrasatībhiḥ:1; hrasantībhir:1
398	hrī	hrī	3	matched	28	99.6231	hrīta:5; hrītā:4; jihrīyāt:2; jihreṣi:2; hrīto:1; jihriyuḥ:1; hrītāḥ:1; jihremi:1; hrīyamāṇo:1; jihreti:1; hrītāyā:1; hrītaḥ:1; hrīyamāṇam:1; jihrīmaḥ:1; jihretu:1
399	katth	katth	1	matched	28	99.6282	katthase:13; katthate:3; katthitum:2; katthanta:1; katthethā:1; katthamāno:1; katthati:1; katthamānaḥ:1; kattheta:1; katthasi:1; katthamānasya:1; katthatas:1; katthamānaṃ:1
400	kvaṇ	kvaṇ	1	matched	28	99.6333	kvaṇat:10; kvaṇita:6; kvaṇan:3; kvaṇed:1; kvaṇatā:1; _:1; kvaṇadbhyāṃ:1; kvaṇitaḥ:1; kvaṇantam:1; kvaṇantībhir:1; kvaṇitām:1; kvaṇati:1
401	mṛṇ	mṛṇ	6	matched	28	99.6384	mṛṇa:13; mṛṇan:3; mṛṇasi:2; mṛṇe:1; mṛṇataṃ:1; mṛṇata:1; amīmṛṇan:1; mṛṇat:1; mṛṇantaṃ:1; mṛṇanti:1; amṛṇataṃ:1; amṛṇo:1; mṛṇā:1
402	truṭ	truṭ	4	matched	28	99.6435	truṭitaṃ:6; truṭita:5; truṭati:5; truṭyat:3; truṭyanti:2; truṭite:2; truṭyate:1; truṭyantam:1; truṭyet:1; truṭyati:1; truṭitāṃ:1
403	dal	dal	1	matched	27	99.6484	dalita:12; dalati:4; dalat:2; dalitāḥ:2; dalanti:2; dalitam:1; dalitaḥ:1; dalitā:1; adalat:1; dalite:1
404	iyakṣ	iyakṣ		matched	27	99.6534	iyakṣaty:4; iyakṣati:3; iyakṣamāṇaṃ:3; iyakṣantaḥ:3; iyakṣasi:3; iyakṣamāṇā:2; iyakṣan:2; yiyakṣeta:1; iyakṣata:1; iyakṣamāṇam:1; iyakṣate:1; iyakṣanti:1; iyakṣantas:1; iyakṣān:1
405	vij	vij	6	matched	27	99.6583	vijante:3; vikthāḥ:3; vikthā:3; vignaḥ:2; vijamānaḥ:1; vijantām:1; vijantāṃ:1; vijamānā:1; vignena:1; vignam:1; vignā:1; vigno:1; vignaṃ:1; vijate:1; vigna:1
406	heṣ	heṣ	1	matched	26	99.663	heṣanti:3; heṣamāṇānāṃ:3; heṣatāṃ:3; heṣate:2; heṣamāṇaiḥ:2; heṣantam:2; heṣante:1; jiheṣe:1; aheṣiṣyata:1; aheṣata:1; heṣamāṇo:1; heṣamāṇaiś:1; heṣamāṇānām:1; heṣatā:1; heṣantau:1
407	lap	lap	4	matched	26	99.6677	lalāpa:7; alapat:5; lapan:3; lapantu:2; lapitāḥ:1; alāpi:1; lapantaḥ:1; alapiṣam:1; lapitum:1; alapan:1; lapitaṃ:1; lapethāḥ:1; lapati:1
408	1 luṭh / 2 luṭh	luṭh	6	homonym_shared	26	99.6725	luṭhat:6; luṭhati:6; luloṭha:3; luṭhan:3; luṭhasi:2; luṭhanti:1; luṭhitaṃ:1; luṭhato:1; luṭhamānaiḥ:1; luṭhet:1; luṭhamāno:1
409	ribh	ribh	1	matched	26	99.6772	rebhan:8; rebhanto:2; rebhanta:2; rebhanti:2; rebhante:2; rebhataḥ:2; rebhamāṇāḥ:1; rebhate:1; rebhati:1; rirebha:1; ribhyate:1; rebhadbhiḥ:1; rebhad:1; rebhatyau:1
410	bhas	bhas	1	matched	25	99.6817	babhasti:6; bapsati:3; bapsataḥ:3; bapsad:2; babhastu:1; bapsatā:1; babhasat:1; bhasat:1; bhasan:1; bhasathaḥ:1; bapsatī:1; bapsatas:1; bapsat:1; bhasatho:1; bapsatho:1
411	cṛt	cṛt	6	matched	25	99.6863	cṛtāmasi:10; cṛta:7; cṛtā:2; cṛtatv:2; cṛtyantām:1; cṛtyantāṃ:1; cṛtāmi:1; cṛtanty:1
412	ghṛ	ghṛ	3	matched	25	99.6908	jigharmi:14; jigharmy:5; jigharti:3; aghriyata:2; ghṛtaṃ:1
413	mikṣ	mikṣ	1	matched	25	99.6954	mimikṣatām:7; mimikṣatam:7; mimikṣire:3; mimikṣa:2; mimikṣatāṃ:1; mimikṣvā:1; mimikṣati:1; mimikṣuḥ:1; mimikṣe:1; mimikṣatuḥ:1
414	vañc	vañc	1	matched	24	99.6998	vacyamānā:4; vacyasva:3; vañcati:2; vañcasi:2; vacyante:2; vañcitaiḥ:1; vañcyamānaḥ:1; avañcyata:1; vañcyamānaṃ:1; vañcyate:1; vañcate:1; vañcitāḥ:1; vañcanty:1; vacyate:1; vacyantāṃ:1
415	īṣ	īṣ	1	matched	24	99.7041	īṣate:8; īṣamāṇā:4; eṣati:2; īṣatu:2; eṣate:2; īṣataḥ:1; īṣamāṇo:1; īṣato:1; īṣamāṇa:1; īṣamāṇāḥ:1; īṣante:1
416	cañc	cañc	1	matched	23	99.7083	cañcat:20; cañcatā:2; cañcati:1
417	sap	sap	1	matched	23	99.7125	sapeya:6; sapema:6; sapanta:2; sapanto:1; sapantaḥ:1; sapāmy:1; sapantā:1; sepuḥ:1; sapante:1; sīṣapanta:1; asapanta:1; sapanti:1
418	sas	sas	2	matched	23	99.7167	sasantu:4; sastu:4; sasato:2; sasantaḥ:2; sasantam:2; sasan:1; sastām:1; sasatām:1; sasantaṃ:1; sasatīm:1; asastana:1; sasto:1; sastv:1; sasty:1
419	śṛdh	śṛdh	1	matched	23	99.7209	śardhate:4; śardhataḥ:3; śardha:2; śardhato:2; śardhantaṃ:2; śardhan:2; śardhamānaḥ:1; śardhatām:1; śardhantam:1; śardhata:1; śardhad:1; śardhantaḥ:1; śardhatāṃ:1; śardhatas:1
420	chand	chand	2	matched	22	99.7249	chandyamāno:4; chantsad:3; chantsat:2; acchān:2; chandati:1; acacchadan:1; chandyamāne:1; chandyamānā:1; chandyamānāḥ:1; cchantsad:1; chantsy:1; acchānta:1; cacchanda:1; cachadyāt:1; acchāntsuḥ:1
421	cūṣ	cūṣ	1	matched	22	99.7289	coṣyaṃ:6; coṣya:4; coṣyam:2; cūṣyate:2; cūṣitavyāni:1; cūṣati:1; cūṣet:1; coṣyāṇi:1; coṣyaiḥ:1; coṣyāṇām:1; coṣyeṇa:1; cūṣyante:1
422	das	das	1	matched	22	99.7329	dasyanti:5; dasyati:4; dastam:3; dasan:1; adasyat:1; 'dasyan:1; dasyanty:1; dasad:1; dasamāno:1; dasat:1; dasyet:1; dāsīt:1; dasyaty:1
423	gur	gur	6	matched	22	99.7369	gūrtāḥ:5; gūrta:4; gūrtaḥ:4; gūrtā:3; gurasva:2; juguryā:1; juguryāt:1; gūrtam:1; jugurat:1
424	mṛdh	mṛdh	9	matched	22	99.7409	mṛddhā:2; mardhīḥ:2; mṛdha:2; mardhanti:2; mardhiṣṭam:2; mardhantaḥ:2; mṛdhnīte:1; mṛddhasya:1; mṛdhyāḥ:1; mardhīr:1; mardhantīḥ:1; mṛdhāti:1; mardhataḥ:1; mardhiṣad:1; mardhati:1
425	1 drā / 2 drā	drā	2	homonym_shared	21	99.7447	drāntv:7; dadrāṇaṃ:5; drāhy:2; dadrāṇam:2; drātv:1; drātu:1; drāti:1; dadruḥ:1; drāsad:1
426	nij	nij	2	matched	21	99.7485	niktvā:4; anijam:2; niktam:2; niktaḥ:2; anaik:1; nikṣva:1; nijya:1; niktena:1; nijyatām:1; niktābhir:1; niktasya:1; nikta:1; niktaiḥ:1; ninikta:1; nijmaḥ:1
427	pluṣ	pluṣ	4	matched	21	99.7523	pluṣṭa:7; pluṣṭam:3; pluṣṭām:1; pluṣṭaṃ:1; pluṣyat:1; pluṣṭeṣu:1; pluṣṭe:1; pluṣṭebhyo:1; pluṣyate:1; pruṣṭa:1; pluṣyan:1; ploṣat:1; pluṣṭo:1
428	śnath	śnath	2	matched	21	99.7562	śnathiṣṭana:3; śnathad:3; śiśnathat:3; śnathitā:2; śiśnathaḥ:2; śiśnatho:2; śnathihi:1; śnathitam:1; śnathihy:1; aśiśnat:1; śnathiṣṭam:1; śiśnathaṃ:1
429	cakās	cakās	2	matched	20	99.7598	cakāsti:14; cakāsati:2; cakāsad:1; cakāsat:1; cakāstu:1; cakāsyātām:1
430	kṣu	kṣu	2	matched	20	99.7634	kṣutvā:8; kṣuyāt:2; kṣute:2; kṣuvatas:1; kṣuvantīṃ:1; kṣuvato:1; kṣutaṃ:1; kṣuvatīṃ:1; kṣuvata:1; kṣauti:1; kṣuvataḥ:1
431	skambh	skambh	8	matched	20	99.7671	skabhitā:6; skabhnuvanto:3; skabhnāti:2; caskabhāne:1; caskambha:1; skabhnuvanta:1; skabhitāsa:1; skambhathu:1; skambhur:1; skabhitvy:1; cāskambha:1; skabhito:1
432	stan	stan	2	matched	20	99.7707	stanatāṃ:5; stanat:2; stanitāḥ:1; stanaḥ:1; astānīt:1; stana:1; tastāna:1; stanatīm:1; stanantyo:1; stanadbhiḥ:1; stanantī:1; stanatas:1; stanamānānāṃ:1; ṣṭanihi:1; stann:1
433	vyac	vyac	3	matched	20	99.7744	vivyāca:8; vivikto:2; vivyajmi:1; avivyak:1; vivyaṅ:1; vivyacanta:1; vivyaktha:1; vivyacuḥ:1; avivyacur:1; vivyacad:1; vivyācā:1; aviviktām:1
434	svan	svan	1	matched	19	99.7778	svananti:5; svanat:5; svanataḥ:1; sasvanuḥ:1; sasvāna:1; sasvanur:1; svanate:1; svanatāṃ:1; sasvanatuḥ:1; svānīt:1; asvanīd:1
435	tṛh	tṛh	7	matched	19	99.7813	atṛham:2; tṛṃhatī:2; tṛṃhyam:2; tṛṃhanti:2; tṛﾱhā:2; tṛḍhvā:1; tṛhyantām:1; tṛṇahān:1; tṛhyante:1; tṛhyamāṇānāṃ:1; tatarha:1; tṛṃhatībhyaś:1; atṛṇaham:1; tṛṃhad:1
436	ven	ven	1	matched	19	99.7847	venaḥ:3; venanti:2; vena:2; venanto:2; venatam:2; venati:2; venantā:1; venataḥ:1; avenad:1; avenat:1; venantam:1; venan:1
437	1 śad / 2 śad	śad	1	homonym_shared	19	99.7882	śāśadānā:4; śāśadmahe:3; śāśadānaḥ:2; śāśadānām:2; śāśadāna:1; chāśadānam:1; śāśadaḥ:1; śatsyanti:1; śanno:1; śāśadre:1; śāśaduś:1; śāśadānān:1
438	bṛṃh	bṛṃh	1	matched	18	99.7915	bṛṃhantau:2; bṛṃhatāṃ:2; bṛṃhatām:2; bṛṃhanti:2; barhīt:2; babarha:1; bṛhataṃ:1; bṛṃhyāṃs:1; bṛṃhyān:1; bṛṃhate:1; bṛṃhati:1; barhīḥ:1; babṛhāṇasya:1
439	dagh	dagh	5	matched	18	99.7947	dhag:7; dhak:3; daghan:1; daghaḥ:1; daghyante:1; daghnuyāt:1; daghyā:1; dhaktam:1; dhaṅ:1; daghma:1
440	khac	khac	1	matched	18	99.798	khacita:7; khacitena:3; khacitaiḥ:2; khacat:2; khacitaṃ:1; khacatā:1; khacitaḥ:1; khacitam:1
441	vlī	vlī	9	matched	18	99.8013	avlīyata:4; avlīnāt:4; avlināt:2; vlīyante:2; 'vlīyata:1; 'vlīyanta:1; vlīyamānam:1; vleṣyati:1; vlīnāti:1; vlināt:1
442	ṣṭhīv	ṣṭhīv	1	matched	18	99.8046	ṣṭhīvati:7; ṣṭhīvet:3; ṣṭhīvitvā:3; ṣṭhīvan:2; ṣṭhīvat:1; ṣṭhyūta:1; ṣṭhutvā:1
443	kṣvid / kṣviḍ	kṣviḍ	1	homonym_shared	17	99.8077	kṣveḍantaḥ:4; kṣveḍanti:4; kṣveḍan:2; kṣveḍanto:2; kṣveḍamāṇaiś:1; kṣvedet:1; kṣveḍen:1; kṣveḍita:1; kṣveḍati:1
444	kṣap	kṣap	1	matched	16	99.8106	kṣapet:7; kṣapitvā:3; kṣapituṃ:1; kṣaperaṃs:1; kṣaped:1; kṣapatāṃ:1; kṣapeyus:1; kṣapiṣyāmo:1
445	tur	tur	6	matched	16	99.8135	turvaṇe:5; turyāma:3; tuturyāt:3; turan:1; turate:1; tuturyāma:1; turatas:1; tuturyād:1
446	tviṣ	tviṣ	6	matched	16	99.8164	titviṣe:4; tviṣitaḥ:3; titviṣa:2; titviṣāṇaḥ:2; titviṣāte:1; tviṣito:1; titviṣāṇasya:1; atviṣanta:1; atviṣur:1
447	śrath	śrath	1	matched	16	99.8193	śiśrathaḥ:3; śiśratho:2; śiśrathat:2; śrathnītha:1; śrathnāno:1; śrathnanti:1; aśrathnan:1; śiśrathas:1; śiśrathantu:1; śrathnīte:1; śaśrathe:1; śrathnā:1
448	chṛd	chṛd	7	matched	15	99.822	chṛṇattu:5; śchṛṇattu:4; chṛndhi:3; aśchāḥ:1; charditvā:1; chṛndantu:1
449	iṅg	iṅg	4	matched	15	99.8248	iṅgate:6; iṅgati:4; iṅgyamānāni:2; iṅgitam:1; iṅgitā:1; iṅganti:1
450	rah	rah	1	matched	15	99.8275	rahitam:4; rahite:4; rahitā:3; rahita:2; rahanti:1; rahitaṃ:1
451	ubj	ubj	6	matched	15	99.8302	ubjatam:3; ubja:2; ubjad:1; ubjataṃ:1; ubjanto:1; ubjatu:1; ubjann:1; aubjo:1; aubjad:1; aubjaḥ:1; ubjaḥ:1; ubjantu:1
452	am	am	2	matched	14	99.8328	amamat:9; ame:2; amanta:1; amanti:1; amīṣi:1
453	irajy	irajy		matched	14	99.8353	irajyann:3; irajyasi:3; irajyantā:2; irajyati:2; irajyathaḥ:1; irajyanta:1; irajyata:1; irajyantaṃ:1
454	kṛp	kṛp	1	matched	14	99.8379	akṛpanta:3; akṛpran:2; kṛpamāṇam:2; kṛpamānasya:1; kṛpyamāṇān:1; kṛpate:1; cakṛpanta:1; akrapiṣṭa:1; akṛpetām:1; kṛpanta:1
455	guñj	guñj	1	matched	13	99.8402	guñjat:7; guñjanti:1; guñjan:1; guñjadbhiḥ:1; juguñja:1; guñjitaiḥ:1; guñjitena:1
456	hval	hval	1	matched	13	99.8426	hvalati:9; hvalet:3; hvaled:1
457	myakṣ	myakṣ	1	matched	13	99.845	mimikṣuḥ:4; amyak:3; mimyakṣa:3; myakṣa:1; amyakṣi:1; mimikṣur:1
458	sagh	sagh	5	matched	13	99.8473	saghyāsaṃ:7; saghyāsam:4; 'saghnor:1; saghat:1
459	si	si	5	matched	13	99.8497	sinanti:2; asināt:2; sinātv:1; sinantu:1; sināmi:1; sinoti:1; sinītaḥ:1; sinomy:1; sinomi:1; sinīthaḥ:1; sitam:1
460	sūd	sūd	1	matched	13	99.8521	suṣūdati:3; suṣūdaḥ:2; suṣūdatā:1; suṣūdata:1; sūdet:1; asūṣudanta:1; suṣūdo:1; suṣūdima:1; suṣūdatha:1; suṣūdat:1
461	sūrkṣ	sūrkṣ	1	matched	13	99.8544	sūrkṣyam:7; sūrkṣet:3; sūrkṣata:1; sūrkṣati:1; asūrkṣat:1
462	ścut	ścut	1	matched	13	99.8568	ścotanti:8; ścotanty:3; ścyotante:1; ścotati:1
463	dhvṛ	dhvṛ	1	matched	12	99.859	dhvara:4; dhvarāma:2; dhvarantam:1; dhvarāt:1; dhvarantaṃ:1; dhvarād:1; adhūrṣata:1; dhūrvaṇe:1
464	1 dī / 2 dī	dī	4	homonym_shared	12	99.8612	adīyam:2; dīyanti:2; dīyat:1; dīyathaḥ:1; dīyatam:1; dīya:1; dīyan:1; dīyann:1; dīyati:1; dīyā:1
465	sridh	sridh	1	matched	12	99.8633	sredhantaḥ:2; sredhantī:2; sredhatā:1; sredhati:1; sredhata:1; sredhantaṃ:1; sridhat:1; sridhānaiḥ:1; sredhadbhiḥ:1; asredhan:1
466	tuś	tuś	1	matched	12	99.8655	tośate:6; tośamānā:3; tośase:3
467	śiñj	śiñj	2	matched	12	99.8677	śiṅkte:5; śiñjāna:5; śiśiñjire:1; śiñjan:1
468	bhaṣ	bhaṣ	1	matched	11	99.8697	bhaṣanti:2; bhaṣan:1; bhaṣataḥ:1; bhaṣeyuḥ:1; bhaṣante:1; bhaṣantaḥ:1; bhaṣet:1; bhaṣase:1; bhaṣanto:1; bhaṣituṃ:1
469	cat	cat	1	matched	11	99.8717	cattāya:5; cattā:2; catto:1; acīcatam:1; catantaṃ:1; catantam:1
470	inakṣ	inakṣ		matched	11	99.8737	inakṣat:4; inakṣan:3; inakṣata:1; inakṣantaḥ:1; inakṣantam:1; inakṣasi:1
471	luñc	luñc	1	matched	11	99.8757	luñcitān:3; lucyete:1; luluñce:1; luñcitasya:1; luñcitaṃ:1; luñcitāṃl:1; luñcitair:1; luñcitā:1; luñcitaiḥ:1
472	rap	rap	1	matched	11	99.8777	rapema:2; rapāmi:2; rapat:2; rapad:1; rapantī:1; arapat:1; 'rapad:1; rapati:1
473	raṃh	raṃh	1	matched	11	99.8797	raṃhamāṇaḥ:2; rārahāṇā:1; rārahāṇāḥ:1; raṃhyo:1; araṃha:1; raṃhate:1; raṃhamāṇā:1; araṃhata:1; rārahāṇa:1; raṃhyaṃ:1
474	vell	vell	1	matched	11	99.8817	vellat:5; vellita:3; vellitaḥ:1; vellaty:1; vellate:1
475	yup	yup	4	matched	11	99.8837	yupitā:4; yuyopima:2; ayūyupan:1; yupitam:1; yupitaḥ:1; yūyupāma:1; yuyopa:1
476	an	an	1	matched	10	99.8855	anati:3; anat:2; āna:2; āniṣur:1; anyāt:1; ānīt:1
477	kaṣ	kaṣ	1	matched	10	99.8874	kaṣeta:2; kaṣati:2; kaṣantī:2; kaṣet:1; kaṣamāṇam:1; kaṣan:1; kaṣanti:1
478	kās	kās	1	matched	10	99.8892	kāsate:3; kāset:2; kāsamānasya:1; cakāse:1; kāsamānaś:1; kāsamānaḥ:1; kāseta:1
479	nas	nas	1	matched	10	99.891	nasanta:4; nasate:4; nasīmahi:1; nasāmahe:1
480	pūy	pūy	1	matched	10	99.8928	pūyati:7; pūyitaḥ:1; 'pūyat:1; pūyen:1
481	raṭ	raṭ	1	matched	10	99.8946	raṭati:4; raṭitum:2; raṭantam:1; raṭann:1; raṭatsu:1; raṭanti:1
482	sphūrj	sphūrj	1	matched	10	99.8965	sphūrjat:7; sphūrjatyāṃ:1; sphūrjate:1; sphūrjitaḥ:1
483	vrādh	vrādh	1	matched	10	99.8983	vrādhanta:3; vrādhataś:2; vrādhato:2; vrādhantam:2; vrādhataḥ:1
484	ḍhauk	ḍhauk	1	matched	10	99.9001	ḍhaukitam:2; ḍhaukasva:1; ḍhaukitvā:1; ḍhaukadhvam:1; ḍhaukatām:1; ḍuḍhauke:1; ḍhaukitaiḥ:1; aḍhaukata:1; ḍhaukitaṃ:1
485	glah	glah	1	matched	9	99.9017	glahate:3; glahamānānāṃ:2; glahamānāḥ:1; 'glahīṣyad:1; glahamānānām:1; glahann:1
486	jas	jas	4	matched	9	99.9034	jasyata:2; jajastam:2; ajījasaḥ:1; jajāsa:1; ajījasat:1; jasamānam:1; jasamānāya:1
487	kṣṇu	kṣṇu	2	matched	9	99.905	kṣaṇute:3; kṣṇutam:2; kṣuṇuvāno:1; kṣaṇvate:1; kṣṇutaṃ:1; kṣṇaumi:1
488	med	med	6	matched	9	99.9067	medyato:2; medyanti:2; medyati:2; medyate:1; medyantu:1; medatāṃ:1
489	tarj	tarj	1	matched	9	99.9083	tarjyamānaḥ:3; tarjyamānā:2; tarjyamānasya:1; tarjamānaḥ:1; tarjamānam:1; tarjyamānāṃ:1
