root	preverb	sense	gita_count	prefixus_forms	prefixus_sample_form	class_freqs	sources
anuhuṁkṛ						8:1	classfreq
anuhvā						6:2	classfreq
anuhā						3:4	classfreq
anuhṛ						2:5	classfreq
anujan						4:20	classfreq
anujap						1:4	classfreq
anujñā						9:423	classfreq
anujñāpay						10:61	classfreq
anujāgṛ						2:1	classfreq
anujīv						1:12	classfreq
anukalpay						10:6	classfreq
anukamp						1:43	classfreq
anukampay						10:2	classfreq
anukarśay						10:2	classfreq
anukram						1:23	classfreq
anukrand						1:1	classfreq
anukrīḍ						1:2	classfreq
anukāmay						10:2	classfreq
anukāray						10:1	classfreq
anukāṅkṣ						1:5	classfreq
anukīrtay						10:35	classfreq
anukūj						1:2	classfreq
anukṛ						6:13|8:50	classfreq
anukṛt						6:2	classfreq
anukṛś						6:1	classfreq
anukṛṣ						1:5	classfreq
anukṣam						1:1	classfreq
anukṣar						1:1	classfreq
anukṣi						9:1	classfreq
anukﾱp						1:1	classfreq
anulepay						10:9	classfreq
anulih						6:1	classfreq
anulip						6:59	classfreq
anulomībhū						1:1	classfreq
anulī						4:1	classfreq
anumad						1:15	classfreq
anumajj						1:1	classfreq
anuman						8:180	classfreq
anumed						4:1	classfreq
anumi						5:3	classfreq
anumoday						10:57	classfreq
anumud						1:65	classfreq
anumuh						4:1	classfreq
anumā						3:124	classfreq
anumānay						10:54	classfreq
anumāpay						10:8	classfreq
anumārjay						10:3	classfreq
anumīlay						10:1	classfreq
anumṛ						1:3	classfreq
anumṛj						2:11	classfreq
anumṛś						6:5	classfreq
anunand						1:2	classfreq
anunikṣ						1:1	classfreq
anunirgam						6:1	classfreq
anunirvap						1:4	classfreq
anunitud						6:5	classfreq
anuniviś						6:2	classfreq
anuniyuj						7:2	classfreq
anuniśam						4:5	classfreq
anuniśāmay						10:2	classfreq
anuniṣkram						6:1	classfreq
anunāday						10:29	classfreq
anunāmay						10:1	classfreq
anunī						1:106	classfreq
anunṛt						4:1	classfreq
anupad						4:66	classfreq
anuparigrah						9:6	classfreq
anuparikram						1:4	classfreq
anuparikrāmay						10:1	classfreq
anuparind						6:2	classfreq
anuparivartay						10:1	classfreq
anuparivāray						10:5	classfreq
anuparivṛt						1:2	classfreq
anupariyā						2:1	classfreq
anuparye						2:1	classfreq
anuparyukṣ						6:2	classfreq
anuparyādhā						3:1	classfreq
anuparyāgā						3:1	classfreq
anuparyāvṛt						1:5	classfreq
anuparāhā						3:1	classfreq
anuparāpat						1:1	classfreq
anuparī						2:12	classfreq
anupat						1:15	classfreq
anupaś						4:174	classfreq
anupaṭh						1:1	classfreq
anuplu						1:6	classfreq
anuprabhū						1:1	classfreq
anupracar						1:1	classfreq
anuprach						6:55	classfreq
anupracyu						1:2	classfreq
anupradarśay						10:1	classfreq
anupradhāv						1:2	classfreq
anupradā						3:36	classfreq
anupradāpay						10:1	classfreq
anuprahi						5:2	classfreq
anuprahṛ						1:12	classfreq
anuprajan						4:10	classfreq
anuprajñā						9:1	classfreq
anuprakṝ						6:1	classfreq
anupramad						4:1	classfreq
anuprapad						4:15	classfreq
anuprapā						1:2	classfreq
anuprasad						1:2	classfreq
anuprasthā						1:3	classfreq
anuprasū						6:1	classfreq
anupratipad						4:3	classfreq
anupratiṣṭhā						1:3	classfreq
anupravac						3:1	classfreq
anupravad						1:3	classfreq
anupravah						1:1	classfreq
anupravap						1:1	classfreq
anupraveśay						10:7	classfreq
anupraviś						6:123	classfreq
anupravraj						1:5	classfreq
anupravṛdh						1:1	classfreq
anupravṛt						1:5	classfreq
anuprayam						1:51	classfreq
anuprayuj						7:7	classfreq
anuprayā						2:11	classfreq
anupraśaṁs						1:2	classfreq
anupraṇam						1:1	classfreq
anupre						2:7	classfreq
anuprekṣ						1:3	classfreq
anupreray						10:1	classfreq
anupreṣay						10:16	classfreq
anuprāp						5:353	classfreq
anuprāpay						10:4	classfreq
anuprāṇ						2:3	classfreq
anupuṣ						4:1	classfreq
anupā						1:47	classfreq
anupālay						10:75	classfreq
anupātay						10:2	classfreq
anupāyay						10:14	classfreq
anupīḍay						10:1	classfreq
anupūjay						10:2	classfreq
anupūray						10:2	classfreq
anupṛc						7:3	classfreq
anurakṣ						1:6	classfreq
anuram						1:2	classfreq
anurañj						4:180	classfreq
anurañjay						10:25	classfreq
anurocay						10:1	classfreq
anurud						2:2	classfreq
anurudh						4:52	classfreq
anuruh						1:2	classfreq
anusah						1:1	classfreq
anusaman						2:1	classfreq
anusamaś						5:1	classfreq
anusami						2:4	classfreq
anusamman						4:1	classfreq
anusamprayā						2:1	classfreq
anusamprāp						5:17	classfreq
anusamācar						1:1	classfreq
anusamāhṛ						1:2	classfreq
anusamāyā						2:1	classfreq
anusaṁbandh						9:1	classfreq
anusaṁcar						1:15	classfreq
anusaṁci						5:1	classfreq
anusaṁcintay						10:4	classfreq
anusaṁcāray						10:1	classfreq
anusaṁdhā						3:26	classfreq
anusaṁdih						6:1	classfreq
anusaṁdiś						6:1	classfreq
anusaṁdṛś						4:2	classfreq
anusaṁgrah						9:1	classfreq
anusaṁhṛ						1:3	classfreq
anusaṁjvar						1:4	classfreq
anusaṁkram						1:1	classfreq
anusaṁpiṣ						7:1	classfreq
anusaṁrabh						1:2	classfreq
anusaṁsmṛ						1:6	classfreq
anusaṁsthā						1:4	classfreq
anusaṁsādhay						10:1	classfreq
anusaṁsāray						10:3	classfreq
anusaṁsṛ						3:1	classfreq
anusaṁsṛj						6:1	classfreq
anusaṁtan						8:7	classfreq
anusaṁtṛ						1:2	classfreq
anusaṁvah						1:1	classfreq
anusaṁveday						10:1	classfreq
anusaṁvid						2:2	classfreq
anusaṁvraj						1:2	classfreq
anusaṁvye						4:1	classfreq
anusaṁvāday						10:1	classfreq
anusaṁvṛ						5:1	classfreq
anusaṁyā						2:6	classfreq
anusecay						10:2	classfreq
anusev						1:3	classfreq
anusidh						4:2	classfreq
anusmaray						10:1	classfreq
anusmṛ						1:166	classfreq
anuspṛś						6:1	classfreq
anusādhay						10:3	classfreq
anusāray						10:29	classfreq
anusīv						4:10	classfreq
anusṛ						1:121	classfreq
anusṛj						6:21	classfreq
anusṛp						1:9	classfreq
anutan						8:1	classfreq
anutap						4:72	classfreq
anutras						4:1	classfreq
anutud						6:6	classfreq
anutuṣ						4:1	classfreq
anutāpay						10:1	classfreq
anutṛ						1:2	classfreq
anutṛp						4:2	classfreq
anutṛṣ						4:1	classfreq
anuvac						3:51	classfreq
anuvad						1:33	classfreq
anuvah						4:1	classfreq
anuval						1:1	classfreq
anuvap						1:1	classfreq
anuvartay						10:21	classfreq
anuvas						1:11	classfreq
anuvaṣaṭkṛ						8:19	classfreq
anuveday						10:1	classfreq
anuven						1:1	classfreq
anuveṣṭay						10:5	classfreq
anuvibhaj						1:3	classfreq
anuvicar						1:6	classfreq
anuvicintay						10:6	classfreq
anuvid						2:4|6:33	classfreq
anuvidhā						3:41	classfreq
anuvihan						2:1	classfreq
anuvihṛ						2:1	classfreq
anuvikas						1:1	classfreq
anuvikram						6:1	classfreq
anuvilokay						10:4	classfreq
anuvilī						4:1	classfreq
anuvimṛj						6:2	classfreq
anuvimṛś						6:1	classfreq
anuvinaś						4:2	classfreq
anuvināday						10:1	classfreq
anuvinī						1:1	classfreq
anuvipaś						4:1	classfreq
anuvisṛj						6:1	classfreq
anuvisṛp						1:3	classfreq
anuviś						6:7	classfreq
anuviśṛ						9:1	classfreq
anuviṣad						2:1	classfreq
anuvraj						1:71	classfreq
anuvraśc						6:1	classfreq
anuvyadh						4:40	classfreq
anuvyavahṛ						2:1	classfreq
anuvyavaso						6:1	classfreq
anuvyāhṛ						1:7	classfreq
anuvyākhyā						2:52	classfreq
anuvyūh						1:1	classfreq
anuvā						2:4	classfreq
anuvācay						10:3	classfreq
anuvāday						10:3	classfreq
anuvāhay						10:2	classfreq
anuvāray						10:2	classfreq
anuvīj						1:1	classfreq
anuvīkṣ						1:4	classfreq
anuvṛ						5:1	classfreq
anuvṛdh						1:1	classfreq
anuvṛt						1:281	classfreq
anuyam						6:3	classfreq
anuyodhay						10:1	classfreq
anuyojay						10:1	classfreq
anuyudh						4:2	classfreq
anuyuj						7:75	classfreq
anuyā						2:283	classfreq
anuyāc						1:3	classfreq
anuśap						1:2	classfreq
anuśaṁs						1:38	classfreq
anuśikṣ						6:4	classfreq
anuśiṣ						7:18	classfreq
anuśocay						10:5	classfreq
anuśri						1:2	classfreq
anuśru						5:49	classfreq
anuśrāvay						10:12	classfreq
anuśuc						1:89	classfreq
anuśuṣ						4:2	classfreq
anuśās						2:215	classfreq
anuśāsay						10:1	classfreq
anuśī						2:13	classfreq
anuṣac						1:3	classfreq
anuṣañj						1:28	classfreq
anuṣañjay						10:1	classfreq
anuṣic						6:2	classfreq
anuṣyand						1:1	classfreq
anuṣṭan						1:1	classfreq
anuṣṭhā						1:322	classfreq
anuṣṭhāpay						10:1	classfreq
anuṣṭu						2:1	classfreq
anvabhiṣic						4:1	classfreq
anvadhisthā						1:1	classfreq
anvah						1:104	classfreq
anvas						2:3	classfreq
anvavadhā						3:1	classfreq
anvavahṛ						1:4	classfreq
anvavakram						1:2	classfreq
anvavakīray						10:1	classfreq
anvavakṛ						6:1	classfreq
anvavalup						6:1	classfreq
anvavamṛś						6:5	classfreq
anvavaruh						1:1	classfreq
anvavasā						6:4	classfreq
anvavasṛj						6:4	classfreq
anvave						2:23	classfreq
anvavekṣ						1:47	classfreq
anvavekṣay						10:1	classfreq
anvañj						7:3	classfreq
anvaś						9:1	classfreq
anve						2:7	classfreq
anveṣay						10:11	classfreq
anvi						2:117	classfreq
anviṣ						6:294	classfreq
anvābhaj						1:1	classfreq
anvābhū						1:1	classfreq
anvādhā						3:12	classfreq
anvādiś						6:1	classfreq
anvādru						1:1	classfreq
anvāgam						1:21	classfreq
anvāgā						3:1	classfreq
anvāhiṇḍ						4:23	classfreq
anvāhve						4:1	classfreq
anvāhṛ						1:2	classfreq
anvākhyā						2:1	classfreq
anvākram						1:1	classfreq
anvākṛ						8:1	classfreq
anvālabh						1:8	classfreq
anvānī						1:2	classfreq
anvāp						5:2	classfreq
anvārabh						1:36	classfreq
anvārambhay						10:1	classfreq
anvāruh						1:16	classfreq
anvās						4:34	classfreq
anvāvartay						10:4	classfreq
anvāviś						6:4	classfreq
anvāvṛt						1:6	classfreq
anvāyat						1:25	classfreq
anvāśri						1:2	classfreq
anvāśī						2:1	classfreq
anvīkṣ						4:33	classfreq
anādarībhū						1:1	classfreq
anāthībhū						1:1	classfreq
anūccāray						10:1	classfreq
anūde						2:3	classfreq
anūdi						2:2	classfreq
anūdyam						6:1	classfreq
anūpadas						4:2	classfreq
anūpasthā						1:1	classfreq
anūtkram						1:3	classfreq
anūtpat						1:3	classfreq
anūtthā						1:5	classfreq
anṛṇākṛ						8:1	classfreq
anṛṇībhū						1:1	classfreq
apabhaj						1:3	classfreq
apabhraṁś						4:4	classfreq
apabhāṣ						1:1	classfreq
apabhū						1:3	classfreq
apabhṛ						3:3	classfreq
apabrū						2:1	classfreq
apabādh						1:4	classfreq
apabādhay						10:1	classfreq
apacar						1:4	classfreq
apacchid						7:2	classfreq
apaci						3:7|5:15	classfreq
apacyu						1:12	classfreq
apacāy						1:37	classfreq
apadham						1:2	classfreq
apadhvaṁs						1:16	classfreq
apadhyā						4:11	classfreq
apadhāray						10:1	classfreq
apadhāv						1:1	classfreq
apadhṛṣ						5:1	classfreq
apadiś						6:25	classfreq
apadru						1:7	classfreq
apagam						1:93	classfreq
apagamay						10:1	classfreq
apaghāṭay						10:1	classfreq
apagrah						9:3	classfreq
apaguh						1:7	classfreq
apagur						6:1	classfreq
apagā						3:4	classfreq
apahan						2:158	classfreq
apahas						1:8	classfreq
apahnu						2:11	classfreq
apahu						3:2	classfreq
apahā						3:49	classfreq
apahāray						10:4	classfreq
apahāsay						10:1	classfreq
apahṛ						1:404	classfreq
apahṛṣ						6:1	classfreq
apaji						1:9	classfreq
apakarṣay						10:9	classfreq
apakaṣ						1:1	classfreq
apakram						6:154	classfreq
apakramay						10:2	classfreq
apakrī						9:1	classfreq
apakīrtay						10:1	classfreq
apakṛ						6:1|8:54	classfreq
apakṛt						6:3	classfreq
apakṛṣ						1:133	classfreq
apakṣi						5:9	classfreq
apakṣip						6:3	classfreq
apalup						6:5	classfreq
apalāpay						10:1	classfreq
apalī						4:1	classfreq
apami						5:2	classfreq
apamānay						10:6	classfreq
apamṛd						9:1	classfreq
apamṛj						6:8	classfreq
apanah						4:1	classfreq
apanud						6:26	classfreq
apanāśay						10:1	classfreq
apanī						1:206	classfreq
apanṛt						4:1	classfreq
apapad						4:1	classfreq
apapothay						10:1	classfreq
apaprasū						6:3	classfreq
apapruth						1:1	classfreq
aparañj						4:3	classfreq
aparañjay						10:1	classfreq
aparudh						7:23	classfreq
aparādh						4:112	classfreq
aparādhay						10:2	classfreq
apasarpay						10:7	classfreq
apasaṁhṛ						2:1	classfreq
apasidh						1:8	classfreq
apasmṛ						1:11	classfreq
apasphur						6:4	classfreq
apaspṛ						5:1	classfreq
apasrāvay						10:1	classfreq
apasthā						1:1	classfreq
apasāray						10:22	classfreq
apasṛ						1:60	classfreq
apasṛp						1:38	classfreq
apatakṣ						1:1	classfreq
apatarpay						10:5	classfreq
apatrap						1:11	classfreq
apatras						4:2	classfreq
apavad						1:10	classfreq
apavadh						1:2	classfreq
apavah						1:49	classfreq
apavap						1:4	classfreq
apavarjay						10:21	classfreq
apavartay						10:3	classfreq
apavas						6:2	classfreq
apaveṣṭay						10:2	classfreq
apavic						7:1	classfreq
apavid						2:3	classfreq
apavyadh						4:92	classfreq
apavye						4:1	classfreq
apavā						2:1	classfreq
apavāday						10:3	classfreq
apavāhay						10:21	classfreq
apavāray						10:4	classfreq
apavṛ						9:12	classfreq
apavṛj						7:4	classfreq
apavṛt						1:20	classfreq
apayā						2:98	classfreq
apaśri						1:4	classfreq
apaśuṣ						4:1	classfreq
apaṇyībhū						1:2	classfreq
apaṇyījan						4:1	classfreq
ape						2:217	classfreq
apej						1:2	classfreq
apekṣ						1:168	classfreq
apekṣay						10:1	classfreq
apidah						1:1	classfreq
apidhā						3:66	classfreq
apidhāpay						10:1	classfreq
apigam						1:2	classfreq
apigrah						9:3	classfreq
apikṛt						6:1	classfreq
apinah						4:12	classfreq
apinī						1:3	classfreq
apiruh						1:1	classfreq
apisṛj						6:1	classfreq
apivātay						10:1	classfreq
apivṛ						5:4	classfreq
apiśṛ						9:1	classfreq
apiṣṭhā						1:1	classfreq
apoddhṛ						2:1	classfreq
apodi						2:6	classfreq
apoh						1:98	classfreq
apotsṛj						6:1	classfreq
apyas						2:1|4:2	classfreq
apādhā						3:1	classfreq
apādā						3:5	classfreq
apāhan						2:3	classfreq
apāhā						3:6	classfreq
apāhṛ						1:5	classfreq
apāj						1:3	classfreq
apākram						6:5	classfreq
apākṛ						6:3|8:30	classfreq
apākṛṣ						1:4	classfreq
apāmārjay						10:1	classfreq
apān						1:13	classfreq
apānud						6:5	classfreq
apānī						1:1	classfreq
apās						2:118	classfreq
apāsṛ						1:12	classfreq
apātī						2:1	classfreq
apāvagam						6:2	classfreq
apāvartay						10:1	classfreq
apāveṣṭay						10:1	classfreq
apāvṛ						5:40	classfreq
apāvṛj						7:1	classfreq
apāvṛt						1:5	classfreq
apāśri						1:18	classfreq
apī						2:77	classfreq
araṁkṛ						8:1	classfreq
arc		worship	1	1	arc	1:358	prefixus+semantics+classfreq
arc	abhy-			1	abhyarc		prefixus
arc	praty-			1	pratyarc		prefixus
arc	sam-			1	samarc		prefixus
arcay						10:762	classfreq
arday						10:523	classfreq
ardhay						10:4	classfreq
arh		deserve	11	1	arh	1:2203	prefixus+semantics+classfreq
arhay						10:19	classfreq
arjay						10:195	classfreq
arpay						10:345	classfreq
arth		desire	1				semantics
arthisātkṛ						8:1	classfreq
arūkṛ						8:1	classfreq
as		be	94	2	as	2:24352|4:207	prefixus+semantics+classfreq
as	abhiny-			1	abhinyas		prefixus
as	abhisam-			1	abhisamas		prefixus
as	abhiviny-			1	abhivinyas		prefixus
as	abhy-			2	abhyas		prefixus
as	adhy-			1	adhyas		prefixus
as	aty-			1	atyas		prefixus
as	ny-			1	nyas		prefixus
as	pary-			1	paryas		prefixus
as	pratiny-			1	pratinyas		prefixus
as	pratisam-			1	pratisamas		prefixus
as	praty-			1	pratyas		prefixus
as	praviny-			1	pravinyas		prefixus
as	prādur-			1	prāduras		prefixus
as	sam-			2	samas		prefixus
as	sam-ni-	renounce					semantics
as	samabhy-			1	samabhyas		prefixus
as	samadhy-			1	samadhyas		prefixus
as	saṃny-			1	saṃnyas		prefixus
as	ud-			1	udas		prefixus
as	upany-			1	upanyas		prefixus
as	vi-ud-	reject					semantics
as	viny-			1	vinyas		prefixus
as	vipary-			1	viparyas		prefixus
as	vyaty-			1	vyatyas		prefixus
as	vyud-			1	vyudas		prefixus
asatkṛ						8:19	classfreq
astaṁgamay						10:1	classfreq
asthirībhū						1:1	classfreq
asulabhībhū						1:1	classfreq
asūya		envy	1				semantics
at				1	at	1:5	prefixus+classfreq
atibhā						2:5	classfreq
atibhāvay						10:4	classfreq
atibhūṣay						10:1	classfreq
atibhṛ						3:1	classfreq
atibrū						2:2	classfreq
aticar						1:7	classfreq
aticeṣṭ						1:1	classfreq
atidarpay						10:1	classfreq
atidhvaṁs						1:1	classfreq
atidhā						3:2	classfreq
atidiv						4:2	classfreq
atidiś						6:5	classfreq
atidru						1:9	classfreq
atidā						3:2	classfreq
atigam						1:8	classfreq
atighrā						4:1	classfreq
atigrah						9:1	classfreq
atigā						3:34	classfreq
atigāh						1:9	classfreq
atihan						2:1	classfreq
atihā						3:3	classfreq
atihṛ						1:11	classfreq
atihṛṣ						6:2	classfreq
atijīv						1:5	classfreq
atikhyā						2:1	classfreq
atikopay						10:6	classfreq
atikram						6:525	classfreq
atikramay						10:1	classfreq
atikruś						1:1	classfreq
atikrāmay						10:4	classfreq
atikālay						10:4	classfreq
atikṛṣ						1:1	classfreq
atikṣar						1:2	classfreq
atikṣip						6:2	classfreq
atilaṅghay						10:5	classfreq
atilolay						10:1	classfreq
atilālay						10:2	classfreq
atimad						4:2	classfreq
atiman						4:11	classfreq
atimeday						10:1	classfreq
atimuc						6:11	classfreq
atined						1:3	classfreq
atiniḥśvas						2:1	classfreq
atinud						6:2	classfreq
atināmay						10:3	classfreq
atinī						1:9	classfreq
atipad						4:6	classfreq
atipari						2:1	classfreq
atipat						1:8	classfreq
atiprach						6:3	classfreq
atiprasad						1:3	classfreq
atiprasru						1:3	classfreq
atipratam						4:1	classfreq
atipravṛdh						1:19	classfreq
atipravṛt						1:16	classfreq
atipraṇud						6:1	classfreq
atipreray						10:1	classfreq
atipāray						10:2	classfreq
atipātay						10:10	classfreq
atipīḍay						10:15	classfreq
atipū						9:1	classfreq
atipṛ						3:2	classfreq
atirecay						10:1	classfreq
atiric						4:202	classfreq
atirocay						10:1	classfreq
atiropay						10:2	classfreq
atiruc						1:13	classfreq
atiruh						1:5	classfreq
atirāj						1:1	classfreq
atisarpay						10:1	classfreq
atisaṁdhā						3:13	classfreq
atisaṁrudh						7:1	classfreq
atisaṁvṛdh						1:1	classfreq
atisev						1:17	classfreq
atisnehay						10:1	classfreq
atisnih						4:9	classfreq
atisru						1:4	classfreq
atisvar						1:2	classfreq
atisā						6:1	classfreq
atisāray						10:25	classfreq
atisṛj						6:26	classfreq
atisṛp						1:5	classfreq
atitap						4:3	classfreq
atitarpay						10:1	classfreq
atitarṣay						10:1	classfreq
